Measure,Beat,[Superius],[Contratenor],[Tenor],[Bassus],Composer,Title,[Tenor 1],[Tenor 2],Superius,Contratenor,Tenor,Bassus
106,1.0,"('-5', '-2')","('2', '-2')",,"('2', '-3')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
106,2.0,"('-2', '2')","('-2', '-2')",,"('-3', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
106,3.0,,,,"('-2', '5')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
106,4.0,"('2', '2')","('-2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
107,1.0,"('2', '2')",,,"('5', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
107,2.0,"('2', '2')",,,"('-2', '2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
107,3.0,"('2', '-3')",,,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
107,4.0,"('-3', '-2')","('-2', '2')",,"('2', '3')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
108,1.0,"('-2', '5')",,,"('3', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
108,2.0,,"('2', '3')",,"('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
108,3.0,"('5', '-2')","('3', '-2')",,"('-2', '2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
108,4.0,"('-2', '2')","('-2', '-2')",,"('2', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
109,2.0,"('2', '3')","('-2', '3')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
109,2.5,,"('3', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
109,3.0,"('3', '-2')","('-2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
109,4.0,"('-2', '-2')","('-2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
110,1.0,"('-2', '2')","('-2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
110,2.0,"('2', '-2')","('2', '-2')",,"('1', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
110,3.0,,"('-2', '4')",,"('-2', '2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
110,4.0,,,,"('2', '-5')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
111,1.0,,"('4', '1')",,"('-5', '2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
111,2.0,,"('1', '1')",,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
111,2.5,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
111,3.0,,"('1', '-2')",,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
111,3.5,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
111,4.0,"('1', '-2')","('-2', '-2')",,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
111,4.5,,,,"('2', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
112,1.0,"('-2', '2')","('-2', '-2')",,"('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
112,2.0,"('2', '-5')","('-2', '-2')",,"('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
112,3.0,"('-5', '2')","('-2', '-2')",,"('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
112,4.0,"('2', '2')","('-2', '2')",,"('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
112,4.5,"('2', '2')",,,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
113,1.0,"('2', '2')","('2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
113,1.5,"('2', '2')","('2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
113,2.0,"('2', '2')","('2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
113,2.5,"('2', '-2')","('2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
113,3.0,"('-2', '-2')","('2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
113,3.5,,"('2', '-3')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
113,4.0,"('-2', '-2')","('-3', '2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
113,4.5,,"('2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
114,1.0,"('-2', '-2')","('-2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
114,2.0,"('-2', '-2')","('-2', '1')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
114,3.5,,"('1', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
114,4.0,,"('-2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
115,1.0,,,,"('2', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
115,2.0,,"('2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
115,3.0,,"('2', '2')",,"('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
116,1.0,,"('2', '-2')",,"('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
116,2.0,,,,"('-2', '3')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
116,3.0,"('2', '-2')","('-2', '-2')",,"('3', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
117,1.0,"('-2', '-2')","('-2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
117,2.0,,"('-2', '3')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
117,3.0,"('-2', '-2')","('3', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
117,4.0,"('-2', '3')","('-2', '-2')",,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
118,1.0,"('3', '-2')","('-2', '-2')",,"('2', '1')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
118,2.0,,"('-2', '1')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
118,3.0,,"('1', '2')",,"('1', '1')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
119,1.0,,"('2', '2')",,"('1', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
119,2.0,"('2', '2')",,,"('-2', '3')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
119,3.0,"('2', '1')","('2', '1')",,"('3', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
119,4.0,,,,"('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
120,1.0,"('1', '1')","('1', '1')",,"('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
120,1.5,,,,"('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
120,2.0,,"('1', '-2')",,"('-2', '2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
120,2.5,,,,"('2', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
120,3.0,"('1', '-2')","('-2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
120,4.0,"('-2', '3')","('2', '3')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
121,1.0,"('3', '-2')","('3', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
121,2.0,"('-2', '-2')","('-2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
121,3.0,"('-2', '-2')","('-2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
121,3.5,"('-2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
121,4.0,"('-2', '2')","('-2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
121,4.5,"('2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
122,2.0,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
122,3.0,,,,"('2', '-3')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
122,4.0,,,,"('-3', '2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
123,1.0,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
123,2.0,,"('2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
123,2.5,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
123,3.0,,,,"('2', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
123,4.0,"('2', '2')","('2', '-3')",,"('-2', '2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
124,1.0,"('2', '-3')","('-3', '2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
124,2.0,"('-3', '2')","('2', '-2')",,"('2', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
124,3.0,"('2', '2')","('-2', '-2')",,"('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
124,4.0,,"('-2', '2')",,"('-2', '2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
124,4.5,"('2', '2')",,,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
125,1.0,"('2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
125,2.0,"('-2', '2')","('2', '3')",,"('2', '-4')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
125,3.0,,"('3', '-2')",,"('-4', '4')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
125,4.0,"('2', '-2')","('-2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
126,1.0,"('-2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
126,1.5,,"('-2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
126,2.0,"('-2', '2')","('-2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
126,3.0,,"('-2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
126,4.0,"('2', '-3')",,,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
127,1.0,"('-3', '1')","('2', '1')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
128,1.0,"('1', '3')","('1', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
128,4.0,"('3', '1')","('-2', '3')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
129,1.0,"('1', '2')","('3', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
129,2.0,,"('-2', '3')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
129,3.0,,"('3', '1')","('1', '3')","('1', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
129,4.0,,"('1', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
130,2.0,,"('-2', '3')","('3', '1')","('-2', '3')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
130,3.0,,"('3', '-2')","('1', '2')","('3', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
130,4.0,,"('-2', '-3')","('2', '3')","('-2', '1')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
131,1.0,"('1', '3')","('-3', '1')","('3', '1')","('1', '1')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
131,2.0,,"('1', '1')","('1', '1')","('1', '1')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
131,3.0,,"('1', '-2')","('1', '-2')","('1', '5')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
131,4.0,"('3', '1')","('-2', '4')","('-2', '-2')","('5', '2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
132,1.0,"('1', '2')","('4', '2')","('-2', '-2')","('2', '-4')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
132,2.0,"('2', '3')",,,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
132,3.0,"('3', '1')","('2', '2')","('-2', '1')",,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
132,4.0,"('1', '1')",,,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
133,1.0,"('1', '-2')",,"('1', '2')",,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
133,2.0,"('-2', '-2')",,"('2', '2')",,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
133,3.0,"('-2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
133,4.0,"('-2', '-2')",,"('2', '2')","('2', '2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
134,1.0,,,"('2', '-3')","('2', '2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
134,2.0,"('-2', '-2')",,"('-3', '2')","('2', '-3')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
134,3.0,,,"('2', '-3')","('-3', '2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
134,4.0,,,"('-3', '4')","('2', '-3')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
135,1.0,,,"('4', '-2')","('-3', '4')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
135,2.0,,,"('-2', '-2')","('4', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
135,3.0,,,,"('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
135,3.5,,,"('-2', '-2')",,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
135,4.0,"('2', '2')",,"('-2', '2')",,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
135,4.5,,,"('2', '-2')",,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
136,1.0,"('2', '2')",,"('-2', '-2')",,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
136,2.0,,"('2', '2')","('-2', '2')","('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
136,3.0,,"('2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
136,4.0,,,"('2', '2')",,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
137,1.0,,,"('2', '2')",,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
137,2.5,,,"('2', '2')",,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
137,3.0,"('2', '2')",,"('2', '-2')",,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
137,4.0,,"('2', '2')","('-2', '-2')",,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
138,1.0,"('2', '2')",,,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
138,2.0,"('2', '-3')","('2', '2')","('-2', '-2')",,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
138,3.0,"('-3', '2')","('2', '-3')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
138,4.0,"('2', '-3')","('-3', '2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
139,1.0,"('-3', '4')","('2', '-3')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
139,2.0,"('4', '-2')","('-3', '2')",,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
139,3.0,"('-2', '-2')","('2', '-2')",,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
139,4.0,"('-2', '-2')","('-2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
140,1.0,"('-2', '-2')","('-2', '4')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
140,1.5,,"('4', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
140,2.0,"('-2', '-2')","('-2', '2')","('2', '2')",,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
140,3.0,"('-2', '3')",,"('2', '2')",,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
140,4.0,,"('2', '1')","('2', '1')",,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
141,1.0,"('3', '1')","('1', '1')","('1', '1')",,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
141,2.0,"('1', '2')","('1', '2')","('1', '1')","('1', '4')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
141,4.0,"('2', '1')","('2', '1')","('1', '2')","('4', '-3')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
142,1.0,"('1', '-2')","('1', '-2')","('2', '-3')","('-3', '2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
142,2.0,"('-2', '2')","('-2', '-3')","('-3', '-2')","('2', '-5')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
142,3.0,"('2', '3')","('-3', '4')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
143,1.0,"('3', '-2')","('4', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
143,2.0,,"('-2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
143,3.0,"('-2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
143,4.0,,"('-2', '3')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
144,1.0,"('-2', '3')","('3', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
144,2.0,"('3', '-2')","('-2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
144,3.0,"('-2', '-2')","('-2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
144,4.0,"('-2', '-2')","('-2', '-3')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
145,1.0,"('-2', '-3')",,,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
145,1.5,,"('-3', '2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
145,2.0,,"('2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
145,2.5,"('-3', '2')","('2', '-3')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
145,3.0,"('2', '2')","('-3', '2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
145,3.5,"('2', '-3')","('2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
145,4.0,"('-3', '2')","('2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
145,4.5,"('2', '-2')","('2', '-4')",,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
146,1.0,"('-2', '-3')","('-4', '-2')",,"('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
146,1.5,"('-3', '2')",,,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
146,2.0,"('2', '2')","('-2', '5')","('-2', '-2')",,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
146,2.5,"('2', '2')",,,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
146,3.0,"('2', '2')",,,"('-2', '3')",Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
146,3.5,"('2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
146,4.0,"('-2', '2')",,"('-2', '3')",,Jean Guyon,Missa Je suis déshéritée: Credo,,,,,,
