,Validation,Comments,Composer,Title,First_Offset,Measures_Beats,Melodic_Entry_Intervals,Offsets,Soggetti,Time_Entry_Intervals,Voices,Presentation_Type,Number_Entries,Flexed_Entries
11,,,Ippolito Baccusi,Missa Quando lieta sperai:  Kyrie,48.0,"['7/1.0', '8/2.0', '9/2.0', '10/1.0', '11/1.0', '12/2.0', '16/3.0']","['P-8', 'P1', 'P8', 'P-8', 'P8', 'P-8']","[48.0, 58.0, 66.0, 72.0, 80.0, 90.0, 124.0]","[('3', '-2', '2', '2')]","[10.0, 8.0, 6.0, 8.0, 10.0, 34.0]","['Cantus', 'Tenor', 'Altus', 'Cantus', 'Tenor', 'Cantus', 'Altus']",FUGA,7.0,False
12,,,Ippolito Baccusi,Missa Quando lieta sperai:  Kyrie,184.0,"['23/1.0', '24/3.0', '28/4.0']","['P8', 'P1']","[184.0, 196.0, 230.0]","[('2', '-2', '2', '2')]","[12.0, 34.0]","['Bassus', 'Quintus', 'Cantus']",FUGA,3.0,False
13,,,Ippolito Baccusi,Missa Quando lieta sperai:  Kyrie,200.0,"['25/1.0', '26/2.0', '27/2.0', '31/4.0', '32/4.0', '35/4.0', '36/4.0']","['P8', 'P-8', 'P1', 'P1', 'P-5', 'P8']","[200.0, 210.0, 218.0, 254.0, 262.0, 286.0, 294.0]","[('3', '-2', '2', '2')]","[10.0, 8.0, 36.0, 8.0, 24.0, 8.0]","['Altus', 'Cantus', 'Altus', 'Tenor', 'Altus', 'Tenor', 'Cantus']",FUGA,7.0,False
14,,,Ippolito Baccusi,Missa Quando lieta sperai:  Kyrie,306.0,"['38/2.0', '40/2.0']",['P-4'],"[306.0, 322.0]","[('-2', '-2', '2', '2')]",[16.0],"['Bassus', 'Bassus']",FUGA,2.0,False
15,,,Ippolito Baccusi,Missa Quando lieta sperai:  Gloria,0.0,"['1/1.0', '4/1.0']",['P-8'],"[0.0, 24.0]","[('4', '-2', '4', '-2')]",[24.0],"['Altus', 'Bassus']",FUGA,2.0,False
16,,,Ippolito Baccusi,Missa Quando lieta sperai:  Gloria,98.0,"['13/2.0', '14/2.0', '17/2.0']","['P8', 'P1']","[98.0, 106.0, 130.0]","[('-2', '-2', '-2', '-2')]","[8.0, 24.0]","['Bassus', 'Cantus', 'Quintus']",FUGA,3.0,False
17,,,Ippolito Baccusi,Missa Quando lieta sperai:  Gloria,154.0,"['20/2.0', '25/4.0']",['P-8'],"[154.0, 198.0]","[('-2', '-2', '-2', '2')]",[44.0],"['Altus', 'Bassus']",FUGA,2.0,False
18,,,Ippolito Baccusi,Missa Quando lieta sperai:  Gloria,234.0,"['30/2.0', '32/2.0', '34/2.0', '39/1.0']","['P1', 'P-8', 'P8', 'P-4']","[234.0, 250.0, 266.0, 304.0, 304.0]","[('2', '-2', '2', '2')]","[16.0, 16.0, 38.0, 0.0]","['Quintus', 'Cantus', 'Tenor', 'Quintus', 'Altus']",FUGA,5.0,False
19,,,Ippolito Baccusi,Missa Quando lieta sperai:  Gloria,266.0,"['34/2.0', '39/1.0', '44/3.0']","['P5', 'P-5']","[266.0, 304.0, 348.0]","[('4', '-2', '2', '2')]","[38.0, 44.0]","['Bassus', 'Tenor', 'Bassus']",FUGA,3.0,False
20,,,Ippolito Baccusi,Missa Quando lieta sperai:  Gloria,322.0,"['41/2.0', '42/4.0']",['P8'],"[322.0, 334.0]","[('-2', '-2', '-2', '2')]",[12.0],"['Bassus', 'Quintus']",FUGA,2.0,False
21,,,Ippolito Baccusi,Missa Quando lieta sperai:  Gloria,362.0,"['46/2.0', '46/4.0']",['P4'],"[362.0, 366.0]","[('-2', '2', '-4', '2')]",[4.0],"['Quintus', 'Cantus']",FUGA,2.0,False
22,,,Ippolito Baccusi,Missa Quando lieta sperai:  Gloria,406.0,"['51/4.0', '52/2.0']",['P-5'],"[406.0, 410.0]","[('4', '-3', '4', '-2')]",[4.0],"['Tenor', 'Bassus']",FUGA,2.0,False
23,,,Ippolito Baccusi,Missa Quando lieta sperai:  Gloria,458.0,"['58/2.0', '64/3.0']",['P12'],"[458.0, 508.0]","[('-2', '-2', '-2', '-2')]",[50.0],"['Bassus', 'Cantus']",FUGA,2.0,False
24,,,Ippolito Baccusi,Missa Quando lieta sperai:  Gloria,478.0,"['60/4.0', '61/4.0']",['P1'],"[478.0, 486.0]","[('-2', '-2', '2', '2')]",[8.0],"['Tenor', 'Altus']",FUGA,2.0,False
25,,,Ippolito Baccusi,Missa Quando lieta sperai:  Gloria,486.0,"['61/4.0', '68/3.0']",['P8'],"[486.0, 540.0]","[('2', '-2', '2', '2')]",[54.0],"['Bassus', 'Quintus']",FUGA,2.0,False
26,,,Ippolito Baccusi,Missa Quando lieta sperai:  Gloria,572.0,"['72/3.0', '73/1.0']",['P-8'],"[572.0, 576.0]","[('4', '-2', '2', '2')]",[4.0],"['Altus', 'Bassus']",FUGA,2.0,False
27,,,Ippolito Baccusi,Missa Quando lieta sperai: Credo,0.0,"['1/1.0', '6/4.0']",['P5'],"[0.0, 46.0]","[('2', '-2', '2', '2')]",[46.0],"['Quintus', 'Cantus']",FUGA,2.0,False
28,,,Ippolito Baccusi,Missa Quando lieta sperai: Credo,28.0,"['4/3.0', '5/3.0', '6/4.0']","['P-8', 'P1']","[28.0, 36.0, 46.0]","[('4', '-2', '2', '-3')]","[8.0, 10.0]","['Quintus', 'Bassus', 'Tenor']",FUGA,3.0,False
29,,,Ippolito Baccusi,Missa Quando lieta sperai: Credo,82.0,"['11/2.0', '12/2.0']",['P8'],"[82.0, 90.0]","[('-3', '2', '2', '-5')]",[8.0],"['Bassus', 'Quintus']",FUGA,2.0,False
30,,,Ippolito Baccusi,Missa Quando lieta sperai: Credo,136.0,"['18/1.0', '20/2.0']",['P1'],"[136.0, 154.0]","[('2', '-2', '-2', '2')]",[18.0],"['Tenor', 'Quintus']",FUGA,2.0,False
31,,,Ippolito Baccusi,Missa Quando lieta sperai: Credo,172.0,"['22/3.0', '23/4.0']",['P8'],"[172.0, 182.0]","[('2', '2', '2', '-2')]",[10.0],"['Tenor', 'Cantus']",FUGA,2.0,False
32,,,Ippolito Baccusi,Missa Quando lieta sperai: Credo,226.0,"['29/2.0', '34/3.0']",['P5'],"[226.0, 268.0]","[('-2', '-2', '-2', '2')]",[42.0],"['Tenor', 'Cantus']",FUGA,2.0,False
33,,,Ippolito Baccusi,Missa Quando lieta sperai: Credo,238.0,['30/4.0'],['m-3'],"[238.0, 238.0]","[('-2', '-2', '-2', '-2')]",[0.0],"['Cantus', 'Quintus']",FUGA,2.0,False
34,,,Ippolito Baccusi,Missa Quando lieta sperai: Credo,252.0,"['32/3.0', '32/4.0']",['P-5'],"[252.0, 254.0]","[('-4', '8', '-2', '-2')]",[2.0],"['Altus', 'Bassus']",FUGA,2.0,False
35,,,Ippolito Baccusi,Missa Quando lieta sperai: Credo,458.0,"['58/2.0', '59/4.0', '65/4.0']","['P1', 'P-5']","[458.0, 470.0, 518.0]","[('-2', '-2', '2', '2')]","[12.0, 48.0]","['Altus', 'Tenor', 'Tenor']",FUGA,3.0,False
36,,,Ippolito Baccusi,Missa Quando lieta sperai: Credo,534.0,['67/4.0'],['M-3'],"[534.0, 534.0]","[('2', '-3', '2', '-2')]",[0.0],"['Cantus', 'Quintus']",FUGA,2.0,False
37,,,Ippolito Baccusi,Missa Quando lieta sperai: Credo,582.0,"['73/4.0', '74/2.0', '76/2.0', '76/4.0', '77/4.0']","['P4', 'm-7', 'P4', 'P-4']","[582.0, 586.0, 602.0, 606.0, 614.0]","[('-2', '2', '-2', '-2')]","[4.0, 16.0, 4.0, 8.0]","['Quintus', 'Cantus', 'Quintus', 'Cantus', 'Altus']",FUGA,5.0,False
38,,,Ippolito Baccusi,Missa Quando lieta sperai: Credo,640.0,"['81/1.0', '83/3.0']",['P5'],"[640.0, 660.0]","[('3', '-2', '-2', '-2')]",[20.0],"['Quintus', 'Cantus']",FUGA,2.0,False
39,,,Ippolito Baccusi,Missa Quando lieta sperai: Credo,696.0,"['88/1.0', '92/2.0', '93/1.0']","['P1', 'P8']","[696.0, 730.0, 736.0]","[('-2', '-2', '-2', '-2')]","[34.0, 6.0]","['Tenor', 'Bassus', 'Cantus']",FUGA,3.0,False
40,,,Ippolito Baccusi,Missa Quando lieta sperai: Credo,774.0,"['97/4.0', '98/2.0']",['m6'],"[774.0, 778.0]","[('-3', '2', '-3', '2')]",[4.0],"['Tenor', 'Cantus']",FUGA,2.0,False
41,,,Ippolito Baccusi,Missa Quando lieta sperai: Credo,854.0,"['107/4.0', '113/2.0', '114/2.0', '116/2.0', '117/2.0']","['P8', 'P-8', 'P1', 'P1']","[854.0, 898.0, 906.0, 922.0, 930.0]","[('3', '-2', '2', '2')]","[44.0, 8.0, 16.0, 8.0]","['Tenor', 'Cantus', 'Altus', 'Tenor', 'Altus']",FUGA,5.0,False
42,,,Ippolito Baccusi,Missa Quando lieta sperai: Credo,982.0,['123/4.0'],['m-3'],"[982.0, 982.0]","[('-2', '-2', '-2', '2')]",[0.0],"['Altus', 'Bassus']",FUGA,2.0,False
43,,,Ippolito Baccusi,Missa Quando lieta sperai: Credo,994.0,"['125/2.0', '130/4.0']","['m-3', 'P5']","[994.0, 994.0, 1038.0]","[('-2', '-2', '-2', '-2')]","[0.0, 44.0]","['Cantus', 'Quintus', 'Cantus']",FUGA,3.0,False
44,,,Ippolito Baccusi,Missa Quando lieta sperai: Credo,1028.0,"['129/3.0', '129/4.0']",['P5'],"[1028.0, 1030.0]","[('-2', '2', '2', '2')]",[2.0],"['Bassus', 'Tenor']",FUGA,2.0,False
45,,,Ippolito Baccusi,Missa Quando lieta sperai: Credo,1074.0,"['135/2.0', '136/4.0', '137/4.0']","['P11', 'P-8']","[1074.0, 1086.0, 1094.0]","[('2', '-2', '2', '2')]","[12.0, 8.0]","['Tenor', 'Cantus', 'Tenor']",FUGA,3.0,False
46,,,Ippolito Baccusi,Missa Quando lieta sperai: Credo,1074.0,"['135/2.0', '137/4.0']",['P4'],"[1074.0, 1094.0]","[('-2', '-2', '2', '2')]",[20.0],"['Bassus', 'Bassus']",FUGA,2.0,False
47,,,Ippolito Baccusi,Missa Quando lieta sperai: Sanctus,264.0,"['34/1.0', '35/2.0', '37/2.0', '43/2.0', '47/3.0', '49/4.0']","['P1', 'P-5', 'P5', 'P-8', 'P8']","[264.0, 274.0, 290.0, 338.0, 372.0, 390.0]","[('2', '-2', '2', '2')]","[10.0, 16.0, 48.0, 34.0, 18.0]","['Cantus', 'Quintus', 'Tenor', 'Quintus', 'Tenor', 'Cantus']",FUGA,6.0,False
48,,,Ippolito Baccusi,Missa Quando lieta sperai: Sanctus,274.0,"['35/2.0', '37/2.0']",['P-5'],"[274.0, 290.0]","[('-2', '-2', '2', '2')]",[16.0],"['Altus', 'Bassus']",FUGA,2.0,False
49,,,Ippolito Baccusi,Missa Quando lieta sperai: Sanctus,300.0,"['38/3.0', '39/4.0', '41/3.0', '42/3.0', '43/4.0', '51/1.0', '52/2.0', '53/1.0']","['P-8', 'P8', 'P-8', 'P1', 'P1', 'P8', 'P-8']","[300.0, 310.0, 324.0, 332.0, 342.0, 400.0, 410.0, 416.0]","[('3', '-2', '2', '2')]","[10.0, 14.0, 8.0, 10.0, 58.0, 10.0, 6.0]","['Cantus', 'Tenor', 'Cantus', 'Tenor', 'Altus', 'Tenor', 'Cantus', 'Altus']",FUGA,8.0,False
50,,,Ippolito Baccusi,Missa Quando lieta sperai: Agnus dei,0.0,"['1/1.0', '6/1.0']",['P1'],"[0.0, 40.0]","[('2', '-2', '2', '2')]",[40.0],"['Cantus', 'Quintus']",FUGA,2.0,False
51,,,Ippolito Baccusi,Missa Quando lieta sperai: Agnus dei,0.0,"['1/1.0', '2/3.0']",['P1'],"[0.0, 12.0]","[('2', '2', '2', '2')]",[12.0],"['Altus', 'Tenor']",FUGA,2.0,False
52,,,Ippolito Baccusi,Missa Quando lieta sperai: Agnus dei,126.0,"['16/4.0', '20/4.0']","['m-3', 'P-4']","[126.0, 126.0, 158.0]","[('-2', '-2', '-2', '-2')]","[0.0, 32.0]","['Cantus', 'Quintus', 'Tenor']",FUGA,3.0,False
53,,,Ippolito Baccusi,Missa Quando lieta sperai: Agnus dei,142.0,"['18/4.0', '20/2.0']",['P8'],"[142.0, 154.0]","[('-2', '-2', '-2', '2')]",[12.0],"['Bassus', 'Cantus']",FUGA,2.0,False
54,,,Ippolito Baccusi,Missa Quando lieta sperai: Agnus dei,370.0,"['46/2.0', '48/4.0']",['P-12'],"[370.0, 390.0]","[('-2', '-2', '-2', '-2')]",[20.0],"['Cantus', 'Bassus']",FUGA,2.0,False
