,Validation,Comments,Composer,Title,First_Offset,Measures_Beats,Melodic_Entry_Intervals,Offsets,Soggetti,Time_Entry_Intervals,Voices,Presentation_Type,Number_Entries,Flexed_Entries
0,,,Josquin Des Prés,Praeter rerum,0.0,"['1/1.0', '3/1.0']",['P1'],"[0.0, 24.0]","[('2', '2', '2', '-2')]",[24.0],"['[Bassus I]', '[Bassus II]']",FUGA,2.0,False
1,,,Josquin Des Prés,Praeter rerum,96.0,"['9/1.0', '11/1.0']","['m3', 'm-3']","[96.0, 96.0, 120.0]","[('2', '2', '2', '-2')]","[0.0, 24.0]","['[Altus I]', '[Tenor]', '[Altus II]']",FUGA,3.0,False
2,,,Josquin Des Prés,Praeter rerum,172.0,"['15/2.0', '16/1.0', '16/3.0', '17/2.0', '23/1.0', '23/2.5', '24/1.0', '24/3.0', '25/2.0']","['P-5', 'P1', 'P8', 'P1', 'P1', 'M-3', 'P1', 'P1']","[172.0, 180.0, 188.0, 196.0, 264.0, 270.0, 276.0, 284.0, 292.0]","[('-3', '2', '2', '-5')]","[8.0, 8.0, 8.0, 68.0, 6.0, 6.0, 8.0, 8.0]","['[Tenor]', '[Bassus I]', '[Bassus II]', '[Altus II]', '[Altus II]', '[Altus I]', '[Bassus I]', '[Tenor]', '[Bassus II]']",FUGA,9.0,False
3,,,Josquin Des Prés,Praeter rerum,202.0,"['17/3.5', '18/2.5', '19/1.5', '19/3.5', '24/2.5', '25/1.5', '25/3.5']","['P1', 'P1', 'P1', 'P8', 'P1', 'P1']","[202.0, 210.0, 218.0, 226.0, 282.0, 290.0, 298.0]","[('-2', '-3', '2', '-2')]","[8.0, 8.0, 8.0, 56.0, 8.0, 8.0]","['[Bassus I]', '[Bassus II]', '[Bassus I]', '[Bassus II]', '[Altus II]', '[Altus I]', '[Altus II]']",FUGA,7.0,False
4,,,Josquin Des Prés,Praeter rerum,306.0,"['26/2.5', '27/1.5']",['M-2'],"[306.0, 314.0]","[('2', '2', '-3', '2')]",[8.0],"['[Bassus I]', '[Tenor]']",FUGA,2.0,False
5,,,Josquin Des Prés,Praeter rerum,322.0,"['27/3.5', '28/2.5']",['P4'],"[322.0, 330.0]","[('2', '2', '-3', '4')]",[8.0],"['[Bassus I]', '[Tenor]']",FUGA,2.0,False
6,,,Josquin Des Prés,Praeter rerum,362.0,"['31/1.5', '32/2.5', '33/1.5', '35/1.5', '35/1.5']","['P1', 'P1', 'P1', 'P4']","[362.0, 378.0, 394.0, 410.0, 418.0]","[('-2', '-2', '2', '2')]","[16.0, 16.0, 16.0, 8.0]","['[Altus II]', '[Altus I]', '[Altus II]', '[Altus I]', '[Altus II]']",FUGA,5.0,False
7,,,Josquin Des Prés,Praeter rerum,368.0,"['31/1.0', '33/2.0', '34/2.0']","['P1', 'P1']","[368.0, 388.0, 400.0]","[('4', '-3', '2', '-2')]","[20.0, 12.0]","['[Bassus I]', '[Bassus II]', '[Bassus I]']",FUGA,3.0,False
8,,,Josquin Des Prés,Praeter rerum,456.0,"['39/1.0', '40/1.0', '43/1.0', '44/2.0']","['P1', 'P8', 'P1']","[456.0, 468.0, 504.0, 520.0]","[('4', '-2', '2', '3')]","[12.0, 36.0, 16.0]","['[Bassus II]', '[Bassus I]', '[Altus II]', '[Altus I]']",FUGA,4.0,False
9,,,Josquin Des Prés,Praeter rerum,548.0,"['46/1.0', '50/2.0']",['P8'],"[548.0, 592.0]","[('5', '-2', '-2', '4')]",[44.0],"['[Bassus I]', '[Altus I]']",FUGA,2.0,False
10,,,Josquin Des Prés,Praeter rerum,552.0,"['47/1.0', '50/2.0']",['P8'],"[552.0, 592.0]","[('-2', '-2', '-2', '2')]",[40.0],"['[Tenor]', '[Discantus]']",FUGA,2.0,False
11,,,Josquin Des Prés,Praeter rerum,698.0,"['59/2.0', '67/1.0', '68/2.0']","['P-8', 'P1']","[698.0, 764.0, 770.0]","[('2', '2', '-5', '3')]","[66.0, 6.0]","['[Altus II]', '[Bassus I]', '[Bassus II]']",FUGA,3.0,False
12,,,Josquin Des Prés,Praeter rerum,728.0,"['63/1.0', '68/1.0']",['P-5'],"[728.0, 768.0]","[('2', '-2', '-3', '2')]",[40.0],"['[Altus I]', '[Tenor]']",FUGA,2.0,False
13,,,Josquin Des Prés,Praeter rerum,798.0,"['71/2.0', '73/2.0']",['P1'],"[798.0, 810.0]","[('-2', '-3', '2', '-2')]",[12.0],"['[Altus II]', '[Altus I]']",FUGA,2.0,False
14,,,Josquin Des Prés,Praeter rerum,808.0,"['73/1.0', '76/1.0']",['P-8'],"[808.0, 832.0]","[('-2', '2', '2', '-2')]",[24.0],"['[Discantus]', '[Tenor]']",FUGA,2.0,False
15,,,Josquin Des Prés,Praeter rerum,810.0,"['73/2.0', '74/2.0', '77/2.0']","['P1', 'P1']","[810.0, 818.0, 842.0]","[('2', '2', '2', '-8')]","[8.0, 24.0]","['[Bassus II]', '[Bassus I]', '[Bassus I]']",FUGA,3.0,False
16,,,Josquin Des Prés,Praeter rerum,834.0,"['76/2.0', '79/2.0']",['P1'],"[834.0, 858.0]","[('-2', '2', '-5', '5')]",[24.0],"['[Bassus II]', '[Bassus II]']",FUGA,2.0,False
17,,,Josquin Des Prés,Praeter rerum,884.0,"['82/1.0', '84/1.0']",['P-5'],"[884.0, 900.0]","[('3', '-2', '-2', '3')]",[16.0],"['[Altus I]', '[Tenor]']",FUGA,2.0,False
18,,,Josquin Des Prés,Praeter rerum,918.0,"['86/2.0', '88/2.0', '91/2.0', '92/2.0', '96/2.0']","['M3', 'M-3', 'M10', 'P-8', 'M-3']","[918.0, 930.0, 958.0, 962.0, 994.0, 994.0]","[('-3', '3', '-2', '-2')]","[12.0, 28.0, 4.0, 32.0, 0.0]","['[Bassus I]', '[Altus I]', '[Bassus I]', '[Discantus]', '[Altus II]', '[Bassus II]']",FUGA,6.0,False
19,,,Josquin Des Prés,Praeter rerum,936.0,"['89/1.0', '93/1.0']",['P8'],"[936.0, 968.0]","[('2', '-2', '-3', '2')]",[32.0],"['[Bassus II]', '[Tenor]']",FUGA,2.0,False
20,,,Josquin Des Prés,Praeter rerum,1056.0,"['104/1.0', '106/1.0', '108/1.0']","['P1', 'P1']","[1056.0, 1076.0, 1088.0]","[('-5', '10', '-2', '-2')]","[20.0, 12.0]","['[Bassus I]', '[Bassus II]', '[Bassus I]']",FUGA,3.0,False
21,,,Josquin Des Prés,Praeter rerum,1060.0,"['104/1.0', '106/1.0']",['P8'],"[1060.0, 1076.0]","[('2', '-3', '2', '-2')]",[16.0],"['[Tenor]', '[Discantus]']",FUGA,2.0,False
22,,,Josquin Des Prés,Praeter rerum,1066.0,"['105/2.0', '107/2.0', '109/2.0']","['P1', 'P1']","[1066.0, 1082.0, 1098.0]","[('2', '2', '-3', '3')]","[16.0, 16.0]","['[Altus II]', '[Altus I]', '[Altus II]']",PEN,3.0,False
23,,,Josquin Des Prés,Praeter rerum,1112.0,"['111/1.0', '114/1.0', '117/1.0', '120/1.0', '123/1.0']","['P-8', 'P5', 'M-6', 'P5']","[1112.0, 1148.0, 1184.0, 1220.0, 1256.0]","[('-3', '2', '2', '-2')]","[36.0, 36.0, 36.0, 36.0]","['[Discantus]', '[Tenor]', '[Altus I]', '[Tenor]', '[Altus I]']",PEN,5.0,False
24,,,Josquin Des Prés,Praeter rerum,1116.0,"['111/2.0', '114/1.0', '117/2.0']","['P-8', 'P5']","[1116.0, 1148.0, 1188.0]","[('-3', '2', '-3', '2')]","[32.0, 40.0]","['[Altus I]', '[Bassus I]', '[Altus II]']",FUGA,3.0,False
25,,,Josquin Des Prés,Praeter rerum,1156.0,"['114/1.0', '117/2.0']",['P5'],"[1156.0, 1188.0]","[('4', '-3', '2', '-2')]",[32.0],"['[Bassus II]', '[Bassus I]']",FUGA,2.0,False
26,,,Josquin Des Prés,Praeter rerum,1292.0,"['126/1.0', '127/1.0', '129/1.0', '130/1.0', '135/1.0', '138/2.0']","['P5', 'P-5', 'P5', 'P-11', 'P5']","[1292.0, 1304.0, 1328.0, 1340.0, 1408.0, 1440.0]","[('4', '-3', '2', '-2')]","[12.0, 24.0, 12.0, 68.0, 32.0]","['[Tenor]', '[Altus I]', '[Tenor]', '[Altus I]', '[Bassus II]', '[Bassus I]']",FUGA,6.0,False
27,,,Josquin Des Prés,Praeter rerum,1292.0,"['126/1.0', '129/1.0']",['P1'],"[1292.0, 1328.0]","[('-5', '2', '2', '2')]",[36.0],"['[Discantus]', '[Discantus]']",FUGA,2.0,False
28,,,Josquin Des Prés,Praeter rerum,1364.0,"['132/1.0', '135/1.0', '138/1.0', '141/1.0', '144/1.0']","['P-8', 'P5', 'M-6', 'P5']","[1364.0, 1400.0, 1436.0, 1472.0, 1508.0]","[('-3', '2', '2', '-2')]","[36.0, 36.0, 36.0, 36.0]","['[Discantus]', '[Tenor]', '[Altus II]', '[Tenor]', '[Altus II]']",PEN,5.0,False
29,,,Josquin Des Prés,Praeter rerum,1400.0,"['135/1.0', '138/2.0']",['P5'],"[1400.0, 1440.0]","[('-3', '2', '-3', '2')]",[40.0],"['[Bassus I]', '[Altus I]']",FUGA,2.0,False
30,,,Cipriano de Rore,MIssa Praeter rerum: Kyrie,0.0,"['1/1.0', '4/1.0']",['P1'],"[0.0, 24.0]","[('2', '2', '-3', '4')]",[24.0],"['Bassus I', 'Bassus II']",FUGA,2.0,False
31,,,Cipriano de Rore,MIssa Praeter rerum: Kyrie,96.0,"['13/1.0', '20/4.0', '21/3.0', '22/1.0']","['m-3', 'P-4', 'P8', 'P-8']","[96.0, 96.0, 158.0, 164.0, 168.0]","[('2', '2', '-3', '4')]","[0.0, 62.0, 6.0, 4.0]","['Altus', 'Tenor', 'Altus', 'Cantus II', 'Tenor']",FUGA,5.0,False
32,,,Cipriano de Rore,MIssa Praeter rerum: Kyrie,154.0,"['20/2.0', '25/4.0', '26/4.0', '27/4.0']","['m14', 'm-10', 'M-3']","[154.0, 198.0, 206.0, 214.0]","[('-3', '2', '2', '-5')]","[44.0, 8.0, 8.0]","['Bassus II', 'Cantus II', 'Tenor', 'Bassus I']",FUGA,4.0,False
33,,,Cipriano de Rore,MIssa Praeter rerum: Kyrie,216.0,"['28/1.0', '29/4.0']",['m-3'],"[216.0, 230.0]","[('-2', '-2', '-2', '2')]",[14.0],"['Quintus', 'Altus']",FUGA,2.0,False
34,,,Cipriano de Rore,MIssa Praeter rerum: Kyrie,222.0,"['28/4.0', '29/2.0']",['P1'],"[222.0, 226.0]","[('-2', '-3', '2', '-4')]",[4.0],"['Cantus I', 'Cantus II']",FUGA,2.0,False
35,,,Cipriano de Rore,MIssa Praeter rerum: Kyrie,260.0,"['33/3.0', '35/1.0', '40/1.0', '41/1.0']","['P1', 'P8', 'P-8']","[260.0, 272.0, 312.0, 320.0]","[('2', '2', '-3', '4')]","[12.0, 40.0, 8.0]","['Bassus I', 'Bassus II', 'Altus', 'Bassus I']",FUGA,4.0,False
36,,,Cipriano de Rore,MIssa Praeter rerum: Kyrie,352.0,"['45/1.0', '51/1.0']",['P-4'],"[352.0, 400.0]","[('-2', '-2', '-2', '2')]",[48.0],"['Cantus I', 'Altus']",FUGA,2.0,False
37,,,Cipriano de Rore,MIssa Praeter rerum: Kyrie,354.0,"['45/2.0', '50/4.0', '52/2.0', '57/1.0']","['P5', 'P-8', 'P-5']","[354.0, 398.0, 410.0, 448.0]","[('5', '-2', '-2', '4')]","[44.0, 12.0, 38.0]","['Altus', 'Cantus I', 'Bassus II', 'Bassus I']",FUGA,4.0,False
38,,,Cipriano de Rore,MIssa Praeter rerum: Kyrie,356.0,"['45/3.0', '46/3.0', '47/4.0']","['P1', 'P5']","[356.0, 364.0, 374.0]","[('-2', '-3', '2', '-2')]","[8.0, 10.0]","['Bassus I', 'Bassus II', 'Tenor']",FUGA,3.0,False
39,,,Cipriano de Rore,MIssa Praeter rerum: Kyrie,422.0,"['53/4.0', '56/1.0', '58/4.0']","['M-10', 'M10']","[422.0, 440.0, 462.0]","[('-2', '-2', '-2', '-2')]","[18.0, 22.0]","['Cantus I', 'Tenor', 'Cantus I']",FUGA,3.0,False
40,,,Cipriano de Rore,MIssa Praeter rerum: Kyrie,496.0,"['63/1.0', '66/1.0']",['P-8'],"[496.0, 532.0]","[('-3', '-3', '2', '2')]",[36.0],"['Tenor', 'Bassus II']",FUGA,2.0,False
41,,,Cipriano de Rore,MIssa Praeter rerum: Kyrie,584.0,"['70/2.0', '73/2.0', '75/2.0']","['P-8', 'P8']","[584.0, 620.0, 644.0]","[('-2', '-2', '-2', '2')]","[36.0, 24.0]","['Cantus II', 'Tenor', 'Cantus I']",FUGA,3.0,False
42,,,Cipriano de Rore,MIssa Praeter rerum: Kyrie,616.0,"['73/1.0', '74/1.0']",['P-8'],"[616.0, 628.0]","[('-3', '-2', '-2', '2')]",[12.0],"['Altus', 'Bassus II']",FUGA,2.0,False
43,,,Cipriano de Rore,MIssa Praeter rerum: Kyrie,652.0,"['76/1.0', '78/1.0']",['P1'],"[652.0, 676.0]","[('-2', '-2', '2', '-3')]",[24.0],"['Altus', 'Tenor']",FUGA,2.0,False
44,,,Cipriano de Rore,MIssa Praeter rerum: Kyrie,700.0,"['80/1.0', '84/2.0', '89/2.0']","['M-10', 'M7', 'P4']","[700.0, 700.0, 752.0, 812.0]","[('-3', '2', '2', '-2')]","[0.0, 52.0, 60.0]","['Cantus I', 'Bassus II', 'Cantus II', 'Cantus I']",FUGA,4.0,False
45,,,Cipriano de Rore,MIssa Praeter rerum: Kyrie,808.0,"['89/1.0', '91/3.0']",['P5'],"[808.0, 840.0]","[('-2', '-2', '-2', '2')]",[32.0],"['Quintus', 'Cantus II']",FUGA,2.0,False
46,,,Cipriano de Rore,MIssa Praeter rerum: Gloria,4.0,"['1/3.0', '2/1.0', '5/1.0']","['P-12', 'P1']","[4.0, 8.0, 32.0]","[('-2', '-2', '-2', '-2')]","[4.0, 24.0]","['Cantus I', 'Bassus I', 'Bassus II']",FUGA,3.0,False
47,,,Cipriano de Rore,MIssa Praeter rerum: Gloria,58.0,"['8/2.0', '9/2.0']",['P8'],"[58.0, 66.0]","[('5', '-2', '-2', '4')]",[8.0],"['Tenor', 'Cantus I']",FUGA,2.0,False
48,,,Cipriano de Rore,MIssa Praeter rerum: Gloria,110.0,"['14/4.0', '15/4.0']",['P8'],"[110.0, 118.0]","[('2', '-2', '-2', '2')]",[8.0],"['Tenor', 'Cantus I']",FUGA,2.0,False
49,,,Cipriano de Rore,MIssa Praeter rerum: Gloria,114.0,"['15/2.0', '16/2.0']",['P1'],"[114.0, 122.0]","[('4', '-2', '-2', '4')]",[8.0],"['Bassus II', 'Bassus I']",FUGA,2.0,False
50,,,Cipriano de Rore,MIssa Praeter rerum: Gloria,124.0,"['16/3.0', '17/3.0', '17/4.0', '20/4.0']","['P8', 'P4', 'P-8']","[124.0, 132.0, 134.0, 158.0]","[('2', '-3', '2', '-2')]","[8.0, 2.0, 24.0]","['Altus', 'Cantus II', 'Cantus I', 'Tenor']",FUGA,4.0,False
51,,,Cipriano de Rore,MIssa Praeter rerum: Gloria,126.0,"['16/4.0', '18/4.0']",['P1'],"[126.0, 142.0]","[('2', '-3', '2', '-3')]",[16.0],"['Tenor', 'Altus']",FUGA,2.0,False
52,,,Cipriano de Rore,MIssa Praeter rerum: Gloria,134.0,"['17/4.0', '19/4.0']",['P1'],"[134.0, 150.0]","[('-5', '8', '-2', '-3')]",[16.0],"['Bassus II', 'Bassus I']",FUGA,2.0,False
53,,,Cipriano de Rore,MIssa Praeter rerum: Gloria,164.0,"['21/3.0', '24/3.0']",['P1'],"[164.0, 188.0]","[('2', '-2', '-2', '3')]",[24.0],"['Cantus I', 'Cantus II']",FUGA,2.0,False
54,,,Cipriano de Rore,MIssa Praeter rerum: Gloria,222.0,"['28/4.0', '29/3.0', '31/1.0', '32/1.0', '33/3.0', '34/3.0', '36/1.0', '37/1.0']","['P-8', 'P15', 'P-15', 'P15', 'P-15', 'P15', 'P-15']","[222.0, 228.0, 240.0, 248.0, 260.0, 268.0, 280.0, 288.0]","[('4', '-2', '3', '2')]","[6.0, 12.0, 8.0, 12.0, 8.0, 12.0, 8.0]","['Altus', 'Bassus II', 'Cantus II', 'Bassus I', 'Cantus I', 'Bassus II', 'Cantus II', 'Bassus I']",FUGA,8.0,False
55,,,Cipriano de Rore,MIssa Praeter rerum: Gloria,232.0,"['30/1.0', '32/4.0', '35/1.0', '37/4.0']","['P-8', 'P1', 'P1']","[232.0, 254.0, 272.0, 294.0]","[('5', '-3', '2', '3')]","[22.0, 18.0, 22.0]","['Cantus I', 'Tenor', 'Altus', 'Tenor']",ID,4.0,False
56,,,Cipriano de Rore,MIssa Praeter rerum: Gloria,324.0,"['41/3.0', '42/3.0', '43/1.0', '43/3.0', '44/1.0', '44/3.0', '45/1.0']","['P-12', 'P1', 'P8', 'P1', 'P8', 'M-10']","[324.0, 332.0, 336.0, 340.0, 344.0, 348.0, 352.0]","[('-3', '2', '2', '-5')]","[8.0, 4.0, 4.0, 4.0, 4.0, 4.0]","['Cantus I', 'Bassus I', 'Bassus II', 'Tenor', 'Altus', 'Cantus II', 'Bassus I']",FUGA,7.0,False
57,,,Cipriano de Rore,MIssa Praeter rerum: Gloria,370.0,"['47/2.0', '48/2.0']",['P1'],"[370.0, 378.0]","[('2', '3', '2', '2')]",[8.0],"['Cantus I', 'Cantus II']",FUGA,2.0,False
