,Composer,Title,Measure,Beat,CadType,Tone,Evaded,LeadingTones,Low,RelLow,RelTone,Progress,SinceLast,ToNext,Validation,Comments
0,Guillaume Le Heurteur,Congratulamini mihi,6,1.0,Authentic,G,False,1.0,G2,P1,P1,0.033783783783783786,40.0,24.0,,
1,Guillaume Le Heurteur,Congratulamini mihi,9,1.0,Clausula Vera,G,True,1.0,G3,P8,P1,0.05405405405405406,24.0,16.0,,
2,Guillaume Le Heurteur,Congratulamini mihi,11,1.0,Clausula Vera,G,False,1.0,G2,P1,P1,0.06756756756756757,16.0,112.0,,
3,Guillaume Le Heurteur,Congratulamini mihi,25,1.0,Authentic,G,False,1.0,G2,P1,P1,0.16216216216216217,112.0,20.0,,
4,Guillaume Le Heurteur,Congratulamini mihi,27,3.0,Clausula Vera,D,False,1.0,B3,M10,-P4,0.17905405405405406,20.0,76.0,,
5,Guillaume Le Heurteur,Congratulamini mihi,37,1.0,Phrygian,B,False,1.0,G3,P8,M3,0.24324324324324326,76.0,44.0,,
6,Guillaume Le Heurteur,Congratulamini mihi,42,3.0,Authentic,E,False,0.0,E3,M6,-m3,0.28040540540540543,44.0,4.0,,
7,Guillaume Le Heurteur,Congratulamini mihi,43,1.0,Clausula Vera,D,False,1.0,D3,P5,-P4,0.28378378378378377,4.0,8.0,,
8,Guillaume Le Heurteur,Congratulamini mihi,44,1.0,Clausula Vera,A,False,0.0,A3,M9,M2,0.2905405405405405,8.0,8.0,,
9,Guillaume Le Heurteur,Congratulamini mihi,45,1.0,Clausula Vera,D,False,1.0,D3,P5,-P4,0.2972972972972973,8.0,44.0,,
10,Guillaume Le Heurteur,Congratulamini mihi,50,3.0,,D,,,D3,P5,-P4,0.3344594594594595,44.0,32.0,,
11,Guillaume Le Heurteur,Congratulamini mihi,54,3.0,Authentic,D,False,1.0,D3,P5,-P4,0.3614864864864865,32.0,40.0,,
12,Guillaume Le Heurteur,Congratulamini mihi,59,3.0,Clausula Vera,D,False,0.0,B2,M3,-P4,0.3952702702702703,40.0,8.0,,
13,Guillaume Le Heurteur,Congratulamini mihi,60,3.0,Authentic,G,False,1.0,G2,P1,P1,0.40202702702702703,8.0,8.0,,
14,Guillaume Le Heurteur,Congratulamini mihi,61,3.0,Authentic,G,True,1.0,E4,M13,P1,0.40878378378378377,8.0,80.0,,
