,Validation,Comments,Composer,Title,First_Offset,Measures_Beats,Melodic_Entry_Intervals,Offsets,Soggetti,Time_Entry_Intervals,Voices,Presentation_Type,Number_Entries,Flexed_Entries
31,,,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,848.0,"['106/1.0', '107/1.0']",['P-5'],"[848.0, 856.0]","[('2', '-3', '-2', '2')]",[8.0],"['Tenor', 'Bassus']",FUGA,2.0,False
32,,,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,994.0,"['124/2.0', '125/2.0']",['P4'],"[994.0, 1002.0]","[('-2', '2', '-3', '2')]",[8.0],"['Altus', 'Cantus']",FUGA,2.0,False
33,,,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,1074.0,"['134/2.0', '135/2.0']",['P8'],"[1074.0, 1082.0]","[('2', '2', '2', '2')]",[8.0],"['Tenor', 'Cantus']",FUGA,2.0,False
34,,,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,1142.0,"['142/4.0', '145/2.0', '147/3.0', '149/2.0']","['P1', 'P-8', 'P5']","[1142.0, 1162.0, 1180.0, 1194.0]","[('-2', '2', '3', '-2')]","[20.0, 18.0, 14.0]","['Cantus', 'Altus', 'Bassus', 'Tenor']",FUGA,4.0,False
35,,,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,0.0,"['1/1.0', '3/1.0', '7/3.0', '12/1.0']","['P-5', 'P-4', 'P-5']","[0.0, 16.0, 52.0, 88.0]","[('-3', '3', '2', '-2')]","[16.0, 36.0, 36.0]","['Cantus', 'Altus', 'Tenor', 'Bassus']",FUGA,4.0,False
36,,,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,2.0,"['1/2.0', '3/2.0', '5/2.0', '7/4.0', '9/4.0']","['P-5', 'P8', 'P-11', 'P8']","[2.0, 18.0, 34.0, 54.0, 70.0]","[('-2', '2', '-3', '2')]","[16.0, 16.0, 20.0, 16.0]","['Tenor', 'Bassus', 'Cantus', 'Bassus', 'Altus']",FUGA,5.0,False
37,,,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,26.0,"['4/2.0', '8/4.0']",['P5'],"[26.0, 62.0]","[('2', '2', '2', '-2')]",[36.0],"['Tenor', 'Cantus']",FUGA,2.0,False
38,,,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,122.0,"['16/2.0', '18/4.0', '22/4.0', '24/4.0']","['P8', 'P-4', 'P-5']","[122.0, 142.0, 174.0, 190.0]","[('-3', '2', '2', '-2')]","[20.0, 32.0, 16.0]","['Bassus', 'Altus', 'Tenor', 'Bassus']",FUGA,4.0,False
39,,,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,126.0,"['16/4.0', '19/2.0', '20/4.0']","['P8', 'P-8']","[126.0, 146.0, 158.0]","[('-2', '2', '2', '2')]","[20.0, 12.0]","['Tenor', 'Cantus', 'Bassus']",FUGA,3.0,False
40,,,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,224.0,"['28/1.0', '29/1.0', '32/3.0']","['P-5', 'P8']","[224.0, 232.0, 260.0]","[('-3', '3', '-2', '-2')]","[8.0, 28.0]","['Tenor', 'Bassus', 'Altus']",FUGA,3.0,False
41,,,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,302.0,"['37/4.0', '38/4.0', '39/4.0', '41/4.0', '45/2.0', '46/2.0', '47/2.0', '50/4.0', '51/4.0', '53/2.0', '54/2.0']","['P-8', 'P5', 'P4', 'P-5', 'P1', 'P-8', 'P12', 'P-8', 'P4', 'P5']","[302.0, 310.0, 318.0, 334.0, 362.0, 370.0, 378.0, 406.0, 414.0, 426.0, 434.0]","[('-2', '2', '3', '-2')]","[8.0, 8.0, 16.0, 28.0, 8.0, 8.0, 28.0, 8.0, 12.0, 8.0]","['Altus', 'Bassus', 'Tenor', 'Altus', 'Altus', 'Tenor', 'Bassus', 'Altus', 'Bassus', 'Tenor', 'Altus']",FUGA,11.0,False
42,,,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,480.0,"['59/1.0', '60/1.0', '62/1.0', '63/2.0', '64/1.0', '67/1.0', '69/1.0', '69/1.0', '71/1.0', '75/1.0', '75/1.0', '75/2.0', '76/1.0']","['P5', 'P-8', 'P-5', 'P12', 'P-5', 'P-4', 'P8', 'P-12', 'P8', 'P-8', 'P8', 'P5', 'P-8']","[480.0, 488.0, 512.0, 512.0, 532.0, 540.0, 576.0, 596.0, 600.0, 624.0, 668.0, 672.0, 676.0, 688.0]","[('-3', '2', '2', '2')]","[8.0, 24.0, 0.0, 20.0, 8.0, 36.0, 20.0, 4.0, 24.0, 44.0, 4.0, 4.0, 12.0]","['Altus', 'Cantus', 'Tenor', 'Bassus', 'Cantus', 'Altus', 'Tenor', 'Cantus', 'Bassus', 'Tenor', 'Bassus', 'Altus', 'Cantus', 'Tenor']",FUGA,14.0,False
43,,,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,740.0,"['81/1.0', '84/1.0', '88/1.0', '95/1.0', '97/1.0']","['P-5', 'P8', 'P1', 'P-4', 'P4']","[740.0, 740.0, 772.0, 804.0, 860.0, 880.0]","[('-3', '3', '2', '-2')]","[0.0, 32.0, 32.0, 56.0, 20.0]","['Tenor', 'Bassus', 'Cantus', 'Altus', 'Altus', 'Cantus']",FUGA,6.0,False
44,,,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,814.0,"['89/2.0', '93/2.0']",['P8'],"[814.0, 846.0]","[('-2', '-2', '-2', '-2')]",[32.0],"['Bassus', 'Cantus']",FUGA,2.0,False
45,,,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,922.0,"['102/2.0', '103/2.0', '104/2.0', '104/2.0', '107/2.0', '109/2.0', '111/2.0']","['P1', 'P-5', 'P1', 'P8', 'P-8', 'P5']","[922.0, 930.0, 934.0, 938.0, 962.0, 978.0, 994.0]","[('-3', '2', '2', '-2')]","[8.0, 4.0, 4.0, 24.0, 16.0, 16.0]","['Cantus', 'Altus', 'Bassus', 'Tenor', 'Cantus', 'Bassus', 'Cantus']",FUGA,7.0,False
46,,,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,0.0,"['1/1.0', '2/1.0', '5/3.0', '7/3.0']","['P-5', 'P-4', 'P-5']","[0.0, 8.0, 36.0, 52.0]","[('-3', '3', '2', '-2')]","[8.0, 28.0, 16.0]","['Cantus', 'Altus', 'Tenor', 'Bassus']",FUGA,4.0,False
47,,,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,62.0,"['8/4.0', '13/4.0', '16/4.0']","['P1', 'P1']","[62.0, 102.0, 126.0]","[('-3', '2', '2', '-2')]","[40.0, 24.0]","['Altus', 'Altus', 'Tenor']",FUGA,3.0,False
48,,,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,162.0,"['21/2.0', '23/4.0', '26/2.0', '28/4.0', '31/2.0']","['P4', 'P-12', 'M9', 'P4']","[162.0, 182.0, 202.0, 222.0, 242.0]","[('-3', '3', '-2', '-2')]","[20.0, 20.0, 20.0, 20.0]","['Altus', 'Cantus', 'Bassus', 'Tenor', 'Cantus']",PEN,5.0,False
49,,,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,280.0,"['35/1.0', '38/1.0']",['P-8'],"[280.0, 304.0]","[('-3', '3', '2', '-2')]",[24.0],"['Cantus', 'Quinta Pars']",FUGA,2.0,False
50,,,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,332.0,"['41/3.0', '43/2.0', '44/3.0', '46/2.0', '48/4.0']","['P-5', 'P-4', 'P4', 'P-8']","[332.0, 346.0, 356.0, 370.0, 390.0]","[('-3', '2', '2', '-2')]","[14.0, 10.0, 14.0, 20.0]","['Cantus', 'Altus', 'Quinta Pars', 'Tenor', 'Bassus']",FUGA,5.0,False
51,,,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,404.0,"['50/3.0', '53/3.0']",['P-8'],"[404.0, 428.0]","[('-3', '3', '-2', '-2')]",[24.0],"['Cantus', 'Quinta Pars']",FUGA,2.0,False
52,,,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,446.0,"['55/4.0', '56/4.0', '59/4.0', '61/4.0', '64/4.0', '65/4.0']","['P1', 'P-8', 'P11', 'P-8', 'P8']","[446.0, 454.0, 478.0, 494.0, 518.0, 526.0]","[('-2', '2', '3', '-2')]","[8.0, 24.0, 16.0, 24.0, 8.0]","['Altus', 'Cantus', 'Quinta Pars', 'Cantus', 'Quinta Pars', 'Cantus']",FUGA,6.0,False
53,,,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,450.0,"['56/2.0', '59/2.0']",['P-8'],"[450.0, 474.0]","[('-2', '2', '2', '-2')]",[24.0],"['Tenor', 'Bassus']",FUGA,2.0,False
