,Validation,Comments,Composer,Title,First_Offset,Measures_Beats,Melodic_Entry_Intervals,Offsets,Soggetti,Time_Entry_Intervals,Voices,Presentation_Type,Number_Entries,Flexed_Entries
0,,,Annibale Padovano,"Domina, a lingua dolosa",24.0,"['4/1.0', '6/3.0']",['P-8'],"[24.0, 44.0]","[('-2', '-2', '-2', '4')]",[20.0],"['Cantus', 'Tenor']",FUGA,2.0,False
1,,,Annibale Padovano,"Domina, a lingua dolosa",34.0,"['5/2.0', '8/2.0']",['P5'],"[34.0, 58.0]","[('-4', '2', '2', '2')]",[24.0],"['Basis', 'Altus']",FUGA,2.0,False
2,,,Annibale Padovano,"Domina, a lingua dolosa",118.0,"['15/4.0', '18/3.0']",['P-12'],"[118.0, 140.0]","[('2', '2', '2', '2')]",[22.0],"['Cantus', 'Basis']",FUGA,2.0,False
3,,,Annibale Padovano,"Domina, a lingua dolosa",192.0,"['25/1.0', '30/1.0']",['M3'],"[192.0, 236.0]","[('-2', '-2', '-2', '4')]",[44.0],"['Quinta Vox', 'Altus']",FUGA,2.0,False
4,,,Annibale Padovano,"Domina, a lingua dolosa",454.0,"['51/4.0', '52/1.0']",['P-5'],"[454.0, 456.0]","[('2', '-2', '4', '-2')]",[2.0],"['Cantus', 'Altus']",FUGA,2.0,False
5,,,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",30.0,"['4/4.0', '7/3.0', '9/3.0']","['P5', 'm-7']","[30.0, 52.0, 68.0]","[('-4', '2', '2', '2')]","[22.0, 16.0]","['Bassus', 'Altus', 'Bassus']",FUGA,3.0,False
6,,,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",114.0,"['15/2.0', '16/2.0']",['P-12'],"[114.0, 122.0]","[('2', '2', '2', '2')]",[8.0],"['Cantus [Primus]', 'Bassus']",FUGA,2.0,False
7,,,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",158.0,"['20/4.0', '29/3.0']",['P1'],"[158.0, 228.0]","[('2', '-2', '4', '-2')]",[70.0],"['Cantus [Primus]', 'Cantus [Primus]']",FUGA,2.0,False
8,,,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",234.0,"['30/2.0', '36/1.0']",['P-8'],"[234.0, 280.0]","[('-2', '4', '-2', '-2')]",[46.0],"['[Cantus Secundus]', 'Quintus']",FUGA,2.0,False
9,,,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",452.0,"['57/3.0', '66/2.0']",['M9'],"[452.0, 522.0]","[('2', '2', '2', '2')]",[70.0],"['[Cantus Secundus]', 'Cantus [Primus]']",FUGA,2.0,False
10,,,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",477.0,"['60/3.5', '61/1.5']",['P-8'],"[477.0, 481.0]","[('-2', '-2', '-2', '2')]",[4.0],"['Cantus [Primus]', 'Altus']",FUGA,2.0,False
11,,,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",0.0,"['1/1.0', '1/3.0']",['P5'],"[0.0, 4.0]","[('-2', '-2', '-2', '-2')]",[4.0],"['Bassus', 'Altus']",FUGA,2.0,False
12,,,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",12.0,"['2/3.0', '5/3.0']",['P-8'],"[12.0, 36.0]","[('-2', '-2', '-2', '4')]",[24.0],"['Cantus [Primus]', 'Quintus']",FUGA,2.0,False
13,,,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",142.0,"['18/4.0', '25/1.0']",['P8'],"[142.0, 192.0]","[('2', '3', '-2', '2')]",[50.0],"['Quintus', 'Cantus [Primus]']",FUGA,2.0,False
14,,,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",154.0,"['20/2.0', '23/4.0', '24/4.0']","['M-3', 'm-7', 'P4']","[154.0, 154.0, 182.0, 190.0]","[('-2', '-2', '-2', '-2')]","[0.0, 28.0, 8.0]","['Cantus [Primus]', '[Cantus Secundus]', '[Cantus Secundus]', 'Altus']",FUGA,4.0,False
15,,,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",242.0,"['31/2.0', '36/2.0']",['M3'],"[242.0, 282.0]","[('2', '2', '-2', '-3')]",[40.0],"['[Cantus Secundus]', 'Cantus [Primus]']",FUGA,2.0,False
16,,,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",488.0,"['62/1.0', '65/1.0']",['P-8'],"[488.0, 512.0]","[('4', '-4', '8', '-2')]",[24.0],"['Altus', 'Bassus']",FUGA,2.0,False
17,,,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",22.0,"['3/4.0', '4/2.0']",['P-8'],"[22.0, 26.0]","[('3', '2', '2', '2')]",[4.0],"['[Cantus Secundus]', 'Bassus']",FUGA,2.0,False
18,,,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",54.0,"['7/4.0', '8/2.0']",['P-8'],"[54.0, 58.0]","[('-2', '2', '2', '2')]",[4.0],"['Cantus [Primus]', 'Altus']",FUGA,2.0,False
19,,,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",326.0,"['41/4.0', '45/4.0', '47/1.0', '47/3.0', '51/4.0']","['M9', 'P5', 'P-8', 'P-5']","[326.0, 358.0, 368.0, 372.0, 406.0]","[('2', '2', '-3', '-2')]","[32.0, 10.0, 4.0, 34.0]","['Bassus', '[Cantus Secundus]', 'Cantus [Primus]', 'Quintus', 'Bassus']",FUGA,5.0,False
20,,,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",612.0,['77/3.0'],['M-3'],"[612.0, 612.0]","[('-2', '-2', '-2', '2')]",[0.0],"['Cantus [Primus]', '[Cantus Secundus]']",FUGA,2.0,False
21,,,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",644.0,"['81/3.0', '87/1.0']",['M10'],"[644.0, 688.0]","[('-2', '-2', '2', '2')]",[44.0],"['Quintus', 'Cantus [Primus]']",FUGA,2.0,False
