,Composer,Title,First_Offset,Measures_Beats,Melodic_Entry_Intervals,Offsets,Soggetti,Time_Entry_Intervals,Voices,Presentation_Type,Number_Entries,Flexed_Entries,Validation,Comments
13,"Manchicourt, Pierre de",Quo abiit dilectus tuus,206.0,"['26/4.0', '28/2.0', '29/4.0']","['P5', 'P5']","[206.0, 218.0, 230.0]","[('3', '-2', '-2', '-2'), ('2', '-2', '-2', '-2')]","[12.0, 12.0]","['Bassus', 'Tenor', 'Contratenor']",PEN,3,True,,
14,"Manchicourt, Pierre de",Quo abiit dilectus tuus,266.0,"['34/2.0', '38/2.0', '40/2.0']","['P1', 'P-5']","[266.0, 298.0, 314.0]","[('2', '-3', '5', '-5')]","[32.0, 16.0]","['Bassus', 'Tenor', 'Bassus']",FUGA,3,False,,
15,"Manchicourt, Pierre de",Quo abiit dilectus tuus,274.0,"['35/2.0', '36/2.0', '41/2.0']","['P-5', 'P1']","[274.0, 282.0, 322.0]","[('2', '-3', '5', '-2')]","[8.0, 40.0]","['Superior', 'Contratenor', 'Tenor']",FUGA,3,False,,
16,"Manchicourt, Pierre de",Quo abiit dilectus tuus,342.0,"['43/4.0', '48/1.0']",['P-8'],"[342.0, 376.0]","[('2', '-2', '4', '-2')]",[34.0],"['Superior', 'Tenor']",FUGA,2,False,,
17,"Manchicourt, Pierre de",Quo abiit dilectus tuus,366.0,"['46/4.0', '51/2.0', '53/2.0', '54/2.0', '54/4.0']","['P-8', 'P12', 'P-8', 'P4']","[366.0, 402.0, 418.0, 426.0, 430.0]","[('-2', '-2', '-2', '-2')]","[36.0, 16.0, 8.0, 4.0]","['Contratenor', 'Bassus', 'Superior', 'Bassus', 'Tenor']",FUGA,5,False,,
18,"Manchicourt, Pierre de",Quo abiit dilectus tuus,446.0,"['56/4.0', '58/2.0', '64/2.0', '65/4.0']","['P5', 'P1', 'P-8']","[446.0, 458.0, 506.0, 518.0]","[('4', '2', '2', '-3')]","[12.0, 48.0, 12.0]","['Contratenor', 'Superior', 'Superior', 'Tenor']",ID,4,False,,
19,"Manchicourt, Pierre de",Quo abiit dilectus tuus,446.0,"['56/4.0', '58/2.0', '60/4.0', '61/4.0', '63/2.0', '64/2.0', '65/4.0']","['P5', 'P-8', 'P-5', 'P5', 'P8', 'P-8']","[446.0, 458.0, 478.0, 486.0, 498.0, 506.0, 518.0]","[('4', '2', '2', '-3')]","[12.0, 20.0, 8.0, 12.0, 8.0, 12.0]","['Contratenor', 'Superior', 'Tenor', 'Bassus', 'Contratenor', 'Superior', 'Tenor']",FUGA,7,False,,
20,"Manchicourt, Pierre de",Quo abiit dilectus tuus,446.0,"['56/4.0', '60/4.0', '61/4.0', '65/4.0']","['P-4', 'P-5', 'P5']","[446.0, 478.0, 486.0, 518.0]","[('4', '2', '2', '-3')]","[32.0, 8.0, 32.0]","['Contratenor', 'Tenor', 'Bassus', 'Tenor']",ID,4,False,,
21,"Manchicourt, Pierre de",Quo abiit dilectus tuus,446.0,"['56/4.0', '58/2.0', '61/4.0', '63/2.0']","['P5', 'P-12', 'P5']","[446.0, 458.0, 486.0, 498.0]","[('4', '2', '2', '-3')]","[12.0, 28.0, 12.0]","['Contratenor', 'Superior', 'Bassus', 'Contratenor']",ID,4,False,,
22,"Manchicourt, Pierre de",Quo abiit dilectus tuus,458.0,"['58/2.0', '60/4.0', '63/2.0', '65/4.0']","['P-8', 'P1', 'P1']","[458.0, 478.0, 498.0, 518.0]","[('4', '2', '2', '-3')]","[20.0, 20.0, 20.0]","['Superior', 'Tenor', 'Contratenor', 'Tenor']",PEN,4,False,,
23,"Manchicourt, Pierre de",Quo abiit dilectus tuus,458.0,"['58/2.0', '60/4.0', '63/2.0']","['P-8', 'P1']","[458.0, 478.0, 498.0]","[('4', '2', '2', '-3')]","[20.0, 20.0]","['Superior', 'Tenor', 'Contratenor']",PEN,3,False,,
24,"Manchicourt, Pierre de",Quo abiit dilectus tuus,458.0,"['58/2.0', '60/4.0', '61/4.0', '64/2.0']","['P-8', 'P-5', 'P12']","[458.0, 478.0, 486.0, 506.0]","[('4', '2', '2', '-3')]","[20.0, 8.0, 20.0]","['Superior', 'Tenor', 'Bassus', 'Superior']",ID,4,False,,
25,"Manchicourt, Pierre de",Quo abiit dilectus tuus,478.0,"['60/4.0', '63/2.0', '65/4.0']","['P1', 'P1']","[478.0, 498.0, 518.0]","[('4', '2', '2', '-3')]","[20.0, 20.0]","['Tenor', 'Contratenor', 'Tenor']",PEN,3,False,,
26,"Manchicourt, Pierre de",Quo abiit dilectus tuus,478.0,"['60/4.0', '61/4.0', '63/2.0', '64/2.0']","['P-5', 'P5', 'P8']","[478.0, 486.0, 498.0, 506.0]","[('4', '2', '2', '-3')]","[8.0, 12.0, 8.0]","['Tenor', 'Bassus', 'Contratenor', 'Superior']",ID,4,False,,
27,"Manchicourt, Pierre de",Quo abiit dilectus tuus,486.0,"['61/4.0', '63/2.0', '64/2.0', '65/4.0']","['P5', 'P8', 'P-8']","[486.0, 498.0, 506.0, 518.0]","[('4', '2', '2', '-3')]","[12.0, 8.0, 12.0]","['Bassus', 'Contratenor', 'Superior', 'Tenor']",ID,4,False,,
28,"Manchicourt, Pierre de",Quo abiit dilectus tuus,534.0,"['67/4.0', '68/2.0', '70/2.0', '72/2.0', '74/2.0', '74/4.0', '76/3.0', '77/4.0', '79/4.0', '80/2.0', '81/2.0', '88/2.0', '93/2.0', '95/3.0', '97/1.0']","['P4', 'M2', 'P-5', 'P1', 'P4', 'P8', 'P-8', 'm-7', 'm7', 'P-4', 'P8', 'P4', 'P-8', 'P4', 'P5']","[534.0, 538.0, 554.0, 570.0, 586.0, 590.0, 604.0, 614.0, 630.0, 634.0, 634.0, 642.0, 706.0, 746.0, 764.0, 776.0]","[('-2', '-2', '-2', '2'), ('-2', '-2', '-3', '2')]","[4.0, 16.0, 16.0, 16.0, 4.0, 14.0, 10.0, 16.0, 4.0, 0.0, 8.0, 64.0, 40.0, 18.0, 12.0]","['Bassus', 'Superior', 'Contratenor', 'Tenor', 'Bassus', 'Tenor', 'Superior', 'Contratenor', 'Bassus', 'Contratenor', 'Tenor', 'Superior', 'Superior', 'Tenor', 'Contratenor', 'Superior']",FUGA,16,True,,
29,"Manchicourt, Pierre de",Quo abiit dilectus tuus,534.0,"['67/4.0', '76/3.0', '88/2.0', '97/1.0']","['P11', 'P1', 'P1']","[534.0, 604.0, 706.0, 776.0]","[('-2', '-2', '-2', '2'), ('-2', '-2', '-3', '2')]","[70.0, 102.0, 70.0]","['Bassus', 'Superior', 'Superior', 'Superior']",ID,4,True,,
30,"Manchicourt, Pierre de",Quo abiit dilectus tuus,534.0,"['67/4.0', '74/2.0', '74/4.0', '81/2.0']","['P1', 'P4', 'P5']","[534.0, 586.0, 590.0, 642.0]","[('-2', '-2', '-2', '2'), ('-2', '-2', '-3', '2')]","[52.0, 4.0, 52.0]","['Bassus', 'Bassus', 'Tenor', 'Superior']",ID,4,True,,
31,"Manchicourt, Pierre de",Quo abiit dilectus tuus,534.0,"['67/4.0', '68/2.0', '74/2.0', '74/4.0']","['P4', 'P-4', 'P4']","[534.0, 538.0, 586.0, 590.0]","[('-2', '-2', '-2', '2'), ('-2', '-2', '-3', '2')]","[4.0, 48.0, 4.0]","['Bassus', 'Superior', 'Bassus', 'Tenor']",ID,4,True,,
32,"Manchicourt, Pierre de",Quo abiit dilectus tuus,534.0,"['67/4.0', '70/2.0', '72/2.0', '74/4.0']","['P5', 'P-5', 'P4']","[534.0, 554.0, 570.0, 590.0]","[('-2', '-2', '-2', '2'), ('-2', '-2', '-3', '2')]","[20.0, 16.0, 20.0]","['Bassus', 'Contratenor', 'Tenor', 'Tenor']",ID,4,True,,
33,"Manchicourt, Pierre de",Quo abiit dilectus tuus,538.0,"['68/2.0', '70/2.0', '72/2.0', '74/2.0']","['M2', 'P-5', 'P1']","[538.0, 554.0, 570.0, 586.0]","[('-2', '-2', '-2', '2'), ('-2', '-2', '-3', '2')]","[16.0, 16.0, 16.0]","['Superior', 'Contratenor', 'Tenor', 'Bassus']",PEN,4,True,,
34,"Manchicourt, Pierre de",Quo abiit dilectus tuus,538.0,"['68/2.0', '77/4.0', '79/4.0', '88/2.0']","['P1', 'm-7', 'm14']","[538.0, 614.0, 630.0, 706.0]","[('-2', '-2', '-2', '2'), ('-2', '-2', '-3', '2')]","[76.0, 16.0, 76.0]","['Superior', 'Contratenor', 'Bassus', 'Superior']",ID,4,True,,
35,"Manchicourt, Pierre de",Quo abiit dilectus tuus,538.0,"['68/2.0', '81/2.0', '93/2.0']","['P5', 'P-5']","[538.0, 642.0, 746.0]","[('-2', '-2', '-2', '2'), ('-2', '-2', '-3', '2')]","[104.0, 104.0]","['Superior', 'Superior', 'Tenor']",PEN,3,True,,
36,"Manchicourt, Pierre de",Quo abiit dilectus tuus,538.0,"['68/2.0', '74/4.0', '81/2.0']","['P1', 'P5']","[538.0, 590.0, 642.0]","[('-2', '-2', '-2', '2'), ('-2', '-2', '-3', '2')]","[52.0, 52.0]","['Superior', 'Tenor', 'Superior']",PEN,3,True,,
37,"Manchicourt, Pierre de",Quo abiit dilectus tuus,538.0,"['68/2.0', '70/2.0', '72/2.0']","['M2', 'P-5']","[538.0, 554.0, 570.0]","[('-2', '-2', '-2', '2'), ('-2', '-2', '-3', '2')]","[16.0, 16.0]","['Superior', 'Contratenor', 'Tenor']",PEN,3,True,,
38,"Manchicourt, Pierre de",Quo abiit dilectus tuus,538.0,"['68/2.0', '70/2.0', '77/4.0', '79/4.0']","['M2', 'M-2', 'm-7']","[538.0, 554.0, 614.0, 630.0]","[('-2', '-2', '-2', '2'), ('-2', '-2', '-3', '2')]","[16.0, 60.0, 16.0]","['Superior', 'Contratenor', 'Contratenor', 'Bassus']",ID,4,True,,
39,"Manchicourt, Pierre de",Quo abiit dilectus tuus,554.0,"['70/2.0', '79/4.0', '88/2.0']","['P-8', 'm14']","[554.0, 630.0, 706.0]","[('-2', '-2', '-2', '2'), ('-2', '-2', '-3', '2')]","[76.0, 76.0]","['Contratenor', 'Bassus', 'Superior']",PEN,3,True,,
40,"Manchicourt, Pierre de",Quo abiit dilectus tuus,554.0,"['70/2.0', '72/2.0', '77/4.0', '79/4.0']","['P-5', 'P4', 'm-7']","[554.0, 570.0, 614.0, 630.0]","[('-2', '-2', '-2', '2'), ('-2', '-2', '-3', '2')]","[16.0, 44.0, 16.0]","['Contratenor', 'Tenor', 'Contratenor', 'Bassus']",ID,4,True,,
41,"Manchicourt, Pierre de",Quo abiit dilectus tuus,554.0,"['70/2.0', '72/2.0', '74/2.0']","['P-5', 'P1']","[554.0, 570.0, 586.0]","[('-2', '-2', '-2', '2'), ('-2', '-2', '-3', '2')]","[16.0, 16.0]","['Contratenor', 'Tenor', 'Bassus']",PEN,3,True,,
42,"Manchicourt, Pierre de",Quo abiit dilectus tuus,570.0,"['72/2.0', '74/2.0', '77/4.0', '79/4.0']","['P1', 'P4', 'm-7']","[570.0, 586.0, 614.0, 630.0]","[('-2', '-2', '-2', '2'), ('-2', '-2', '-3', '2')]","[16.0, 28.0, 16.0]","['Tenor', 'Bassus', 'Contratenor', 'Bassus']",ID,4,True,,
43,"Manchicourt, Pierre de",Quo abiit dilectus tuus,586.0,"['74/2.0', '77/4.0', '81/2.0']","['P4', 'P5']","[586.0, 614.0, 642.0]","[('-2', '-2', '-2', '2'), ('-2', '-2', '-3', '2')]","[28.0, 28.0]","['Bassus', 'Contratenor', 'Superior']",PEN,3,True,,
44,"Manchicourt, Pierre de",Quo abiit dilectus tuus,586.0,"['74/2.0', '76/3.0', '93/2.0', '95/3.0']","['P11', 'P-8', 'P4']","[586.0, 604.0, 746.0, 764.0]","[('-2', '-2', '-2', '2'), ('-2', '-2', '-3', '2')]","[18.0, 142.0, 18.0]","['Bassus', 'Superior', 'Tenor', 'Contratenor']",ID,4,True,,
45,"Manchicourt, Pierre de",Quo abiit dilectus tuus,590.0,"['74/4.0', '79/4.0', '88/2.0', '93/2.0']","['m-7', 'm14', 'P-8']","[590.0, 630.0, 706.0, 746.0]","[('-2', '-2', '-2', '2'), ('-2', '-2', '-3', '2')]","[40.0, 76.0, 40.0]","['Tenor', 'Bassus', 'Superior', 'Tenor']",ID,4,True,,
46,"Manchicourt, Pierre de",Quo abiit dilectus tuus,630.0,"['79/4.0', '81/2.0', '95/3.0', '97/1.0']","['P11', 'M-2', 'P5']","[630.0, 642.0, 764.0, 776.0]","[('-2', '-2', '-2', '2'), ('-2', '-2', '-3', '2')]","[12.0, 122.0, 12.0]","['Bassus', 'Superior', 'Contratenor', 'Superior']",ID,4,True,,
47,"Manchicourt, Pierre de",Quo abiit dilectus tuus,680.0,"['85/1.0', '87/1.0', '90/1.0', '92/1.0']","['P-5', 'P-4', 'P-5']","[680.0, 696.0, 720.0, 736.0]","[('-3', '2', '2', '2'), ('-2', '2', '2', '2')]","[16.0, 24.0, 16.0]","['Superior', 'Contratenor', 'Tenor', 'Bassus']",ID,4,True,,
48,"Manchicourt, Pierre de",Quo abiit dilectus tuus,798.0,"['99/4.0', '103/2.0', '104/4.0']","['P5', 'P4']","[798.0, 826.0, 838.0]","[('5', '-2', '2', '2'), ('4', '-2', '2', '2'), ('5', '-3', '2', '2')]","[28.0, 12.0]","['Bassus', 'Contratenor', 'Superior']",FUGA,3,True,,
49,"Manchicourt, Pierre de",Quo abiit dilectus tuus,798.0,"['99/4.0', '103/2.0', '104/4.0', '106/2.0', '108/2.0']","['P5', 'P4', 'P-4', 'P-8']","[798.0, 826.0, 838.0, 850.0, 866.0]","[('4', '-2', '2', '2'), ('5', '-3', '2', '2'), ('4', '-3', '2', '2')]","[28.0, 12.0, 12.0, 16.0]","['Bassus', 'Contratenor', 'Superior', 'Tenor', 'Bassus']",FUGA,5,True,,
50,"Manchicourt, Pierre de",Quo abiit dilectus tuus,798.0,"['99/4.0', '103/2.0', '104/4.0', '108/2.0']","['P5', 'P4', 'P-11']","[798.0, 826.0, 838.0, 866.0]","[('4', '-2', '2', '2'), ('5', '-3', '2', '2'), ('4', '-3', '2', '2')]","[28.0, 12.0, 28.0]","['Bassus', 'Contratenor', 'Superior', 'Bassus']",ID,4,True,,
51,"Manchicourt, Pierre de",Quo abiit dilectus tuus,826.0,"['103/2.0', '104/4.0', '106/2.0']","['P4', 'P-4']","[826.0, 838.0, 850.0]","[('4', '-2', '2', '2'), ('5', '-3', '2', '2'), ('4', '-3', '2', '2')]","[12.0, 12.0]","['Contratenor', 'Superior', 'Tenor']",PEN,3,True,,
52,"Manchicourt, Pierre de",Quo abiit dilectus tuus,850.0,"['106/2.0', '108/2.0']",['P-8'],"[850.0, 866.0]","[('5', '-2', '2', '2'), ('4', '-2', '2', '2'), ('4', '-3', '2', '2'), ('3', '-2', '2', '2')]",[16.0],"['Tenor', 'Bassus']",FUGA,2,True,,
53,"Manchicourt, Pierre de",Quo abiit dilectus tuus,886.0,"['110/4.0', '111/4.0', '114/2.0', '116/2.0', '119/2.0']","['P5', 'P-11', 'P4', 'P5']","[886.0, 894.0, 914.0, 930.0, 954.0]","[('3', '-2', '-3', '2')]","[8.0, 20.0, 16.0, 24.0]","['Contratenor', 'Superior', 'Bassus', 'Tenor', 'Superior']",FUGA,5,False,,
54,"Manchicourt, Pierre de",Quo abiit dilectus tuus,986.0,"['123/2.0', '124/3.0', '127/2.0']","['P5', 'P-8']","[986.0, 996.0, 1018.0]","[('-5', '3', '-2', '4')]","[10.0, 22.0]","['Contratenor', 'Superior', 'Tenor']",FUGA,3,False,,
55,"Manchicourt, Pierre de",Quo abiit dilectus tuus,1062.0,"['132/4.0', '133/2.0', '134/2.0', '135/4.0', '137/4.0']","['P-5', 'P-5', 'P1', 'P8']","[1062.0, 1066.0, 1074.0, 1086.0, 1102.0]","[('2', '3', '-2', '-2'), ('2', '4', '-2', '-2'), ('3', '3', '-2', '-2')]","[4.0, 8.0, 12.0, 16.0]","['Superior', 'Contratenor', 'Tenor', 'Bassus', 'Superior']",FUGA,5,True,,
56,"Manchicourt, Pierre de",Quo abiit dilectus tuus,1062.0,"['132/4.0', '134/2.0', '135/4.0', '137/4.0']","['M-9', 'P1', 'P8']","[1062.0, 1074.0, 1086.0, 1102.0]","[('2', '3', '-2', '-2'), ('3', '3', '-2', '-2')]","[12.0, 12.0, 16.0]","['Superior', 'Tenor', 'Bassus', 'Superior']",FUGA,4,True,,
57,"Manchicourt, Pierre de",Quo abiit dilectus tuus,1062.0,"['132/4.0', '133/2.0']",['P-5'],"[1062.0, 1066.0]","[('2', '3', '-2', '-2'), ('2', '4', '-2', '-2')]",[4.0],"['Superior', 'Contratenor']",FUGA,2,True,,
58,"Manchicourt, Pierre de",Quo abiit dilectus tuus,1062.0,"['132/4.0', '134/2.0', '135/4.0']","['M-9', 'P1']","[1062.0, 1074.0, 1086.0]","[('2', '3', '-2', '-2'), ('2', '4', '-2', '-2'), ('3', '3', '-2', '-2')]","[12.0, 12.0]","['Superior', 'Tenor', 'Bassus']",PEN,3,True,,
59,"Manchicourt, Pierre de",Quo abiit dilectus tuus,1114.0,"['139/2.0', '140/4.0', '141/4.0', '142/4.0']","['P-4', 'P-5', 'M9']","[1114.0, 1126.0, 1134.0, 1142.0]","[('-3', '2', '2', '2'), ('-2', '2', '2', '2')]","[12.0, 8.0, 8.0]","['Contratenor', 'Tenor', 'Bassus', 'Superior']",FUGA,4,True,,
60,"Manchicourt, Pierre de",Quo abiit dilectus tuus,1126.0,"['140/4.0', '141/4.0', '142/4.0']","['P-5', 'M9']","[1126.0, 1134.0, 1142.0]","[('-3', '2', '2', '2'), ('-2', '2', '2', '2')]","[8.0, 8.0]","['Tenor', 'Bassus', 'Superior']",PEN,3,True,,
61,"Manchicourt, Pierre de",Quo abiit dilectus tuus,1150.0,"['143/4.0', '145/4.0', '147/4.0']","['M-9', 'P12']","[1150.0, 1166.0, 1182.0]","[('5', '-5', '4', '-2'), ('5', '-4', '4', '-2')]","[16.0, 16.0]","['Contratenor', 'Bassus', 'Superior']",PEN,3,True,,
62,"Manchicourt, Pierre de",Quo abiit dilectus tuus,1150.0,"['143/4.0', '144/4.0', '145/4.0', '147/4.0', '150/2.0']","['P-5', 'P-5', 'P12', 'P-8']","[1150.0, 1158.0, 1166.0, 1182.0, 1202.0]","[('5', '-5', '4', '-2'), ('5', '-4', '4', '-2')]","[8.0, 8.0, 16.0, 20.0]","['Contratenor', 'Tenor', 'Bassus', 'Superior', 'Bassus']",FUGA,5,True,,
63,"Manchicourt, Pierre de",Quo abiit dilectus tuus,1150.0,"['143/4.0', '144/4.0', '145/4.0']","['P-5', 'P-5']","[1150.0, 1158.0, 1166.0]","[('5', '-5', '4', '-2'), ('5', '-4', '4', '-2')]","[8.0, 8.0]","['Contratenor', 'Tenor', 'Bassus']",PEN,3,True,,
64,"Manchicourt, Pierre de",Quo abiit dilectus tuus,1234.0,"['154/2.0', '157/2.0', '160/4.0', '163/4.0']","['P-12', 'P1', 'P8']","[1234.0, 1258.0, 1286.0, 1310.0]","[('3', '-2', '-2', '-2'), ('2', '-2', '-2', '-2')]","[24.0, 28.0, 24.0]","['Superior', 'Bassus', 'Bassus', 'Contratenor']",ID,4,True,,
65,"Manchicourt, Pierre de",Quo abiit dilectus tuus,1234.0,"['154/2.0', '154/4.0', '163/2.0', '163/4.0']","['P-8', 'P-5', 'P8']","[1234.0, 1238.0, 1306.0, 1310.0]","[('3', '-2', '-2', '-2'), ('2', '-2', '-2', '-2')]","[4.0, 68.0, 4.0]","['Superior', 'Tenor', 'Bassus', 'Contratenor']",ID,4,True,,
66,"Manchicourt, Pierre de",Quo abiit dilectus tuus,1234.0,"['154/2.0', '158/4.0', '163/2.0']","['P1', 'P-12']","[1234.0, 1270.0, 1306.0]","[('3', '-2', '-2', '-2'), ('2', '-2', '-2', '-2')]","[36.0, 36.0]","['Superior', 'Superior', 'Bassus']",PEN,3,True,,
67,"Manchicourt, Pierre de",Quo abiit dilectus tuus,1234.0,"['154/2.0', '154/4.0', '156/4.0', '157/2.0', '158/4.0', '160/4.0', '163/2.0', '163/4.0', '164/2.0']","['P-8', 'M-2', 'P-4', 'P12', 'P-12', 'P1', 'P8', 'P-4']","[1234.0, 1238.0, 1254.0, 1258.0, 1270.0, 1286.0, 1306.0, 1310.0, 1314.0]","[('3', '-2', '-2', '-2'), ('2', '-2', '-2', '-2')]","[4.0, 16.0, 4.0, 12.0, 16.0, 20.0, 4.0, 4.0]","['Superior', 'Tenor', 'Contratenor', 'Bassus', 'Superior', 'Bassus', 'Bassus', 'Contratenor', 'Tenor']",FUGA,9,True,,
68,"Manchicourt, Pierre de",Quo abiit dilectus tuus,1234.0,"['154/2.0', '156/4.0', '160/4.0', '163/2.0']","['M-9', 'P-4', 'P1']","[1234.0, 1254.0, 1286.0, 1306.0]","[('3', '-2', '-2', '-2'), ('2', '-2', '-2', '-2')]","[20.0, 32.0, 20.0]","['Superior', 'Contratenor', 'Bassus', 'Bassus']",ID,4,True,,
69,"Manchicourt, Pierre de",Quo abiit dilectus tuus,1234.0,"['154/2.0', '154/4.0', '156/4.0', '157/2.0', '158/4.0', '159/2.0', '160/4.0', '163/2.0', '163/4.0', '164/2.0']","['P-8', 'M-2', 'P-4', 'P12', 'P-5', 'P-8', 'P1', 'P8', 'P-4']","[1234.0, 1238.0, 1254.0, 1258.0, 1270.0, 1274.0, 1286.0, 1306.0, 1310.0, 1314.0]","[('3', '-2', '-2', '-2'), ('3', '-2', '-3', '-2'), ('2', '-2', '-2', '-2')]","[4.0, 16.0, 4.0, 12.0, 4.0, 12.0, 20.0, 4.0, 4.0]","['Superior', 'Tenor', 'Contratenor', 'Bassus', 'Superior', 'Contratenor', 'Bassus', 'Bassus', 'Contratenor', 'Tenor']",FUGA,10,True,,
70,"Manchicourt, Pierre de",Quo abiit dilectus tuus,1234.0,"['154/2.0', '154/4.0', '156/4.0', '157/2.0']","['P-8', 'M-2', 'P-4']","[1234.0, 1238.0, 1254.0, 1258.0]","[('3', '-2', '-2', '-2'), ('2', '-2', '-2', '-2')]","[4.0, 16.0, 4.0]","['Superior', 'Tenor', 'Contratenor', 'Bassus']",ID,4,True,,
