,Composer,Title,Measure,Beat,CadType,Tone,Evaded,LeadingTones,Low,RelLow,RelTone,Progress,SinceLast,ToNext,Validation,Comments
36,Tomás Luis de Victoria,MIssa O quam gloriosum: Gloria,33,1.0,Clausula Vera,G,False,1.0,G2,P1,P1,0.3516483516483517,10.0,68.0,,
37,Tomás Luis de Victoria,MIssa O quam gloriosum: Gloria,41,3.0,Authentic,G,True,1.0,E3,M6,P1,0.44505494505494503,68.0,24.0,,
38,Tomás Luis de Victoria,MIssa O quam gloriosum: Gloria,44,3.0,Authentic,G,True,1.0,E3,M6,P1,0.47802197802197804,24.0,4.0,,
39,Tomás Luis de Victoria,MIssa O quam gloriosum: Gloria,45,1.0,Clausula Vera,D,False,1.0,D3,P5,-P4,0.4835164835164835,4.0,52.0,,
40,Tomás Luis de Victoria,MIssa O quam gloriosum: Gloria,50,3.0,Clausula Vera,G,False,1.0,G3,P8,P1,0.554945054945055,52.0,16.0,,
41,Tomás Luis de Victoria,MIssa O quam gloriosum: Gloria,52,3.0,Clausula Vera,D,False,0.0,D3,P5,-P4,0.5769230769230769,16.0,68.0,,
42,Tomás Luis de Victoria,MIssa O quam gloriosum: Gloria,61,1.0,Clausula Vera,G,False,1.0,G3,P8,P1,0.6703296703296703,68.0,88.0,,
43,Tomás Luis de Victoria,MIssa O quam gloriosum: Gloria,72,1.0,Clausula Vera,G,False,1.0,G2,P1,P1,0.7912087912087912,88.0,56.0,,
44,Tomás Luis de Victoria,MIssa O quam gloriosum: Gloria,79,1.0,Clausula Vera,G,True,1.0,G3,P8,P1,0.8681318681318682,56.0,16.0,,
45,Tomás Luis de Victoria,MIssa O quam gloriosum: Gloria,81,1.0,Clausula Vera,C,False,1.0,C3,P4,-P5,0.8901098901098901,16.0,24.0,,
46,Tomás Luis de Victoria,MIssa O quam gloriosum: Gloria,84,1.0,Clausula Vera,D,True,1.0,F3,m7,-P4,0.9230769230769231,24.0,4.0,,
47,Tomás Luis de Victoria,MIssa O quam gloriosum: Gloria,84,3.0,Clausula Vera,C,True,1.0,C3,P4,-P5,0.9285714285714286,4.0,16.0,,
48,Tomás Luis de Victoria,MIssa O quam gloriosum: Gloria,86,3.0,Clausula Vera,G,False,1.0,G2,P1,P1,0.9505494505494505,16.0,4.0,,
49,Tomás Luis de Victoria,MIssa O quam gloriosum: Gloria,87,1.0,Authentic,C,False,1.0,C3,P4,-P5,0.9560439560439561,4.0,8.0,,
50,Tomás Luis de Victoria,MIssa O quam gloriosum: Gloria,88,1.0,Authentic,G,False,1.0,G2,P1,P1,0.967032967032967,8.0,24.0,,
51,Tomás Luis de Victoria,MIssa O quam gloriosum: Gloria,91,1.0,Authentic,G,False,1.0,G2,P1,P1,1.0,24.0,16.0,,
52,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,6,3.0,Clausula Vera,G,True,1.0,G3,P8,P1,0.03536977491961415,44.0,52.0,,
53,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,13,1.0,Authentic,G,False,1.0,G3,P8,P1,0.07717041800643087,52.0,16.0,,
54,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,15,1.0,Authentic,G,False,1.0,G2,P1,P1,0.09003215434083602,16.0,64.0,,
55,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,23,1.0,Clausula Vera,C,True,1.0,C3,P4,-P5,0.1414790996784566,64.0,16.0,,
56,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,25,1.0,Clausula Vera,A,True,1.0,A2,M2,M2,0.15434083601286175,16.0,8.0,,
57,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,26,1.0,Authentic,G,True,1.0,E3,M6,P1,0.1607717041800643,8.0,4.0,,
58,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,26,3.0,Clausula Vera,D,False,1.0,D3,P5,-P4,0.1639871382636656,4.0,4.0,,
59,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,27,1.0,Authentic,G,True,1.0,E4,M13,P1,0.16720257234726688,4.0,12.0,,
60,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,28,3.0,Authentic,C,True,1.0,A3,M9,-P5,0.17684887459807075,12.0,28.0,,
61,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,32,1.0,Clausula Vera,G,True,1.0,G3,P8,P1,0.19935691318327975,28.0,20.0,,
62,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,34,3.0,Clausula Vera,G,True,1.0,G3,P8,P1,0.21543408360128619,20.0,80.0,,
63,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,44,3.0,Clausula Vera,G,False,1.0,G2,P1,P1,0.2797427652733119,80.0,200.0,,
64,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,63,1.0,Authentic,G,False,1.0,G2,P1,P1,0.4405144694533762,200.0,28.0,,
65,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,66,3.0,Clausula Vera,D,False,1.0,D3,P5,-P4,0.4630225080385852,28.0,96.0,,
66,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,78,3.0,Authentic,G,True,1.0,E3,M6,P1,0.5401929260450161,96.0,16.0,,
67,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,80,3.0,Clausula Vera,D,False,1.0,D3,P5,-P4,0.5530546623794212,16.0,20.0,,
68,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,83,1.0,Authentic,G,False,1.0,G2,P1,P1,0.5691318327974276,20.0,108.0,,
69,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,96,3.0,Authentic,G,True,1.0,E3,M6,P1,0.6559485530546624,108.0,24.0,,
70,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,99,3.0,Authentic,G,True,1.0,E3,M6,P1,0.6752411575562701,24.0,4.0,,
71,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,100,1.0,Clausula Vera,D,False,1.0,D3,P5,-P4,0.6784565916398714,4.0,232.0,,
72,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,128,1.0,Clausula Vera,G,True,1.0,G3,P8,P1,0.864951768488746,232.0,28.0,,
73,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,131,3.0,Clausula Vera,G,False,1.0,G3,P8,P1,0.887459807073955,28.0,4.0,,
74,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,132,1.0,,C,,,C4,P11,-P5,0.8906752411575563,4.0,40.0,,
75,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,137,1.0,Clausula Vera,C,False,1.0,C3,P4,-P5,0.9228295819935691,40.0,60.0,,
76,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,144,3.0,Clausula Vera,G,False,1.0,G2,P1,P1,0.9710610932475884,60.0,4.0,,
77,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,145,1.0,Authentic,C,False,1.0,C3,P4,-P5,0.9742765273311897,4.0,8.0,,
78,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,146,1.0,Authentic,G,False,1.0,G2,P1,P1,0.9807073954983923,8.0,24.0,,
79,Tomás Luis de Victoria,MIssa O quam gloriosum: Credo,149,1.0,Authentic,G,False,1.0,G2,P1,P1,1.0,24.0,16.0,,
80,Tomás Luis de Victoria,MIssa O quam gloriosum: Sanctus,4,1.0,Clausula Vera,C,True,1.0,C3,P4,-P5,0.030456852791878174,24.0,8.0,,
81,Tomás Luis de Victoria,MIssa O quam gloriosum: Sanctus,5,1.0,Clausula Vera,G,False,1.0,E3,M6,P1,0.04060913705583756,8.0,16.0,,
82,Tomás Luis de Victoria,MIssa O quam gloriosum: Sanctus,7,1.0,Clausula Vera,F,True,1.0,F3,m7,-M2,0.06091370558375635,16.0,12.0,,
83,Tomás Luis de Victoria,MIssa O quam gloriosum: Sanctus,8,3.0,Authentic,F,False,1.0,F3,m7,-M2,0.07614213197969544,12.0,24.0,,
84,Tomás Luis de Victoria,MIssa O quam gloriosum: Sanctus,11,3.0,Clausula Vera,G,True,1.0,G3,P8,P1,0.1065989847715736,24.0,12.0,,
85,Tomás Luis de Victoria,MIssa O quam gloriosum: Sanctus,13,1.0,Authentic,G,False,1.0,G3,P8,P1,0.1218274111675127,12.0,56.0,,
86,Tomás Luis de Victoria,MIssa O quam gloriosum: Sanctus,20,1.0,Authentic,C,False,1.0,C3,P4,-P5,0.19289340101522842,56.0,26.0,,
87,Tomás Luis de Victoria,MIssa O quam gloriosum: Sanctus,23,2.0,Authentic,,True,-1.0,G2,P1,,0.22588832487309646,26.0,38.0,,
88,Tomás Luis de Victoria,MIssa O quam gloriosum: Sanctus,28,1.0,Clausula Vera,G,False,1.0,G3,P8,P1,0.27411167512690354,38.0,24.0,,
89,Tomás Luis de Victoria,MIssa O quam gloriosum: Sanctus,31,1.0,Clausula Vera,C,False,1.0,C3,P4,-P5,0.30456852791878175,24.0,80.0,,
90,Tomás Luis de Victoria,MIssa O quam gloriosum: Sanctus,41,1.0,Authentic,G,False,1.0,G2,P1,P1,0.40609137055837563,80.0,220.0,,
91,Tomás Luis de Victoria,MIssa O quam gloriosum: Sanctus,59,1.0,Authentic,G,False,1.0,G2,P1,P1,0.6852791878172588,220.0,120.0,,
92,Tomás Luis de Victoria,MIssa O quam gloriosum: Sanctus,73,1.0,Clausula Vera,D,False,1.0,B2,M3,-P4,0.8375634517766497,120.0,20.0,,
93,Tomás Luis de Victoria,MIssa O quam gloriosum: Sanctus,75,3.0,Clausula Vera,G,False,1.0,G2,P1,P1,0.8629441624365483,20.0,36.0,,
94,Tomás Luis de Victoria,MIssa O quam gloriosum: Sanctus,80,1.0,Clausula Vera,G,False,1.0,G3,P8,P1,0.9086294416243654,36.0,72.0,,
95,Tomás Luis de Victoria,MIssa O quam gloriosum: Sanctus,89,1.0,Authentic,G,False,1.0,G2,P1,P1,1.0,72.0,16.0,,
96,Tomás Luis de Victoria,MIssa O quam gloriosum: Agnus dei,8,3.0,Clausula Vera,C,True,1.0,A3,M9,-P5,0.24193548387096775,60.0,24.0,,
97,Tomás Luis de Victoria,MIssa O quam gloriosum: Agnus dei,11,3.0,Authentic,D,True,0.0,F3,m7,-P4,0.3387096774193548,24.0,32.0,,
98,Tomás Luis de Victoria,MIssa O quam gloriosum: Agnus dei,15,3.0,Clausula Vera,G,False,1.0,G2,P1,P1,0.46774193548387094,32.0,4.0,,
99,Tomás Luis de Victoria,MIssa O quam gloriosum: Agnus dei,16,1.0,Authentic,C,False,1.0,C3,P4,-P5,0.4838709677419355,4.0,40.0,,
100,Tomás Luis de Victoria,MIssa O quam gloriosum: Agnus dei,21,1.0,Clausula Vera,G,False,1.0,G2,P1,P1,0.6451612903225806,40.0,44.0,,
101,Tomás Luis de Victoria,MIssa O quam gloriosum: Agnus dei,26,3.0,Clausula Vera,G,False,1.0,G2,P1,P1,0.8225806451612904,44.0,44.0,,
102,Tomás Luis de Victoria,MIssa O quam gloriosum: Agnus dei,32,1.0,Authentic,G,False,1.0,G2,P1,P1,1.0,44.0,16.0,,
