,Composer,Title,First_Offset,Measures_Beats,Melodic_Entry_Intervals,Offsets,Soggetti,Time_Entry_Intervals,Voices,Presentation_Type,Number_Entries,Flexed_Entries
0,Philippe Verdelot,Ultimi miei sospiri,0.0,"['1/1.0', '2/1.0', '4/3.0', '5/1.0']","['P-8', 'P-4', 'P8', 'P-12']","[0.0, 8.0, 28.0, 32.0, 32.0]","[('3', '-2', '-3', '2'), ('5', '-2', '-3', '2'), ('4', '-2', '-3', '2'), ('4', '-2', '-2', '2')]","[8.0, 20.0, 4.0, 0.0]","['Cantus', 'Tenor', 'Sextus', 'Quintus', 'Bassus']",FUGA,5,True
1,Philippe Verdelot,Ultimi miei sospiri,0.0,"['1/1.0', '4/3.0', '5/1.0']","['m-7', 'P-5', 'P8']","[0.0, 28.0, 28.0, 32.0]","[('3', '-2', '-3', '2'), ('2', '-2', '-3', '2'), ('4', '-2', '-3', '2')]","[28.0, 0.0, 4.0]","['Cantus', 'Tenor', 'Sextus', 'Quintus']",FUGA,4,True
2,Philippe Verdelot,Ultimi miei sospiri,0.0,"['1/1.0', '4/1.0', '4/3.0', '5/1.0', '7/1.0']","['P1', 'm-7', 'P4', 'P-5']","[0.0, 24.0, 28.0, 32.0, 48.0]","[('3', '-2', '-3', '2'), ('2', '-2', '-2', '2'), ('2', '-2', '-3', '2'), ('2', '-3', '-3', '2')]","[24.0, 4.0, 4.0, 16.0]","['Cantus', 'Cantus', 'Tenor', 'Quintus', 'Tenor']",FUGA,5,True
3,Philippe Verdelot,Ultimi miei sospiri,8.0,"['2/1.0', '3/1.0', '5/1.0', '6/1.0']","['P-4', 'P-5', 'm7', 'm-10']","[8.0, 16.0, 32.0, 40.0, 40.0]","[('-2', '-3', '2', '-2'), ('-2', '-2', '2', '-2'), ('-2', '-2', '2', '-3')]","[8.0, 16.0, 8.0, 0.0]","['Altus', 'Tenor', 'Sextus', 'Quintus', 'Bassus']",FUGA,5,True
4,Philippe Verdelot,Ultimi miei sospiri,8.0,"['2/1.0', '5/1.0']",['P-8'],"[8.0, 32.0]","[('-2', '-3', '2', '2'), ('-2', '-2', '2', '3'), ('-2', '-3', '2', '3')]",[24.0],"['Cantus', 'Tenor']",FUGA,2,True
5,Philippe Verdelot,Ultimi miei sospiri,8.0,"['2/1.0', '4/3.0', '5/1.0']","['m-2', 'M-7']","[8.0, 28.0, 32.0]","[('-2', '-3', '2', '2'), ('-2', '-2', '2', '2'), ('-3', '-3', '2', '2'), ('-2', '-3', '2', '3')]","[20.0, 4.0]","['Cantus', 'Cantus', 'Tenor']",FUGA,3,True
6,Philippe Verdelot,Ultimi miei sospiri,8.0,"['2/1.0', '4/3.0', '5/1.0', '11/1.0', '17/1.0', '19/3.0', '20/1.0', '26/1.0']","['m-2', 'M-7', 'P1', 'P8', 'm-2', 'M-7', 'P1']","[8.0, 28.0, 32.0, 80.0, 128.0, 148.0, 152.0, 200.0]","[('-2', '-3', '2', '2'), ('-2', '-2', '2', '2'), ('-2', '-2', '3', '2'), ('-2', '-2', '2', '3'), ('-3', '-2', '2', '2')]","[20.0, 4.0, 48.0, 48.0, 20.0, 4.0, 48.0]","['Cantus', 'Cantus', 'Tenor', 'Altus', 'Cantus', 'Cantus', 'Tenor', 'Altus']",FUGA,8,True
7,Philippe Verdelot,Ultimi miei sospiri,16.0,"['3/1.0', '6/1.0']",['P-8'],"[16.0, 40.0]","[('-3', '2', '2', '-2'), ('-2', '2', '3', '-2'), ('-2', '2', '2', '-2'), ('-2', '2', '2', '-3')]",[24.0],"['Cantus', 'Tenor']",FUGA,2,True
8,Philippe Verdelot,Ultimi miei sospiri,20.0,"['3/3.0', '6/3.0']",['P-8'],"[20.0, 44.0]","[('2', '2', '-2', '-2'), ('2', '3', '-2', '-2'), ('2', '2', '-3', '-2')]",[24.0],"['Cantus', 'Tenor']",FUGA,2,True
9,Philippe Verdelot,Ultimi miei sospiri,24.0,"['4/1.0', '7/1.0']",['P-8'],"[24.0, 48.0]","[('2', '-2', '-2', '2'), ('2', '-2', '-2', '3')]",[24.0],"['Cantus', 'Tenor']",FUGA,2,True
10,Philippe Verdelot,Ultimi miei sospiri,24.0,"['4/1.0', '4/3.0', '7/1.0']","['m-7', 'M-2']","[24.0, 28.0, 48.0]","[('2', '-2', '-2', '2'), ('2', '-2', '-3', '2'), ('2', '-3', '-2', '2'), ('2', '-2', '-2', '3')]","[4.0, 20.0]","['Cantus', 'Tenor', 'Tenor']",FUGA,3,True
11,Philippe Verdelot,Ultimi miei sospiri,28.0,"['4/3.0', '11/1.0', '19/3.0', '26/1.0']","['M-7', 'M7', 'M-7']","[28.0, 80.0, 148.0, 200.0]","[('-2', '-2', '2', '2'), ('-2', '-2', '3', '2')]","[52.0, 68.0, 52.0]","['Cantus', 'Altus', 'Cantus', 'Altus']",ID,4,True
12,Philippe Verdelot,Ultimi miei sospiri,62.0,"['8/4.0', '9/3.0', '10/3.0', '11/1.0', '12/2.0', '12/3.0', '13/1.0', '14/1.0', '14/3.0', '15/1.0', '23/4.0', '24/3.0', '25/3.0', '26/1.0', '27/2.0', '27/3.0', '28/1.0', '29/1.0', '29/3.0', '30/1.0', '33/1.0', '37/4.0', '38/1.0', '40/2.0', '41/4.0', '42/1.0', '45/3.0']","['P5', 'P-5', 'P8', 'P-8', 'P-4', 'P8', 'P-5', 'P-5', 'P8', 'P-4', 'P5', 'P-5', 'P8', 'P-8', 'P-4', 'P8', 'P-5', 'P-5', 'P8', 'P4', 'P-5', 'P8', 'P-8', 'P-5', 'P8', 'd-5']","[62.0, 68.0, 76.0, 80.0, 90.0, 92.0, 96.0, 104.0, 108.0, 112.0, 182.0, 188.0, 196.0, 200.0, 210.0, 212.0, 216.0, 224.0, 228.0, 232.0, 256.0, 294.0, 296.0, 314.0, 326.0, 328.0, 356.0]","[('5', '-2', '-2', '-2'), ('4', '-2', '-2', '-2')]","[6.0, 8.0, 4.0, 10.0, 2.0, 4.0, 8.0, 4.0, 4.0, 70.0, 6.0, 8.0, 4.0, 10.0, 2.0, 4.0, 8.0, 4.0, 4.0, 24.0, 38.0, 2.0, 18.0, 12.0, 2.0, 28.0]","['Sextus', 'Altus', 'Sextus', 'Cantus', 'Tenor', 'Bassus', 'Quintus', 'Tenor', 'Bassus', 'Quintus', 'Sextus', 'Altus', 'Sextus', 'Cantus', 'Tenor', 'Bassus', 'Quintus', 'Tenor', 'Bassus', 'Quintus', 'Tenor', 'Sextus', 'Cantus', 'Tenor', 'Bassus', 'Quintus', 'Sextus']",FUGA,27,True
13,Philippe Verdelot,Ultimi miei sospiri,62.0,"['8/4.0', '9/3.0', '10/3.0', '11/1.0', '12/2.0', '12/3.0', '13/1.0', '14/1.0', '14/3.0', '15/1.0', '23/4.0', '24/3.0', '25/3.0', '26/1.0', '27/2.0', '27/3.0', '28/1.0', '29/1.0', '29/3.0', '30/1.0', '33/1.0', '35/3.0', '37/4.0', '38/1.0', '38/2.0', '40/2.0', '41/4.0', '42/1.0', '42/2.0', '45/3.0']","['P5', 'P-5', 'P8', 'P-8', 'P-4', 'P8', 'P-5', 'P-5', 'P8', 'P-4', 'P5', 'P-5', 'P8', 'P-8', 'P-4', 'P8', 'P-5', 'P-5', 'P8', 'P4', 'M3', 'M-7', 'P8', 'm-3', 'M-6', 'P-5', 'P8', 'm-3', 'm-3']","[62.0, 68.0, 76.0, 80.0, 90.0, 92.0, 96.0, 104.0, 108.0, 112.0, 182.0, 188.0, 196.0, 200.0, 210.0, 212.0, 216.0, 224.0, 228.0, 232.0, 256.0, 276.0, 294.0, 296.0, 298.0, 314.0, 326.0, 328.0, 330.0, 356.0]","[('5', '-2', '-2', '-2'), ('4', '-2', '-2', '-2'), ('3', '-2', '-2', '-2')]","[6.0, 8.0, 4.0, 10.0, 2.0, 4.0, 8.0, 4.0, 4.0, 70.0, 6.0, 8.0, 4.0, 10.0, 2.0, 4.0, 8.0, 4.0, 4.0, 24.0, 20.0, 18.0, 2.0, 2.0, 16.0, 12.0, 2.0, 2.0, 26.0]","['Sextus', 'Altus', 'Sextus', 'Cantus', 'Tenor', 'Bassus', 'Quintus', 'Tenor', 'Bassus', 'Quintus', 'Sextus', 'Altus', 'Sextus', 'Cantus', 'Tenor', 'Bassus', 'Quintus', 'Tenor', 'Bassus', 'Quintus', 'Tenor', 'Quintus', 'Sextus', 'Cantus', 'Altus', 'Tenor', 'Bassus', 'Quintus', 'Tenor', 'Sextus']",FUGA,30,True
14,Philippe Verdelot,Ultimi miei sospiri,64.0,"['9/1.0', '9/3.0', '10/1.0', '12/3.0', '13/1.0', '13/3.0']","['P8', 'P-5', 'P-4', 'P-5', 'P8']","[64.0, 68.0, 72.0, 92.0, 96.0, 100.0]","[('-2', '-2', '-2', '-2')]","[4.0, 4.0, 20.0, 4.0, 4.0]","['Sextus', 'Cantus', 'Altus', 'Tenor', 'Bassus', 'Quintus']",FUGA,6,False
15,Philippe Verdelot,Ultimi miei sospiri,66.0,"['9/2.0', '9/3.0', '10/3.0', '11/1.0', '12/3.0', '13/1.0', '14/1.0', '14/3.0', '15/1.0']","['m-7', 'P-5', 'P8', 'P-11', 'P8', 'P-5', 'P-5', 'P8']","[66.0, 68.0, 76.0, 80.0, 92.0, 96.0, 104.0, 108.0, 112.0]","[('2', '-2', '-2', '-2'), ('4', '-2', '-2', '-2'), ('3', '-2', '-2', '-2')]","[2.0, 8.0, 4.0, 12.0, 4.0, 8.0, 4.0, 4.0]","['Cantus', 'Altus', 'Sextus', 'Cantus', 'Bassus', 'Quintus', 'Tenor', 'Bassus', 'Quintus']",FUGA,9,True
16,Philippe Verdelot,Ultimi miei sospiri,70.0,"['9/4.0', '10/2.0', '10/4.0', '13/2.0', '13/4.0', '14/2.0', '14/3.0']","['P8', 'P-5', 'P-4', 'P-5', 'P8', 'P-4']","[70.0, 74.0, 78.0, 98.0, 102.0, 106.0, 108.0]","[('-2', '-2', '-2', '4'), ('-2', '-2', '-2', '3'), ('-2', '-2', '-2', '2')]","[4.0, 4.0, 20.0, 4.0, 4.0, 2.0]","['Sextus', 'Cantus', 'Altus', 'Tenor', 'Bassus', 'Quintus', 'Tenor']",FUGA,7,True
17,Philippe Verdelot,Ultimi miei sospiri,72.0,"['10/1.0', '10/3.0', '13/3.0', '14/1.0', '14/3.0', '14/4.5']","['P8', 'P-8', 'P-5', 'P8', 'P-4']","[72.0, 76.0, 100.0, 104.0, 108.0, 111.0]","[('-2', '-2', '4', '-2')]","[4.0, 24.0, 4.0, 4.0, 3.0]","['Sextus', 'Cantus', 'Tenor', 'Bassus', 'Quintus', 'Tenor']",FUGA,6,False
18,Philippe Verdelot,Ultimi miei sospiri,75.0,"['10/2.5', '10/4.5', '13/4.5', '14/2.5', '14/4.5']","['P8', 'P-8', 'P-5', 'P8']","[75.0, 79.0, 103.0, 107.0, 111.0]","[('-2', '4', '-2', '-2'), ('-2', '2', '-2', '-2'), ('-2', '3', '-2', '-2')]","[4.0, 24.0, 4.0, 4.0]","['Sextus', 'Cantus', 'Tenor', 'Bassus', 'Quintus']",FUGA,5,True
19,Philippe Verdelot,Ultimi miei sospiri,89.0,"['12/1.5', '14/3.0']",['m-7'],"[89.0, 108.0]","[('2', '-2', '2', '-4'), ('2', '-3', '2', '-5'), ('2', '-3', '2', '-3'), ('2', '-3', '2', '-4')]",[19.0],"['Altus', 'Sextus']",FUGA,2,True
20,Philippe Verdelot,Ultimi miei sospiri,124.0,"['16/3.0', '19/3.0']","['M-3', 'm-6']","[124.0, 124.0, 148.0]","[('2', '-2', '-3', '2'), ('2', '-3', '-3', '2'), ('2', '-3', '-2', '2')]","[0.0, 24.0]","['Cantus', 'Altus', 'Tenor']",FUGA,3,True
21,Philippe Verdelot,Ultimi miei sospiri,124.0,"['16/3.0', '19/3.0', '20/1.0']","['M-3', 'm-6', 'P-5', 'P8']","[124.0, 124.0, 148.0, 148.0, 152.0]","[('3', '-2', '-3', '2'), ('2', '-2', '-3', '2'), ('4', '-2', '-3', '2')]","[0.0, 24.0, 0.0, 4.0]","['Cantus', 'Altus', 'Tenor', 'Sextus', 'Quintus']",FUGA,5,True
22,Philippe Verdelot,Ultimi miei sospiri,124.0,"['16/3.0', '19/1.0', '19/3.0', '20/1.0', '22/1.0']","['M-3', 'M2', 'm-7', 'P4', 'P-5']","[124.0, 124.0, 144.0, 148.0, 152.0, 168.0]","[('3', '-2', '-3', '2'), ('2', '-2', '-2', '2'), ('2', '-2', '-3', '2'), ('2', '-3', '-3', '2')]","[0.0, 20.0, 4.0, 4.0, 16.0]","['Cantus', 'Altus', 'Cantus', 'Tenor', 'Quintus', 'Tenor']",FUGA,6,True
23,Philippe Verdelot,Ultimi miei sospiri,124.0,"['16/3.0', '19/1.0', '19/3.0', '22/1.0']","['M-3', 'M2', 'm-7', 'M-2']","[124.0, 124.0, 144.0, 148.0, 168.0]","[('2', '-2', '-2', '2'), ('2', '-2', '-3', '2'), ('2', '-3', '-2', '2'), ('2', '-2', '-2', '3')]","[0.0, 20.0, 4.0, 20.0]","['Cantus', 'Altus', 'Cantus', 'Tenor', 'Tenor']",FUGA,5,True
24,Philippe Verdelot,Ultimi miei sospiri,128.0,"['17/1.0', '18/1.0', '20/1.0', '21/1.0']","['P-4', 'P-5', 'm7', 'm-10']","[128.0, 136.0, 152.0, 160.0, 160.0]","[('-2', '-3', '2', '-2'), ('-2', '-2', '2', '-2'), ('-2', '-2', '2', '-3')]","[8.0, 16.0, 8.0, 0.0]","['Altus', 'Tenor', 'Sextus', 'Quintus', 'Bassus']",FUGA,5,True
25,Philippe Verdelot,Ultimi miei sospiri,128.0,"['17/1.0', '19/3.0', '20/1.0']","['m-2', 'M-7']","[128.0, 148.0, 152.0]","[('-2', '-3', '2', '2'), ('-2', '-2', '2', '2'), ('-3', '-3', '2', '2'), ('-2', '-3', '2', '3')]","[20.0, 4.0]","['Cantus', 'Cantus', 'Tenor']",FUGA,3,True
26,Philippe Verdelot,Ultimi miei sospiri,128.0,"['17/1.0', '19/3.0', '20/1.0']","['P-4', 'P8', 'P-12']","[128.0, 148.0, 152.0, 152.0]","[('3', '-2', '-3', '2'), ('5', '-2', '-3', '2'), ('4', '-2', '-3', '2'), ('4', '-2', '-2', '2')]","[20.0, 4.0, 0.0]","['Tenor', 'Sextus', 'Quintus', 'Bassus']",FUGA,4,True
27,Philippe Verdelot,Ultimi miei sospiri,128.0,"['17/1.0', '20/1.0']",['P-8'],"[128.0, 152.0]","[('-2', '-3', '2', '2'), ('-2', '-2', '2', '3'), ('-2', '-3', '2', '3')]",[24.0],"['Cantus', 'Tenor']",FUGA,2,True
28,Philippe Verdelot,Ultimi miei sospiri,136.0,"['18/1.0', '21/1.0']",['P-8'],"[136.0, 160.0]","[('-3', '2', '2', '-2'), ('-2', '2', '3', '-2'), ('-2', '2', '2', '-2'), ('-2', '2', '2', '-3')]",[24.0],"['Cantus', 'Tenor']",FUGA,2,True
29,Philippe Verdelot,Ultimi miei sospiri,140.0,"['18/3.0', '21/3.0']",['P-8'],"[140.0, 164.0]","[('2', '2', '-2', '-2'), ('2', '3', '-2', '-2'), ('2', '2', '-3', '-2')]",[24.0],"['Cantus', 'Tenor']",FUGA,2,True
30,Philippe Verdelot,Ultimi miei sospiri,144.0,"['19/1.0', '22/1.0']",['P-8'],"[144.0, 168.0]","[('2', '-2', '-2', '2'), ('2', '-2', '-2', '3')]",[24.0],"['Cantus', 'Tenor']",FUGA,2,True
31,Philippe Verdelot,Ultimi miei sospiri,178.0,"['23/2.0', '31/3.0', '34/4.5']","['P12', 'M-9']","[178.0, 244.0, 271.0]","[('-2', '2', '-4', '2'), ('-3', '2', '-3', '2'), ('-2', '2', '-3', '3'), ('-2', '2', '-3', '2'), ('-2', '3', '-3', '2')]","[66.0, 27.0]","['Tenor', 'Cantus', 'Tenor']",FUGA,3,True
32,Philippe Verdelot,Ultimi miei sospiri,184.0,"['24/1.0', '24/3.0', '25/1.0', '27/3.0', '28/1.0', '28/3.0', '35/4.0', '36/2.0', '38/2.0', '38/4.0', '42/2.0', '42/4.0', '50/3.0', '50/4.5', '51/1.0', '51/3.0']","['P8', 'P-5', 'P-4', 'P-5', 'P8', 'P4', 'M-2', 'P4', 'm-2', 'M-3', 'M-2', 'P-4', 'M10', 'M-2', 'M-2', 'P-4']","[184.0, 188.0, 192.0, 212.0, 216.0, 220.0, 278.0, 282.0, 298.0, 302.0, 302.0, 330.0, 334.0, 396.0, 399.0, 400.0, 404.0]","[('-2', '-2', '-2', '-2')]","[4.0, 4.0, 20.0, 4.0, 4.0, 58.0, 4.0, 16.0, 4.0, 0.0, 28.0, 4.0, 62.0, 3.0, 1.0, 4.0]","['Sextus', 'Cantus', 'Altus', 'Tenor', 'Bassus', 'Quintus', 'Quintus', 'Quintus', 'Cantus', 'Cantus', 'Altus', 'Quintus', 'Tenor', 'Cantus', 'Cantus', 'Cantus', 'Altus']",FUGA,17,False
33,Philippe Verdelot,Ultimi miei sospiri,186.0,"['24/2.0', '24/3.0', '25/3.0', '26/1.0', '27/3.0', '28/1.0', '29/1.0', '29/3.0', '30/1.0', '33/1.0', '35/3.0', '37/1.0', '37/4.0', '38/1.0', '38/2.0', '40/2.0', '41/4.0', '42/1.0', '42/2.0', '45/3.0', '50/2.0', '51/2.0', '56/3.5', '65/1.0', '66/4.0', '67/1.0', '67/2.5', '67/3.0']","['m-7', 'P-5', 'P8', 'P-11', 'P8', 'P-5', 'P-5', 'P8', 'P4', 'M3', 'P1', 'M-7', 'P8', 'm-3', 'M-6', 'P-5', 'P8', 'm-3', 'm-3', 'm13', 'M-6', 'd-5', 'P4', 'M-6', 'M9', 'm-3', 'M-7']","[186.0, 188.0, 196.0, 200.0, 212.0, 216.0, 224.0, 228.0, 232.0, 256.0, 276.0, 288.0, 294.0, 296.0, 298.0, 314.0, 326.0, 328.0, 330.0, 356.0, 394.0, 402.0, 445.0, 512.0, 526.0, 528.0, 531.0, 532.0]","[('2', '-2', '-2', '-2'), ('4', '-2', '-2', '-2'), ('3', '-2', '-2', '-2')]","[2.0, 8.0, 4.0, 12.0, 4.0, 8.0, 4.0, 4.0, 24.0, 20.0, 12.0, 6.0, 2.0, 2.0, 16.0, 12.0, 2.0, 2.0, 26.0, 38.0, 8.0, 43.0, 67.0, 14.0, 2.0, 3.0, 1.0]","['Cantus', 'Altus', 'Sextus', 'Cantus', 'Bassus', 'Quintus', 'Tenor', 'Bassus', 'Quintus', 'Tenor', 'Quintus', 'Altus', 'Sextus', 'Cantus', 'Altus', 'Tenor', 'Bassus', 'Quintus', 'Tenor', 'Sextus', 'Cantus', 'Altus', 'Tenor', 'Altus', 'Sextus', 'Cantus', 'Quintus', 'Bassus']",FUGA,28,True
34,Philippe Verdelot,Ultimi miei sospiri,190.0,"['24/4.0', '25/2.0', '25/4.0', '28/2.0', '28/4.0', '29/2.0', '29/3.0']","['P8', 'P-5', 'P-4', 'P-5', 'P8', 'P-4']","[190.0, 194.0, 198.0, 218.0, 222.0, 226.0, 228.0]","[('-2', '-2', '-2', '4'), ('-2', '-2', '-2', '3')]","[4.0, 4.0, 20.0, 4.0, 4.0, 2.0]","['Sextus', 'Cantus', 'Altus', 'Tenor', 'Bassus', 'Quintus', 'Tenor']",FUGA,7,True
35,Philippe Verdelot,Ultimi miei sospiri,190.0,"['24/4.0', '25/2.0', '25/4.0', '28/2.0', '28/4.0', '29/2.0', '29/3.0', '33/2.0', '34/4.0', '36/3.5', '37/3.0', '38/1.0', '39/1.0', '41/3.0', '42/1.0', '42/4.0', '43/1.0', '46/1.0', '51/1.5', '56/1.0']","['P8', 'P-5', 'P-4', 'P-5', 'P8', 'P-4', 'm7', 'P1', 'm-2', 'm2', 'P-5', 'A4', 'A-4', 'P-5', 'M7', 'P-4', 'P1', 'P8', 'P-5']","[190.0, 194.0, 198.0, 218.0, 222.0, 226.0, 228.0, 258.0, 270.0, 285.0, 292.0, 296.0, 304.0, 324.0, 328.0, 334.0, 336.0, 360.0, 401.0, 440.0]","[('-2', '-2', '-2', '4'), ('-2', '-2', '-2', '3'), ('-2', '-2', '-2', '2')]","[4.0, 4.0, 20.0, 4.0, 4.0, 2.0, 30.0, 12.0, 15.0, 7.0, 4.0, 8.0, 20.0, 4.0, 6.0, 2.0, 24.0, 41.0, 39.0]","['Sextus', 'Cantus', 'Altus', 'Tenor', 'Bassus', 'Quintus', 'Tenor', 'Tenor', 'Altus', 'Quintus', 'Altus', 'Sextus', 'Altus', 'Tenor', 'Bassus', 'Quintus', 'Tenor', 'Sextus', 'Cantus', 'Tenor']",FUGA,20,True
36,Philippe Verdelot,Ultimi miei sospiri,192.0,"['25/1.0', '25/3.0', '28/3.0', '29/1.0', '29/3.0', '29/4.5']","['P8', 'P-8', 'P-5', 'P8', 'P-4']","[192.0, 196.0, 220.0, 224.0, 228.0, 231.0]","[('-2', '-2', '4', '-2')]","[4.0, 24.0, 4.0, 4.0, 3.0]","['Sextus', 'Cantus', 'Tenor', 'Bassus', 'Quintus', 'Tenor']",FUGA,6,False
37,Philippe Verdelot,Ultimi miei sospiri,195.0,"['25/2.5', '25/4.5', '28/4.5', '29/2.5', '29/4.5', '36/3.0']","['P8', 'P-8', 'P-5', 'P8', 'm6']","[195.0, 199.0, 223.0, 227.0, 231.0, 284.0]","[('-2', '4', '-2', '-2'), ('-2', '2', '-2', '-2'), ('-2', '3', '-2', '-2')]","[4.0, 24.0, 4.0, 4.0, 53.0]","['Sextus', 'Cantus', 'Tenor', 'Bassus', 'Quintus', 'Altus']",FUGA,6,True
38,Philippe Verdelot,Ultimi miei sospiri,195.0,"['25/2.5', '25/4.5', '28/4.5', '29/2.5', '29/4.5', '32/3.0', '36/3.0', '40/3.0', '45/2.5']","['P8', 'P-8', 'P-5', 'P8', 'd5', 'A4', 'P-5', 'M-6']","[195.0, 199.0, 223.0, 227.0, 231.0, 252.0, 284.0, 316.0, 355.0]","[('-2', '4', '-2', '-2'), ('-3', '4', '-2', '-2'), ('-2', '3', '-2', '-2')]","[4.0, 24.0, 4.0, 4.0, 21.0, 32.0, 32.0, 39.0]","['Sextus', 'Cantus', 'Tenor', 'Bassus', 'Quintus', 'Tenor', 'Cantus', 'Quintus', 'Sextus']",FUGA,9,True
39,Philippe Verdelot,Ultimi miei sospiri,198.0,"['25/4.0', '33/2.0', '34/4.0', '36/3.5', '37/3.0', '38/1.0', '39/1.0', '41/3.0', '42/1.0', '42/4.0', '43/1.0', '46/1.0', '51/1.5']","['P4', 'P1', 'm-2', 'm2', 'P-5', 'A4', 'A-4', 'P-5', 'M7', 'P-4', 'P1', 'P8']","[198.0, 258.0, 270.0, 285.0, 292.0, 296.0, 304.0, 324.0, 328.0, 334.0, 336.0, 360.0, 401.0]","[('-2', '-2', '-2', '3'), ('-2', '-2', '-2', '2')]","[60.0, 12.0, 15.0, 7.0, 4.0, 8.0, 20.0, 4.0, 6.0, 2.0, 24.0, 41.0]","['Altus', 'Tenor', 'Altus', 'Quintus', 'Altus', 'Sextus', 'Altus', 'Tenor', 'Bassus', 'Quintus', 'Tenor', 'Sextus', 'Cantus']",FUGA,13,True
40,Philippe Verdelot,Ultimi miei sospiri,209.0,"['27/1.5', '29/3.0', '32/2.0', '32/3.0', '33/4.0']","['m-7', 'P4', 'm10', 'm-10']","[209.0, 228.0, 250.0, 252.0, 262.0]","[('2', '-2', '2', '-4'), ('2', '-3', '2', '-5'), ('2', '-3', '2', '-3'), ('2', '-3', '2', '-4')]","[19.0, 22.0, 2.0, 10.0]","['Altus', 'Sextus', 'Sextus', 'Cantus', 'Bassus']",FUGA,5,True
41,Philippe Verdelot,Ultimi miei sospiri,209.0,"['27/1.5', '32/2.0', '32/3.0', '33/4.0']","['P-4', 'm10', 'm-10']","[209.0, 250.0, 252.0, 262.0]","[('2', '-2', '2', '-4'), ('2', '-3', '2', '-3'), ('2', '-2', '2', '-3')]","[41.0, 2.0, 10.0]","['Altus', 'Sextus', 'Cantus', 'Bassus']",FUGA,4,True
42,Philippe Verdelot,Ultimi miei sospiri,242.0,"['31/2.0', '33/4.0', '36/3.0']","['P-4', 'm3']","[242.0, 262.0, 284.0]","[('-3', '2', '-2', '-3'), ('-2', '2', '-3', '-3'), ('-2', '2', '-2', '-3'), ('-2', '2', '-2', '-2')]","[20.0, 22.0]","['Altus', 'Tenor', 'Altus']",FUGA,3,True
43,Philippe Verdelot,Ultimi miei sospiri,242.0,"['31/2.0', '33/4.0']",['P-4'],"[242.0, 262.0]","[('-2', '2', '-3', '-3'), ('-2', '2', '-2', '-3'), ('-2', '2', '-3', '-2')]",[20.0],"['Altus', 'Tenor']",FUGA,2,True
44,Philippe Verdelot,Ultimi miei sospiri,242.0,"['31/2.0', '33/1.0', '34/3.0', '36/3.0']","['P4', 'm-10', 'P1', 'm6']","[242.0, 256.0, 256.0, 268.0, 284.0]","[('-2', '2', '-3', '-3'), ('-3', '2', '-3', '-2'), ('-2', '2', '-2', '-2'), ('-2', '2', '-3', '-2')]","[14.0, 0.0, 12.0, 16.0]","['Altus', 'Cantus', 'Sextus', 'Bassus', 'Altus']",FUGA,5,True
45,Philippe Verdelot,Ultimi miei sospiri,244.0,"['31/3.0', '34/4.5']",['M-9'],"[244.0, 271.0]","[('-3', '2', '-3', '2'), ('-3', '3', '-2', '2'), ('-3', '2', '-2', '2')]",[27.0],"['Cantus', 'Tenor']",FUGA,2,True
46,Philippe Verdelot,Ultimi miei sospiri,246.0,"['31/4.0', '34/2.0']",['P-4'],"[246.0, 266.0]","[('3', '-2', '-3', '2'), ('2', '-2', '-2', '2'), ('2', '-2', '-3', '2'), ('2', '-3', '-3', '2')]",[20.0],"['Altus', 'Tenor']",FUGA,2,True
47,Philippe Verdelot,Ultimi miei sospiri,248.0,"['32/1.0', '36/4.0', '38/2.5', '39/2.0', '42/2.5', '43/1.0', '43/2.0', '46/2.5', '48/3.0', '51/2.0']","['P-4', 'P-4', 'P4', 'P-8', 'm7', 'P-4', 'P1', 'P8', 'P1']","[248.0, 286.0, 299.0, 306.0, 331.0, 336.0, 338.0, 363.0, 380.0, 402.0]","[('-2', '-2', '2', '2'), ('-3', '-3', '2', '2'), ('-3', '-2', '2', '2')]","[38.0, 13.0, 7.0, 25.0, 5.0, 2.0, 25.0, 17.0, 22.0]","['Altus', 'Quintus', 'Sextus', 'Altus', 'Bassus', 'Quintus', 'Tenor', 'Sextus', 'Altus', 'Cantus']",FUGA,10,True
