,Composer,Title,First_Offset,Measures_Beats,Melodic_Entry_Intervals,Offsets,Soggetti,Time_Entry_Intervals,Voices,Presentation_Type,Number_Entries,Flexed_Entries
111,Philippe Verdelot,Ultimi miei sospiri,524.0,"['66/3.0', '67/1.0']",['M-2'],"[524.0, 528.0]","[('-3', '2', '-2', '-3'), ('-3', '2', '-3', '-2'), ('-2', '2', '-2', '-2'), ('-3', '2', '-2', '-2')]",[4.0],"['Sextus', 'Bassus']",FUGA,2,True
112,Philippe Verdelot,Ultimi miei sospiri,527.0,"['66/4.5', '67/4.5', '68/1.0', '70/4.0']","['P1', 'A-4', 'm-3']","[527.0, 535.0, 536.0, 558.0]","[('-2', '-3', '2', '-2'), ('-2', '-2', '2', '-2'), ('-2', '-2', '2', '-3')]","[8.0, 1.0, 22.0]","['Altus', 'Quintus', 'Tenor', 'Sextus']",FUGA,4,True
113,Philippe Verdelot,Ultimi miei sospiri,527.0,"['66/4.5', '67/4.5', '68/1.0', '68/2.0']","['P1', 'A-4', 'M3']","[527.0, 535.0, 536.0, 538.0]","[('-2', '-2', '2', '-4'), ('-2', '-2', '2', '-2'), ('-2', '-3', '2', '-3'), ('-2', '-2', '2', '-3'), ('-2', '-2', '3', '-3')]","[8.0, 1.0, 2.0]","['Altus', 'Quintus', 'Tenor', 'Quintus']",FUGA,4,True
114,Philippe Verdelot,Ultimi miei sospiri,527.0,"['66/4.5', '67/4.5', '68/1.0', '68/2.0', '70/4.0']","['P1', 'A-4', 'M3', 'P-5']","[527.0, 535.0, 536.0, 538.0, 558.0]","[('-2', '-3', '2', '-2'), ('-2', '-2', '2', '-2'), ('-2', '-3', '2', '-3')]","[8.0, 1.0, 2.0, 20.0]","['Altus', 'Quintus', 'Tenor', 'Quintus', 'Sextus']",FUGA,5,True
115,Philippe Verdelot,Ultimi miei sospiri,528.0,"['67/1.0', '68/1.0']","['P-5', 'P5']","[528.0, 528.0, 536.0]","[('-3', '2', '-2', '-3'), ('-2', '2', '-3', '-3'), ('-2', '2', '-2', '-3'), ('-2', '2', '-2', '-2')]","[0.0, 8.0]","['Altus', 'Bassus', 'Quintus']",FUGA,3,True
116,Philippe Verdelot,Ultimi miei sospiri,528.0,"['67/1.0', '68/1.0']",['P1'],"[528.0, 536.0]","[('-2', '-2', '-2', '-5')]",[8.0],"['Sextus', 'Bassus']",FUGA,2,False
117,Philippe Verdelot,Ultimi miei sospiri,529.0,"['67/1.5', '70/2.5']",['M-2'],"[529.0, 555.0]","[('3', '2', '2', '-2'), ('2', '2', '2', '-2'), ('2', '2', '2', '-3')]",[26.0],"['Quintus', 'Quintus']",FUGA,2,True
118,Philippe Verdelot,Ultimi miei sospiri,529.0,"['67/1.5', '68/1.5']",['P1'],"[529.0, 537.0]","[('2', '-2', '-3', '2'), ('2', '-3', '-3', '2'), ('2', '-3', '-2', '2')]",[8.0],"['Altus', 'Quintus']",FUGA,2,True
119,Philippe Verdelot,Ultimi miei sospiri,529.0,"['67/1.5', '68/1.5', '70/3.0']","['P1', 'M-6']","[529.0, 537.0, 556.0]","[('3', '-2', '-3', '2'), ('2', '-2', '-3', '2'), ('4', '-2', '-3', '2')]","[8.0, 19.0]","['Altus', 'Quintus', 'Sextus']",FUGA,3,True
120,Philippe Verdelot,Ultimi miei sospiri,529.0,"['67/1.5', '68/1.5', '70/3.5']","['P1', 'M2']","[529.0, 537.0, 557.0]","[('2', '-2', '-2', '2'), ('2', '-2', '-3', '2'), ('2', '-3', '-2', '2'), ('2', '-2', '-2', '3')]","[8.0, 20.0]","['Altus', 'Quintus', 'Quintus']",FUGA,3,True
121,Philippe Verdelot,Ultimi miei sospiri,529.0,"['67/1.5', '68/1.5', '70/3.0', '70/3.5']","['P1', 'M-6', 'M7']","[529.0, 537.0, 556.0, 557.0]","[('3', '-2', '-3', '2'), ('2', '-2', '-2', '2'), ('2', '-2', '-3', '2'), ('2', '-3', '-3', '2')]","[8.0, 19.0, 1.0]","['Altus', 'Quintus', 'Sextus', 'Quintus']",FUGA,4,True
122,Philippe Verdelot,Ultimi miei sospiri,530.0,"['67/2.0', '70/3.0']",['M-2'],"[530.0, 556.0]","[('2', '2', '-2', '-2'), ('2', '2', '-3', '-2')]",[26.0],"['Quintus', 'Quintus']",FUGA,2,True
123,Philippe Verdelot,Ultimi miei sospiri,538.0,"['68/2.0', '70/4.0']",['P-5'],"[538.0, 558.0]","[('-2', '-3', '2', '-2'), ('-2', '-3', '2', '-3'), ('-2', '-2', '2', '-3')]",[20.0],"['Quintus', 'Sextus']",FUGA,2,True
