,Composer,Title,First_Offset,Measures_Beats,Melodic_Entry_Intervals,Offsets,Soggetti,Time_Entry_Intervals,Voices,Presentation_Type,Number_Entries,Flexed_Entries,Validation,Comments
28,Antoine de Févin,Missa Ave Maria: Kyrie,68.0,"['9/3.0', '12/1.0', '14/3.0']","['P1', 'P8']","[68.0, 88.0, 108.0]","[('4', '2', '2', '-2'), ('4', '2', '2', '-3')]","[20.0, 20.0]","['Tenor', 'Altus', 'Sup[erius]']",PEN,3,True,,
29,Antoine de Févin,Missa Ave Maria: Kyrie,88.0,"['12/1.0', '14/3.0', '17/1.0']","['P8', 'P-8']","[88.0, 108.0, 128.0]","[('4', '2', '2', '-2'), ('4', '2', '2', '-3')]","[20.0, 20.0]","['Altus', 'Sup[erius]', 'Tenor']",PEN,3,True,,
30,Antoine de Févin,Missa Ave Maria: Kyrie,170.0,"['22/2.0', '24/2.0']",['m-3'],"[170.0, 186.0]","[('-2', '-2', '-2', '2')]",[16.0],"['Altus', 'Tenor']",FUGA,2,False,,
31,Antoine de Févin,Missa Ave Maria: Kyrie,228.0,"['29/3.0', '37/1.0', '41/1.0', '45/1.0', '46/3.0', '50/3.0', '52/1.0', '53/3.0']","['P4', 'P-8', 'P12', 'P-8', 'P1', 'P8', 'P-8']","[228.0, 296.0, 328.0, 360.0, 372.0, 404.0, 416.0, 428.0]","[('2', '2', '2', '-2')]","[68.0, 32.0, 32.0, 12.0, 32.0, 12.0, 12.0]","['Tenor', 'Altus', 'Bassus', 'Sup[erius]', 'Bassus', 'Tenor', 'Sup[erius]', 'Tenor']",FUGA,8,False,,
32,Antoine de Févin,Missa Ave Maria: Kyrie,228.0,"['29/3.0', '37/1.0', '45/1.0', '53/3.0']","['P4', 'P5', 'P-8']","[228.0, 296.0, 360.0, 428.0]","[('2', '2', '2', '-2')]","[68.0, 64.0, 68.0]","['Tenor', 'Altus', 'Sup[erius]', 'Tenor']",ID,4,False,,
33,Antoine de Févin,Missa Ave Maria: Kyrie,228.0,"['29/3.0', '41/1.0', '53/3.0']","['P-5', 'P5']","[228.0, 328.0, 428.0]","[('2', '2', '2', '-2')]","[100.0, 100.0]","['Tenor', 'Bassus', 'Tenor']",PEN,3,False,,
34,Antoine de Févin,Missa Ave Maria: Kyrie,296.0,"['37/1.0', '41/1.0', '46/3.0', '50/3.0']","['P-8', 'P5', 'P1']","[296.0, 328.0, 372.0, 404.0]","[('2', '2', '2', '-2')]","[32.0, 44.0, 32.0]","['Altus', 'Bassus', 'Bassus', 'Tenor']",ID,4,False,,
35,Antoine de Févin,Missa Ave Maria: Kyrie,296.0,"['37/1.0', '41/1.0', '45/1.0']","['P-8', 'P12']","[296.0, 328.0, 360.0]","[('2', '2', '2', '-2')]","[32.0, 32.0]","['Altus', 'Bassus', 'Sup[erius]']",PEN,3,False,,
36,Antoine de Févin,Missa Ave Maria: Kyrie,304.0,"['38/1.0', '42/1.0', '45/2.0', '50/4.0', '52/2.0', '56/4.0', '57/2.0', '59/4.0', '60/2.0']","['P-8', 'P5', 'P-8', 'P8', 'P-8', 'P8', 'P1', 'P8']","[304.0, 336.0, 362.0, 406.0, 418.0, 454.0, 458.0, 478.0, 482.0]","[('-2', '-2', '-2', '2')]","[32.0, 26.0, 44.0, 12.0, 36.0, 4.0, 20.0, 4.0]","['Sup[erius]', 'Tenor', 'Altus', 'Bassus', 'Altus', 'Bassus', 'Altus', 'Tenor', 'Sup[erius]']",FUGA,9,False,,
37,Antoine de Févin,Missa Ave Maria: Kyrie,328.0,"['41/1.0', '46/3.0', '52/1.0']","['P5', 'P8']","[328.0, 372.0, 416.0]","[('2', '2', '2', '-2')]","[44.0, 44.0]","['Bassus', 'Bassus', 'Sup[erius]']",PEN,3,False,,
38,Antoine de Févin,Missa Ave Maria: Kyrie,328.0,"['41/1.0', '45/1.0', '46/3.0', '50/3.0']","['P12', 'P-8', 'P1']","[328.0, 360.0, 372.0, 404.0]","[('2', '2', '2', '-2')]","[32.0, 12.0, 32.0]","['Bassus', 'Sup[erius]', 'Bassus', 'Tenor']",ID,4,False,,
39,Antoine de Févin,Missa Ave Maria: Kyrie,360.0,"['45/1.0', '46/3.0', '50/3.0', '52/1.0']","['P-8', 'P1', 'P8']","[360.0, 372.0, 404.0, 416.0]","[('2', '2', '2', '-2')]","[12.0, 32.0, 12.0]","['Sup[erius]', 'Bassus', 'Tenor', 'Sup[erius]']",ID,4,False,,
40,Antoine de Févin,Missa Ave Maria: Kyrie,360.0,"['45/1.0', '46/3.0', '52/1.0', '53/3.0']","['P-8', 'P8', 'P-8']","[360.0, 372.0, 416.0, 428.0]","[('2', '2', '2', '-2')]","[12.0, 44.0, 12.0]","['Sup[erius]', 'Bassus', 'Sup[erius]', 'Tenor']",ID,4,False,,
41,Antoine de Févin,Missa Ave Maria: Kyrie,404.0,"['50/3.0', '52/1.0', '53/3.0']","['P8', 'P-8']","[404.0, 416.0, 428.0]","[('2', '2', '2', '-2')]","[12.0, 12.0]","['Tenor', 'Sup[erius]', 'Tenor']",PEN,3,False,,
42,Antoine de Févin,Missa Ave Maria: Kyrie,454.0,"['56/4.0', '57/2.0', '59/4.0', '60/2.0']","['P8', 'P1', 'P8']","[454.0, 458.0, 478.0, 482.0]","[('-2', '-2', '-2', '2')]","[4.0, 20.0, 4.0]","['Bassus', 'Altus', 'Tenor', 'Sup[erius]']",ID,4,False,,
43,Antoine de Févin,Missa Ave Maria: Kyrie,528.0,"['65/1.0', '67/1.0', '69/1.0']","['P-8', 'P12']","[528.0, 544.0, 560.0]","[('2', '2', '-3', '3')]","[16.0, 16.0]","['Altus', 'Bassus', 'Sup[erius]']",PEN,3,False,,
44,Antoine de Févin,Missa Ave Maria: Kyrie,528.0,"['65/1.0', '67/1.0', '69/1.0', '71/1.0']","['P-8', 'P12', 'P-8']","[528.0, 544.0, 560.0, 576.0]","[('2', '2', '-3', '3')]","[16.0, 16.0, 16.0]","['Altus', 'Bassus', 'Sup[erius]', 'Tenor']",PEN,4,False,,
45,Antoine de Févin,Missa Ave Maria: Kyrie,544.0,"['67/1.0', '69/1.0', '71/1.0']","['P12', 'P-8']","[544.0, 560.0, 576.0]","[('2', '2', '-3', '3')]","[16.0, 16.0]","['Bassus', 'Sup[erius]', 'Tenor']",PEN,3,False,,
46,Antoine de Févin,Missa Ave Maria: Kyrie,596.0,"['73/3.0', '77/3.0']",['P8'],"[596.0, 628.0]","[('-3', '-2', '2', '2')]",[32.0],"['Bassus', 'Altus']",FUGA,2,False,,
47,Antoine de Févin,Missa Ave Maria: Kyrie,672.0,"['83/1.0', '88/3.0', '89/3.0', '91/1.0']","['P1', 'P1', 'P8']","[672.0, 716.0, 724.0, 736.0]","[('-3', '-2', '4', '2')]","[44.0, 8.0, 12.0]","['Tenor', 'Altus', 'Tenor', 'Sup[erius]']",FUGA,4,False,,
48,Antoine de Févin,Missa Ave Maria: Kyrie,702.0,"['86/4.0', '94/4.0']",['P8'],"[702.0, 766.0]","[('-2', '-2', '-2', '2')]",[64.0],"['Tenor', 'Sup[erius]']",FUGA,2,False,,
49,Antoine de Févin,Missa Ave Maria: Gloria,0.0,"['1/1.0', '3/3.0']",['P8'],"[0.0, 20.0]","[('4', '2', '2', '-2'), ('4', '2', '2', '-3'), ('5', '2', '2', '-2')]",[20.0],"['Altus', 'Sup[erius]']",FUGA,2,True,,
50,Antoine de Févin,Missa Ave Maria: Gloria,92.0,"['12/3.0', '13/1.0']",['P-5'],"[92.0, 96.0]","[('4', '2', '2', '-2'), ('4', '2', '2', '-3')]",[4.0],"['Tenor', 'Bassus']",FUGA,2,True,,
51,Antoine de Févin,Missa Ave Maria: Gloria,92.0,"['12/3.0', '13/1.0', '17/2.0']","['P-5', 'M2']","[92.0, 96.0, 130.0]","[('4', '2', '2', '-2'), ('4', '2', '2', '-3'), ('5', '2', '2', '-2')]","[4.0, 34.0]","['Tenor', 'Bassus', 'Bassus']",FUGA,3,True,,
52,Antoine de Févin,Missa Ave Maria: Gloria,244.0,"['31/3.0', '38/3.0', '40/1.0']","['P-15', 'P8']","[244.0, 300.0, 312.0]","[('2', '2', '-2', '2'), ('2', '3', '-2', '2'), ('2', '2', '-3', '2')]","[56.0, 12.0]","['Sup[erius]', 'Bassus', 'Tenor']",FUGA,3,True,,
53,Antoine de Févin,Missa Ave Maria: Gloria,278.0,"['35/4.0', '36/2.0', '44/2.0', '44/4.0']","['M-6', 'm-3', 'M-6']","[278.0, 282.0, 346.0, 350.0]","[('-2', '-2', '-2', '-2')]","[4.0, 64.0, 4.0]","['Sup[erius]', 'Altus', 'Tenor', 'Bassus']",ID,4,False,,
54,Antoine de Févin,Missa Ave Maria: Gloria,382.0,['48/4.0'],['M-6'],"[382.0, 382.0]","[('2', '-2', '-2', '-2')]",[0.0],"['Sup[erius]', 'Altus']",FUGA,2,False,,
55,Antoine de Févin,Missa Ave Maria: Gloria,454.0,"['57/4.0', '64/1.0', '66/1.0']","['M-6', 'P-5']","[454.0, 512.0, 528.0]","[('2', '2', '2', '-2')]","[58.0, 16.0]","['Sup[erius]', 'Altus', 'Bassus']",FUGA,3,False,,
56,Antoine de Févin,Missa Ave Maria: Gloria,582.0,"['72/4.0', '73/2.0']",['P-5'],"[582.0, 586.0]","[('4', '-2', '-2', '-2')]",[4.0],"['Altus', 'Bassus']",FUGA,2,False,,
57,Antoine de Févin,Missa Ave Maria: Gloria,638.0,"['79/4.0', '80/2.0']",['P1'],"[638.0, 642.0]","[('2', '2', '2', '2')]",[4.0],"['Bassus', 'Altus']",FUGA,2,False,,
58,Antoine de Févin,Missa Ave Maria: Gloria,712.0,"['88/1.0', '91/1.0']",['P-8'],"[712.0, 736.0]","[('2', '-2', '2', '-2'), ('2', '-3', '2', '-2')]",[24.0],"['Sup[erius]', 'Tenor']",FUGA,2,True,,
59,Antoine de Févin,Missa Ave Maria: Gloria,736.0,"['91/1.0', '94/1.0', '96/1.0', '99/1.0']","['P12', 'P-5', 'P-4']","[736.0, 760.0, 776.0, 800.0]","[('5', '2', '-2', '-2')]","[24.0, 16.0, 24.0]","['Bassus', 'Sup[erius]', 'Altus', 'Tenor']",ID,4,False,,
60,Antoine de Févin,Missa Ave Maria: Gloria,736.0,"['91/1.0', '94/1.0', '96/1.0', '99/1.0', '101/1.0']","['P12', 'P-5', 'P-4', 'P-5']","[736.0, 760.0, 776.0, 800.0, 816.0]","[('5', '2', '-2', '-2')]","[24.0, 16.0, 24.0, 16.0]","['Bassus', 'Sup[erius]', 'Altus', 'Tenor', 'Bassus']",FUGA,5,False,,
61,Antoine de Févin,Missa Ave Maria: Gloria,736.0,"['91/1.0', '96/1.0', '101/1.0']","['P8', 'P-8']","[736.0, 776.0, 816.0]","[('5', '2', '-2', '-2')]","[40.0, 40.0]","['Bassus', 'Altus', 'Bassus']",PEN,3,False,,
62,Antoine de Févin,Missa Ave Maria: Gloria,760.0,"['94/1.0', '96/1.0', '99/1.0', '101/1.0']","['P-5', 'P-4', 'P-5']","[760.0, 776.0, 800.0, 816.0]","[('5', '2', '-2', '-2')]","[16.0, 24.0, 16.0]","['Sup[erius]', 'Altus', 'Tenor', 'Bassus']",ID,4,False,,
63,Antoine de Févin,Missa Ave Maria: Gloria,854.0,"['105/4.0', '109/2.0']",['P-12'],"[854.0, 882.0]","[('2', '-2', '2', '-2'), ('2', '-3', '2', '-2')]",[28.0],"['Sup[erius]', 'Bassus']",FUGA,2,True,,
64,Antoine de Févin,Missa Ave Maria: Gloria,874.0,"['108/2.0', '111/2.0']",['P8'],"[874.0, 898.0]","[('2', '2', '-3', '4')]",[24.0],"['Tenor', 'Sup[erius]']",FUGA,2,False,,
65,Antoine de Févin,Missa Ave Maria: Gloria,936.0,"['116/1.0', '119/3.0', '124/1.0', '127/1.0', '133/1.0']","['P-8', 'P8', 'P-8', 'P-5']","[936.0, 964.0, 1000.0, 1024.0, 1072.0]","[('2', '-2', '-2', '-2')]","[28.0, 36.0, 24.0, 48.0]","['Sup[erius]', 'Tenor', 'Sup[erius]', 'Tenor', 'Bassus']",FUGA,5,False,,
66,Antoine de Févin,Missa Ave Maria: Gloria,1002.0,"['124/2.0', '127/2.0']",['P-8'],"[1002.0, 1026.0]","[('-2', '-2', '-2', '2')]",[24.0],"['Altus', 'Bassus']",FUGA,2,False,,
67,Antoine de Févin,Missa Ave Maria: Gloria,1156.0,"['143/1.0', '146/1.0']",['P1'],"[1156.0, 1192.0]","[('-5', '2', '2', '-2')]",[36.0],"['Bassus', 'Bassus']",FUGA,2,False,,
68,Antoine de Févin,Missa Ave Maria: Gloria,1262.0,"['152/2.0', '153/2.0']","['P5', 'P-12']","[1262.0, 1270.0, 1270.0]","[('2', '2', '2', '2')]","[8.0, 0.0]","['Altus', 'Sup[erius]', 'Bassus']",FUGA,3,False,,
69,Antoine de Févin,Missa Ave Maria: Credo,0.0,"['1/1.0', '3/3.0']",['P8'],"[0.0, 20.0]","[('4', '2', '2', '-3'), ('2', '2', '2', '-3'), ('3', '2', '2', '-3'), ('3', '2', '2', '-2')]",[20.0],"['Altus', 'Sup[erius]']",FUGA,2,True,,
70,Antoine de Févin,Missa Ave Maria: Credo,30.0,"['4/4.0', '7/2.0']",['P8'],"[30.0, 50.0]","[('4', '-2', '-2', '2')]",[20.0],"['Altus', 'Sup[erius]']",FUGA,2,False,,
71,Antoine de Févin,Missa Ave Maria: Credo,90.0,"['12/2.0', '12/4.0']",['m6'],"[90.0, 94.0]","[('3', '-4', '3', '-2'), ('3', '-5', '3', '-2')]",[4.0],"['Altus', 'Sup[erius]']",FUGA,2,True,,
72,Antoine de Févin,Missa Ave Maria: Credo,118.0,"['15/4.0', '16/2.0', '20/3.0']","['P5', 'P-12']","[118.0, 122.0, 156.0]","[('2', '2', '2', '2'), ('3', '2', '2', '2')]","[4.0, 34.0]","['Altus', 'Sup[erius]', 'Bassus']",FUGA,3,True,,
73,Antoine de Févin,Missa Ave Maria: Credo,190.0,"['24/4.0', '25/2.0']",['P5'],"[190.0, 194.0]","[('-2', '-3', '3', '-2'), ('-2', '-3', '4', '-2')]",[4.0],"['Bassus', 'Tenor']",FUGA,2,True,,
74,Antoine de Févin,Missa Ave Maria: Credo,210.0,"['27/2.0', '27/4.0']",['P5'],"[210.0, 214.0]","[('2', '2', '2', '-2'), ('2', '2', '2', '-3'), ('3', '2', '2', '-2')]",[4.0],"['Bassus', 'Tenor']",FUGA,2,True,,
75,Antoine de Févin,Missa Ave Maria: Credo,210.0,"['27/2.0', '27/4.0', '35/3.0']","['P5', 'm7']","[210.0, 214.0, 276.0]","[('2', '2', '2', '-2'), ('4', '2', '2', '-2'), ('3', '2', '2', '-3'), ('3', '2', '2', '-2')]","[4.0, 62.0]","['Bassus', 'Tenor', 'Sup[erius]']",FUGA,3,True,,
76,Antoine de Févin,Missa Ave Maria: Credo,242.0,"['31/2.0', '32/2.0', '35/1.0']","['P-5', 'P5']","[242.0, 250.0, 272.0]","[('2', '2', '2', '2'), ('3', '2', '2', '2'), ('4', '2', '2', '2')]","[8.0, 22.0]","['Tenor', 'Bassus', 'Altus']",FUGA,3,True,,
77,Antoine de Févin,Missa Ave Maria: Credo,242.0,"['31/2.0', '32/2.0']",['P-5'],"[242.0, 250.0]","[('2', '2', '2', '2'), ('3', '2', '2', '2')]",[8.0],"['Tenor', 'Bassus']",FUGA,2,True,,
78,Antoine de Févin,Missa Ave Maria: Credo,276.0,"['35/3.0', '37/3.0', '40/1.0', '42/1.0']","['P-8', 'P-5', 'P5']","[276.0, 292.0, 312.0, 328.0]","[('4', '2', '2', '-3'), ('4', '2', '2', '-2'), ('3', '2', '2', '-2')]","[16.0, 20.0, 16.0]","['Sup[erius]', 'Tenor', 'Bassus', 'Altus']",ID,4,True,,
79,Antoine de Févin,Missa Ave Maria: Credo,292.0,"['37/3.0', '40/1.0', '42/1.0']","['P-5', 'P5']","[292.0, 312.0, 328.0]","[('4', '2', '2', '-3'), ('2', '2', '2', '-3'), ('3', '2', '2', '-3'), ('3', '2', '2', '-2')]","[20.0, 16.0]","['Tenor', 'Bassus', 'Altus']",FUGA,3,True,,
80,Antoine de Févin,Missa Ave Maria: Credo,374.0,"['47/4.0', '48/4.0', '50/2.0', '51/2.0']","['P8', 'P5', 'P-12']","[374.0, 382.0, 394.0, 402.0]","[('5', '2', '-2', '-3'), ('5', '2', '-2', '-2'), ('4', '2', '-2', '-2')]","[8.0, 12.0, 8.0]","['Bassus', 'Altus', 'Sup[erius]', 'Bassus']",ID,4,True,,
81,Antoine de Févin,Missa Ave Maria: Credo,374.0,"['47/4.0', '50/2.0', '51/2.0', '53/4.0']","['P12', 'P-12', 'P12']","[374.0, 394.0, 402.0, 422.0]","[('5', '2', '-2', '-3'), ('5', '2', '-2', '-2'), ('4', '2', '-2', '-2')]","[20.0, 8.0, 20.0]","['Bassus', 'Sup[erius]', 'Bassus', 'Sup[erius]']",ID,4,True,,
82,Antoine de Févin,Missa Ave Maria: Credo,374.0,"['47/4.0', '48/4.0', '53/4.0', '54/4.0']","['P8', 'P5', 'P-5']","[374.0, 382.0, 422.0, 430.0]","[('5', '2', '-2', '-3'), ('5', '2', '-2', '-2'), ('4', '2', '-2', '-2')]","[8.0, 40.0, 8.0]","['Bassus', 'Altus', 'Sup[erius]', 'Tenor']",ID,4,True,,
83,Antoine de Févin,Missa Ave Maria: Credo,374.0,"['47/4.0', '48/4.0', '49/2.0', '50/2.0', '51/2.0', '53/4.0', '54/4.0']","['P8', 'P-4', 'P8', 'P-12', 'P12', 'P-5']","[374.0, 382.0, 386.0, 394.0, 402.0, 422.0, 430.0]","[('5', '2', '-2', '-3'), ('5', '2', '-2', '-2'), ('4', '2', '-2', '-2')]","[8.0, 4.0, 8.0, 8.0, 20.0, 8.0]","['Bassus', 'Altus', 'Tenor', 'Sup[erius]', 'Bassus', 'Sup[erius]', 'Tenor']",FUGA,7,True,,
84,Antoine de Févin,Missa Ave Maria: Credo,374.0,"['47/4.0', '51/2.0', '54/4.0']","['P1', 'P8']","[374.0, 402.0, 430.0]","[('5', '2', '-2', '-3'), ('5', '2', '-2', '-2'), ('4', '2', '-2', '-2')]","[28.0, 28.0]","['Bassus', 'Bassus', 'Tenor']",PEN,3,True,,
85,Antoine de Févin,Missa Ave Maria: Credo,374.0,"['47/4.0', '48/4.0', '49/2.0', '50/2.0']","['P8', 'P-4', 'P8']","[374.0, 382.0, 386.0, 394.0]","[('5', '2', '-2', '-3'), ('5', '2', '-2', '-2'), ('4', '2', '-2', '-2')]","[8.0, 4.0, 8.0]","['Bassus', 'Altus', 'Tenor', 'Sup[erius]']",ID,4,True,,
