,Validation,Comments,Composer,Title,First_Offset,Measures_Beats,Melodic_Entry_Intervals,Offsets,Soggetti,Time_Entry_Intervals,Voices,Presentation_Type,Number_Entries,Flexed_Entries
0,,,Cristóbal de Morales,Sancta et immaculata virginitas,0.0,"['1/1.0', '3/1.0', '7/1.0', '10/3.0']","['P-5', 'P12', 'P-12']","[0.0, 16.0, 48.0, 76.0]","[('-5', '5', '-3', '4')]","[16.0, 32.0, 28.0]","['Tenor', 'Bassus', 'Superius', 'Bassus']",FUGA,4.0,False
1,,,Cristóbal de Morales,Sancta et immaculata virginitas,32.0,"['5/1.0', '12/3.0']",['P1'],"[32.0, 92.0]","[('-5', '5', '-2', '-2')]",[60.0],"['Altus', 'Tenor']",FUGA,2.0,False
2,,,Cristóbal de Morales,Sancta et immaculata virginitas,158.0,"['20/4.0', '25/4.0', '28/2.0']","['P-8', 'P1']","[158.0, 198.0, 218.0]","[('2', '-2', '4', '-2')]","[40.0, 20.0]","['Superius', 'Altus', 'Tenor']",FUGA,3.0,False
3,,,Cristóbal de Morales,Sancta et immaculata virginitas,258.0,"['33/2.0', '34/2.0']",['P5'],"[258.0, 266.0]","[('4', '-2', '2', '-2')]",[8.0],"['Bassus', 'Tenor']",FUGA,2.0,False
4,,,Cristóbal de Morales,Sancta et immaculata virginitas,290.0,"['37/2.0', '39/4.0']",['P-8'],"[290.0, 310.0]","[('4', '-2', '2', '2')]",[20.0],"['Superius', 'Bassus']",FUGA,2.0,False
5,,,Cristóbal de Morales,Sancta et immaculata virginitas,350.0,"['44/4.0', '45/4.0', '48/1.0', '49/1.0', '49/2.0', '50/2.0', '51/2.0', '52/4.0', '55/4.0', '56/4.0', '57/3.0', '59/4.0', '62/1.0', '63/1.0', '63/2.0', '64/2.0', '66/2.0', '67/2.0', '68/2.0']","['P1', 'P-8', 'P5', 'P4', 'P8', 'P-8', 'P5', 'P-8', 'P-5', 'P5', 'P4', 'P-8', 'P5', 'P4', 'P8', 'P-4', 'P-12', 'P8']","[350.0, 358.0, 376.0, 384.0, 386.0, 394.0, 402.0, 414.0, 438.0, 446.0, 452.0, 470.0, 488.0, 496.0, 498.0, 506.0, 522.0, 530.0, 538.0]","[('2', '-3', '2', '-5')]","[8.0, 18.0, 8.0, 2.0, 8.0, 8.0, 12.0, 24.0, 8.0, 6.0, 18.0, 18.0, 8.0, 2.0, 8.0, 16.0, 8.0, 8.0]","['Altus', 'Tenor', 'Bassus', 'Altus', 'Tenor', 'Superius', 'Tenor', 'Superius', 'Altus', 'Bassus', 'Tenor', 'Tenor', 'Bassus', 'Altus', 'Tenor', 'Superius', 'Superius', 'Bassus', 'Altus']",FUGA,19.0,False
6,,,Cristóbal de Morales,Sancta et immaculata virginitas,568.0,"['72/1.0', '73/3.0', '75/1.0', '76/3.0', '78/1.0', '80/2.0', '81/4.0']","['P8', 'P-12', 'P8', 'P-8', 'P12', 'P-8']","[568.0, 580.0, 592.0, 604.0, 616.0, 634.0, 646.0]","[('-3', '2', '3', '-2')]","[12.0, 12.0, 12.0, 12.0, 18.0, 12.0]","['Tenor', 'Superius', 'Bassus', 'Altus', 'Bassus', 'Superius', 'Bassus']",FUGA,7.0,False
7,,,Cristóbal de Morales,Sancta et immaculata virginitas,662.0,"['83/4.0', '86/3.0', '86/4.0', '88/3.0', '90/3.0', '92/3.0', '92/4.0', '94/3.0']","['M-6', 'm3', 'M6', 'P-5', 'm-7', 'M10', 'M-7']","[662.0, 684.0, 686.0, 700.0, 716.0, 732.0, 734.0, 748.0]","[('2', '-2', '-2', '-2')]","[22.0, 2.0, 14.0, 16.0, 16.0, 2.0, 14.0]","['Altus', 'Bassus', 'Tenor', 'Superius', 'Tenor', 'Bassus', 'Superius', 'Tenor']",FUGA,8.0,False
8,,,Cristóbal de Morales,Sancta et immaculata virginitas,766.0,"['96/4.0', '98/2.0']",['P8'],"[766.0, 778.0]","[('-2', '-2', '4', '-2')]",[12.0],"['Altus', 'Superius']",FUGA,2.0,False
9,,,Cristóbal de Morales,Sancta et immaculata virginitas,826.0,"['104/2.0', '105/2.0', '106/2.0']","['P-5', 'P5']","[826.0, 834.0, 842.0]","[('4', '-2', '2', '-2')]","[8.0, 8.0]","['Altus', 'Bassus', 'Tenor']",PEN,3.0,False
