,Validation,Comments,Composer,Title,First_Offset,Measures_Beats,Melodic_Entry_Intervals,Offsets,Soggetti,Time_Entry_Intervals,Voices,Presentation_Type,Number_Entries,Flexed_Entries
0,,,Nicolas Gombert,Super flumina Babylonis,0.0,"['1/1.0', '3/1.0', '5/3.0', '8/3.0']","['P5', 'P-5', 'P-4']","[0.0, 16.0, 36.0, 60.0]","[('-2', '-2', '-2', '4')]","[16.0, 20.0, 24.0]","['Altus', 'Superius', 'Tenor', 'Bassus']",FUGA,4.0,False
1,,,Nicolas Gombert,Super flumina Babylonis,46.0,"['6/4.0', '9/2.0', '9/4.0', '12/2.0']","['P1', 'P-4', 'P-5']","[46.0, 66.0, 70.0, 90.0]","[('2', '2', '2', '3')]","[20.0, 4.0, 20.0]","['Superius', 'Superius', 'Tenor', 'Bassus']",ID,4.0,False
2,,,Nicolas Gombert,Super flumina Babylonis,96.0,"['13/1.0', '15/4.0', '16/2.0']","['P-5', 'P-4']","[96.0, 118.0, 122.0]","[('-2', '-2', '-3', '5')]","[22.0, 4.0]","['Tenor', 'Tenor', 'Bassus']",FUGA,3.0,False
3,,,Nicolas Gombert,Super flumina Babylonis,154.0,"['20/2.0', '25/3.0']","['m-10', 'P8']","[154.0, 154.0, 196.0]","[('2', '-3', '2', '-3')]","[0.0, 42.0]","['Superius', 'Bassus', 'Tenor']",FUGA,3.0,False
4,,,Nicolas Gombert,Super flumina Babylonis,238.0,"['30/4.0', '31/2.0', '34/1.0', '34/3.0', '37/3.0', '39/3.0', '40/2.0']","['P5', 'M-9', 'P5', 'P4', 'P-11', 'P12']","[238.0, 242.0, 264.0, 268.0, 292.0, 308.0, 314.0]","[('-2', '2', '2', '2')]","[4.0, 22.0, 4.0, 24.0, 16.0, 6.0]","['Tenor', 'Superius', 'Bassus', 'Altus', 'Superius', 'Bassus', 'Superius']",FUGA,7.0,False
5,,,Nicolas Gombert,Super flumina Babylonis,282.0,"['36/2.0', '41/4.0']",['m3'],"[282.0, 326.0]","[('-2', '-3', '2', '-2')]",[44.0],"['Tenor', 'Altus']",FUGA,2.0,False
6,,,Nicolas Gombert,Super flumina Babylonis,348.0,"['44/3.0', '50/1.0']",['P1'],"[348.0, 392.0]","[('-2', '-2', '4', '-2')]",[44.0],"['Bassus', 'Bassus']",FUGA,2.0,False
7,,,Nicolas Gombert,Super flumina Babylonis,474.0,"['60/2.0', '60/4.0', '63/4.0', '64/3.0']","['P5', 'P-12', 'M9']","[474.0, 478.0, 502.0, 508.0]","[('2', '2', '2', '-3')]","[4.0, 24.0, 6.0]","['Altus', 'Superius', 'Bassus', 'Altus']",FUGA,4.0,False
8,,,Nicolas Gombert,Super flumina Babylonis,552.0,"['70/1.0', '70/3.0']",['P-4'],"[552.0, 556.0]","[('5', '-2', '-2', '-2')]",[4.0],"['Tenor', 'Bassus']",FUGA,2.0,False
9,,,Nicolas Gombert,Super flumina Babylonis,610.0,"['77/2.0', '79/1.0', '80/2.0']","['m-3', 'P8', 'm-3']","[610.0, 610.0, 624.0, 634.0]","[('-3', '2', '2', '2')]","[0.0, 14.0, 10.0]","['Altus', 'Bassus', 'Superius', 'Altus']",FUGA,4.0,False
10,,,Nicolas Gombert,Super flumina Babylonis,700.0,"['88/3.0', '91/2.0', '93/3.0']","['P1', 'P-5']","[700.0, 722.0, 740.0]","[('3', '-2', '-3', '2')]","[22.0, 18.0]","['Altus', 'Tenor', 'Bassus']",FUGA,3.0,False
11,,,Nicolas Gombert,Super flumina Babylonis,758.0,"['95/4.0', '97/1.0', '97/4.0', '99/2.0']","['P4', 'P-4', 'P-8']","[758.0, 768.0, 774.0, 786.0]","[('2', '2', '-3', '2')]","[10.0, 6.0, 12.0]","['Altus', 'Superius', 'Tenor', 'Bassus']",FUGA,4.0,False
12,,,Nicolas Gombert,Super flumina Babylonis,806.0,"['101/4.0', '103/1.0', '106/1.0']","['m10', 'm-13']","[806.0, 816.0, 840.0]","[('2', '3', '-2', '-2')]","[10.0, 24.0]","['Bassus', 'Superius', 'Bassus']",FUGA,3.0,False
13,,,Nicolas Gombert,Super flumina Babylonis,860.0,"['108/2.0', '110/2.0', '113/1.0']","['P8', 'P-8']","[860.0, 884.0, 916.0]","[('2', '2', '-3', '2')]","[24.0, 32.0]","['Bassus', 'Superius', 'Bassus']",FUGA,3.0,False
14,,,Nicolas Gombert,Super flumina Babylonis,1068.0,"['127/1.0', '127/1.0']",['m3'],"[1068.0, 1072.0]","[('3', '2', '-2', '4')]",[4.0],"['Tenor', 'Altus']",FUGA,2.0,False
15,,,Nicolas Gombert,Super flumina Babylonis,1070.0,"['127/2.0', '132/2.0']",['P-8'],"[1070.0, 1110.0]","[('2', '-2', '4', '-2')]",[40.0],"['Superius', 'Bassus']",FUGA,2.0,False
16,,,Francisco Guerrero,Missa Super flumina Babylonis: Kyrie,0.0,"['1/1.0', '6/1.0', '8/4.0', '12/3.0']","['P-8', 'P12', 'P-12']","[0.0, 40.0, 62.0, 92.0]","[('3', '3', '2', '-2')]","[40.0, 22.0, 30.0]","['Altus 1Âº', 'Bassus', 'Superius', 'Bassus']",FUGA,4.0,False
17,,,Francisco Guerrero,Missa Super flumina Babylonis: Kyrie,4.0,"['1/3.0', '3/3.0', '6/3.0', '11/2.0']","['P-5', 'P-4', 'P1']","[4.0, 20.0, 44.0, 82.0]","[('3', '2', '3', '-2')]","[16.0, 24.0, 38.0]","['Superius', 'Altus 2Âº', 'Tenor', 'Tenor']",FUGA,4.0,False
18,,,Francisco Guerrero,Missa Super flumina Babylonis: Kyrie,38.0,"['5/4.0', '9/4.0']",['P-4'],"[38.0, 70.0]","[('3', '2', '2', '2')]",[32.0],"['Altus 1Âº', 'Altus 1Âº']",FUGA,2.0,False
19,,,Francisco Guerrero,Missa Super flumina Babylonis: Kyrie,112.0,"['15/1.0', '16/3.0', '18/3.0', '20/1.0']","['P5', 'P-12', 'P5']","[112.0, 124.0, 140.0, 152.0]","[('-2', '-2', '-2', '-3')]","[12.0, 16.0, 12.0]","['Altus 1Âº', 'Superius', 'Bassus', 'Tenor']",ID,4.0,False
20,,,Francisco Guerrero,Missa Super flumina Babylonis: Kyrie,180.0,"['23/3.0', '25/2.0', '25/3.0', '32/3.0']","['P1', 'M-3', 'M3']","[180.0, 194.0, 196.0, 252.0]","[('3', '3', '2', '-2')]","[14.0, 2.0, 56.0]","['Tenor', 'Altus 1Âº', 'Bassus', 'Altus 1Âº']",FUGA,4.0,False
21,,,Francisco Guerrero,Missa Super flumina Babylonis: Kyrie,282.0,"['36/2.0', '37/3.0', '42/3.0', '44/1.0', '45/1.0', '45/4.0', '47/2.0', '51/1.0']","['P8', 'P-15', 'P5', 'P8', 'P-4', 'M-2', 'P1']","[282.0, 292.0, 332.0, 344.0, 352.0, 358.0, 370.0, 400.0]","[('-2', '2', '2', '2')]","[10.0, 40.0, 12.0, 8.0, 6.0, 12.0, 30.0]","['Altus 2Âº', 'Superius', 'Bassus', 'Altus 1Âº', 'Superius', 'Altus 2Âº', 'Tenor', 'Altus 1Âº']",FUGA,8.0,False
22,,,Francisco Guerrero,Missa Super flumina Babylonis: Kyrie,376.0,"['48/1.0', '53/1.0', '54/3.0', '59/3.0']","['P-11', 'P12', 'P1']","[376.0, 416.0, 428.0, 468.0]","[('2', '-3', '2', '3')]","[40.0, 12.0, 40.0]","['Superius', 'Bassus', 'Superius', 'Superius']",ID,4.0,False
23,,,Francisco Guerrero,Missa Super flumina Babylonis: Kyrie,388.0,"['49/3.0', '56/4.0']",['m-2'],"[388.0, 446.0]","[('2', '-3', '2', '-2')]",[58.0],"['Altus 2Âº', 'Altus 2Âº']",FUGA,2.0,False
24,,,Francisco Guerrero,Missa Super flumina Babylonis: Kyrie,520.0,"['66/1.0', '67/1.0', '69/1.0', '70/1.0', '73/2.0', '75/4.0']","['P-5', 'P-4', 'P-5', 'P5', 'P1']","[520.0, 528.0, 544.0, 552.0, 578.0, 598.0]","[('2', '-2', '4', '-5')]","[8.0, 16.0, 8.0, 26.0, 20.0]","['Superius', 'Altus 1Âº', 'Tenor', 'Bassus', 'Tenor', 'Bassus']",FUGA,6.0,False
25,,,Francisco Guerrero,Missa Super flumina Babylonis: Kyrie,562.0,"['71/2.0', '74/2.0', '78/4.0', '79/4.0']","['P5', 'P-8', 'P11']","[562.0, 586.0, 622.0, 630.0]","[('2', '-2', '4', '-2')]","[24.0, 36.0, 8.0]","['Altus 2Âº', 'Superius', 'Altus 1Âº', 'Superius']",FUGA,4.0,False
26,,,Francisco Guerrero,Missa Super flumina Babylonis: Kyrie,678.0,"['85/4.0', '87/2.0', '88/2.0', '88/4.0', '90/2.0', '90/4.0', '91/4.0']","['M-3', 'P-5', 'P8', 'P5', 'P-5', 'P-4']","[678.0, 690.0, 698.0, 702.0, 714.0, 718.0, 726.0]","[('-2', '-2', '-2', '2')]","[12.0, 8.0, 4.0, 12.0, 4.0, 8.0]","['Altus 2Âº', 'Tenor', 'Bassus', 'Altus 2Âº', 'Superius', 'Altus 1Âº', 'Tenor']",FUGA,7.0,False
27,,,Francisco Guerrero,Missa Super flumina Babylonis: Kyrie,736.0,"['93/1.0', '94/1.0']",['P1'],"[736.0, 744.0]","[('-2', '-2', '-2', '-2')]",[8.0],"['Altus 2Âº', 'Altus 1Âº']",FUGA,2.0,False
28,,,Francisco Guerrero,Missa Super flumina Babylonis: Gloria,4.0,"['1/3.0', '5/1.0']",['P-5'],"[4.0, 32.0]","[('3', '2', '3', '-2')]",[28.0],"['Tenor', 'Bassus']",FUGA,2.0,False
29,,,Francisco Guerrero,Missa Super flumina Babylonis: Gloria,16.0,"['3/1.0', '7/4.0', '8/2.0']","['P-8', 'P8']","[16.0, 54.0, 58.0]","[('3', '3', '2', '-2')]","[38.0, 4.0]","['Superius', 'Altus 1Âº', 'Superius']",FUGA,3.0,False
30,,,Francisco Guerrero,Missa Super flumina Babylonis: Gloria,100.0,"['13/3.0', '14/3.0', '16/1.0', '17/1.0', '18/1.0']","['P-12', 'P5', 'P8', 'P-5']","[100.0, 108.0, 120.0, 128.0, 136.0]","[('-2', '-2', '-2', '-3')]","[8.0, 12.0, 8.0, 8.0]","['Superius', 'Bassus', 'Tenor', 'Superius', 'Altus 2Âº']",FUGA,5.0,False
31,,,Francisco Guerrero,Missa Super flumina Babylonis: Gloria,174.0,"['22/4.0', '29/2.0']",['P5'],"[174.0, 226.0]","[('2', '-2', '-2', '2')]",[52.0],"['Altus 1Âº', 'Superius']",FUGA,2.0,False
32,,,Francisco Guerrero,Missa Super flumina Babylonis: Gloria,182.0,"['23/4.0', '30/4.0']",['M9'],"[182.0, 238.0]","[('2', '-2', '-2', '-2')]",[56.0],"['Bassus', 'Tenor']",FUGA,2.0,False
33,,,Francisco Guerrero,Missa Super flumina Babylonis: Gloria,222.0,"['28/4.0', '29/4.0']",['P1'],"[222.0, 230.0]","[('2', '-2', '-3', '2')]",[8.0],"['Altus 1Âº', 'Altus 2Âº']",FUGA,2.0,False
34,,,Francisco Guerrero,Missa Super flumina Babylonis: Gloria,254.0,"['32/4.0', '33/1.0', '33/4.0', '34/3.0', '35/2.0', '36/2.0']","['P-8', 'P12', 'P-5', 'P-4', 'P8']","[254.0, 256.0, 262.0, 268.0, 274.0, 282.0]","[('-2', '2', '2', '2')]","[2.0, 6.0, 6.0, 6.0, 8.0]","['Altus 1Âº', 'Bassus', 'Superius', 'Altus 2Âº', 'Tenor', 'Superius']",FUGA,6.0,False
35,,,Francisco Guerrero,Missa Super flumina Babylonis: Gloria,398.0,"['50/4.0', '53/2.0']",['P8'],"[398.0, 418.0]","[('2', '-4', '3', '-2')]",[20.0],"['Tenor', 'Superius']",FUGA,2.0,False
36,,,Francisco Guerrero,Missa Super flumina Babylonis: Gloria,406.0,['51/4.0'],['M-10'],"[406.0, 406.0]","[('2', '-4', '2', '2')]",[0.0],"['Altus 1Âº', 'Bassus']",FUGA,2.0,False
37,,,Francisco Guerrero,Missa Super flumina Babylonis: Gloria,434.0,"['55/2.0', '59/1.0', '61/4.0']","['m-3', 'P1']","[434.0, 464.0, 486.0]","[('2', '-2', '4', '-5')]","[30.0, 22.0]","['Tenor', 'Bassus', 'Tenor']",FUGA,3.0,False
38,,,Francisco Guerrero,Missa Super flumina Babylonis: Gloria,440.0,"['56/1.0', '57/4.0', '58/2.0', '60/2.0', '62/3.0', '64/2.0']","['M7', 'P1', 'P4', 'P-12', 'm7', 'M3']","[440.0, 454.0, 458.0, 474.0, 492.0, 506.0, 506.0]","[('2', '-2', '4', '-2')]","[14.0, 4.0, 16.0, 18.0, 14.0, 0.0]","['Bassus', 'Altus 1Âº', 'Altus 2Âº', 'Superius', 'Bassus', 'Altus 1Âº', 'Altus 2Âº']",FUGA,7.0,False
39,,,Francisco Guerrero,Missa Super flumina Babylonis: Gloria,532.0,"['67/3.0', '72/4.0', '76/4.0', '77/2.0']","['P4', 'P1', 'P-4']","[532.0, 574.0, 606.0, 610.0]","[('3', '-2', '-3', '2')]","[42.0, 32.0, 4.0]","['Superius', 'Superius', 'Superius', 'Altus 1Âº']",FUGA,4.0,False
40,,,Francisco Guerrero,Missa Super flumina Babylonis: Gloria,570.0,"['72/2.0', '74/2.0']",['P5'],"[570.0, 586.0]","[('4', '-2', '-3', '2')]",[16.0],"['Bassus', 'Altus 2Âº']",FUGA,2.0,False
41,,,Francisco Guerrero,Missa Super flumina Babylonis: Gloria,576.0,"['73/1.0', '77/2.0']",['M-3'],"[576.0, 610.0]","[('3', '-2', '-2', '-2')]",[34.0],"['Altus 1Âº', 'Altus 2Âº']",FUGA,2.0,False
42,,,Francisco Guerrero,Missa Super flumina Babylonis: Gloria,638.0,"['80/4.0', '83/4.0']",['P-5'],"[638.0, 662.0]","[('-2', '-2', '-4', '3')]",[24.0],"['Tenor', 'Bassus']",FUGA,2.0,False
43,,,Francisco Guerrero,Missa Super flumina Babylonis: Gloria,646.0,"['81/4.0', '82/4.0']",['P1'],"[646.0, 654.0]","[('-2', '-2', '-3', '3')]",[8.0],"['Altus 2Âº', 'Altus 1Âº']",FUGA,2.0,False
44,,,Francisco Guerrero,Missa Super flumina Babylonis: Gloria,692.0,"['87/2.0', '89/1.0', '93/1.0']","['P-5', 'P5']","[692.0, 716.0, 756.0]","[('2', '2', '2', '-2')]","[24.0, 40.0]","['Superius', 'Altus 2Âº', 'Superius']",FUGA,3.0,False
45,,,Francisco Guerrero,Missa Super flumina Babylonis: Gloria,852.0,"['101/1.0', '102/1.0', '105/1.0']","['P-12', 'P8']","[852.0, 868.0, 904.0]","[('2', '-4', '2', '-2')]","[16.0, 36.0]","['Superius', 'Bassus', 'Altus 2Âº']",FUGA,3.0,False
46,,,Francisco Guerrero,Missa Super flumina Babylonis: Gloria,978.0,"['111/2.0', '112/2.0', '114/1.0', '114/2.0', '115/2.0', '116/2.0']","['P8', 'M-16', 'P5', 'P8', 'P1', 'P-4']","[978.0, 986.0, 1000.0, 1002.0, 1006.0, 1014.0, 1014.0]","[('2', '-2', '-3', '2')]","[8.0, 14.0, 2.0, 4.0, 8.0, 0.0]","['Altus 2Âº', 'Superius', 'Bassus', 'Tenor', 'Altus 1Âº', 'Superius', 'Altus 2Âº']",FUGA,7.0,False
47,,,Francisco Guerrero,Missa Super flumina Babylonis: Gloria,1058.0,"['121/2.0', '122/2.0', '124/2.0']","['M-3', 'm-3', 'm3']","[1058.0, 1058.0, 1062.0, 1082.0]","[('-3', '3', '-2', '-2')]","[0.0, 4.0, 20.0]","['Altus 1Âº', 'Altus 2Âº', 'Tenor', 'Tenor']",FUGA,4.0,False
48,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,0.0,"['1/1.0', '4/3.0', '11/2.0']","['P8', 'P5']","[0.0, 28.0, 82.0]","[('3', '3', '2', '-2')]","[28.0, 54.0]","['Bassus', 'Altus 2Âº', 'Superius']",FUGA,3.0,False
49,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,4.0,"['1/3.0', '7/1.0', '13/1.0']","['P-5', 'P5']","[4.0, 48.0, 96.0]","[('3', '2', '3', '-2')]","[44.0, 48.0]","['Tenor', 'Bassus', 'Tenor']",FUGA,3.0,False
50,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,110.0,"['14/4.0', '16/2.0']",['P-4'],"[110.0, 122.0]","[('2', '-3', '2', '2')]",[12.0],"['Superius', 'Altus 1Âº']",FUGA,2.0,False
