,Validation,Comments,Composer,Title,First_Offset,Measures_Beats,Melodic_Entry_Intervals,Offsets,Soggetti,Time_Entry_Intervals,Voices,Presentation_Type,Number_Entries,Flexed_Entries
51,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,138.0,"['18/2.0', '18/4.0', '19/2.0', '20/2.0', '21/2.0']","['P-15', 'P12', 'P-5', 'P5']","[138.0, 142.0, 146.0, 154.0, 162.0]","[('-2', '2', '2', '2')]","[4.0, 4.0, 8.0, 8.0]","['Superius', 'Bassus', 'Altus 1Âº', 'Tenor', 'Altus 2Âº']",FUGA,5.0,False
52,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,198.0,"['25/4.0', '26/3.0', '27/1.0', '28/1.0', '30/1.0']","['P8', 'P-4', 'P8', 'P-12']","[198.0, 204.0, 208.0, 216.0, 232.0]","[('-2', '-2', '-2', '-3')]","[6.0, 4.0, 8.0, 16.0]","['Bassus', 'Altus 1Âº', 'Tenor', 'Superius', 'Bassus']",FUGA,5.0,False
53,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,222.0,"['28/4.0', '29/4.0']",['P1'],"[222.0, 230.0]","[('-3', '2', '-3', '2')]",[8.0],"['Altus 2Âº', 'Altus 1Âº']",FUGA,2.0,False
54,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,268.0,"['34/3.0', '36/4.0']",['P-4'],"[268.0, 286.0]","[('2', '-2', '2', '2')]",[18.0],"['Altus 1Âº', 'Altus 2Âº']",FUGA,2.0,False
55,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,318.0,"['40/4.0', '41/3.0', '42/2.0']","['P-5', 'P-4']","[318.0, 324.0, 330.0]","[('2', '3', '-2', '-2')]","[6.0, 6.0]","['Superius', 'Altus 2Âº', 'Altus 1Âº']",PEN,3.0,False
56,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,366.0,"['46/4.0', '48/4.0', '49/4.0', '56/2.5']","['P-8', 'P4', 'M-3']","[366.0, 382.0, 390.0, 450.0]","[('2', '-2', '-3', '2')]","[16.0, 8.0, 60.0]","['Superius', 'Tenor', 'Altus 2Âº', 'Tenor']",FUGA,4.0,False
57,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,406.0,"['51/4.0', '52/2.0']",['P5'],"[406.0, 410.0]","[('3', '2', '2', '2')]",[4.0],"['Bassus', 'Tenor']",FUGA,2.0,False
58,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,482.0,"['59/2.0', '60/2.0']",['m6'],"[482.0, 486.0]","[('2', '-2', '-2', '-2')]",[4.0],"['Altus 1Âº', 'Superius']",FUGA,2.0,False
59,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,512.0,"['63/1.0', '64/2.0', '69/1.0']","['P5', 'P-5']","[512.0, 522.0, 560.0]","[('4', '2', '2', '-3')]","[10.0, 38.0]","['Bassus', 'Tenor', 'Bassus']",FUGA,3.0,False
60,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,544.0,"['67/1.0', '68/1.0', '72/1.0']","['P5', 'P-8']","[544.0, 548.0, 584.0]","[('-2', '-2', '-2', '2')]","[4.0, 36.0]","['Altus 2Âº', 'Superius', 'Tenor']",FUGA,3.0,False
61,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,696.0,"['86/1.0', '87/2.0']",['P12'],"[696.0, 702.0]","[('-2', '2', '-2', '-2')]",[6.0],"['Bassus', 'Superius']",FUGA,2.0,False
62,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,714.0,"['88/2.0', '90/2.0', '91/2.0']","['P-4', 'P5']","[714.0, 726.0, 734.0]","[('-2', '-2', '2', '-2')]","[12.0, 8.0]","['Altus 1Âº', 'Tenor', 'Superius']",FUGA,3.0,False
63,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,730.0,"['90/2.0', '93/2.0']",['P4'],"[730.0, 754.0]","[('-2', '-2', '2', '-4')]",[24.0],"['Bassus', 'Bassus']",FUGA,2.0,False
64,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,770.0,"['95/2.0', '97/2.0', '101/2.0']","['P-4', 'm-7']","[770.0, 786.0, 814.0]","[('-2', '3', '-2', '-2')]","[16.0, 28.0]","['Superius', 'Altus 1Âº', 'Bassus']",FUGA,3.0,False
65,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,866.0,"['107/2.0', '111/1.0', '111/2.0']","['P-5', 'P-4', 'P-5']","[866.0, 866.0, 894.0, 896.0]","[('6', '-3', '4', '-2')]","[0.0, 28.0, 2.0]","['Superius', 'Altus 1Âº', 'Tenor', 'Bassus']",FUGA,4.0,False
66,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,910.0,"['113/2.0', '115/2.0', '116/2.0']","['M-6', 'M3']","[910.0, 930.0, 938.0]","[('2', '-2', '-2', '-2')]","[20.0, 8.0]","['Altus 1Âº', 'Bassus', 'Tenor']",FUGA,3.0,False
67,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,948.0,"['118/1.0', '119/2.0', '120/2.0']","['P-4', 'P8']","[948.0, 962.0, 966.0]","[('3', '3', '3', '-2')]","[14.0, 4.0]","['Altus 1Âº', 'Tenor', 'Superius']",FUGA,3.0,False
68,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,986.0,"['122/2.0', '125/2.0', '126/2.0', '128/2.0']","['P8', 'M-6', 'M10']","[986.0, 1006.0, 1018.0, 1030.0]","[('3', '2', '2', '-2')]","[20.0, 12.0, 12.0]","['Bassus', 'Altus 1Âº', 'Bassus', 'Superius']",FUGA,4.0,False
69,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,1066.0,"['132/2.0', '134/2.0']",['P1'],"[1066.0, 1082.0]","[('2', '-2', '-3', '3')]",[16.0],"['Bassus', 'Tenor']",FUGA,2.0,False
70,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,1154.0,"['143/2.0', '147/1.0']",['P-8'],"[1154.0, 1180.0]","[('2', '2', '2', '2')]",[26.0],"['Altus 1Âº', 'Bassus']",FUGA,2.0,False
71,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,1156.0,"['144/1.0', '146/2.0']",['P-8'],"[1156.0, 1178.0]","[('4', '-2', '-3', '2')]",[22.0],"['Superius', 'Tenor']",FUGA,2.0,False
72,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,1198.0,"['149/2.0', '150/2.0']",['P-5'],"[1198.0, 1206.0]","[('3', '-2', '-3', '2')]",[8.0],"['Superius', 'Altus 2Âº']",FUGA,2.0,False
73,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,1226.0,"['152/2.0', '153/2.0', '155/2.0']","['P-8', 'P-5']","[1226.0, 1234.0, 1250.0]","[('-2', '-2', '-4', '3')]","[8.0, 16.0]","['Superius', 'Tenor', 'Bassus']",FUGA,3.0,False
74,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,1234.0,"['153/2.0', '156/2.0', '157/2.0']","['P-5', 'P8']","[1234.0, 1258.0, 1266.0]","[('-2', '-2', '-3', '3')]","[24.0, 8.0]","['Altus 1Âº', 'Altus 2Âº', 'Superius']",FUGA,3.0,False
75,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,1326.0,"['165/2.0', '165/2.0', '167/2.0', '168/2.0', '171/1.0']","['P-5', 'P-5', 'P-4', 'M2', 'P11']","[1326.0, 1330.0, 1342.0, 1342.0, 1354.0, 1372.0]","[('2', '3', '-2', '-2')]","[4.0, 12.0, 0.0, 12.0, 18.0]","['Superius', 'Altus 2Âº', 'Altus 1Âº', 'Bassus', 'Tenor', 'Superius']",FUGA,6.0,False
76,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,1444.0,"['180/1.0', '181/2.0', '182/1.0']","['P8', 'P-4']","[1444.0, 1460.0, 1472.0]","[('3', '2', '3', '-2')]","[16.0, 12.0]","['Bassus', 'Altus 2Âº', 'Tenor']",FUGA,3.0,False
77,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,1540.0,"['188/1.0', '188/1.0']",['P-5'],"[1540.0, 1544.0]","[('2', '2', '2', '-5')]",[4.0],"['Superius', 'Altus 2Âº']",FUGA,2.0,False
78,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,1606.0,"['193/1.5', '196/2.0']",['P1'],"[1606.0, 1630.0]","[('2', '-2', '4', '-5')]",[24.0],"['Tenor', 'Bassus']",FUGA,2.0,False
79,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,1622.0,"['195/2.0', '199/2.0']",['P4'],"[1622.0, 1658.0]","[('2', '-2', '4', '-2')]",[36.0],"['Superius', 'Superius']",FUGA,2.0,False
80,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,1670.0,"['201/2.0', '202/1.0']",['P1'],"[1670.0, 1680.0]","[('4', '2', '2', '-3')]",[10.0],"['Tenor', 'Bassus']",FUGA,2.0,False
81,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,1678.0,"['202/2.0', '203/2.0']",['P1'],"[1678.0, 1686.0]","[('2', '-2', '-3', '2')]",[8.0],"['Altus 2Âº', 'Altus 1Âº']",FUGA,2.0,False
82,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,1694.0,"['204/2.0', '205/1.0', '206/2.0', '209/1.0']","['P-5', 'P8', 'P5']","[1694.0, 1704.0, 1710.0, 1736.0]","[('-3', '3', '-2', '-2')]","[10.0, 6.0, 26.0]","['Tenor', 'Bassus', 'Altus 1Âº', 'Superius']",FUGA,4.0,False
83,,,Francisco Guerrero,Missa Super flumina Babylonis: Credo,1748.0,"['211/1.0', '211/2.0']",['P8'],"[1748.0, 1750.0]","[('-3', '3', '-4', '2')]",[2.0],"['Bassus', 'Altus 2Âº']",FUGA,2.0,False
84,,,Francisco Guerrero,Missa Super flumina Babylonis: Sanctus,0.0,"['1/1.0', '5/1.0', '5/3.0']","['P1', 'P-8']","[0.0, 32.0, 36.0]","[('3', '3', '-2', '-2')]","[32.0, 4.0]","['Altus 1Âº', 'Altus 2Âº', 'Bassus']",FUGA,3.0,False
85,,,Francisco Guerrero,Missa Super flumina Babylonis: Sanctus,120.0,"['16/1.0', '18/1.0', '21/1.0']","['P-12', 'P12']","[120.0, 136.0, 160.0]","[('-2', '-2', '-2', '-3')]","[16.0, 24.0]","['Superius', 'Bassus', 'Superius']",FUGA,3.0,False
86,,,Francisco Guerrero,Missa Super flumina Babylonis: Sanctus,122.0,"['16/2.0', '18/2.0', '21/2.0']","['P-5', 'P5']","[122.0, 138.0, 162.0]","[('-2', '3', '-2', '-2')]","[16.0, 24.0]","['Altus 2Âº', 'Tenor', 'Altus 2Âº']",FUGA,3.0,False
87,,,Francisco Guerrero,Missa Super flumina Babylonis: Sanctus,148.0,"['19/3.0', '22/4.0', '24/2.0', '26/2.0']","['P-8', 'P4', 'P1']","[148.0, 174.0, 186.0, 202.0]","[('-2', '3', '-2', '-5')]","[26.0, 12.0, 16.0]","['Altus 1Âº', 'Bassus', 'Altus 1Âº', 'Tenor']",FUGA,4.0,False
88,,,Francisco Guerrero,Missa Super flumina Babylonis: Sanctus,182.0,"['23/4.0', '25/2.0']",['P4'],"[182.0, 194.0]","[('-2', '3', '-2', '2')]",[12.0],"['Tenor', 'Altus 2Âº']",FUGA,2.0,False
