Measure	Beat	Offset	4_3	4_2	4_1	3_2	3_1	2_1	Composer	Title	figures	figures_combined
52	1.5	425.0	8	5	4	4	4	7	Roland de Lassus	Missa Doulce memoire: Sanctus	854	['854', '835', '735', '584', '583', '158', '000', '005', '006', '005', '003', '001']
52	2.0	426.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Sanctus	835	['835', '735', '584', '583', '158', '000', '005', '006', '005', '003', '001', '003']
52	2.5	427.0	7	3	5	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	735	['735', '584', '583', '158', '000', '005', '006', '005', '003', '001', '003', '005']
52	3.0	428.0	5	8	4	4	7	4	Roland de Lassus	Missa Doulce memoire: Sanctus	584	['584', '583', '158', '000', '005', '006', '005', '003', '001', '003', '005', '083']
52	4.0	430.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '158', '000', '005', '006', '005', '003', '001', '003', '005', '083', '063']
53	1.0	432.0	1	5	8	5	8	4	Roland de Lassus	Missa Doulce memoire: Sanctus	158	['158', '000', '005', '006', '005', '003', '001', '003', '005', '083', '063', '053']
54	1.0	448.0	0	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Sanctus	000	['000', '005', '006', '005', '003', '001', '003', '005', '083', '063', '053', '035']
55	1.0	456.0	0	0	0	0	0	5	Roland de Lassus	Missa Doulce memoire: Sanctus	005	['005', '006', '005', '003', '001', '003', '005', '083', '063', '053', '035', '030']
55	3.0	460.0	0	0	0	0	0	6	Roland de Lassus	Missa Doulce memoire: Sanctus	006	['006', '005', '003', '001', '003', '005', '083', '063', '053', '035', '030', '053']
56	1.0	464.0	0	0	0	0	0	5	Roland de Lassus	Missa Doulce memoire: Sanctus	005	['005', '003', '001', '003', '005', '083', '063', '053', '035', '030', '053', '085']
56	3.0	468.0	0	0	0	0	0	3	Roland de Lassus	Missa Doulce memoire: Sanctus	003	['003', '001', '003', '005', '083', '063', '053', '035', '030', '053', '085', '053']
57	1.0	472.0	0	0	0	0	0	1	Roland de Lassus	Missa Doulce memoire: Sanctus	001	['001', '003', '005', '083', '063', '053', '035', '030', '053', '085', '053', '038']
57	3.0	476.0	0	0	0	0	0	3	Roland de Lassus	Missa Doulce memoire: Sanctus	003	['003', '005', '083', '063', '053', '035', '030', '053', '085', '053', '038', '027']
58	1.0	480.0	0	0	0	0	0	5	Roland de Lassus	Missa Doulce memoire: Sanctus	005	['005', '083', '063', '053', '035', '030', '053', '085', '053', '038', '027', '086']
58	3.0	484.0	0	8	3	0	0	3	Roland de Lassus	Missa Doulce memoire: Sanctus	083	['083', '063', '053', '035', '030', '053', '085', '053', '038', '027', '086', '075']
59	1.0	488.0	0	6	3	0	0	5	Roland de Lassus	Missa Doulce memoire: Sanctus	063	['063', '053', '035', '030', '053', '085', '053', '038', '027', '086', '075', '053']
59	3.0	492.0	0	5	3	0	0	6	Roland de Lassus	Missa Doulce memoire: Sanctus	053	['053', '035', '030', '053', '085', '053', '038', '027', '086', '075', '053', '052']
60	1.0	496.0	0	3	5	0	0	3	Roland de Lassus	Missa Doulce memoire: Sanctus	035	['035', '030', '053', '085', '053', '038', '027', '086', '075', '053', '052', '083']
60	3.0	500.0	0	3	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Sanctus	030	['030', '053', '085', '053', '038', '027', '086', '075', '053', '052', '083', '072']
61	1.0	504.0	0	5	3	0	0	6	Roland de Lassus	Missa Doulce memoire: Sanctus	053	['053', '085', '053', '038', '027', '086', '075', '053', '052', '083', '072', '035']
61	3.0	508.0	0	8	5	0	0	5	Roland de Lassus	Missa Doulce memoire: Sanctus	085	['085', '053', '038', '027', '086', '075', '053', '052', '083', '072', '035', '025']
62	1.0	512.0	0	5	3	0	0	6	Roland de Lassus	Missa Doulce memoire: Sanctus	053	['053', '038', '027', '086', '075', '053', '052', '083', '072', '035', '025', '053']
62	3.0	516.0	0	3	8	0	0	6	Roland de Lassus	Missa Doulce memoire: Sanctus	038	['038', '027', '086', '075', '053', '052', '083', '072', '035', '025', '053', '083']
62	4.0	518.0	0	2	7	0	0	6	Roland de Lassus	Missa Doulce memoire: Sanctus	027	['027', '086', '075', '053', '052', '083', '072', '035', '025', '053', '083', '084']
63	1.0	520.0	0	8	6	0	0	6	Roland de Lassus	Missa Doulce memoire: Sanctus	086	['086', '075', '053', '052', '083', '072', '035', '025', '053', '083', '084', '053']
63	2.0	522.0	0	7	5	0	0	6	Roland de Lassus	Missa Doulce memoire: Sanctus	075	['075', '053', '052', '083', '072', '035', '025', '053', '083', '084', '053', '033']
63	3.0	524.0	0	5	3	0	0	6	Roland de Lassus	Missa Doulce memoire: Sanctus	053	['053', '052', '083', '072', '035', '025', '053', '083', '084', '053', '033', '054']
63	4.0	526.0	0	5	2	0	0	5	Roland de Lassus	Missa Doulce memoire: Sanctus	052	['052', '083', '072', '035', '025', '053', '083', '084', '053', '033', '054', '053']
64	1.0	528.0	0	8	3	0	0	3	Roland de Lassus	Missa Doulce memoire: Sanctus	083	['083', '072', '035', '025', '053', '083', '084', '053', '033', '054', '053', '052']
64	2.0	530.0	0	7	2	0	0	3	Roland de Lassus	Missa Doulce memoire: Sanctus	072	['072', '035', '025', '053', '083', '084', '053', '033', '054', '053', '052', '053']
64	3.0	532.0	0	3	5	0	0	3	Roland de Lassus	Missa Doulce memoire: Sanctus	035	['035', '025', '053', '083', '084', '053', '033', '054', '053', '052', '053', '088']
64	4.0	534.0	0	2	5	0	0	4	Roland de Lassus	Missa Doulce memoire: Sanctus	025	['025', '053', '083', '084', '053', '033', '054', '053', '052', '053', '088', '033']
65	1.0	536.0	0	5	3	0	0	6	Roland de Lassus	Missa Doulce memoire: Sanctus	053	['053', '083', '084', '053', '033', '054', '053', '052', '053', '088', '033', '053']
65	3.0	540.0	0	8	3	0	0	3	Roland de Lassus	Missa Doulce memoire: Sanctus	083	['083', '084', '053', '033', '054', '053', '052', '053', '088', '033', '053', '050']
65	4.0	542.0	0	8	4	0	0	4	Roland de Lassus	Missa Doulce memoire: Sanctus	084	['084', '053', '033', '054', '053', '052', '053', '088', '033', '053', '050', '080']
66	1.0	544.0	0	5	3	0	0	6	Roland de Lassus	Missa Doulce memoire: Sanctus	053	['053', '033', '054', '053', '052', '053', '088', '033', '053', '050', '080', '060']
66	2.0	546.0	0	3	3	0	0	8	Roland de Lassus	Missa Doulce memoire: Sanctus	033	['033', '054', '053', '052', '053', '088', '033', '053', '050', '080', '060', '030']
66	3.0	548.0	0	5	4	0	0	7	Roland de Lassus	Missa Doulce memoire: Sanctus	054	['054', '053', '052', '053', '088', '033', '053', '050', '080', '060', '030', '050']
66	4.0	550.0	0	5	3	0	0	6	Roland de Lassus	Missa Doulce memoire: Sanctus	053	['053', '052', '053', '088', '033', '053', '050', '080', '060', '030', '050', '080']
66	4.5	551.0	0	5	2	0	0	5	Roland de Lassus	Missa Doulce memoire: Sanctus	052	['052', '053', '088', '033', '053', '050', '080', '060', '030', '050', '080', '033']
67	1.0	552.0	0	5	3	0	0	6	Roland de Lassus	Missa Doulce memoire: Sanctus	053	['053', '088', '033', '053', '050', '080', '060', '030', '050', '080', '033', '063']
67	3.0	556.0	0	8	8	0	0	8	Roland de Lassus	Missa Doulce memoire: Sanctus	088	['088', '033', '053', '050', '080', '060', '030', '050', '080', '033', '063', '043']
68	1.0	560.0	0	3	3	0	0	8	Roland de Lassus	Missa Doulce memoire: Sanctus	033	['033', '053', '050', '080', '060', '030', '050', '080', '033', '063', '043', '033']
68	3.0	564.0	0	5	3	0	0	6	Roland de Lassus	Missa Doulce memoire: Sanctus	053	['053', '050', '080', '060', '030', '050', '080', '033', '063', '043', '033', '053']
69	1.0	568.0	0	5	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Sanctus	050	['050', '080', '060', '030', '050', '080', '033', '063', '043', '033', '053', '038']
69	2.0	570.0	0	8	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Sanctus	080	['080', '060', '030', '050', '080', '033', '063', '043', '033', '053', '038', '003']
69	3.0	572.0	0	6	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Sanctus	060	['060', '030', '050', '080', '033', '063', '043', '033', '053', '038', '003', '038']
69	4.0	574.0	0	3	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Sanctus	030	['030', '050', '080', '033', '063', '043', '033', '053', '038', '003', '038', '035']
70	3.0	580.0	0	5	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Sanctus	050	['050', '080', '033', '063', '043', '033', '053', '038', '003', '038', '035', '083']
71	1.0	584.0	0	8	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Sanctus	080	['080', '033', '063', '043', '033', '053', '038', '003', '038', '035', '083', '058']
71	3.0	588.0	0	3	3	0	0	8	Roland de Lassus	Missa Doulce memoire: Sanctus	033	['033', '063', '043', '033', '053', '038', '003', '038', '035', '083', '058', '038']
72	4.0	598.0	0	6	3	0	0	5	Roland de Lassus	Missa Doulce memoire: Sanctus	063	['063', '043', '033', '053', '038', '003', '038', '035', '083', '058', '038', '035']
73	1.0	600.0	0	4	3	0	0	7	Roland de Lassus	Missa Doulce memoire: Sanctus	043	['043', '033', '053', '038', '003', '038', '035', '083', '058', '038', '035', '038']
73	2.0	602.0	0	3	3	0	0	8	Roland de Lassus	Missa Doulce memoire: Sanctus	033	['033', '053', '038', '003', '038', '035', '083', '058', '038', '035', '038', '053']
73	3.0	604.0	0	5	3	0	0	6	Roland de Lassus	Missa Doulce memoire: Sanctus	053	['053', '038', '003', '038', '035', '083', '058', '038', '035', '038', '053', '038']
74	2.0	610.0	0	3	8	0	0	6	Roland de Lassus	Missa Doulce memoire: Sanctus	038	['038', '003', '038', '035', '083', '058', '038', '035', '038', '053', '038', '035']
75	1.0	616.0	0	0	0	0	0	3	Roland de Lassus	Missa Doulce memoire: Sanctus	003	['003', '038', '035', '083', '058', '038', '035', '038', '053', '038', '035', '055']
75	3.0	620.0	0	3	8	0	0	6	Roland de Lassus	Missa Doulce memoire: Sanctus	038	['038', '035', '083', '058', '038', '035', '038', '053', '038', '035', '055', '053']
76	3.0	628.0	0	3	5	0	0	3	Roland de Lassus	Missa Doulce memoire: Sanctus	035	['035', '083', '058', '038', '035', '038', '053', '038', '035', '055', '053', '038']
76	4.0	630.0	0	8	3	0	0	3	Roland de Lassus	Missa Doulce memoire: Sanctus	083	['083', '058', '038', '035', '038', '053', '038', '035', '055', '053', '038', '035']
77	1.0	632.0	0	5	8	0	0	4	Roland de Lassus	Missa Doulce memoire: Sanctus	058	['058', '038', '035', '038', '053', '038', '035', '055', '053', '038', '035', '083']
77	2.0	634.0	0	3	8	0	0	6	Roland de Lassus	Missa Doulce memoire: Sanctus	038	['038', '035', '038', '053', '038', '035', '055', '053', '038', '035', '083', '035']
77	3.0	636.0	0	3	5	0	0	3	Roland de Lassus	Missa Doulce memoire: Sanctus	035	['035', '038', '053', '038', '035', '055', '053', '038', '035', '083', '035', '024']
78	1.0	640.0	0	3	8	0	0	6	Roland de Lassus	Missa Doulce memoire: Sanctus	038	['038', '053', '038', '035', '055', '053', '038', '035', '083', '035', '024', '083']
78	3.0	644.0	0	5	3	0	0	6	Roland de Lassus	Missa Doulce memoire: Sanctus	053	['053', '038', '035', '055', '053', '038', '035', '083', '035', '024', '083', '072']
79	1.0	648.0	0	3	8	0	0	6	Roland de Lassus	Missa Doulce memoire: Sanctus	038	['038', '035', '055', '053', '038', '035', '083', '035', '024', '083', '072', '083']
79	3.0	652.0	0	3	5	0	0	3	Roland de Lassus	Missa Doulce memoire: Sanctus	035	['035', '055', '053', '038', '035', '083', '035', '024', '083', '072', '083', '035']
1	1.0	0.0	1	5	8	5	8	4	Roland de Lassus	Missa Doulce memoire: Agnus Dei	158	['158', '583', '358', '835', '583', '835', '583', '035', '135', '583', '835', '583']
1	3.0	4.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	583	['583', '358', '835', '583', '835', '583', '035', '135', '583', '835', '583', '383']
2	1.0	8.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Agnus Dei	358	['358', '835', '583', '835', '583', '035', '135', '583', '835', '583', '383', '583']
2	3.0	12.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	835	['835', '583', '835', '583', '035', '135', '583', '835', '583', '383', '583', '835']
3	1.0	16.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	583	['583', '835', '583', '035', '135', '583', '835', '583', '383', '583', '835', '724']
3	3.0	20.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	835	['835', '583', '035', '135', '583', '835', '583', '383', '583', '835', '724', '683']
4	1.0	24.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	583	['583', '035', '135', '583', '835', '583', '383', '583', '835', '724', '683', '572']
4	3.0	28.0	0	3	5	0	0	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	035	['035', '135', '583', '835', '583', '383', '583', '835', '724', '683', '572', '358']
5	1.0	32.0	1	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	135	['135', '583', '835', '583', '383', '583', '835', '724', '683', '572', '358', '583']
5	3.0	36.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	583	['583', '835', '583', '383', '583', '835', '724', '683', '572', '358', '583', '636']
6	3.0	44.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	835	['835', '583', '383', '583', '835', '724', '683', '572', '358', '583', '636', '853']
7	3.0	52.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	583	['583', '383', '583', '835', '724', '683', '572', '358', '583', '636', '853', '385']
8	2.0	58.0	3	8	3	6	8	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	383	['383', '583', '835', '724', '683', '572', '358', '583', '636', '853', '385', '684']
8	3.0	60.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	583	['583', '835', '724', '683', '572', '358', '583', '636', '853', '385', '684', '584']
9	1.0	64.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	835	['835', '724', '683', '572', '358', '583', '636', '853', '385', '684', '584', '583']
9	1.5	65.0	7	2	4	3	5	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	724	['724', '683', '572', '358', '583', '636', '853', '385', '684', '584', '583', '838']
9	2.0	66.0	6	8	3	3	5	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	683	['683', '572', '358', '583', '636', '853', '385', '684', '584', '583', '838', '583']
9	2.5	67.0	5	7	2	3	5	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	572	['572', '358', '583', '636', '853', '385', '684', '584', '583', '838', '583', '358']
9	3.0	68.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Agnus Dei	358	['358', '583', '636', '853', '385', '684', '584', '583', '838', '583', '358', '583']
9	4.0	70.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	583	['583', '636', '853', '385', '684', '584', '583', '838', '583', '358', '583', '572']
10	1.0	72.0	6	3	6	5	8	4	Roland de Lassus	Missa Doulce memoire: Agnus Dei	636	['636', '853', '385', '684', '584', '583', '838', '583', '358', '583', '572', '562']
10	2.0	74.0	8	5	3	5	3	6	Roland de Lassus	Missa Doulce memoire: Agnus Dei	853	['853', '385', '684', '584', '583', '838', '583', '358', '583', '572', '562', '358']
10	3.0	76.0	3	8	5	6	3	5	Roland de Lassus	Missa Doulce memoire: Agnus Dei	385	['385', '684', '584', '583', '838', '583', '358', '583', '572', '562', '358', '342']
10	4.0	78.0	6	8	4	3	6	4	Roland de Lassus	Missa Doulce memoire: Agnus Dei	684	['684', '584', '583', '838', '583', '358', '583', '572', '562', '358', '342', '353']
11	1.0	80.0	5	8	4	4	7	4	Roland de Lassus	Missa Doulce memoire: Agnus Dei	584	['584', '583', '838', '583', '358', '583', '572', '562', '358', '342', '353', '363']
11	2.0	82.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	583	['583', '838', '583', '358', '583', '572', '562', '358', '342', '353', '363', '583']
11	3.0	84.0	8	3	8	3	8	6	Roland de Lassus	Missa Doulce memoire: Agnus Dei	838	['838', '583', '358', '583', '572', '562', '358', '342', '353', '363', '583', '836']
12	1.0	88.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	583	['583', '358', '583', '572', '562', '358', '342', '353', '363', '583', '836', '355']
12	3.0	92.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Agnus Dei	358	['358', '583', '572', '562', '358', '342', '353', '363', '583', '836', '355', '364']
13	1.0	96.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	583	['583', '572', '562', '358', '342', '353', '363', '583', '836', '355', '364', '363']
13	2.5	99.0	5	7	2	3	5	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	572	['572', '562', '358', '342', '353', '363', '583', '836', '355', '364', '363', '583']
13	2.75	99.5	5	6	2	2	5	4	Roland de Lassus	Missa Doulce memoire: Agnus Dei	562	['562', '358', '342', '353', '363', '583', '836', '355', '364', '363', '583', '350']
13	3.0	100.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Agnus Dei	358	['358', '342', '353', '363', '583', '836', '355', '364', '363', '583', '350', '358']
13	3.5	101.0	3	4	2	2	7	6	Roland de Lassus	Missa Doulce memoire: Agnus Dei	342	['342', '353', '363', '583', '836', '355', '364', '363', '583', '350', '358', '835']
13	4.0	102.0	3	5	3	3	8	6	Roland de Lassus	Missa Doulce memoire: Agnus Dei	353	['353', '363', '583', '836', '355', '364', '363', '583', '350', '358', '835', '583']
13	4.5	103.0	3	6	3	4	8	5	Roland de Lassus	Missa Doulce memoire: Agnus Dei	363	['363', '583', '836', '355', '364', '363', '583', '350', '358', '835', '583', '358']
14	1.0	104.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	583	['583', '836', '355', '364', '363', '583', '350', '358', '835', '583', '358', '830']
14	2.0	106.0	8	3	6	3	6	4	Roland de Lassus	Missa Doulce memoire: Agnus Dei	836	['836', '355', '364', '363', '583', '350', '358', '835', '583', '358', '830', '368']
14	3.0	108.0	3	5	5	3	3	8	Roland de Lassus	Missa Doulce memoire: Agnus Dei	355	['355', '364', '363', '583', '350', '358', '835', '583', '358', '830', '368', '583']
14	4.0	110.0	3	6	4	4	2	6	Roland de Lassus	Missa Doulce memoire: Agnus Dei	364	['364', '363', '583', '350', '358', '835', '583', '358', '830', '368', '583', '835']
14	4.5	111.0	3	6	3	4	8	5	Roland de Lassus	Missa Doulce memoire: Agnus Dei	363	['363', '583', '350', '358', '835', '583', '358', '830', '368', '583', '835', '583']
15	1.0	112.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	583	['583', '350', '358', '835', '583', '358', '830', '368', '583', '835', '583', '835']
15	3.0	116.0	3	5	0	3	0	0	Roland de Lassus	Missa Doulce memoire: Agnus Dei	350	['350', '358', '835', '583', '358', '830', '368', '583', '835', '583', '835', '825']
15	4.0	118.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Agnus Dei	358	['358', '835', '583', '358', '830', '368', '583', '835', '583', '835', '825', '350']
16	1.0	120.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	835	['835', '583', '358', '830', '368', '583', '835', '583', '835', '825', '350', '835']
16	2.0	122.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	583	['583', '358', '830', '368', '583', '835', '583', '835', '825', '350', '835', '583']
16	3.0	124.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Agnus Dei	358	['358', '830', '368', '583', '835', '583', '835', '825', '350', '835', '583', '358']
17	1.0	128.0	8	3	0	3	0	0	Roland de Lassus	Missa Doulce memoire: Agnus Dei	830	['830', '368', '583', '835', '583', '835', '825', '350', '835', '583', '358', '583']
17	2.0	130.0	3	6	8	4	6	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	368	['368', '583', '835', '583', '835', '825', '350', '835', '583', '358', '583', '358']
17	3.0	132.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	583	['583', '835', '583', '835', '825', '350', '835', '583', '358', '583', '358', '385']
17	4.0	134.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	835	['835', '583', '835', '825', '350', '835', '583', '358', '583', '358', '385', '350']
18	1.0	136.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	583	['583', '835', '825', '350', '835', '583', '358', '583', '358', '385', '350', '835']
18	2.0	138.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Agnus Dei	835	['835', '825', '350', '835', '583', '358', '583', '358', '385', '350', '835', '583']
