Measure,Beat,[Cantus],[Altus],[Quintus],[Tenor],[Bassus],Composer,Title,Ténor
6,4.5,,,"('2', '2', '-4')",,,Claudio Merulo,Missa Susanne un jour: Sanctus,
7,1.0,"('-2', '-2', '1')","('-3', '1', '5')","('2', '-4', '8')","('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
7,2.0,,,"('-4', '8', '-2')",,"('1', '4', '-4')",Claudio Merulo,Missa Susanne un jour: Sanctus,
7,2.5,"('-2', '1', '4')",,,"('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
7,3.0,"('1', '4', '-2')",,,"('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
7,3.5,,,,"('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
7,4.0,,,,"('-2', '-2', '-2')","('4', '-4', '-2')",Claudio Merulo,Missa Susanne un jour: Sanctus,
7,4.5,,,,"('-2', '-2', '6')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
8,1.0,"('4', '-2', '-3')","('1', '5', '1')",,"('-2', '6', '-3')","('-4', '-2', '2')",Claudio Merulo,Missa Susanne un jour: Sanctus,
8,2.0,"('-2', '-3', '3')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
8,3.0,"('-3', '3', '-2')","('5', '1', '1')",,"('6', '-3', '2')","('-2', '2', '5')",Claudio Merulo,Missa Susanne un jour: Sanctus,
8,4.0,"('3', '-2', '-2')",,"('-8', '1', '3')","('-3', '2', '2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
9,1.0,"('-2', '-2', '2')","('1', '1', '3')",,"('2', '2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
9,2.0,"('-2', '2', '-2')",,"('1', '3', '-3')",,,Claudio Merulo,Missa Susanne un jour: Sanctus,
9,3.0,,"('1', '3', '-2')","('3', '-3', '3')",,,Claudio Merulo,Missa Susanne un jour: Sanctus,
9,4.0,"('2', '-2', '-2')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
10,1.0,"('-2', '-2', '-2')","('3', '-2', '-2')","('-3', '3', '2')",,,Claudio Merulo,Missa Susanne un jour: Sanctus,
10,2.0,,"('-2', '-2', '-2')","('3', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Sanctus,
10,3.0,,,"('2', '2', '-5')",,,Claudio Merulo,Missa Susanne un jour: Sanctus,
10,3.5,,"('-2', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
10,4.0,"('-2', '-2', '2')",,"('2', '-5', '1')",,,Claudio Merulo,Missa Susanne un jour: Sanctus,
11,1.0,,,"('-5', '1', '8')",,,Claudio Merulo,Missa Susanne un jour: Sanctus,
11,2.0,,,,"('1', '2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
11,3.0,,,"('1', '8', '1')",,,Claudio Merulo,Missa Susanne un jour: Sanctus,
11,4.0,,,,"('2', '-2', '1')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
12,1.0,,,,"('-2', '1', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
12,2.0,,"('3', '1', '-2')",,,"('1', '3', '-2')",Claudio Merulo,Missa Susanne un jour: Sanctus,
12,3.0,,"('1', '-2', '-2')",,"('1', '-2', '2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
12,4.0,,"('-2', '-2', '-2')",,,"('3', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Sanctus,
13,1.0,,,,"('-2', '2', '2')","('-2', '-2', '-5')",Claudio Merulo,Missa Susanne un jour: Sanctus,
13,1.5,,"('-2', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
13,2.0,,"('-2', '2', '1')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
13,3.0,,,,"('2', '2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
13,4.0,,,"('-2', '4', '-2')",,,Claudio Merulo,Missa Susanne un jour: Sanctus,
13,4.5,,,,"('2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
14,1.0,,,,"('-2', '-2', '-4')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
14,2.0,,,"('4', '-2', '-2')","('-2', '-4', '1')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
14,3.0,,,"('-2', '-2', '-4')","('-4', '1', '8')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
14,4.0,"('-2', '4', '1')",,,"('1', '8', '-4')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
15,2.0,"('4', '1', '-2')",,,"('8', '-4', '2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
15,3.0,"('1', '-2', '-2')",,,"('-4', '2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
15,4.0,,"('-2', '-3', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
16,1.0,"('-2', '-2', '-2')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
16,2.0,"('-2', '-2', '2')","('-3', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
16,3.5,"('-2', '2', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
16,3.75,"('2', '2', '1')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
16,4.0,"('2', '1', '1')","('-2', '2', '1')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
17,1.0,"('1', '1', '2')",,"('2', '2', '2')",,"('4', '-5', '-2')",Claudio Merulo,Missa Susanne un jour: Sanctus,
17,2.0,"('1', '2', '-2')","('2', '1', '1')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
17,3.0,,"('1', '1', '2')","('2', '2', '2')",,"('-5', '-2', '2')",Claudio Merulo,Missa Susanne un jour: Sanctus,
17,4.0,"('2', '-2', '-2')",,,"('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
18,1.0,"('-2', '-2', '2')","('1', '2', '1')","('2', '2', '-2')",,"('-2', '2', '5')",Claudio Merulo,Missa Susanne un jour: Sanctus,
18,1.5,,,,"('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
18,2.0,,,,"('-2', '-2', '-4')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
18,2.5,,,,"('-2', '-4', '1')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
18,3.0,,,,"('-4', '1', '4')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
18,4.0,,,"('2', '-2', '-2')","('1', '4', '3')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
19,1.0,,"('2', '1', '2')","('-2', '-2', '-2')","('4', '3', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
21,1.0,,"('1', '2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
21,4.0,,"('2', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
22,1.0,"('1', '2', '-2')","('-2', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
22,2.5,,"('-2', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
22,3.0,,"('-2', '2', '-5')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
22,3.5,,"('2', '-5', '4')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
22,4.0,"('2', '-2', '-2')","('-5', '4', '2')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
23,1.0,"('-2', '-2', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
23,2.0,,"('4', '2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
23,2.5,"('-2', '2', '1')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
23,3.0,"('2', '1', '3')","('2', '2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
23,4.0,"('1', '3', '-2')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
23,4.5,,"('2', '2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
24,1.0,"('3', '-2', '-2')","('2', '-2', '-3')",,"('1', '2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
24,2.0,"('-2', '-2', '-2')","('-2', '-3', '2')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
24,3.0,,"('-3', '2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
24,3.5,"('-2', '-2', '-2')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
24,4.0,"('-2', '-2', '1')","('2', '2', '2')",,"('2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
24,4.5,"('-2', '1', '4')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
25,1.0,"('1', '4', '-2')","('2', '2', '-2')",,"('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
25,2.0,"('4', '-2', '-2')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
25,2.5,,,,"('-2', '-2', '-3')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
25,3.0,"('-2', '-2', '-2')",,,"('-2', '-3', '2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
25,4.0,,"('2', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
26,1.0,"('-2', '-2', '-2')","('-2', '-2', '-2')",,"('-3', '2', '2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
26,2.0,,,,"('2', '2', '2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
26,2.5,"('-2', '-2', '1')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
26,3.0,"('-2', '1', '6')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
26,3.5,,,,"('2', '2', '2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
26,4.0,,,,"('2', '2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
26,4.5,,,,"('2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
27,1.0,"('1', '6', '-2')",,,"('-2', '-2', '-2')","('1', '2', '-2')",Claudio Merulo,Missa Susanne un jour: Sanctus,
27,2.0,"('6', '-2', '-2')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
27,2.5,,,,"('-2', '-2', '2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
27,2.75,,,,"('-2', '2', '-3')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
27,3.0,"('-2', '-2', '-2')",,,"('2', '-3', '6')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
27,3.5,"('-2', '-2', '-2')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
27,4.0,"('-2', '-2', '1')","('2', '1', '-2')",,"('-3', '6', '-2')","('2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Sanctus,
27,4.5,"('-2', '1', '4')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
28,1.0,"('1', '4', '-2')","('1', '-2', '2')",,,"('-2', '-2', '5')",Claudio Merulo,Missa Susanne un jour: Sanctus,
28,1.5,,,,"('6', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
28,2.0,"('4', '-2', '3')","('-2', '2', '2')",,"('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
28,2.5,,,,,"('-2', '5', '-2')",Claudio Merulo,Missa Susanne un jour: Sanctus,
28,3.0,"('-2', '3', '-3')",,,,"('5', '-2', '-3')",Claudio Merulo,Missa Susanne un jour: Sanctus,
28,3.5,,"('2', '2', '2')",,"('-2', '-2', '2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
28,4.0,,"('2', '2', '-2')",,"('-2', '2', '2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
28,4.5,,"('2', '-2', '1')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
29,1.0,"('3', '-3', '-2')","('-2', '1', '1')",,"('2', '2', '3')","('-2', '-3', '5')",Claudio Merulo,Missa Susanne un jour: Sanctus,
29,2.0,"('-3', '-2', '2')","('1', '1', '-2')",,"('2', '3', '-2')","('-3', '5', '-5')",Claudio Merulo,Missa Susanne un jour: Sanctus,
29,3.0,,"('1', '-2', '-2')",,"('3', '-2', '-2')","('5', '-5', '1')",Claudio Merulo,Missa Susanne un jour: Sanctus,
29,4.0,"('-2', '2', '1')","('-2', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
30,1.0,,,"('1', '2', '-2')",,"('-5', '1', '4')",Claudio Merulo,Missa Susanne un jour: Sanctus,
30,1.5,,"('-2', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
30,1.75,,"('-2', '2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
30,2.0,,"('2', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
30,3.0,,"('-2', '-2', '4')",,,"('1', '4', '1')",Claudio Merulo,Missa Susanne un jour: Sanctus,
30,4.0,,,"('2', '-2', '-2')",,"('4', '1', '-5')",Claudio Merulo,Missa Susanne un jour: Sanctus,
30,4.5,,"('-2', '4', '3')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
31,1.0,,"('4', '3', '1')","('-2', '-2', '1')",,"('1', '-5', '4')",Claudio Merulo,Missa Susanne un jour: Sanctus,"('1', '2', '-2')"
31,2.0,,"('3', '1', '2')",,"('-3', '4', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
31,2.5,,,"('-2', '1', '1')",,,Claudio Merulo,Missa Susanne un jour: Sanctus,
31,3.0,,"('1', '2', '1')","('1', '1', '2')",,,Claudio Merulo,Missa Susanne un jour: Sanctus,
31,4.0,,"('2', '1', '1')",,"('4', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,"('2', '-2', '-2')"
32,1.0,,"('1', '1', '1')","('1', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Sanctus,"('-2', '-2', '1')"
32,2.0,,,"('2', '2', '2')","('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
32,2.5,,,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,"('-2', '1', '1')"
32,3.0,,"('1', '1', '-2')","('2', '2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Sanctus,"('1', '1', '2')"
32,3.5,,,,"('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
32,4.0,,"('1', '-2', '-2')",,"('-2', '-2', '4')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
32,4.5,,,"('2', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Sanctus,
33,1.0,,"('-2', '-2', '-3')","('-2', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Sanctus,"('1', '2', '2')"
33,1.5,,,"('-2', '-2', '-2')","('-2', '4', '-3')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
33,2.0,,,"('-2', '-2', '-3')","('4', '-3', '5')",,Claudio Merulo,Missa Susanne un jour: Sanctus,"('2', '2', '2')"
33,2.5,,,"('-2', '-3', '4')",,,Claudio Merulo,Missa Susanne un jour: Sanctus,
33,3.0,"('1', '2', '-2')",,"('-3', '4', '2')","('-3', '5', '-5')",,Claudio Merulo,Missa Susanne un jour: Sanctus,"('2', '2', '-2')"
33,3.5,,,"('4', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Sanctus,
33,4.0,,,"('2', '2', '-3')","('5', '-5', '2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
33,4.5,,,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,"('2', '-2', '-2')"
34,1.0,,,"('2', '-3', '1')","('-5', '2', '2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,"('-2', '-2', '-2')"
34,1.5,,,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,"('-2', '-2', '-2')"
34,2.0,"('2', '-2', '4')",,"('-3', '1', '1')",,"('4', '-3', '5')",Claudio Merulo,Missa Susanne un jour: Sanctus,"('-2', '-2', '-3')"
34,2.5,,,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,"('-2', '-3', '4')"
34,3.0,"('-2', '4', '-2')",,"('1', '1', '2')","('2', '2', '2')","('-3', '5', '-5')",Claudio Merulo,Missa Susanne un jour: Sanctus,"('-3', '4', '2')"
34,3.5,,,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,"('4', '2', '2')"
34,4.0,,,,,"('5', '-5', '4')",Claudio Merulo,Missa Susanne un jour: Sanctus,"('2', '2', '-3')"
34,4.5,,,,"('2', '2', '-3')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
35,1.0,"('4', '-2', '1')",,,"('2', '-3', '2')","('-5', '4', '2')",Claudio Merulo,Missa Susanne un jour: Sanctus,"('2', '-3', '1')"
35,2.0,"('-2', '1', '-2')","('1', '1', '-2')",,"('-3', '2', '2')","('4', '2', '2')",Claudio Merulo,Missa Susanne un jour: Sanctus,"('-3', '1', '1')"
35,3.0,"('1', '-2', '-2')","('1', '-2', '-2')",,,"('2', '2', '-5')",Claudio Merulo,Missa Susanne un jour: Sanctus,"('1', '1', '2')"
35,4.0,,,,"('2', '2', '-5')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
35,4.5,,,,,"('2', '-5', '1')",Claudio Merulo,Missa Susanne un jour: Sanctus,
36,1.0,"('-2', '-2', '1')",,,,"('-5', '1', '6')",Claudio Merulo,Missa Susanne un jour: Sanctus,
36,1.5,,,,"('2', '-5', '8')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
36,2.0,"('-2', '1', '3')","('-2', '-2', '-2')",,"('-5', '8', '-3')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
36,3.0,"('1', '3', '-2')","('-2', '-2', '2')",,"('8', '-3', '-2')","('1', '6', '1')",Claudio Merulo,Missa Susanne un jour: Sanctus,
36,4.0,,"('-2', '2', '1')",,"('-3', '-2', '4')","('6', '1', '-2')",Claudio Merulo,Missa Susanne un jour: Sanctus,
37,1.0,,,,,"('1', '-2', '-3')",Claudio Merulo,Missa Susanne un jour: Sanctus,
37,2.0,"('3', '-2', '-2')","('2', '1', '-8')",,"('-2', '4', '-2')","('-2', '-3', '-3')",Claudio Merulo,Missa Susanne un jour: Sanctus,
37,3.0,"('-2', '-2', '1')","('1', '-8', '5')",,,"('-3', '-3', '5')",Claudio Merulo,Missa Susanne un jour: Sanctus,
37,4.0,"('-2', '1', '-2')",,,"('4', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
38,1.0,,"('-8', '5', '2')",,"('-2', '-2', '-2')","('-3', '5', '-5')",Claudio Merulo,Missa Susanne un jour: Sanctus,
38,1.5,"('1', '-2', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
38,2.0,,"('5', '2', '-2')","('1', '1', '-2')",,"('5', '-5', '4')",Claudio Merulo,Missa Susanne un jour: Sanctus,
38,3.0,,,,"('-2', '-2', '-2')","('-5', '4', '-4')",Claudio Merulo,Missa Susanne un jour: Sanctus,
38,4.0,,"('2', '-2', '-2')","('1', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Sanctus,
39,1.0,,"('-2', '-2', '6')","('-2', '-2', '-2')","('-2', '-2', '-3')","('4', '-4', '5')",Claudio Merulo,Missa Susanne un jour: Sanctus,
39,2.0,,,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,"('1', '1', '-2')"
39,2.5,,"('-2', '6', '-2')",,"('-2', '-3', '2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
39,3.0,,"('6', '-2', '1')","('-2', '-2', '1')","('-3', '2', '5')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
39,4.0,"('-2', '-2', '-2')",,,"('2', '5', '2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,"('1', '-2', '-2')"
40,1.0,,,"('-2', '1', '-2')","('5', '2', '-3')",,Claudio Merulo,Missa Susanne un jour: Sanctus,"('-2', '-2', '-2')"
40,1.5,"('-2', '-2', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
40,1.75,"('-2', '2', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
40,2.0,"('2', '2', '-3')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
40,2.5,"('2', '-3', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
40,3.0,"('-3', '2', '2')",,"('1', '-2', '4')",,,Claudio Merulo,Missa Susanne un jour: Sanctus,"('-2', '-2', '1')"
40,4.0,"('2', '2', '2')",,"('-2', '4', '-2')",,,Claudio Merulo,Missa Susanne un jour: Sanctus,
41,1.0,"('2', '2', '2')",,"('4', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Sanctus,"('-2', '1', '-2')"
41,1.5,"('2', '2', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
41,2.0,"('2', '2', '-4')","('5', '3', '-2')","('-2', '-2', '-2')",,"('-4', '3', '-4')",Claudio Merulo,Missa Susanne un jour: Sanctus,
41,2.5,"('2', '-4', '-4')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
41,3.0,"('-4', '-4', '2')","('3', '-2', '-3')",,,"('3', '-4', '5')",Claudio Merulo,Missa Susanne un jour: Sanctus,"('1', '-2', '4')"
41,4.0,"('-4', '2', '2')",,,"('1', '-4', '5')","('-4', '5', '-4')",Claudio Merulo,Missa Susanne un jour: Sanctus,"('-2', '4', '-2')"
42,1.0,,"('-2', '-3', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,"('4', '-2', '-2')"
42,2.0,"('2', '2', '2')",,,"('-4', '5', '1')",,Claudio Merulo,Missa Susanne un jour: Sanctus,"('-2', '-2', '-2')"
42,3.0,,"('-3', '-2', '2')",,"('5', '1', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
42,3.5,"('2', '2', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
42,4.0,"('2', '2', '1')",,,"('1', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
42,4.5,"('2', '1', '1')",,,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
43,1.0,"('1', '1', '1')",,,"('-2', '-2', '2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
43,2.5,,,,"('-2', '2', '2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
43,3.0,"('1', '1', '1')",,,"('2', '2', '2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
43,3.5,,,,"('2', '2', '2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
43,4.0,"('1', '1', '-2')",,,"('2', '2', '-3')","('-3', '3', '-2')",Claudio Merulo,Missa Susanne un jour: Sanctus,
43,4.5,,,,"('2', '-3', '4')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
44,1.0,,,,"('-3', '4', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
44,1.5,,,,"('4', '-2', '-3')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
44,2.0,"('1', '-2', '-2')","('-2', '-2', '-2')",,"('-2', '-3', '2')","('3', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Sanctus,
44,3.0,"('-2', '-2', '-2')",,,"('-3', '2', '-3')","('-2', '-2', '5')",Claudio Merulo,Missa Susanne un jour: Sanctus,
44,3.5,,"('-2', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
44,4.0,,"('-2', '-2', '2')",,"('2', '-3', '2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
45,1.0,"('-2', '-2', '4')",,,"('-3', '2', '4')","('-2', '5', '-2')",Claudio Merulo,Missa Susanne un jour: Sanctus,
45,1.5,,"('-2', '2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
45,1.75,,"('2', '2', '-4')",,,,Claudio Merulo,Missa Susanne un jour: Sanctus,
45,2.0,,"('2', '-4', '5')",,"('2', '4', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
45,3.0,"('-2', '4', '2')","('-4', '5', '1')",,"('4', '-2', '-2')","('5', '-2', '2')",Claudio Merulo,Missa Susanne un jour: Sanctus,
45,4.0,,"('5', '1', '1')",,"('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
46,1.0,"('4', '2', '2')",,,,"('-2', '2', '-4')",Claudio Merulo,Missa Susanne un jour: Sanctus,
46,2.0,"('2', '2', '-2')",,,"('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
46,3.0,"('2', '-2', '-2')",,,"('-2', '-2', '4')","('2', '-4', '-2')",Claudio Merulo,Missa Susanne un jour: Sanctus,
46,4.0,"('-2', '-2', '-2')",,,"('-2', '4', '-2')","('-4', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Sanctus,
47,1.0,,,,,"('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Sanctus,
47,2.0,"('-2', '-2', '-2')",,,"('4', '-2', '2')",,Claudio Merulo,Missa Susanne un jour: Sanctus,
