,Composer,Title,Measure,Beat,CadType,Tone,Evaded,LeadingTones,Low,RelLow,RelTone,Progress,SinceLast,ToNext,Validation,Comments
0,"Lassus, Roland de",Susanne un jour,7,1.0,Authentic,D,False,1.0,D3,P5,-P4,0.10526315789473684,48.0,28.0,,
1,"Lassus, Roland de",Susanne un jour,10,3.0,,B-,,,G3,P8,m3,0.16666666666666666,28.0,32.0,,
2,"Lassus, Roland de",Susanne un jour,14,3.0,Authentic,G,False,1.0,G2,P1,P1,0.23684210526315788,32.0,48.0,,
3,"Lassus, Roland de",Susanne un jour,20,3.0,Authentic,D,False,1.0,D3,P5,-P4,0.34210526315789475,48.0,28.0,,
4,"Lassus, Roland de",Susanne un jour,24,1.0,,B-,,,G3,P8,m3,0.40350877192982454,28.0,32.0,,
5,"Lassus, Roland de",Susanne un jour,28,1.0,Authentic,G,False,1.0,G2,P1,P1,0.47368421052631576,32.0,64.0,,
6,"Lassus, Roland de",Susanne un jour,36,1.0,Authentic,D,False,1.0,D3,P5,-P4,0.6140350877192983,64.0,16.0,,
7,"Lassus, Roland de",Susanne un jour,38,1.0,Authentic,G,False,1.0,G2,P1,P1,0.6491228070175439,16.0,52.0,,
8,"Lassus, Roland de",Susanne un jour,44,3.0,Clausula Vera,G,False,1.0,G3,P8,P1,0.7631578947368421,52.0,32.0,,
9,"Lassus, Roland de",Susanne un jour,48,3.0,Authentic,B-,False,1.0,B-3,m10,m3,0.8333333333333334,32.0,16.0,,
10,"Lassus, Roland de",Susanne un jour,50,3.0,Authentic,B-,False,1.0,B-2,m3,m3,0.868421052631579,16.0,24.0,,
11,"Lassus, Roland de",Susanne un jour,53,3.0,Authentic,G,False,1.0,G3,P8,P1,0.9210526315789473,24.0,36.0,,
12,"Lassus, Roland de",Susanne un jour,58,1.0,Authentic,G,False,1.0,G2,P1,P1,1.0,36.0,16.0,,
13,Pere Riquet,Missa Susanne un jour: Kyrie,5,3.0,Authentic,G,False,1.0,G3,P1,P1,0.09,36.0,28.0,,
14,Pere Riquet,Missa Susanne un jour: Kyrie,9,1.0,Authentic,B-,False,1.0,B-2,-M6,m3,0.16,28.0,56.0,,
15,Pere Riquet,Missa Susanne un jour: Kyrie,16,1.0,Authentic,G,False,1.0,G3,P1,P1,0.3,56.0,56.0,,
