,Composer,Title,Measure,Beat,CadType,Tone,Evaded,LeadingTones,Low,RelLow,RelTone,Progress,SinceLast,ToNext,Validation,Comments
0,Cristóbal de Morales,Sancta et immaculata virginitas,16,1.0,Plagal,A,False,1.0,D3,P1,P5,0.10676156583629894,120.0,60.0,,
1,Cristóbal de Morales,Sancta et immaculata virginitas,23,3.0,Phrygian,A,False,1.0,A2,-P4,P5,0.1601423487544484,60.0,50.0,,
2,Cristóbal de Morales,Sancta et immaculata virginitas,29,4.0,Phrygian,A,False,1.0,F3,m3,P5,0.20462633451957296,50.0,30.0,,
3,Cristóbal de Morales,Sancta et immaculata virginitas,33,3.0,Clausula Vera,G,False,1.0,G3,P4,P4,0.2313167259786477,30.0,36.0,,
4,Cristóbal de Morales,Sancta et immaculata virginitas,38,1.0,Phrygian,D,False,1.0,D3,P1,P1,0.26334519572953735,36.0,4.0,,
5,Cristóbal de Morales,Sancta et immaculata virginitas,38,3.0,Clausula Vera,G,False,0.0,G3,P4,P4,0.2669039145907473,4.0,32.0,,
6,Cristóbal de Morales,Sancta et immaculata virginitas,42,3.0,Authentic,B-,True,1.0,G3,P4,m6,0.29537366548042704,32.0,36.0,,
7,Cristóbal de Morales,Sancta et immaculata virginitas,47,1.0,Clausula Vera,G,True,1.0,G3,P4,P4,0.3274021352313167,36.0,12.0,,
8,Cristóbal de Morales,Sancta et immaculata virginitas,48,3.0,Authentic,G,True,1.0,E-3,m2,P4,0.33807829181494664,12.0,60.0,,
9,Cristóbal de Morales,Sancta et immaculata virginitas,56,1.0,Clausula Vera,D,False,1.0,D3,P1,P1,0.3914590747330961,60.0,40.0,,
10,Cristóbal de Morales,Sancta et immaculata virginitas,61,1.0,Clausula Vera,G,True,1.0,G3,P4,P4,0.42704626334519574,40.0,20.0,,
11,Cristóbal de Morales,Sancta et immaculata virginitas,63,3.0,Clausula Vera,G,True,1.0,G2,-P5,P4,0.44483985765124556,20.0,20.0,,
12,Cristóbal de Morales,Sancta et immaculata virginitas,66,1.0,Phrygian,D,False,1.0,D3,P1,P1,0.4626334519572954,20.0,20.0,,
13,Cristóbal de Morales,Sancta et immaculata virginitas,68,3.0,Clausula Vera,G,False,1.0,G2,-P5,P4,0.4804270462633452,20.0,20.0,,
14,Cristóbal de Morales,Sancta et immaculata virginitas,71,1.0,Authentic,D,False,1.0,D3,P1,P1,0.498220640569395,20.0,38.0,,
15,Cristóbal de Morales,Sancta et immaculata virginitas,75,4.0,Authentic,G,True,0.0,B-2,-M3,P4,0.5320284697508897,38.0,82.0,,
16,Cristóbal de Morales,Sancta et immaculata virginitas,86,1.0,Clausula Vera,G,False,1.0,G3,P4,P4,0.604982206405694,82.0,24.0,,
17,Cristóbal de Morales,Sancta et immaculata virginitas,89,1.0,Clausula Vera,D,False,1.0,D3,P1,P1,0.6263345195729537,24.0,16.0,,
18,Cristóbal de Morales,Sancta et immaculata virginitas,91,1.0,Clausula Vera,B-,False,1.0,B-2,-M3,m6,0.6405693950177936,16.0,48.0,,
19,Cristóbal de Morales,Sancta et immaculata virginitas,97,1.0,Authentic,D,True,1.0,B-2,-M3,P1,0.6832740213523132,48.0,68.0,,
20,Cristóbal de Morales,Sancta et immaculata virginitas,105,3.0,Clausula Vera,G,False,1.0,G3,P4,P4,0.7437722419928826,68.0,36.0,,
21,Cristóbal de Morales,Sancta et immaculata virginitas,110,1.0,,D,,,D3,P1,P1,0.7758007117437722,36.0,4.0,,
22,Cristóbal de Morales,Sancta et immaculata virginitas,110,3.0,Clausula Vera,G,False,0.0,G3,P4,P4,0.7793594306049823,4.0,32.0,,
23,Cristóbal de Morales,Sancta et immaculata virginitas,114,3.0,Authentic,B-,True,1.0,G3,P4,m6,0.8078291814946619,32.0,36.0,,
24,Cristóbal de Morales,Sancta et immaculata virginitas,119,1.0,Clausula Vera,G,True,1.0,G3,P4,P4,0.8398576512455516,36.0,12.0,,
25,Cristóbal de Morales,Sancta et immaculata virginitas,120,3.0,Authentic,G,True,1.0,E-3,m2,P4,0.8505338078291815,12.0,60.0,,
26,Cristóbal de Morales,Sancta et immaculata virginitas,128,1.0,Clausula Vera,D,False,1.0,D3,P1,P1,0.9039145907473309,60.0,40.0,,
27,Cristóbal de Morales,Sancta et immaculata virginitas,133,1.0,Clausula Vera,G,True,1.0,G3,P4,P4,0.9395017793594306,40.0,20.0,,
28,Cristóbal de Morales,Sancta et immaculata virginitas,135,3.0,Clausula Vera,G,True,1.0,G2,-P5,P4,0.9572953736654805,20.0,20.0,,
29,Cristóbal de Morales,Sancta et immaculata virginitas,138,1.0,Phrygian,D,False,1.0,D3,P1,P1,0.9750889679715302,20.0,44.0,,
30,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,8,1.0,Authentic,G,False,1.0,G2,P1,P1,0.07909604519774012,56.0,16.0,,
31,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,10,1.0,Authentic,,True,-1.0,G2,P1,,0.1016949152542373,16.0,4.0,,
32,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,10,3.0,Phrygian,A,False,1.0,D3,P5,M2,0.10734463276836158,4.0,48.0,,
33,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,16,3.0,Phrygian,A,False,1.0,A3,M9,M2,0.1751412429378531,48.0,80.0,,
34,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,26,3.0,Phrygian,D,False,1.0,D3,P5,-P4,0.288135593220339,80.0,20.0,,
35,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,29,1.0,Authentic,G,False,1.0,G2,P1,P1,0.3163841807909605,20.0,72.0,,
36,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,38,1.0,Authentic,G,False,1.0,G2,P1,P1,0.4180790960451977,72.0,58.0,,
37,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,45,2.0,Phrygian,D,False,1.0,D3,P5,-P4,0.5,58.0,38.0,,
