,Composer,Title,Measure,Beat,CadType,Tone,Evaded,LeadingTones,Low,RelLow,RelTone,Progress,SinceLast,ToNext,Validation,Comments
0,Cipriano de Rore,Ite rime dolenti,4,3.0,Clausula Vera,,True,-1.0,A2,-P5,,0.038461538461538464,28.0,26.0,,
1,Cipriano de Rore,Ite rime dolenti,7,4.0,Authentic,A,True,0.0,A3,P4,P4,0.07417582417582418,26.0,58.0,,
2,Cipriano de Rore,Ite rime dolenti,15,1.0,,,,,A2,-P5,,0.15384615384615385,58.0,42.0,,
3,Cipriano de Rore,Ite rime dolenti,20,2.0,Clausula Vera,,True,-1.0,D3,-M2,,0.21153846153846154,42.0,54.0,,
4,Cipriano de Rore,Ite rime dolenti,27,1.0,Authentic,A,False,0.0,A2,-P5,P4,0.2857142857142857,54.0,308.0,,
5,Cipriano de Rore,Ite rime dolenti,64,3.0,Authentic,E,False,0.0,C3,-M3,P1,0.7087912087912088,308.0,8.0,,
6,Cipriano de Rore,Ite rime dolenti,65,3.0,Plagal,B,False,1.0,E3,P1,P5,0.7197802197802198,8.0,4.0,,
7,Cipriano de Rore,Ite rime dolenti,66,1.0,Authentic,,True,-1.0,F4,m9,,0.7252747252747253,4.0,124.0,,
8,Cipriano de Rore,Ite rime dolenti,81,3.0,Phrygian,E,False,1.0,E3,P1,P1,0.8956043956043956,124.0,92.0,,
9,Roland de Lassus,Missa super Ite rime dolenti: Kyrie,12,3.0,Clausula Vera,A,False,1.0,A2,P1,M3,0.22115384615384615,92.0,80.0,,
10,Roland de Lassus,Missa super Ite rime dolenti: Kyrie,22,3.0,,,,,G3,m7,,0.41346153846153844,80.0,18.0,,
11,Roland de Lassus,Missa super Ite rime dolenti: Kyrie,24,4.0,Authentic,A,True,0.0,A3,P8,M3,0.4567307692307692,18.0,42.0,,
12,Roland de Lassus,Missa super Ite rime dolenti: Kyrie,30,1.0,Clausula Vera,G,False,1.0,E3,P5,M2,0.5576923076923077,42.0,6.0,,
13,Roland de Lassus,Missa super Ite rime dolenti: Kyrie,30,4.0,Authentic,D,False,0.0,D3,P4,-m3,0.5721153846153846,6.0,10.0,,
14,Roland de Lassus,Missa super Ite rime dolenti: Kyrie,32,1.0,Authentic,A,False,1.0,A2,P1,M3,0.5961538461538461,10.0,108.0,,
15,Roland de Lassus,Missa super Ite rime dolenti: Kyrie,45,3.0,Clausula Vera,C,False,1.0,C3,m3,-P4,0.8557692307692307,108.0,26.0,,
16,Roland de Lassus,Missa super Ite rime dolenti: Kyrie,48,4.0,Authentic,,True,-1.0,C3,m3,,0.9182692307692307,26.0,14.0,,
17,Roland de Lassus,Missa super Ite rime dolenti: Kyrie,50,3.0,Authentic,F,True,1.0,A2,P1,P1,0.9519230769230769,14.0,36.0,,
18,Roland de Lassus,Missa super Ite rime dolenti: Gloria,14,3.0,Clausula Vera,G,False,1.0,G3,m7,m3,0.11538461538461539,108.0,12.0,,
19,Roland de Lassus,Missa super Ite rime dolenti: Gloria,16,1.0,Authentic,G,False,1.0,G2,-M2,m3,0.1282051282051282,12.0,48.0,,
20,Roland de Lassus,Missa super Ite rime dolenti: Gloria,22,1.0,Authentic,G,False,1.0,G2,-M2,m3,0.1794871794871795,48.0,40.0,,
21,Roland de Lassus,Missa super Ite rime dolenti: Gloria,27,1.0,Authentic,A,False,1.0,A2,P1,P4,0.2222222222222222,40.0,22.0,,
22,Roland de Lassus,Missa super Ite rime dolenti: Gloria,29,4.0,,,,,G3,m7,,0.24572649572649571,22.0,10.0,,
23,Roland de Lassus,Missa super Ite rime dolenti: Gloria,31,1.0,Clausula Vera,C,False,1.0,C3,m3,-M3,0.2564102564102564,10.0,26.0,,
24,Roland de Lassus,Missa super Ite rime dolenti: Gloria,34,2.0,Authentic,G,False,1.0,G2,-M2,m3,0.2841880341880342,26.0,14.0,,
25,Roland de Lassus,Missa super Ite rime dolenti: Gloria,36,1.0,Clausula Vera,C,False,1.0,C3,m3,-M3,0.29914529914529914,14.0,60.0,,
26,Roland de Lassus,Missa super Ite rime dolenti: Gloria,43,3.0,Authentic,A,False,1.0,A2,P1,P4,0.36324786324786323,60.0,128.0,,
27,Roland de Lassus,Missa super Ite rime dolenti: Gloria,59,3.0,Authentic,A,False,1.0,A2,P1,P4,0.5,128.0,24.0,,
28,Roland de Lassus,Missa super Ite rime dolenti: Gloria,62,3.0,Clausula Vera,A,False,1.0,A2,P1,P4,0.5256410256410257,24.0,28.0,,
