,Composer,Title,First_Offset,Measures_Beats,Melodic_Entry_Intervals,Offsets,Soggetti,Time_Entry_Intervals,Voices,Presentation_Type,Number_Entries,Flexed_Entries,Validation,Comments
34,Pierre Sandrin,Doulce memoire,202.0,"['25/4.0', '27/4.0', '33/4.0', '35/4.0']","['P-5', 'P5', 'P-5']","[202.0, 218.0, 266.0, 282.0]","[('2', '2', '2', '-2')]","[16.0, 48.0, 16.0]","['[Superius]', '[Superius]', '[Superius]', '[Superius]']",ID,4,False,,
35,Pierre Sandrin,Doulce memoire,203.0,"['25/4.5', '33/4.5']",['P1'],"[203.0, 267.0]","[('2', '2', '-2', '2')]",[64.0],"['[Superius]', '[Superius]']",FUGA,2,False,,
36,Pierre Sandrin,Doulce memoire,204.0,"['26/1.0', '34/1.0']",['P1'],"[204.0, 268.0]","[('-2', '-2', '-4', '3')]",[64.0],"['[Tenor]', '[Tenor]']",FUGA,2,False,,
37,Pierre Sandrin,Doulce memoire,208.0,"['26/3.0', '34/3.0']",['P1'],"[208.0, 272.0]","[('-2', '-4', '3', '3')]",[64.0],"['[Tenor]', '[Tenor]']",FUGA,2,False,,
38,Pierre Sandrin,Doulce memoire,212.0,"['27/1.0', '35/1.0']",['P1'],"[212.0, 276.0]","[('-4', '3', '3', '-2')]",[64.0],"['[Tenor]', '[Tenor]']",FUGA,2,False,,
39,Pierre Sandrin,Doulce memoire,214.0,"['27/2.0', '35/2.0']",['P1'],"[214.0, 278.0]","[('3', '3', '-2', '-2')]",[64.0],"['[Tenor]', '[Tenor]']",FUGA,2,False,,
40,Pierre Sandrin,Doulce memoire,220.0,"['28/1.0', '30/1.0', '36/1.0', '38/1.0']","['M6', 'P-8', 'm3', 'M6', 'P-8']","[220.0, 236.0, 236.0, 284.0, 300.0, 300.0]","[('3', '-2', '-2', '-2')]","[16.0, 0.0, 48.0, 16.0, 0.0]","['[Tenor]', '[Superius]', '[Tenor]', '[Tenor]', '[Superius]', '[Tenor]']",FUGA,6,False,,
41,Pierre Sandrin,Doulce memoire,220.0,"['28/1.0', '36/1.0']",['P1'],"[220.0, 284.0]","[('2', '2', '-2', '-2')]",[64.0],"['[Superius]', '[Superius]']",FUGA,2,False,,
42,Pierre Sandrin,Doulce memoire,223.0,"['28/2.5', '36/2.5']",['P1'],"[223.0, 287.0]","[('2', '-2', '-2', '4')]",[64.0],"['[Superius]', '[Superius]']",FUGA,2,False,,
43,Pierre Sandrin,Doulce memoire,224.0,"['28/3.0', '31/2.5', '36/3.0', '39/2.5']","['P-5', 'P5', 'P-5']","[224.0, 247.0, 288.0, 311.0]","[('-2', '-2', '4', '-2')]","[23.0, 41.0, 23.0]","['[Superius]', '[Superius]', '[Superius]', '[Superius]']",ID,4,False,,
44,Pierre Sandrin,Doulce memoire,225.0,"['28/3.5', '36/3.5']",['P1'],"[225.0, 289.0]","[('-2', '-2', '-2', '6')]",[64.0],"['[Contratenor]', '[Contratenor]']",FUGA,2,False,,
45,Pierre Sandrin,Doulce memoire,226.0,"['28/4.0', '36/4.0']",['P1'],"[226.0, 290.0]","[('-2', '-2', '6', '-2')]",[64.0],"['[Contratenor]', '[Contratenor]']",FUGA,2,False,,
46,Pierre Sandrin,Doulce memoire,227.0,"['28/4.5', '36/4.5']",['P1'],"[227.0, 291.0]","[('-2', '6', '-2', '-3')]",[64.0],"['[Contratenor]', '[Contratenor]']",FUGA,2,False,,
47,Pierre Sandrin,Doulce memoire,228.0,"['29/1.0', '37/1.0']",['P1'],"[228.0, 292.0]","[('-2', '-2', '-2', '3')]",[64.0],"['[Tenor]', '[Tenor]']",FUGA,2,False,,
48,Pierre Sandrin,Doulce memoire,228.0,"['29/1.0', '31/3.0', '37/1.0', '39/3.0', '42/1.0']","['d-5', 'd5', 'd-5', 'd1']","[228.0, 248.0, 292.0, 312.0, 336.0]","[('-2', '4', '-2', '2')]","[20.0, 44.0, 20.0, 24.0]","['[Superius]', '[Superius]', '[Superius]', '[Superius]', '[Contratenor]']",FUGA,5,False,,
49,Pierre Sandrin,Doulce memoire,229.0,"['29/1.5', '37/1.5', '39/3.5']","['P1', 'P-5']","[229.0, 293.0, 313.0]","[('4', '-2', '2', '3')]","[64.0, 20.0]","['[Superius]', '[Superius]', '[Superius]']",FUGA,3,False,,
50,Pierre Sandrin,Doulce memoire,230.0,"['29/2.0', '37/2.0']",['P1'],"[230.0, 294.0]","[('-2', '-3', '-2', '-2')]",[64.0],"['[Contratenor]', '[Contratenor]']",FUGA,2,False,,
51,Pierre Sandrin,Doulce memoire,231.0,"['29/2.5', '37/2.5']",['P1'],"[231.0, 295.0]","[('-2', '-2', '3', '-2')]",[64.0],"['[Tenor]', '[Tenor]']",FUGA,2,False,,
52,Pierre Sandrin,Doulce memoire,232.0,"['29/3.0', '37/3.0']",['P1'],"[232.0, 296.0]","[('-2', '3', '-2', '-2')]",[64.0],"['[Tenor]', '[Tenor]']",FUGA,2,False,,
53,Pierre Sandrin,Doulce memoire,234.0,"['29/4.0', '37/4.0']",['P1'],"[234.0, 298.0]","[('2', '3', '-2', '-2')]",[64.0],"['[Superius]', '[Superius]']",FUGA,2,False,,
54,Pierre Sandrin,Doulce memoire,241.0,"['30/3.5', '38/3.5']",['P1'],"[241.0, 305.0]","[('-2', '-2', '2', '-3')]",[64.0],"['[Contratenor]', '[Contratenor]']",FUGA,2,False,,
55,Pierre Sandrin,Doulce memoire,242.0,"['30/4.0', '38/4.0']",['P1'],"[242.0, 306.0]","[('-2', '2', '-3', '6')]",[64.0],"['[Contratenor]', '[Contratenor]']",FUGA,2,False,,
56,Pierre Sandrin,Doulce memoire,243.0,"['30/4.5', '38/4.5']",['P1'],"[243.0, 307.0]","[('-2', '-2', '2', '-2')]",[64.0],"['[Tenor]', '[Tenor]']",FUGA,2,False,,
57,Pierre Sandrin,Doulce memoire,246.0,"['31/2.0', '39/2.0']",['P1'],"[246.0, 310.0]","[('-2', '-2', '-2', '4')]",[64.0],"['[Superius]', '[Superius]']",FUGA,2,False,,
58,Pierre Sandrin,Doulce memoire,326.0,['40/4.0'],['M-3'],"[326.0, 326.0]","[('2', '-2', '2', '-2')]",[0.0],"['[Contratenor]', '[Tenor]']",FUGA,2,False,,
59,Pierre Sandrin,Doulce memoire,364.0,"['44/3.0', '53/1.5', '53/3.5']","['m-3', 'P-8']","[364.0, 433.0, 437.0]","[('2', '2', '2', '2')]","[69.0, 4.0]","['[Superius]', '[Superius]', '[Tenor]']",FUGA,3,False,,
60,Pierre Sandrin,Doulce memoire,414.0,"['50/4.0', '54/2.0']",['P4'],"[414.0, 442.0]","[('-3', '2', '2', '-2')]",[28.0],"['[Contratenor]', '[Superius]']",FUGA,2,False,,
61,Pierre Sandrin,Doulce memoire,414.0,"['50/4.0', '51/3.0']",['m6'],"[414.0, 420.0]","[('-2', '-2', '2', '2')]",[6.0],"['[Tenor]', '[Superius]']",FUGA,2,False,,
62,Pierre Sandrin,Doulce memoire,418.0,"['51/2.0', '54/1.0']",['M-6'],"[418.0, 440.0]","[('2', '-2', '-2', '2')]",[22.0],"['[Superius]', '[Tenor]']",FUGA,2,False,,
63,Pierre Sandrin,Doulce memoire,420.0,['51/3.0'],['M-3'],"[420.0, 420.0]","[('2', '2', '-2', '2')]",[0.0],"['[Contratenor]', '[Tenor]']",FUGA,2,False,,
64,Pierre Sandrin,Doulce memoire,424.0,"['52/1.0', '53/2.0']",['P-8'],"[424.0, 434.0]","[('-2', '2', '2', '2')]",[10.0],"['[Superius]', '[Tenor]']",FUGA,2,False,,
65,Pierre Sandrin,Doulce memoire,439.0,"['53/4.5', '54/2.5']",['M6'],"[439.0, 443.0]","[('2', '2', '-2', '-2')]",[4.0],"['[Tenor]', '[Superius]']",FUGA,2,False,,
66,Pierre Sandrin,Doulce memoire,440.0,"['54/1.0', '60/4.0']",['m-3'],"[440.0, 498.0]","[('2', '2', '-3', '2')]",[58.0],"['[Superius]', '[Tenor]']",FUGA,2,False,,
67,Pierre Sandrin,Doulce memoire,442.0,"['54/2.0', '55/1.5']",['M-3'],"[442.0, 449.0]","[('-2', '-2', '2', '-2')]",[7.0],"['[Tenor]', '[Tenor]']",FUGA,2,False,,
68,Pierre Sandrin,Doulce memoire,486.0,"['59/2.0', '60/3.0']",['m6'],"[486.0, 496.0]","[('-2', '4', '-2', '2')]",[10.0],"['[Tenor]', '[Superius]']",FUGA,2,False,,
69,Pierre Sandrin,Doulce memoire,512.0,['62/3.0'],['m-6'],"[512.0, 512.0]","[('2', '3', '-2', '-2')]",[0.0],"['[Superius]', '[Tenor]']",FUGA,2,False,,
70,Pierre Sandrin,Doulce memoire,520.0,"['63/3.0', '67/1.0']","['M-6', 'P1']","[520.0, 520.0, 548.0]","[('3', '-2', '-2', '-2')]","[0.0, 28.0]","['[Superius]', '[Tenor]', '[Contratenor]']",FUGA,3,False,,
71,Pierre Sandrin,Doulce memoire,548.0,"['67/1.0', '75/3.0']",['m-7'],"[548.0, 612.0]","[('4', '-2', '-2', '-2')]",[64.0],"['[Tenor]', 'Bassus']",FUGA,2,False,,
72,Pierre Sandrin,Doulce memoire,548.0,"['67/1.0', '73/3.0', '77/3.0']","['P-5', 'P-5']","[548.0, 596.0, 628.0]","[('2', '-2', '-2', '-2')]","[48.0, 32.0]","['[Superius]', '[Tenor]', '[Tenor]']",FUGA,3,False,,
73,Pierre Sandrin,Doulce memoire,552.0,"['67/3.0', '67/3.5', '74/3.5', '78/1.5']","['m-6', 'm2', 'P-5']","[552.0, 553.0, 605.0, 633.0]","[('-2', '-2', '2', '-2')]","[1.0, 52.0, 28.0]","['[Superius]', '[Tenor]', '[Tenor]', '[Tenor]']",FUGA,4,False,,
74,Pierre Sandrin,Doulce memoire,555.0,"['67/4.5', '74/2.5']",['M9'],"[555.0, 603.0]","[('2', '-2', '-2', '2')]",[48.0],"['[Tenor]', '[Superius]']",FUGA,2,False,,
75,Pierre Sandrin,Doulce memoire,592.0,"['73/1.0', '77/1.0']",['P-5'],"[592.0, 624.0]","[('-3', '2', '2', '-3')]",[32.0],"['[Superius]', '[Superius]']",FUGA,2,False,,
76,Pierre Sandrin,Doulce memoire,594.0,"['73/2.0', '77/4.0']",['P-5'],"[594.0, 630.0]","[('2', '2', '-4', '2')]",[36.0],"['[Contratenor]', '[Contratenor]']",FUGA,2,False,,
77,Pierre Sandrin,Doulce memoire,600.0,"['74/1.0', '77/3.0']",['P-5'],"[600.0, 628.0]","[('2', '2', '-3', '2')]",[28.0],"['[Superius]', '[Superius]']",FUGA,2,False,,
78,Pierre Sandrin,Doulce memoire,601.0,"['74/1.5', '77/3.5']",['P-5'],"[601.0, 629.0]","[('2', '-3', '2', '-2')]",[28.0],"['[Superius]', '[Superius]']",FUGA,2,False,,
79,Pierre Sandrin,Doulce memoire,602.0,"['74/2.0', '76/3.0', '77/4.0']","['m-10', 'm6']","[602.0, 620.0, 630.0]","[('-3', '2', '-2', '-2')]","[18.0, 10.0]","['[Superius]', '[Tenor]', '[Superius]']",FUGA,3,False,,
80,Pierre Sandrin,Doulce memoire,602.0,"['74/2.0', '77/4.5']",['d-5'],"[602.0, 631.0]","[('2', '-4', '2', '-3')]",[29.0],"['[Contratenor]', '[Contratenor]']",FUGA,2,False,,
