,Composer,Title,First_Offset,Measures_Beats,Melodic_Entry_Intervals,Offsets,Soggetti,Time_Entry_Intervals,Voices,Presentation_Type,Number_Entries,Flexed_Entries,Parallel_Entries,Parallel_Voice,Count_Non_Overlaps
0,Philippe Verdelot,Ultimi miei sospiri,0.0,"['1/1.0', '2/1.0', '4/3.0', '5/1.0']","['P-8', 'M2', 'P4']","[0.0, 8.0, 28.0, 32.0]","[('3', '-2', '-3', '2'), ('8', '-2', '-3', '2'), ('5', '-2', '-3', '2'), ('2', '-2', '-3', '2'), ('4', '-2', '-3', '2'), ('6', '-2', '-3', '2')]","[8.0, 20.0, 4.0]","['Cantus', 'Tenor', 'Tenor', 'Quintus']",FUGA,4,True,1.0,Bassus,3
1,Philippe Verdelot,Ultimi miei sospiri,8.0,"['2/1.0', '3/1.0', '5/1.0', '6/1.0']","['P-4', 'P-5', 'm7']","[8.0, 16.0, 32.0, 40.0]","[('-2', '-3', '2', '-2'), ('2', '-3', '2', '-2')]","[8.0, 16.0, 8.0]","['Altus', 'Tenor', 'Sextus', 'Quintus']",ID,4,True,1.0,Bassus,1
2,Philippe Verdelot,Ultimi miei sospiri,16.0,"['3/1.0', '6/1.0', '11/3.0', '18/1.0', '21/1.0', '26/3.0']","['P-8', 'M-2', 'M9', 'P-8', 'M-2']","[16.0, 40.0, 84.0, 136.0, 160.0, 204.0]","[('-3', '2', '2', '-2'), ('3', '2', '2', '-2'), ('2', '2', '2', '-2'), ('-2', '2', '2', '-2')]","[24.0, 44.0, 52.0, 24.0, 44.0]","['Cantus', 'Tenor', 'Altus', 'Cantus', 'Tenor', 'Altus']",FUGA,6,True,0.0,,5
3,Philippe Verdelot,Ultimi miei sospiri,20.0,"['3/3.0', '6/3.0']",['P-8'],"[20.0, 44.0]","[('2', '2', '-2', '-2'), ('-2', '2', '-2', '-2'), ('-3', '2', '-2', '-2')]",[24.0],"['Cantus', 'Tenor']",FUGA,2,True,0.0,,1
4,Philippe Verdelot,Ultimi miei sospiri,24.0,"['4/1.0', '7/1.0']",['P-8'],"[24.0, 48.0]","[('2', '-2', '-2', '2'), ('-2', '-2', '-2', '2'), ('4', '-2', '-2', '2')]",[24.0],"['Cantus', 'Tenor']",FUGA,2,True,0.0,,1
5,Philippe Verdelot,Ultimi miei sospiri,52.0,"['7/3.0', '12/1.5']",['m3'],"[52.0, 89.0]","[('-2', '-2', '2', '-4'), ('2', '-2', '2', '-4'), ('4', '-2', '2', '-4')]",[37.0],"['Tenor', 'Altus']",FUGA,2,True,0.0,,1
6,Philippe Verdelot,Ultimi miei sospiri,62.0,"['8/4.0', '9/1.0', '9/2.0', '9/3.0', '10/1.0', '10/3.0', '11/1.0', '12/2.0', '12/3.0', '13/1.0', '13/3.0', '14/1.0', '14/3.0', '15/1.0', '23/4.0', '24/1.0', '24/2.0', '24/3.0', '25/1.0', '25/3.0', '26/1.0', '27/2.0', '27/3.0', '28/1.0', '28/3.0', '29/1.0', '29/3.0', '30/1.0', '33/1.0', '35/3.0', '35/4.0', '36/2.0', '37/1.0', '37/4.0', '38/1.0', '38/2.0', '38/4.0', '40/2.0', '41/4.0', '42/1.0', '42/2.0', '42/4.0', '45/3.0', '50/2.0', '50/3.0', '50/4.5', '51/1.0', '51/2.0', '51/3.0', '56/3.5', '65/1.0', '66/1.0', '66/4.0', '67/1.0', '67/2.5', '67/3.0']","['P5', 'm7', 'M2', 'P-5', 'P-8', 'P8', 'P-8', 'P5', 'P1', 'P4', 'P-8', 'P-5', 'P8', 'P-4', 'P5', 'm7', 'M2', 'P-5', 'P-8', 'P8', 'P-8', 'P5', 'P1', 'P4', 'P-8', 'P-5', 'P8', 'P4', 'M3', 'm3', 'M-2', 'm-2', 'M-7', 'P8', 'P4', 'm-2', 'M-10', 'P-5', 'P8', 'P4', 'P-4', 'd-5', 'm13', 'M2', 'M-2', 'M-2', 'P-5', 'M2', 'm-6', 'P4', 'P1', 'M-6', 'M9', 'm-3', 'M-7']","[62.0, 64.0, 66.0, 68.0, 72.0, 76.0, 80.0, 90.0, 92.0, 96.0, 100.0, 104.0, 108.0, 112.0, 182.0, 184.0, 186.0, 188.0, 192.0, 196.0, 200.0, 210.0, 212.0, 216.0, 220.0, 224.0, 228.0, 232.0, 256.0, 276.0, 278.0, 282.0, 288.0, 294.0, 296.0, 298.0, 302.0, 314.0, 326.0, 328.0, 330.0, 334.0, 356.0, 394.0, 396.0, 399.0, 400.0, 402.0, 404.0, 445.0, 512.0, 520.0, 526.0, 528.0, 531.0, 532.0]","[('5', '-2', '-2', '-2'), ('-2', '-2', '-2', '-2'), ('2', '-2', '-2', '-2'), ('4', '-2', '-2', '-2'), ('3', '-2', '-2', '-2')]","[2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 10.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 70.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 10.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 24.0, 20.0, 2.0, 4.0, 6.0, 6.0, 2.0, 2.0, 4.0, 12.0, 12.0, 2.0, 2.0, 4.0, 22.0, 38.0, 2.0, 3.0, 1.0, 2.0, 2.0, 41.0, 67.0, 8.0, 6.0, 2.0, 3.0, 1.0]","['Sextus', 'Sextus', 'Cantus', 'Cantus', 'Altus', 'Sextus', 'Cantus', 'Tenor', 'Tenor', 'Quintus', 'Quintus', 'Tenor', 'Bassus', 'Quintus', 'Sextus', 'Sextus', 'Cantus', 'Cantus', 'Altus', 'Sextus', 'Cantus', 'Tenor', 'Tenor', 'Quintus', 'Quintus', 'Tenor', 'Bassus', 'Quintus', 'Tenor', 'Quintus', 'Quintus', 'Quintus', 'Altus', 'Sextus', 'Cantus', 'Cantus', 'Cantus', 'Tenor', 'Bassus', 'Quintus', 'Quintus', 'Tenor', 'Sextus', 'Cantus', 'Cantus', 'Cantus', 'Cantus', 'Altus', 'Altus', 'Tenor', 'Altus', 'Tenor', 'Sextus', 'Cantus', 'Quintus', 'Bassus']",FUGA,56,True,1.0,Tenor,36
7,Philippe Verdelot,Ultimi miei sospiri,70.0,"['9/4.0', '10/2.0', '13/2.0', '13/4.0', '14/2.0', '14/3.0']","['P8', 'P-8', 'P-5', 'P8', 'P-4']","[70.0, 74.0, 98.0, 102.0, 106.0, 108.0]","[('-2', '-2', '-2', '4'), ('4', '-2', '-2', '4')]","[4.0, 24.0, 4.0, 4.0, 2.0]","['Sextus', 'Cantus', 'Tenor', 'Bassus', 'Quintus', 'Tenor']",FUGA,6,True,0.0,,5
8,Philippe Verdelot,Ultimi miei sospiri,72.0,"['10/1.0', '10/3.0', '13/3.0', '14/1.0', '14/3.0', '14/4.5']","['P8', 'P-8', 'P-5', 'P8', 'P-4']","[72.0, 76.0, 100.0, 104.0, 108.0, 111.0]","[('-2', '-2', '4', '-2')]","[4.0, 24.0, 4.0, 4.0, 3.0]","['Sextus', 'Cantus', 'Tenor', 'Bassus', 'Quintus', 'Tenor']",FUGA,6,False,0.0,,5
9,Philippe Verdelot,Ultimi miei sospiri,75.0,"['10/2.5', '10/4.5', '13/4.5', '14/2.5', '14/4.5']","['P8', 'P-8', 'P-5', 'P8']","[75.0, 79.0, 103.0, 107.0, 111.0]","[('-2', '4', '-2', '-2'), ('-3', '4', '-2', '-2'), ('-5', '4', '-2', '-2')]","[4.0, 24.0, 4.0, 4.0]","['Sextus', 'Cantus', 'Tenor', 'Bassus', 'Quintus']",FUGA,5,True,0.0,,4
10,Philippe Verdelot,Ultimi miei sospiri,124.0,"['16/3.0', '17/1.0', '19/3.0', '20/1.0']","['M-9', 'M2', 'P4']","[124.0, 128.0, 148.0, 152.0]","[('3', '-2', '-3', '2'), ('8', '-2', '-3', '2'), ('5', '-2', '-3', '2'), ('2', '-2', '-3', '2'), ('4', '-2', '-3', '2'), ('6', '-2', '-3', '2')]","[4.0, 20.0, 4.0]","['Cantus', 'Tenor', 'Tenor', 'Quintus']",ID,4,True,1.0,Bassus,3
11,Philippe Verdelot,Ultimi miei sospiri,128.0,"['17/1.0', '18/1.0', '20/1.0', '21/1.0']","['P-4', 'P-5', 'm7']","[128.0, 136.0, 152.0, 160.0]","[('-2', '-3', '2', '-2'), ('2', '-3', '2', '-2')]","[8.0, 16.0, 8.0]","['Altus', 'Tenor', 'Sextus', 'Quintus']",ID,4,True,1.0,Bassus,1
12,Philippe Verdelot,Ultimi miei sospiri,140.0,"['18/3.0', '21/3.0']",['P-8'],"[140.0, 164.0]","[('2', '2', '-2', '-2'), ('-2', '2', '-2', '-2'), ('-3', '2', '-2', '-2')]",[24.0],"['Cantus', 'Tenor']",FUGA,2,True,0.0,,1
13,Philippe Verdelot,Ultimi miei sospiri,144.0,"['19/1.0', '22/1.0']",['P-8'],"[144.0, 168.0]","[('2', '-2', '-2', '2'), ('-2', '-2', '-2', '2'), ('4', '-2', '-2', '2')]",[24.0],"['Cantus', 'Tenor']",FUGA,2,True,0.0,,1
14,Philippe Verdelot,Ultimi miei sospiri,172.0,"['22/3.0', '27/1.5']",['m3'],"[172.0, 209.0]","[('-2', '-2', '2', '-4'), ('2', '-2', '2', '-4'), ('4', '-2', '2', '-4')]",[37.0],"['Tenor', 'Altus']",FUGA,2,True,0.0,,1
15,Philippe Verdelot,Ultimi miei sospiri,190.0,"['24/4.0', '25/2.0', '28/2.0', '28/4.0', '29/2.0', '29/3.0']","['P8', 'P-8', 'P-5', 'P8', 'P-4']","[190.0, 194.0, 218.0, 222.0, 226.0, 228.0]","[('-2', '-2', '-2', '4'), ('4', '-2', '-2', '4')]","[4.0, 24.0, 4.0, 4.0, 2.0]","['Sextus', 'Cantus', 'Tenor', 'Bassus', 'Quintus', 'Tenor']",FUGA,6,True,0.0,,5
16,Philippe Verdelot,Ultimi miei sospiri,192.0,"['25/1.0', '25/3.0', '28/3.0', '29/1.0', '29/3.0', '29/4.5']","['P8', 'P-8', 'P-5', 'P8', 'P-4']","[192.0, 196.0, 220.0, 224.0, 228.0, 231.0]","[('-2', '-2', '4', '-2')]","[4.0, 24.0, 4.0, 4.0, 3.0]","['Sextus', 'Cantus', 'Tenor', 'Bassus', 'Quintus', 'Tenor']",FUGA,6,False,0.0,,5
17,Philippe Verdelot,Ultimi miei sospiri,195.0,"['25/2.5', '25/4.5', '28/4.5', '29/2.5', '29/4.5', '32/3.0', '36/3.0', '40/3.0', '43/3.0', '45/2.5']","['P8', 'P-8', 'P-5', 'P8', 'd5', 'A4', 'P-5', 'P-8', 'm3']","[195.0, 199.0, 223.0, 227.0, 231.0, 252.0, 284.0, 316.0, 340.0, 355.0]","[('-2', '4', '-2', '-2'), ('-3', '4', '-2', '-2'), ('-5', '4', '-2', '-2')]","[4.0, 24.0, 4.0, 4.0, 21.0, 32.0, 32.0, 24.0, 15.0]","['Sextus', 'Cantus', 'Tenor', 'Bassus', 'Quintus', 'Tenor', 'Cantus', 'Quintus', 'Bassus', 'Sextus']",FUGA,10,True,0.0,,9
18,Philippe Verdelot,Ultimi miei sospiri,244.0,"['31/3.0', '34/4.5']",['M-9'],"[244.0, 271.0]","[('-3', '2', '-3', '2'), ('-2', '2', '-3', '2'), ('2', '2', '-3', '2'), ('3', '2', '-3', '2')]",[27.0],"['Cantus', 'Tenor']",FUGA,2,True,0.0,,1
19,Philippe Verdelot,Ultimi miei sospiri,250.0,"['32/2.0', '32/3.0', '33/4.0', '34/3.0']","['m10', 'm-10', 'P5']","[250.0, 252.0, 262.0, 268.0]","[('2', '-3', '2', '-3'), ('-2', '-3', '2', '-3')]","[2.0, 10.0, 6.0]","['Sextus', 'Cantus', 'Bassus', 'Tenor']",FUGA,4,True,0.0,,2
20,Philippe Verdelot,Ultimi miei sospiri,256.0,"['33/1.0', '34/3.0']",['m-10'],"[256.0, 268.0]","[('-3', '2', '-3', '-2'), ('-2', '2', '-3', '-2'), ('5', '2', '-3', '-2'), ('2', '2', '-3', '-2')]",[12.0],"['Cantus', 'Bassus']",FUGA,2,True,1.0,Sextus,0
21,Philippe Verdelot,Ultimi miei sospiri,258.0,"['33/2.0', '34/4.0', '36/3.5', '37/3.0', '38/1.0', '39/1.0', '41/3.0', '42/1.0', '42/4.0', '43/1.0', '45/1.0', '46/1.0', '51/1.5']","['P1', 'm-2', 'm2', 'P-5', 'A4', 'A-4', 'P-5', 'M7', 'P-4', 'm7', 'm-7', 'P8']","[258.0, 270.0, 285.0, 292.0, 296.0, 304.0, 324.0, 328.0, 334.0, 336.0, 352.0, 360.0, 401.0]","[('2', '-2', '-2', '2'), ('-2', '-2', '-2', '2'), ('4', '-2', '-2', '2')]","[12.0, 15.0, 7.0, 4.0, 8.0, 20.0, 4.0, 6.0, 2.0, 16.0, 8.0, 41.0]","['Tenor', 'Altus', 'Quintus', 'Altus', 'Sextus', 'Altus', 'Tenor', 'Bassus', 'Quintus', 'Tenor', 'Cantus', 'Sextus', 'Cantus']",FUGA,13,True,0.0,,12
22,Philippe Verdelot,Ultimi miei sospiri,261.0,"['33/3.5', '36/1.0']",['M-2'],"[261.0, 280.0]","[('-2', '-2', '2', '-2'), ('3', '-2', '2', '-2'), ('4', '-2', '2', '-2')]",[19.0],"['Tenor', 'Altus']",FUGA,2,True,0.0,,1
23,Philippe Verdelot,Ultimi miei sospiri,270.0,"['34/4.0', '38/1.5', '42/1.5']","['M-2', 'P-5']","[270.0, 297.0, 329.0]","[('2', '3', '-2', '-2'), ('-2', '3', '-2', '-2')]","[27.0, 32.0]","['Quintus', 'Altus', 'Tenor']",FUGA,3,True,0.0,,2
24,Philippe Verdelot,Ultimi miei sospiri,273.0,"['35/1.5', '37/4.5', '41/4.5']","['P1', 'P-5']","[273.0, 295.0, 327.0]","[('-2', '-2', '2', '3')]","[22.0, 32.0]","['Altus', 'Altus', 'Tenor']",FUGA,3,False,0.0,,2
25,Philippe Verdelot,Ultimi miei sospiri,274.0,"['35/2.0', '38/1.0', '42/1.0', '49/2.0']","['P1', 'P-5', 'm3']","[274.0, 296.0, 328.0, 386.0]","[('-2', '2', '3', '-2'), ('-3', '2', '3', '-2')]","[22.0, 32.0, 58.0]","['Altus', 'Altus', 'Tenor', 'Quintus']",FUGA,4,True,0.0,,3
26,Philippe Verdelot,Ultimi miei sospiri,286.0,"['36/4.0', '38/2.5', '39/2.0', '42/2.5', '43/1.0', '43/2.0', '46/2.5', '48/3.0', '51/2.0']","['P-4', 'P4', 'P-8', 'm7', 'P-4', 'P1', 'P8', 'P1']","[286.0, 299.0, 306.0, 331.0, 336.0, 338.0, 363.0, 380.0, 402.0]","[('-2', '-2', '2', '2'), ('-3', '-2', '2', '2'), ('4', '-2', '2', '2')]","[13.0, 7.0, 25.0, 5.0, 2.0, 25.0, 17.0, 22.0]","['Quintus', 'Sextus', 'Altus', 'Bassus', 'Quintus', 'Tenor', 'Sextus', 'Altus', 'Cantus']",FUGA,9,True,0.0,,4
27,Philippe Verdelot,Ultimi miei sospiri,330.0,"['42/2.0', '48/4.0', '50/4.0', '58/2.0', '64/3.0', '67/1.5', '70/2.5']","['P4', 'M2', 'm-3', 'P5', 'M-6', 'M-2']","[330.0, 382.0, 398.0, 458.0, 508.0, 529.0, 555.0]","[('-3', '2', '2', '-2'), ('3', '2', '2', '-2'), ('2', '2', '2', '-2'), ('-2', '2', '2', '-2')]","[52.0, 16.0, 60.0, 50.0, 21.0, 26.0]","['Altus', 'Altus', 'Altus', 'Cantus', 'Cantus', 'Quintus', 'Quintus']",FUGA,7,True,0.0,,6
28,Philippe Verdelot,Ultimi miei sospiri,344.0,"['44/1.0', '45/2.0']",['P4'],"[344.0, 354.0]","[('-2', '-2', '-2', '4'), ('4', '-2', '-2', '4')]",[10.0],"['Sextus', 'Tenor']",FUGA,2,True,1.0,Bassus,1
29,Philippe Verdelot,Ultimi miei sospiri,356.0,"['45/3.0', '45/4.0']",['P8'],"[356.0, 358.0]","[('-2', '-2', '4', '-5')]",[2.0],"['Bassus', 'Tenor']",FUGA,2,False,0.0,,0
30,Philippe Verdelot,Ultimi miei sospiri,360.0,"['46/1.0', '47/4.0', '49/2.0', '53/1.0', '53/4.0', '56/1.0', '56/3.0']","['m-7', 'M-6', 'P4', 'M3', 'P4', 'P-4']","[360.0, 374.0, 386.0, 416.0, 422.0, 440.0, 444.0]","[('-2', '-2', '2', '-3'), ('2', '-2', '2', '-3'), ('4', '-2', '2', '-3')]","[14.0, 12.0, 30.0, 6.0, 18.0, 4.0]","['Cantus', 'Tenor', 'Sextus', 'Tenor', 'Quintus', 'Cantus', 'Altus']",FUGA,7,True,1.0,Sextus,4
31,Philippe Verdelot,Ultimi miei sospiri,368.0,"['47/1.0', '50/2.0']",['m-9'],"[368.0, 394.0]","[('2', '3', '-2', '2'), ('-3', '3', '-2', '2')]",[26.0],"['Cantus', 'Quintus']",FUGA,2,True,0.0,,1
32,Philippe Verdelot,Ultimi miei sospiri,374.0,"['47/4.0', '48/1.0', '49/3.0', '50/3.0', '50/4.0']","['M-3', 'P-8', 'P-4', 'M7']","[374.0, 376.0, 388.0, 396.0, 398.0]","[('-3', '2', '-3', '-2'), ('-2', '2', '-3', '-2'), ('5', '2', '-3', '-2'), ('2', '2', '-3', '-2')]","[2.0, 12.0, 8.0, 2.0]","['Altus', 'Tenor', 'Bassus', 'Bassus', 'Tenor']",FUGA,5,True,0.0,,2
33,Philippe Verdelot,Ultimi miei sospiri,384.0,"['49/1.0', '49/4.0', '51/1.0']","['m6', 'm-6']","[384.0, 390.0, 400.0]","[('2', '2', '-2', '-2'), ('-2', '2', '-2', '-2'), ('-3', '2', '-2', '-2')]","[6.0, 10.0]","['Altus', 'Cantus', 'Altus']",FUGA,3,True,0.0,,2
34,Philippe Verdelot,Ultimi miei sospiri,388.0,"['49/3.0', '54/1.0', '54/3.0', '57/1.0', '57/3.0', '57/4.5', '66/1.0', '69/4.0', '70/1.0']","['M2', 'm3', 'P4', 'P-4', 'P-4', 'M-2', 'P4', 'P1']","[388.0, 424.0, 428.0, 448.0, 452.0, 455.0, 520.0, 550.0, 552.0]","[('-3', '2', '-3', '2'), ('-2', '2', '-3', '2'), ('2', '2', '-3', '2'), ('3', '2', '-3', '2')]","[36.0, 4.0, 20.0, 4.0, 3.0, 65.0, 30.0, 2.0]","['Sextus', 'Tenor', 'Quintus', 'Cantus', 'Altus', 'Tenor', 'Sextus', 'Altus', 'Quintus']",FUGA,9,True,1.0,Sextus,5
35,Philippe Verdelot,Ultimi miei sospiri,396.0,"['50/3.0', '54/4.0', '55/2.0', '57/4.0', '58/2.0', '60/2.0', '65/3.0', '67/2.0', '69/2.0', '70/1.5']","['m-7', 'd5', 'A4', 'A-4', 'm-6', 'm6', 'M3', 'P-5', 'P4']","[396.0, 430.0, 434.0, 454.0, 458.0, 474.0, 516.0, 530.0, 546.0, 553.0]","[('-2', '-3', '2', '2'), ('-3', '-3', '2', '2'), ('3', '-3', '2', '2'), ('2', '-3', '2', '2'), ('5', '-3', '2', '2')]","[34.0, 4.0, 20.0, 4.0, 16.0, 42.0, 14.0, 16.0, 7.0]","['Altus', 'Sextus', 'Quintus', 'Cantus', 'Altus', 'Tenor', 'Quintus', 'Altus', 'Quintus', 'Quintus']",FUGA,10,True,0.0,,9
36,Philippe Verdelot,Ultimi miei sospiri,432.0,"['55/1.0', '55/3.0', '58/1.0', '58/3.0', '66/1.0', '66/2.0', '66/3.5', '66/4.0', '67/1.0', '67/3.5', '70/2.0']","['P5', 'P4', 'P-4', 'm-3', 'M-3', 'M2', 'M2', 'm2', 'M2', 'M2']","[432.0, 436.0, 456.0, 460.0, 520.0, 522.0, 525.0, 526.0, 528.0, 533.0, 554.0]","[('-2', '2', '2', '2'), ('-3', '2', '2', '2'), ('2', '2', '2', '2')]","[4.0, 20.0, 4.0, 60.0, 2.0, 3.0, 1.0, 2.0, 5.0, 21.0]","['Sextus', 'Quintus', 'Cantus', 'Altus', 'Quintus', 'Quintus', 'Quintus', 'Quintus', 'Quintus', 'Altus', 'Quintus']",FUGA,11,True,0.0,,10
37,Philippe Verdelot,Ultimi miei sospiri,434.0,"['55/2.0', '55/4.0', '56/2.0', '58/4.0']","['P5', 'M-9', 'M9']","[434.0, 438.0, 442.0, 462.0]","[('2', '2', '2', '-4'), ('5', '2', '2', '-4')]","[4.0, 4.0, 20.0]","['Sextus', 'Quintus', 'Bassus', 'Altus']",FUGA,4,True,0.0,,1
38,Philippe Verdelot,Ultimi miei sospiri,444.0,"['56/3.0', '58/2.0']",['m-3'],"[444.0, 458.0]","[('-2', '4', '-2', '-2'), ('-3', '4', '-2', '-2'), ('-5', '4', '-2', '-2')]",[14.0],"['Tenor', 'Bassus']",FUGA,2,True,0.0,,1
39,Philippe Verdelot,Ultimi miei sospiri,455.0,"['57/4.5', '66/1.0', '69/4.0', '70/1.0']","['M-2', 'P4', 'P1']","[455.0, 520.0, 550.0, 552.0]","[('8', '2', '-3', '2'), ('2', '2', '-3', '2'), ('3', '2', '-3', '2')]","[65.0, 30.0, 2.0]","['Tenor', 'Sextus', 'Altus', 'Quintus']",FUGA,4,True,0.0,,3
40,Philippe Verdelot,Ultimi miei sospiri,456.0,"['58/1.0', '66/2.5', '70/4.0']","['M-2', 'P1']","[456.0, 523.0, 558.0]","[('-2', '-3', '2', '-2'), ('2', '-3', '2', '-2')]","[67.0, 35.0]","['Tenor', 'Sextus', 'Sextus']",FUGA,3,True,0.0,,2
41,Philippe Verdelot,Ultimi miei sospiri,472.0,"['60/1.0', '67/1.5', '68/1.5', '70/3.0']","['m3', 'P1', 'M-6']","[472.0, 529.0, 537.0, 556.0]","[('3', '-2', '-3', '2'), ('8', '-2', '-3', '2'), ('5', '-2', '-3', '2'), ('2', '-2', '-3', '2'), ('4', '-2', '-3', '2'), ('6', '-2', '-3', '2')]","[57.0, 8.0, 19.0]","['Altus', 'Altus', 'Quintus', 'Sextus']",FUGA,4,True,0.0,,3
42,Philippe Verdelot,Ultimi miei sospiri,476.0,"['60/3.0', '65/3.0', '69/3.0']","['M2', 'P5']","[476.0, 516.0, 548.0]","[('2', '2', '2', '-3'), ('-3', '2', '2', '-3'), ('-2', '2', '2', '-3')]","[40.0, 32.0]","['Tenor', 'Sextus', 'Quintus']",FUGA,3,True,0.0,,2
43,Philippe Verdelot,Ultimi miei sospiri,496.0,"['63/1.0', '68/3.5']",['m7'],"[496.0, 541.0]","[('-4', '2', '-3', '5'), ('-3', '2', '-3', '5')]",[45.0],"['Bassus', 'Quintus']",FUGA,2,True,0.0,,1
44,Philippe Verdelot,Ultimi miei sospiri,508.0,"['64/3.0', '66/1.0']",['M6'],"[508.0, 520.0]","[('2', '3', '-2', '-2'), ('-2', '3', '-2', '-2')]",[12.0],"['Altus', 'Cantus']",FUGA,2,True,0.0,,1
45,Philippe Verdelot,Ultimi miei sospiri,520.0,"['66/1.0', '67/2.0', '67/3.0', '67/4.5', '70/3.5']","['P4', 'P-4', 'P-4', 'M2']","[520.0, 530.0, 532.0, 535.0, 557.0]","[('2', '-2', '-2', '2'), ('-2', '-2', '-2', '2'), ('4', '-2', '-2', '2')]","[10.0, 2.0, 3.0, 22.0]","['Altus', 'Cantus', 'Quintus', 'Tenor', 'Quintus']",FUGA,5,True,0.0,,3
46,Philippe Verdelot,Ultimi miei sospiri,524.0,"['66/3.0', '67/1.0', '67/2.0', '70/3.0']","['M-2', 'P5', 'M-2']","[524.0, 528.0, 530.0, 556.0]","[('2', '2', '-2', '-2'), ('-2', '2', '-2', '-2'), ('-3', '2', '-2', '-2')]","[4.0, 2.0, 26.0]","['Sextus', 'Bassus', 'Quintus', 'Quintus']",FUGA,4,True,0.0,,2
47,Philippe Verdelot,Ultimi miei sospiri,528.0,"['67/1.0', '68/1.0']",['P1'],"[528.0, 536.0]","[('-2', '-2', '-2', '-5')]",[8.0],"['Sextus', 'Bassus']",FUGA,2,False,0.0,,0
0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,0.0,"['1/1.0', '2/1.0', '4/3.0', '5/1.0', '6/2.0', '7/3.0', '11/4.0']","['P-8', 'M2', 'M-9', 'P12', 'P-4', 'P4']","[0.0, 8.0, 28.0, 32.0, 42.0, 52.0, 86.0]","[('3', '-2', '-3', '2'), ('5', '-2', '-3', '2'), ('2', '-2', '-3', '2'), ('4', '-2', '-3', '2'), ('-2', '-2', '-3', '2')]","[8.0, 20.0, 4.0, 10.0, 10.0, 34.0]","['Cantus', 'Quintus', 'Quintus', 'Bassus', 'Altus', 'Quintus', 'Cantus']",FUGA,7,True,1.0,Tenor,6
1,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,8.0,"['2/1.0', '5/1.0', '8/1.0', '12/1.0', '13/1.5', '17/4.0', '22/2.5', '23/3.0', '32/2.0', '37/4.0', '38/3.0', '46/3.0', '49/4.0', '52/3.0', '52/4.0', '54/1.0', '60/1.0']","['P-8', 'm-3', 'P8', 'm-3', 'P-5', 'M-2', 'M2', 'P4', 'P5', 'P-8', 'm6', 'P-8', 'M3', 'P-5', 'P8', 'M-6']","[8.0, 32.0, 56.0, 88.0, 97.0, 134.0, 171.0, 180.0, 250.0, 294.0, 300.0, 364.0, 390.0, 412.0, 414.0, 424.0, 472.0]","[('-2', '-3', '2', '2'), ('2', '-3', '2', '2'), ('-3', '-3', '2', '2'), ('3', '-3', '2', '2'), ('4', '-3', '2', '2')]","[24.0, 24.0, 32.0, 9.0, 37.0, 37.0, 9.0, 70.0, 44.0, 6.0, 64.0, 26.0, 22.0, 2.0, 10.0, 48.0]","['Cantus', 'Quintus', 'Quintus', 'Cantus', 'Cantus', 'Quintus', 'Tenor', 'Tenor', 'Altus', 'Cantus', 'Quintus', 'Altus', 'Tenor', 'Tenor', 'Quintus', 'Altus', 'Quintus']",FUGA,17,True,1.0,Altus,15
2,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,16.0,"['3/1.0', '5/1.0', '6/1.0']","['P-5', 'P-4']","[16.0, 32.0, 40.0]","[('-2', '-3', '2', '-2'), ('3', '-3', '2', '-2'), ('2', '-3', '2', '-2'), ('6', '-3', '2', '-2')]","[16.0, 8.0]","['Quintus', 'Tenor', 'Bassus']",FUGA,3,True,0.0,,2
3,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,20.0,"['3/3.0', '6/3.0', '8/3.0', '11/4.0', '20/1.0', '20/2.5']","['P-8', 'm-3', 'P8', 'P-4', 'm6']","[20.0, 44.0, 60.0, 86.0, 152.0, 155.0]","[('2', '2', '-2', '-2'), ('-2', '2', '-2', '-2'), ('3', '2', '-2', '-2'), ('-3', '2', '-2', '-2'), ('4', '2', '-2', '-2'), ('5', '2', '-2', '-2'), ('-4', '2', '-2', '-2')]","[24.0, 16.0, 26.0, 66.0, 3.0]","['Cantus', 'Quintus', 'Quintus', 'Quintus', 'Quintus', 'Cantus']",FUGA,6,True,0.0,,5
4,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,24.0,"['4/1.0', '8/2.0', '11/1.0']","['M-2', 'm-3']","[24.0, 58.0, 80.0]","[('2', '-2', '-2', '2'), ('-2', '-2', '-2', '2'), ('-3', '-2', '-2', '2'), ('4', '-2', '-2', '2'), ('3', '-2', '-2', '2')]","[34.0, 22.0]","['Cantus', 'Altus', 'Altus']",FUGA,3,True,0.0,,2
