,Validation,Comments,Composer,Title,First_Offset,Measures_Beats,Melodic_Entry_Intervals,Offsets,Soggetti,Time_Entry_Intervals,Voices,Presentation_Type,Number_Entries,Flexed_Entries
10,,,Cipriano de Rore,Alla dolc'ombra,504.0,"['64/1.0', '72/4.0', '73/1.0']","['P5', 'P-5']","[504.0, 574.0, 576.0]","[('-3', '-3', '4', '-3')]","[70.0, 2.0]","['Alto', 'Canto', 'Alto']",FUGA,3.0,False
11,,,Cipriano de Rore,Alla dolc'ombra,616.0,"['78/1.0', '78/4.0', '79/4.0']","['P8', 'P-12']","[616.0, 622.0, 630.0]","[('4', '-2', '-2', '-2')]","[6.0, 8.0]","['Alto', 'Canto', 'Basso']",FUGA,3.0,False
12,,,Cipriano de Rore,Alla dolc'ombra,658.0,"['83/2.0', '84/2.0', '85/2.0', '86/2.0']","['P8', 'P-12', 'P8']","[658.0, 666.0, 674.0, 682.0]","[('2', '2', '2', '2')]","[8.0, 8.0, 8.0]","['Tenore', 'Canto', 'Basso', 'Alto']",PEN,4.0,False
13,,,Cipriano de Rore,Alla dolc'ombra,794.0,"['100/2.0', '105/1.0']",['P1'],"[794.0, 836.0]","[('-3', '-2', '3', '2')]",[42.0],"['Basso', 'Basso']",FUGA,2.0,False
14,,,Cipriano de Rore,Alla dolc'ombra,795.0,"['100/2.5', '105/1.0']",['P1'],"[795.0, 836.0]","[('3', '-2', '-2', '-2')]",[41.0],"['Canto', 'Canto']",FUGA,2.0,False
15,,,Cipriano de Rore,Alla dolc'ombra,914.0,['111/4.0'],['m-6'],"[914.0, 914.0]","[('-2', '2', '2', '-2')]",[0.0],"['Alto', 'Tenore']",FUGA,2.0,False
16,,,Cipriano de Rore,Alla dolc'ombra,935.0,"['114/2.5', '114/4.0']",['P1'],"[935.0, 938.0]","[('4', '-2', '2', '-4')]",[3.0],"['Tenore', 'Basso']",FUGA,2.0,False
17,,,Cipriano de Rore,Alla dolc'ombra,1030.0,"['126/2.0', '127/4.0', '128/4.0']","['P12', 'P-5']","[1030.0, 1042.0, 1050.0]","[('5', '-2', '2', '2')]","[12.0, 8.0]","['Basso', 'Canto', 'Alto']",FUGA,3.0,False
18,,,Cipriano de Rore,Alla dolc'ombra,1072.0,"['131/3.0', '138/3.0']",['P1'],"[1072.0, 1128.0]","[('2', '2', '-3', '-5')]",[56.0],"['Tenore', 'Tenore']",FUGA,2.0,False
19,,,Cipriano de Rore,Alla dolc'ombra,1072.0,"['131/3.0', '138/4.0']",['P1'],"[1072.0, 1130.0]","[('-5', '4', '-3', '8')]",[58.0],"['Basso', 'Basso']",FUGA,2.0,False
20,,,Cipriano de Rore,Alla dolc'ombra,1076.0,"['132/1.0', '139/1.0']",['P1'],"[1076.0, 1132.0]","[('-5', '2', '3', '-2')]",[56.0],"['Alto', 'Alto']",FUGA,2.0,False
21,,,Cipriano de Rore,Alla dolc'ombra,1102.0,"['135/2.0', '135/4.0', '142/4.0', '143/2.0', '143/4.0', '144/2.5']","['P8', 'P5', 'P-12', 'P8', 'P8']","[1102.0, 1106.0, 1162.0, 1166.0, 1170.0, 1175.0]","[('2', '2', '2', '-2')]","[4.0, 56.0, 4.0, 4.0, 5.0]","['Basso', 'Alto', 'Canto', 'Basso', 'Alto', 'Canto']",FUGA,6.0,False
22,,,Cipriano de Rore,Alla dolc'ombra,1206.0,"['148/2.0', '149/4.0']",['P1'],"[1206.0, 1218.0]","[('5', '-2', '-2', '3')]",[12.0],"['Basso', 'Tenore']",FUGA,2.0,False
23,,,Cipriano de Rore,Alla dolc'ombra,1230.0,"['151/2.0', '151/4.0', '153/2.0', '154/2.0']","['P1', 'P4', 'P1']","[1230.0, 1234.0, 1246.0, 1254.0]","[('2', '2', '2', '2')]","[4.0, 12.0, 8.0]","['Basso', 'Alto', 'Tenore', 'Alto']",FUGA,4.0,False
24,,,Cipriano de Rore,Alla dolc'ombra,1290.0,"['158/4.0', '159/3.0']",['P-12'],"[1290.0, 1296.0]","[('-4', '3', '-2', '-2')]",[6.0],"['Canto', 'Basso']",FUGA,2.0,False
25,,,Cipriano de Rore,Alla dolc'ombra,1407.0,"['173/2.5', '175/2.5']",['P-8'],"[1407.0, 1423.0]","[('2', '-5', '8', '-3')]",[16.0],"['Canto', 'Tenore']",FUGA,2.0,False
26,,,Cipriano de Rore,Alla dolc'ombra,1448.0,"['178/3.0', '179/2.0', '182/2.0', '183/2.0']","['P-5', 'm-3', 'm3']","[1448.0, 1454.0, 1478.0, 1486.0]","[('-2', '-3', '2', '2')]","[6.0, 24.0, 8.0]","['Alto', 'Tenore', 'Basso', 'Tenore']",FUGA,4.0,False
27,,,Cipriano de Rore,Alla dolc'ombra,1462.0,"['180/2.0', '184/2.0']",['P1'],"[1462.0, 1494.0]","[('5', '-2', '-2', '-2')]",[32.0],"['Basso', 'Basso']",FUGA,2.0,False
28,,,Cipriano de Rore,Alla dolc'ombra,1562.0,"['192/4.0', '193/1.0']",['P-5'],"[1562.0, 1564.0]","[('2', '-3', '-3', '4')]",[2.0],"['Canto', 'Alto']",FUGA,2.0,False
29,,,Cipriano de Rore,Alla dolc'ombra,1624.0,"['200/3.0', '200/4.0', '202/2.0', '202/4.0']","['P5', 'P8', 'P-5']","[1624.0, 1626.0, 1638.0, 1642.0]","[('-2', '-3', '3', '-2')]","[2.0, 12.0, 4.0]","['Basso', 'Tenore', 'Canto', 'Alto']",FUGA,4.0,False
30,,,Cipriano de Rore,Alla dolc'ombra,1659.0,"['204/4.5', '205/4.0']",['P-8'],"[1659.0, 1666.0]","[('2', '3', '-2', '-2')]",[7.0],"['Canto', 'Tenore']",FUGA,2.0,False
31,,,Cipriano de Rore,Alla dolc'ombra,1670.0,"['206/2.0', '206/4.0', '207/2.0', '207/4.0']","['P8', 'P-12', 'P8']","[1670.0, 1674.0, 1678.0, 1682.0]","[('5', '2', '-2', '-2')]","[4.0, 4.0, 4.0]","['Alto', 'Canto', 'Basso', 'Tenore']",PEN,4.0,False
32,,,Cipriano de Rore,Alla dolc'ombra,1710.0,"['211/2.0', '213/2.0', '216/2.0', '219/2.0']","['P1', 'P1', 'P1']","[1710.0, 1726.0, 1750.0, 1774.0]","[('-3', '2', '3', '-2')]","[16.0, 24.0, 24.0]","['Basso', 'Basso', 'Basso', 'Basso']",FUGA,4.0,False
33,,,Cipriano de Rore,Alla dolc'ombra,1718.0,['212/2.0'],['M-6'],"[1718.0, 1718.0]","[('2', '-3', '3', '-2')]",[0.0],"['Canto', 'Alto']",FUGA,2.0,False
34,,,Cipriano de Rore,Alla dolc'ombra,1730.0,"['213/4.0', '215/1.5', '216/4.0', '218/1.5', '219/4.0']","['P-8', 'P8', 'P-8', 'P8']","[1730.0, 1741.0, 1754.0, 1765.0, 1778.0]","[('2', '2', '-2', '-2')]","[11.0, 13.0, 11.0, 13.0]","['Canto', 'Tenore', 'Canto', 'Alto', 'Canto']",FUGA,5.0,False
35,,,Cipriano de Rore,Alla dolc'ombra,1742.0,"['215/2.0', '218/2.0', '220/4.5']","['P1', 'P1']","[1742.0, 1766.0, 1787.0]","[('-5', '5', '-2', '-2')]","[24.0, 21.0]","['Alto', 'Tenore', 'Tenore']",FUGA,3.0,False
36,,,Annibale Padovano,Missa Alla dolc'ombra: Kyrie,2.0,"['1/2.0', '2/4.0']",['P8'],"[2.0, 14.0]","[('3', '2', '2', '2')]",[12.0],"['[Altus]', '[Cantus Primus]']",FUGA,2.0,False
37,,,Annibale Padovano,Missa Alla dolc'ombra: Kyrie,14.0,"['2/4.0', '11/3.0', '16/4.0', '19/4.0', '21/4.0', '22/1.0', '23/1.0']","['P4', 'P-4', 'M2', 'P1', 'P-5', 'P15']","[14.0, 84.0, 126.0, 150.0, 166.0, 168.0, 176.0]","[('2', '2', '2', '-2')]","[70.0, 42.0, 24.0, 16.0, 2.0, 8.0]","['Quintus', '[Altus]', 'Quintus', 'Quintus', '[Altus]', '[Bassus]', '[Cantus Primus]']",FUGA,7.0,False
38,,,Annibale Padovano,Missa Alla dolc'ombra: Kyrie,34.0,"['5/2.0', '5/3.0', '5/4.0']","['P4', 'P5']","[34.0, 36.0, 38.0]","[('-2', '-2', '-2', '-2')]","[2.0, 2.0]","['Quintus', '[Altus]', '[Cantus Primus]']",PEN,3.0,False
39,,,Annibale Padovano,Missa Alla dolc'ombra: Kyrie,102.0,"['13/4.0', '14/4.0', '15/2.0']","['P-5', 'P8']","[102.0, 110.0, 114.0]","[('-5', '5', '2', '-2')]","[8.0, 4.0]","['Quintus', '[Bassus]', '[Altus]']",FUGA,3.0,False
40,,,Annibale Padovano,Missa Alla dolc'ombra: Kyrie,200.0,"['26/1.0', '26/2.0']",['P4'],"[200.0, 202.0]","[('2', '2', '2', '2')]",[2.0],"['Quintus', '[Altus]']",FUGA,2.0,False
41,,,Annibale Padovano,Missa Alla dolc'ombra: Kyrie,274.0,"['35/2.0', '39/4.0']",['P8'],"[274.0, 310.0]","[('-2', '-2', '3', '-2')]",[36.0],"['[Altus]', '[Cantus Primus]']",FUGA,2.0,False
42,,,Annibale Padovano,Missa Alla dolc'ombra: Kyrie,286.0,"['36/4.0', '43/4.0']",['P12'],"[286.0, 342.0]","[('-2', '-2', '3', '2')]",[56.0],"['[Bassus]', '[Cantus Primus]']",FUGA,2.0,False
43,,,Annibale Padovano,Missa Alla dolc'ombra: Kyrie,390.0,"['49/4.0', '50/4.0', '51/2.0', '53/2.0', '54/4.0', '58/2.0', '58/4.0', '59/2.0', '61/2.0', '61/4.0', '62/1.5']","['M-9', 'P8', 'P1', 'P8', 'P-11', 'P8', 'P-5', 'P-8', 'P15', 'P-8']","[390.0, 398.0, 402.0, 418.0, 430.0, 458.0, 462.0, 466.0, 482.0, 486.0, 489.0]","[('2', '2', '2', '-2')]","[8.0, 4.0, 16.0, 12.0, 28.0, 4.0, 4.0, 16.0, 4.0, 3.0]","['Quintus', '[Bassus]', 'Quintus', '[Cantus Secundus]', '[Cantus Primus]', 'Quintus', '[Cantus Primus]', '[Cantus Secundus]', '[Bassus]', '[Cantus Primus]', '[Altus]']",FUGA,11.0,False
44,,,Annibale Padovano,Missa Alla dolc'ombra: Kyrie,602.0,"['76/2.0', '79/4.0']",['P1'],"[602.0, 630.0]","[('5', '-2', '2', '2')]",[28.0],"['[Bassus]', '[Bassus]']",FUGA,2.0,False
45,,,Annibale Padovano,Missa Alla dolc'ombra: Kyrie,658.0,"['83/2.0', '85/2.0']",['P-12'],"[658.0, 674.0]","[('-3', '2', '2', '2')]",[16.0],"['[Cantus Primus]', '[Bassus]']",FUGA,2.0,False
46,,,Annibale Padovano,Missa Alla dolc'ombra: Kyrie,730.0,"['92/2.0', '93/2.0', '97/4.0']","['P12', 'P1']","[730.0, 738.0, 774.0]","[('-3', '2', '3', '-2')]","[8.0, 36.0]","['[Bassus]', '[Cantus Primus]', '[Cantus Primus]']",FUGA,3.0,False
47,,,Annibale Padovano,Missa Alla dolc'ombra: Kyrie,734.0,"['92/4.0', '97/2.0']",['P1'],"[734.0, 770.0]","[('2', '2', '-2', '-2')]",[36.0],"['Quintus', '[Cantus Secundus]']",FUGA,2.0,False
48,,,Annibale Padovano,Missa Alla dolc'ombra: Kyrie,746.0,"['94/2.0', '98/4.0']",['P1'],"[746.0, 782.0]","[('-5', '8', '-2', '2')]",[36.0],"['[Bassus]', '[Bassus]']",FUGA,2.0,False
49,,,Annibale Padovano,Missa Alla dolc'ombra: Kyrie,750.0,"['94/4.0', '99/2.0']",['P-8'],"[750.0, 786.0]","[('-4', '8', '-2', '-2')]",[36.0],"['[Cantus Primus]', '[Altus]']",FUGA,2.0,False
50,,,Annibale Padovano,Missa Alla dolc'ombra: Gloria,0.0,"['1/1.0', '1/3.0', '3/1.0']","['P1', 'P8']","[0.0, 4.0, 16.0]","[('2', '2', '2', '2')]","[4.0, 12.0]","['Cantus II', 'Altus', 'Cantus I']",FUGA,3.0,False
51,,,Annibale Padovano,Missa Alla dolc'ombra: Gloria,2.0,"['1/2.0', '4/2.0']",['P8'],"[2.0, 26.0]","[('-5', '5', '-2', '-2')]",[24.0],"['Bassus', 'Quintus']",FUGA,2.0,False
52,,,Annibale Padovano,Missa Alla dolc'ombra: Gloria,424.0,"['54/1.0', '56/1.5']",['P-8'],"[424.0, 441.0]","[('-3', '3', '-2', '3')]",[17.0],"['Cantus I', 'Altus']",FUGA,2.0,False
53,,,Annibale Padovano,Missa Alla dolc'ombra: Gloria,434.0,"['55/2.0', '56/4.0']",['P-8'],"[434.0, 446.0]","[('-3', '2', '-2', '2')]",[12.0],"['Cantus II', 'Bassus']",FUGA,2.0,False
54,,,Annibale Padovano,Missa Alla dolc'ombra: Gloria,532.0,"['67/3.0', '73/2.0']",['P1'],"[532.0, 580.0]","[('-3', '-2', '3', '-4')]",[48.0],"['Bassus', 'Bassus']",FUGA,2.0,False
55,,,Annibale Padovano,Missa Alla dolc'ombra: Gloria,660.0,"['80/1.0', '80/3.0']",['P-5'],"[660.0, 664.0]","[('4', '-2', '-2', '-2')]",[4.0],"['Cantus II', 'Bassus']",FUGA,2.0,False
56,,,Annibale Padovano,Missa Alla dolc'ombra: Gloria,710.0,"['86/2.0', '87/2.0', '88/2.0']","['P8', 'P-12']","[710.0, 718.0, 726.0]","[('2', '2', '2', '2')]","[8.0, 8.0]","['Altus', 'Cantus I', 'Bassus']",PEN,3.0,False
57,,,Annibale Padovano,Missa Alla dolc'ombra: Gloria,738.0,"['89/4.0', '94/4.0']",['P1'],"[738.0, 778.0]","[('4', '-2', '2', '2')]",[40.0],"['Cantus I', 'Cantus I']",FUGA,2.0,False
58,,,Annibale Padovano,Missa Alla dolc'ombra: Gloria,754.0,"['91/4.0', '92/1.0', '94/2.0']","['P5', 'P-5']","[754.0, 756.0, 774.0]","[('5', '-2', '2', '2')]","[2.0, 18.0]","['Bassus', 'Altus', 'Bassus']",FUGA,3.0,False
59,,,Annibale Padovano,Missa Alla dolc'ombra: Gloria,762.0,"['92/4.0', '93/1.0', '93/4.0', '95/2.0']","['P5', 'M-9', 'P5']","[762.0, 764.0, 770.0, 782.0]","[('3', '-2', '2', '2')]","[2.0, 6.0, 12.0]","['Quintus', 'Cantus I', 'Altus', 'Quintus']",FUGA,4.0,False
60,,,Annibale Padovano,Missa Alla dolc'ombra: Gloria,938.0,"['114/4.0', '115/2.0', '115/3.0']","['P8', 'P-4']","[938.0, 942.0, 944.0]","[('2', '-2', '-2', '-2')]","[4.0, 2.0]","['Bassus', 'Cantus II', 'Quintus']",FUGA,3.0,False
61,,,Annibale Padovano,Missa Alla dolc'ombra: Gloria,958.0,"['117/2.0', '118/3.5']",['M-6'],"[958.0, 969.0]","[('-3', '2', '2', '2')]",[11.0],"['Cantus I', 'Altus']",FUGA,2.0,False
62,,,Annibale Padovano,Missa Alla dolc'ombra: Gloria,981.0,"['120/1.5', '120/3.5']",['P5'],"[981.0, 985.0]","[('-2', '-2', '-2', '2')]",[4.0],"['Bassus', 'Altus']",FUGA,2.0,False
63,,,Annibale Padovano,Missa Alla dolc'ombra: Gloria,1142.0,"['140/2.0', '140/2.5', '141/4.0']","['m10', 'M3', 'M-10']","[1142.0, 1143.0, 1154.0, 1154.0]","[('-2', '-3', '2', '2')]","[1.0, 11.0, 0.0]","['Bassus', 'Cantus II', 'Cantus I', 'Quintus']",FUGA,4.0,False
64,,,Annibale Padovano,Missa Alla dolc'ombra: Gloria,1170.0,"['143/4.0', '144/2.0']",['P15'],"[1170.0, 1174.0]","[('-2', '-2', '-3', '2')]",[4.0],"['Bassus', 'Cantus I']",FUGA,2.0,False
65,,,Annibale Padovano,Missa Alla dolc'ombra: Gloria,1266.0,"['155/4.0', '156/2.0']",['P15'],"[1266.0, 1270.0]","[('-2', '-2', '-3', '2')]",[4.0],"['Bassus', 'Cantus I']",FUGA,2.0,False
66,,,Annibale Padovano,Missa Alla dolc'ombra: Gloria,1342.0,"['165/2.0', '167/2.0']",['P-5'],"[1342.0, 1358.0]","[('2', '2', '-2', '-2')]",[16.0],"['Cantus I', 'Cantus II']",FUGA,2.0,False
67,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,0.0,"['1/1.0', '2/3.0']",['P-5'],"[0.0, 12.0]","[('3', '2', '2', '2')]",[12.0],"['[Cantus I]', '[Cantus II]']",FUGA,2.0,False
68,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,30.0,"['4/4.0', '5/2.5', '5/4.0', '7/1.5']","['P8', 'P-12', 'P12']","[30.0, 35.0, 38.0, 49.0]","[('5', '2', '-2', '-2')]","[5.0, 3.0, 11.0]","['[Altus]', '[Cantus I]', '[Bassus]', '[Cantus I]']",FUGA,4.0,False
69,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,74.0,"['10/2.0', '10/4.0']",['P1'],"[74.0, 78.0]","[('2', '2', '2', '2')]",[4.0],"['[Bassus]', '[Altus]']",FUGA,2.0,False
70,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,93.0,"['12/3.5', '13/2.0', '17/2.0']","['M2', 'P-5']","[93.0, 98.0, 130.0]","[('-2', '-2', '-2', '-2')]","[5.0, 32.0]","['[Cantus II]', '[Cantus I]', '[Quintus]']",FUGA,3.0,False
71,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,202.0,"['26/2.0', '29/1.0', '29/2.0', '31/2.0', '32/2.0']","['P-5', 'P5', 'P4', 'P-8']","[202.0, 224.0, 226.0, 242.0, 250.0]","[('-3', '2', '2', '2')]","[22.0, 2.0, 16.0, 8.0]","['[Altus]', '[Bassus]', '[Quintus]', '[Cantus II]', '[Bassus]']",FUGA,5.0,False
72,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,274.0,"['35/2.0', '38/4.0']",['P1'],"[274.0, 302.0]","[('3', '3', '-2', '-2')]",[28.0],"['[Quintus]', '[Bassus]']",FUGA,2.0,False
73,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,294.0,"['37/4.0', '40/2.0']",['P1'],"[294.0, 314.0]","[('2', '3', '-2', '-2')]",[20.0],"['[Cantus I]', '[Cantus I]']",FUGA,2.0,False
74,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,354.0,"['45/2.0', '46/2.0', '50/2.0', '51/2.0']","['P-5', 'P1', 'P8']","[354.0, 362.0, 394.0, 402.0]","[('-2', '-2', '3', '2')]","[8.0, 32.0, 8.0]","['[Cantus II]', '[Bassus]', '[Bassus]', '[Cantus II]']",ID,4.0,False
75,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,730.0,"['92/2.0', '93/2.0', '93/4.0', '94/4.0', '95/1.0', '95/4.0']","['P5', 'P4', 'P5', 'P-12', 'P4']","[730.0, 738.0, 742.0, 750.0, 752.0, 758.0]","[('2', '-3', '-3', '4')]","[8.0, 4.0, 8.0, 2.0, 6.0]","['[Bassus]', '[Quintus]', '[Cantus II]', '[Cantus I]', '[Bassus]', '[Quintus]']",FUGA,6.0,False
76,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,820.0,"['103/3.0', '104/2.0', '104/4.0']","['P8', 'P-12']","[820.0, 826.0, 830.0]","[('-3', '2', '2', '-5')]","[6.0, 4.0]","['[Altus]', '[Cantus I]', '[Bassus]']",FUGA,3.0,False
77,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,856.0,"['108/1.0', '111/3.0', '113/2.0']","['P8', 'P-8']","[856.0, 884.0, 898.0]","[('5', '-2', '-2', '3')]","[28.0, 14.0]","['[Quintus]', '[Cantus I]', '[Quintus]']",FUGA,3.0,False
78,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,1051.0,"['132/2.5', '133/1.5', '133/2.5', '134/1.5']","['P-5', 'P-4', 'P8']","[1051.0, 1057.0, 1059.0, 1065.0]","[('5', '-2', '2', '2')]","[6.0, 2.0, 6.0]","['[Cantus I]', '[Cantus II]', '[Quintus]', '[Cantus I]']",ID,4.0,False
79,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,1106.0,"['139/2.0', '140/2.0', '140/4.0', '141/2.0']","['M-2', 'P5', 'P-8']","[1106.0, 1114.0, 1118.0, 1122.0]","[('2', '2', '2', '2')]","[8.0, 4.0, 4.0]","['[Cantus I]', '[Cantus II]', '[Cantus I]', '[Quintus]']",FUGA,4.0,False
80,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,1126.0,"['141/4.0', '143/2.0', '146/2.0']","['P5', 'P-4']","[1126.0, 1138.0, 1162.0]","[('2', '2', '2', '-2')]","[12.0, 24.0]","['[Cantus II]', '[Cantus I]', '[Cantus I]']",FUGA,3.0,False
81,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,1146.0,"['144/2.0', '146/4.5']",['M-2'],"[1146.0, 1167.0]","[('2', '2', '-2', '-2')]",[21.0],"['[Cantus II]', '[Cantus II]']",FUGA,2.0,False
82,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,1263.0,"['158/4.5', '159/2.5']",['P-5'],"[1263.0, 1267.0]","[('2', '-2', '-2', '2')]",[4.0],"['[Cantus I]', '[Cantus II]']",FUGA,2.0,False
83,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,1284.0,"['161/3.0', '161/4.0', '163/2.0']","['P5', 'P-5']","[1284.0, 1286.0, 1298.0]","[('-2', '-3', '3', '-2')]","[2.0, 12.0]","['[Cantus II]', '[Quintus]', '[Quintus]']",FUGA,3.0,False
84,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,1288.0,"['162/1.0', '163/4.0', '164/2.0']","['P1', 'P-5']","[1288.0, 1302.0, 1306.0]","[('-2', '-3', '2', '-2')]","[14.0, 4.0]","['[Cantus I]', '[Cantus I]', '[Cantus II]']",FUGA,3.0,False
85,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,1358.0,"['170/4.0', '171/3.5']",['P-4'],"[1358.0, 1365.0]","[('-4', '3', '-4', '2')]",[7.0],"['[Cantus II]', '[Quintus]']",FUGA,2.0,False
86,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,1518.0,"['190/4.0', '197/4.0']",['P12'],"[1518.0, 1574.0]","[('5', '-2', '2', '2')]",[56.0],"['[Bassus]', '[Cantus I]']",FUGA,2.0,False
87,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,1602.0,"['201/2.0', '203/1.5']",['P-12'],"[1602.0, 1617.0]","[('-3', '2', '2', '2')]",[15.0],"['[Cantus I]', '[Bassus]']",FUGA,2.0,False
88,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,1615.0,"['202/4.5', '207/1.5']",['P1'],"[1615.0, 1649.0]","[('2', '-2', '-2', '-2')]",[34.0],"['[Altus]', '[Altus]']",FUGA,2.0,False
89,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,1660.0,"['208/3.0', '208/3.5']",['M-3'],"[1660.0, 1661.0]","[('-2', '-2', '-2', '2')]",[1.0],"['[Cantus II]', '[Quintus]']",FUGA,2.0,False
90,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,1670.0,"['209/4.0', '210/1.0', '210/4.0']","['P5', 'P-12']","[1670.0, 1672.0, 1678.0]","[('-2', '-3', '2', '2')]","[2.0, 6.0]","['[Cantus II]', '[Cantus I]', '[Quintus]']",FUGA,3.0,False
91,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,1730.0,"['217/2.0', '217/4.0']",['P-12'],"[1730.0, 1734.0]","[('5', '2', '-2', '-2')]",[4.0],"['[Cantus I]', '[Bassus]']",FUGA,2.0,False
92,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,1824.0,"['227/2.0', '228/2.0']",['P5'],"[1824.0, 1836.0]","[('2', '2', '-2', '-2')]",[12.0],"['[Altus]', '[Cantus I]']",FUGA,2.0,False
93,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,1918.0,"['235/2.0', '236/2.0', '237/2.0', '238/2.0']","['P-5', 'P12', 'P-12']","[1918.0, 1926.0, 1934.0, 1942.0]","[('-3', '2', '3', '-2')]","[8.0, 8.0, 8.0]","['[Quintus]', '[Bassus]', '[Cantus I]', '[Bassus]']",PEN,4.0,False
94,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,1926.0,"['236/2.0', '238/2.0', '242/4.0']","['P1', 'P8']","[1926.0, 1942.0, 1978.0]","[('2', '-3', '3', '-2')]","[16.0, 36.0]","['[Altus]', '[Altus]', '[Cantus II]']",FUGA,3.0,False
95,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,1965.0,"['241/1.5', '246/1.0']",['M-9'],"[1965.0, 2004.0]","[('2', '2', '-3', '2')]",[39.0],"['[Cantus II]', '[Bassus]']",FUGA,2.0,False
96,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,1988.0,"['244/1.0', '245/1.0', '253/1.0']","['P8', 'P1']","[1988.0, 1996.0, 2060.0]","[('2', '2', '-2', '-2')]","[8.0, 64.0]","['[Altus]', '[Cantus I]', '[Cantus I]']",FUGA,3.0,False
97,,,Annibale Padovano,Missa Alla dolc'ombra: Credo,2044.0,"['251/1.0', '255/3.0']",['P4'],"[2044.0, 2080.0]","[('-4', '2', '2', '-4')]",[36.0],"['[Bassus]', '[Altus]']",FUGA,2.0,False
