,Validation,Comments,Composer,Title,First_Offset,Measures_Beats,Melodic_Entry_Intervals,Offsets,Soggetti,Time_Entry_Intervals,Voices,Presentation_Type,Number_Entries,Flexed_Entries
0,,,Cipriano de Rore,Alla dolc'ombra,2.0,"['1/2.0', '2/4.0']",['P8'],"[2.0, 14.0]","[('3', '2', '2', '2')]",[12.0],"['Tenore', 'Canto']",FUGA,2.0,False
1,,,Cipriano de Rore,Alla dolc'ombra,50.0,"['7/2.0', '7/4.5']",['P8'],"[50.0, 55.0]","[('-2', '-2', '-2', '-2')]",[5.0],"['Basso', 'Canto']",FUGA,2.0,False
2,,,Cipriano de Rore,Alla dolc'ombra,159.0,"['20/4.5', '21/3.0']",['M-2'],"[159.0, 164.0]","[('-3', '2', '2', '2')]",[5.0],"['Alto', 'Tenore']",FUGA,2.0,False
3,,,Cipriano de Rore,Alla dolc'ombra,174.0,"['22/4.0', '30/2.0']",['P12'],"[174.0, 234.0]","[('2', '3', '-3', '-3')]",[60.0],"['Basso', 'Canto']",FUGA,2.0,False
4,,,Cipriano de Rore,Alla dolc'ombra,186.0,"['24/2.0', '25/2.0', '27/2.0', '31/2.0', '33/2.0']","['P-8', 'P-5', 'P5', 'P-5']","[186.0, 194.0, 210.0, 242.0, 258.0]","[('3', '3', '-3', '-3')]","[8.0, 16.0, 32.0, 16.0]","['Canto', 'Tenore', 'Basso', 'Tenore', 'Basso']",FUGA,5.0,False
5,,,Cipriano de Rore,Alla dolc'ombra,214.0,"['27/4.0', '33/4.0']",['P1'],"[214.0, 262.0]","[('2', '3', '-2', '3')]",[48.0],"['Alto', 'Alto']",FUGA,2.0,False
6,,,Cipriano de Rore,Alla dolc'ombra,218.0,"['28/2.0', '34/2.0']",['P1'],"[218.0, 266.0]","[('-2', '4', '-5', '2')]",[48.0],"['Canto', 'Canto']",FUGA,2.0,False
7,,,Cipriano de Rore,Alla dolc'ombra,298.0,"['38/2.0', '40/4.0']",['P-5'],"[298.0, 318.0]","[('-2', '-2', '3', '4')]",[20.0],"['Tenore', 'Basso']",FUGA,2.0,False
8,,,Cipriano de Rore,Alla dolc'ombra,354.0,"['45/2.0', '46/3.0']","['M-3', 'P12']","[354.0, 354.0, 364.0]","[('2', '-2', '-2', '-2')]","[0.0, 10.0]","['Tenore', 'Basso', 'Canto']",FUGA,3.0,False
9,,,Cipriano de Rore,Alla dolc'ombra,422.0,"['53/4.0', '54/2.0']",['P5'],"[422.0, 426.0]","[('3', '-2', '3', '-4')]",[4.0],"['Alto', 'Canto']",FUGA,2.0,False
