,CadType,Evaded,LeadingTones,Low,RelLow,Tone,RelTone,TSig,Measure,Beat,Progress,SinceLast,ToNext,Composer,Title
182,Clausula Vera,False,0.0,D3,-P4,D,-P4,4/2,96,1.0,0.5363128491620112,16.0,28.0,Mathieu Sohier,Missa Vidi speciosam: Credo
183,Authentic,False,0.0,D3,-P4,D,-P4,4/2,99,3.0,0.5558659217877095,28.0,20.0,Mathieu Sohier,Missa Vidi speciosam: Credo
184,Authentic,False,1.0,G3,P1,G,P1,4/2,102,1.0,0.5698324022346368,20.0,32.0,Mathieu Sohier,Missa Vidi speciosam: Credo
185,Clausula Vera,False,1.0,F3,-M2,D,-P4,4/2,106,1.0,0.5921787709497207,32.0,8.0,Mathieu Sohier,Missa Vidi speciosam: Credo
186,Clausula Vera,False,0.0,D3,-P4,D,-P4,4/2,107,1.0,0.5977653631284916,8.0,20.0,Mathieu Sohier,Missa Vidi speciosam: Credo
187,Clausula Vera,False,1.0,B-3,m3,D,-P4,4/2,109,3.0,0.611731843575419,20.0,52.0,Mathieu Sohier,Missa Vidi speciosam: Credo
188,Clausula Vera,False,1.0,G3,P1,G,P1,4/2,116,1.0,0.6480446927374302,52.0,48.0,Mathieu Sohier,Missa Vidi speciosam: Credo
189,,,,C4,P4,D,-P4,4/2,122,1.0,0.6815642458100558,48.0,4.0,Mathieu Sohier,Missa Vidi speciosam: Credo
190,,,,A3,M2,,,4/2,122,3.0,0.6843575418994413,4.0,20.0,Mathieu Sohier,Missa Vidi speciosam: Credo
191,,,,A3,M2,,,4/2,125,1.0,0.6983240223463687,20.0,8.0,Mathieu Sohier,Missa Vidi speciosam: Credo
192,Clausula Vera,True,-1.0,A3,M2,,,4/2,126,1.0,0.7039106145251397,8.0,32.0,Mathieu Sohier,Missa Vidi speciosam: Credo
193,Authentic,False,1.0,D3,-P4,D,-P4,4/2,130,1.0,0.7262569832402235,32.0,14.0,Mathieu Sohier,Missa Vidi speciosam: Credo
194,Authentic,True,-1.0,F3,-M2,,,4/2,131,4.0,0.7360335195530726,14.0,6.0,Mathieu Sohier,Missa Vidi speciosam: Credo
195,Clausula Vera,False,1.0,F3,-M2,F,-M2,4/2,132,3.0,0.7402234636871509,6.0,20.0,Mathieu Sohier,Missa Vidi speciosam: Credo
196,Clausula Vera,False,0.0,G3,P1,G,P1,4/2,135,1.0,0.7541899441340782,20.0,12.0,Mathieu Sohier,Missa Vidi speciosam: Credo
197,Clausula Vera,False,0.0,G3,P1,D,-P4,4/2,136,3.0,0.7625698324022346,12.0,80.0,Mathieu Sohier,Missa Vidi speciosam: Credo
198,Clausula Vera,False,0.0,C4,P4,C,-P5,4/2,146,3.0,0.8184357541899442,80.0,40.0,Mathieu Sohier,Missa Vidi speciosam: Credo
199,Clausula Vera,False,1.0,D3,-P4,D,-P4,4/2,151,3.0,0.8463687150837989,40.0,48.0,Mathieu Sohier,Missa Vidi speciosam: Credo
200,Clausula Vera,False,0.0,G3,P1,G,P1,4/2,157,3.0,0.8798882681564246,48.0,24.0,Mathieu Sohier,Missa Vidi speciosam: Credo
201,Clausula Vera,False,0.0,D3,-P4,D,-P4,4/2,160,3.0,0.8966480446927374,24.0,20.0,Mathieu Sohier,Missa Vidi speciosam: Credo
202,Clausula Vera,False,1.0,C4,P4,C,-P5,4/2,163,1.0,0.9106145251396648,20.0,76.0,Mathieu Sohier,Missa Vidi speciosam: Credo
203,Clausula Vera,False,1.0,D3,-P4,D,-P4,4/2,172,3.0,0.9636871508379888,76.0,16.0,Mathieu Sohier,Missa Vidi speciosam: Credo
204,Clausula Vera,True,1.0,G3,P1,G,P1,4/2,174,3.0,0.9748603351955307,16.0,28.0,Mathieu Sohier,Missa Vidi speciosam: Credo
205,Authentic,False,1.0,G3,P1,G,P1,4/2,178,1.0,0.994413407821229,28.0,24.0,Mathieu Sohier,Missa Vidi speciosam: Credo
206,Clausula Vera,False,1.0,D3,-P4,D,-P4,4/2,6,3.0,0.05188679245283019,44.0,12.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
207,,,,G3,P1,G,P1,4/2,8,1.0,0.0660377358490566,12.0,4.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
208,Clausula Vera,False,0.0,F3,-M2,D,-P4,4/2,8,3.0,0.07075471698113207,4.0,8.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
209,,,,G3,P1,G,P1,4/2,9,3.0,0.08018867924528301,8.0,60.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
210,Clausula Vera,False,1.0,D3,-P4,D,-P4,4/2,17,1.0,0.1509433962264151,60.0,16.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
211,Clausula Vera,False,0.0,B-3,m3,D,-P4,4/2,19,1.0,0.16981132075471697,16.0,12.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
212,Phrygian,False,1.0,A3,M2,A,M2,4/2,20,3.0,0.18396226415094338,12.0,4.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
213,Clausula Vera,False,0.0,C4,P4,D,-P4,4/2,21,1.0,0.18867924528301888,4.0,30.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
214,,,,D3,-P4,,,4/2,24,4.0,0.2240566037735849,30.0,2.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
215,Authentic,False,1.0,G3,P1,G,P1,8/2,25,1.0,0.22641509433962265,2.0,68.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
216,Clausula Vera,False,1.0,G4,P8,G,P1,4/2,32,3.0,0.30660377358490565,68.0,80.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
217,Clausula Vera,False,1.0,G4,P8,G,P1,4/2,42,3.0,0.4009433962264151,80.0,28.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
218,Clausula Vera,False,1.0,G3,P1,G,P1,8/2,46,1.0,0.4339622641509434,28.0,76.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
219,Authentic,False,0.0,D3,-P4,D,-P4,4/2,54,3.0,0.5235849056603774,76.0,44.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
220,Authentic,True,1.0,B-3,m3,D,-P4,4/2,60,1.0,0.5754716981132075,44.0,60.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
221,Authentic,True,1.0,B-3,m3,D,-P4,4/2,67,3.0,0.6462264150943396,60.0,36.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
222,Authentic,False,1.0,G3,P1,G,P1,4/2,72,1.0,0.6886792452830188,36.0,48.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
223,Clausula Vera,True,-1.0,G3,P1,,,4/2,77,1.0,0.7452830188679245,48.0,68.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
224,Authentic,True,-1.0,B-3,m3,,,4/2,85,3.0,0.8254716981132075,68.0,16.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
225,Clausula Vera,False,0.0,E3,-m3,G,P1,4/2,87,3.0,0.8443396226415094,16.0,4.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
226,Clausula Vera,False,0.0,D3,-P4,D,-P4,4/2,88,1.0,0.8490566037735849,4.0,4.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
227,Altizans Only,False,0.0,C3,-P5,G,P1,4/2,88,3.0,0.8537735849056604,4.0,8.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
228,Clausula Vera,False,0.0,E4,M6,G,P1,4/2,89,3.0,0.8632075471698113,8.0,12.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
229,Clausula Vera,False,0.0,B-3,m3,D,-P4,4/2,91,1.0,0.8773584905660378,12.0,20.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
230,Phrygian,False,1.0,A3,M2,A,M2,4/2,93,3.0,0.9009433962264151,20.0,8.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
231,Clausula Vera,True,-1.0,D3,-P4,,,4/2,94,3.0,0.910377358490566,8.0,56.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
232,,,,E3,-m3,,,4/2,101,3.0,0.9764150943396226,56.0,20.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
233,Authentic,False,1.0,G3,P1,G,P1,8/2,104,1.0,1.0,20.0,16.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus
234,Clausula Vera,False,0.0,B-3,m6,D,-m6,4/2,6,1.0,0.06944444444444445,40.0,12.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei
235,Clausula Vera,False,0.0,G3,P4,G,-m3,4/2,7,3.0,0.09027777777777778,12.0,20.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei
236,Authentic,False,0.0,G3,P4,G,-m3,4/2,10,1.0,0.125,20.0,20.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei
237,,,,G3,P4,G,-m3,4/2,12,3.0,0.1597222222222222,20.0,34.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei
238,,,,F3,m3,,,4/2,16,4.0,0.21875,34.0,30.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei
239,,,,D3,P1,,,4/2,20,3.0,0.2708333333333333,30.0,36.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei
240,Clausula Vera,False,0.0,D3,P1,D,-m6,4/2,25,1.0,0.3333333333333333,36.0,24.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei
241,Clausula Vera,False,0.0,G3,P4,D,-m6,4/2,28,1.0,0.375,24.0,8.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei
242,Authentic,True,1.0,D3,P1,B-,P1,4/2,29,1.0,0.3888888888888889,8.0,16.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei
243,Clausula Vera,False,0.0,G3,P4,G,-m3,4/2,31,1.0,0.4166666666666667,16.0,80.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei
244,Clausula Vera,False,0.0,G3,P4,G,-m3,4/2,40,1.0,0.5555555555555556,80.0,48.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei
245,Authentic,False,0.0,C3,-M2,C,-m7,4/2,46,1.0,0.6388888888888888,48.0,40.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei
246,Clausula Vera,True,-1.0,D3,P1,,,4/2,51,1.0,0.7083333333333334,40.0,6.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei
247,Authentic,True,0.0,G3,P4,G,-m3,4/2,51,4.0,0.71875,6.0,34.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei
248,Phrygian,False,1.0,F3,m3,A,-m2,4/2,56,1.0,0.7777777777777778,34.0,5.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei
249,,,,F3,m3,,,4/2,56,3.5,0.7864583333333334,5.0,7.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei
250,Clausula Vera,True,-1.0,D3,P1,,,4/2,57,3.0,0.7986111111111112,7.0,12.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei
251,,,,B-3,m6,D,-m6,4/2,59,1.0,0.8194444444444444,12.0,24.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei
252,,,,F3,m3,,,4/2,62,1.0,0.8611111111111112,24.0,8.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei
253,Authentic,False,0.0,D3,P1,D,-m6,4/2,63,1.0,0.875,8.0,4.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei
254,,,,C4,m7,C,-m7,4/2,63,3.0,0.8819444444444444,4.0,16.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei
255,Authentic,True,-1.0,E3,M2,,,4/2,65,3.0,0.9097222222222222,16.0,28.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei
256,,,,G3,P4,G,-m3,4/2,69,1.0,0.9583333333333334,28.0,16.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei
257,Clausula Vera,True,1.0,D3,P1,B-,P1,4/2,71,1.0,0.9861111111111112,16.0,24.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei
258,Clausula Vera,True,-1.0,E-3,m7,,,4/2,3,3.0,0.08064516129032258,20.0,36.0,Nicolas De Marle,Missa O gente brunette: Kyrie
259,Authentic,False,1.0,F2,P1,F,P1,8/2,8,1.0,0.22580645161290322,36.0,44.0,Nicolas De Marle,Missa O gente brunette: Kyrie
260,Clausula Vera,True,1.0,C3,P5,C,-P4,4/2,12,3.0,0.4032258064516129,44.0,16.0,Nicolas De Marle,Missa O gente brunette: Kyrie
261,Authentic,False,1.0,C3,P5,C,-P4,4/2,14,3.0,0.46774193548387094,16.0,12.0,Nicolas De Marle,Missa O gente brunette: Kyrie
262,Authentic,False,1.0,F2,P1,F,P1,4/2,16,1.0,0.5161290322580645,12.0,60.0,Nicolas De Marle,Missa O gente brunette: Kyrie
263,Authentic,False,1.0,B-2,P4,B-,P4,4/2,22,3.0,0.7580645161290323,60.0,60.0,Nicolas De Marle,Missa O gente brunette: Kyrie
264,Authentic,False,1.0,F2,P1,F,P1,8/2,30,1.0,1.0,60.0,16.0,Nicolas De Marle,Missa O gente brunette: Kyrie
265,Authentic,False,1.0,F2,P1,F,P1,4/2,6,1.0,0.07575757575757576,40.0,80.0,Nicolas De Marle,Missa O gente brunette: Gloria
266,Clausula Vera,True,1.0,F2,P1,F,P1,4/2,16,1.0,0.22727272727272727,80.0,20.0,Nicolas De Marle,Missa O gente brunette: Gloria
267,Authentic,False,1.0,A2,M3,F,P1,4/2,18,3.0,0.26515151515151514,20.0,8.0,Nicolas De Marle,Missa O gente brunette: Gloria
268,Clausula Vera,False,1.0,F2,P1,F,P1,4/2,19,3.0,0.2803030303030303,8.0,112.0,Nicolas De Marle,Missa O gente brunette: Gloria
269,Clausula Vera,False,1.0,C3,P5,C,-P4,4/2,33,3.0,0.49242424242424243,112.0,12.0,Nicolas De Marle,Missa O gente brunette: Gloria
270,Clausula Vera,False,1.0,F2,P1,C,-P4,4/2,35,1.0,0.5151515151515151,12.0,28.0,Nicolas De Marle,Missa O gente brunette: Gloria
271,Phrygian,False,1.0,F3,P8,A,M3,4/2,38,3.0,0.5681818181818182,28.0,64.0,Nicolas De Marle,Missa O gente brunette: Gloria
272,Authentic,False,1.0,F2,P1,F,P1,4/2,46,3.0,0.6893939393939394,64.0,44.0,Nicolas De Marle,Missa O gente brunette: Gloria
273,Clausula Vera,False,0.0,C3,P5,C,-P4,4/2,52,1.0,0.7727272727272727,44.0,96.0,Nicolas De Marle,Missa O gente brunette: Gloria
274,Clausula Vera,False,1.0,F2,P1,F,P1,4/2,64,1.0,0.9545454545454546,96.0,8.0,Nicolas De Marle,Missa O gente brunette: Gloria
275,Clausula Vera,True,1.0,F3,P8,F,P1,4/2,65,1.0,0.9696969696969697,8.0,16.0,Nicolas De Marle,Missa O gente brunette: Gloria
276,Authentic,False,1.0,F2,P1,F,P1,8/2,67,1.0,1.0,16.0,16.0,Nicolas De Marle,Missa O gente brunette: Gloria
277,,,,F2,P1,A,M3,4/2,14,3.0,0.1,108.0,44.0,Nicolas De Marle,Missa O gente brunette: Credo
278,Authentic,False,1.0,F2,P1,F,P1,4/2,20,1.0,0.14074074074074075,44.0,32.0,Nicolas De Marle,Missa O gente brunette: Credo
279,Clausula Vera,False,1.0,F3,P8,F,P1,4/2,24,1.0,0.17037037037037037,32.0,48.0,Nicolas De Marle,Missa O gente brunette: Credo
280,Clausula Vera,True,1.0,C3,P5,C,-P4,4/2,30,1.0,0.21481481481481482,48.0,48.0,Nicolas De Marle,Missa O gente brunette: Credo
281,Authentic,False,0.0,D3,M6,D,-m3,4/2,36,1.0,0.25925925925925924,48.0,12.0,Nicolas De Marle,Missa O gente brunette: Credo
282,Clausula Vera,False,1.0,F2,P1,F,P1,4/2,37,3.0,0.27037037037037037,12.0,56.0,Nicolas De Marle,Missa O gente brunette: Credo
283,Clausula Vera,True,-1.0,D3,M6,,,4/2,44,3.0,0.32222222222222224,56.0,2.0,Nicolas De Marle,Missa O gente brunette: Credo
284,,,,C3,P5,,,4/2,44,4.0,0.32407407407407407,2.0,26.0,Nicolas De Marle,Missa O gente brunette: Credo
285,Clausula Vera,True,1.0,F2,P1,F,P1,4/2,48,1.0,0.34814814814814815,26.0,20.0,Nicolas De Marle,Missa O gente brunette: Credo
286,Clausula Vera,False,1.0,F2,P1,F,P1,4/2,50,3.0,0.36666666666666664,20.0,20.0,Nicolas De Marle,Missa O gente brunette: Credo
287,Clausula Vera,False,1.0,F2,P1,F,P1,4/2,53,1.0,0.3851851851851852,20.0,112.0,Nicolas De Marle,Missa O gente brunette: Credo
288,Phrygian,False,1.0,A3,M10,A,M3,4/2,67,1.0,0.4888888888888889,112.0,48.0,Nicolas De Marle,Missa O gente brunette: Credo
289,Authentic,False,1.0,F2,P1,F,P1,4/2,73,1.0,0.5333333333333333,48.0,88.0,Nicolas De Marle,Missa O gente brunette: Credo
290,Clausula Vera,False,1.0,F2,P1,F,P1,4/2,84,1.0,0.6148148148148148,88.0,40.0,Nicolas De Marle,Missa O gente brunette: Credo
291,Authentic,True,1.0,A2,M3,F,P1,4/2,89,1.0,0.6518518518518519,40.0,8.0,Nicolas De Marle,Missa O gente brunette: Credo
292,Clausula Vera,False,1.0,F2,P1,F,P1,4/2,90,1.0,0.6592592592592592,8.0,24.0,Nicolas De Marle,Missa O gente brunette: Credo
293,Clausula Vera,False,1.0,F2,P1,F,P1,4/2,93,1.0,0.6814814814814815,24.0,68.0,Nicolas De Marle,Missa O gente brunette: Credo
294,Clausula Vera,False,0.0,C3,P5,C,-P4,4/2,101,3.0,0.7444444444444445,68.0,12.0,Nicolas De Marle,Missa O gente brunette: Credo
295,Clausula Vera,True,1.0,C3,P5,C,-P4,4/2,103,1.0,0.7555555555555555,12.0,16.0,Nicolas De Marle,Missa O gente brunette: Credo
296,Authentic,False,1.0,C3,P5,C,-P4,4/2,105,1.0,0.7703703703703704,16.0,16.0,Nicolas De Marle,Missa O gente brunette: Credo
297,Authentic,False,1.0,C3,P5,C,-P4,4/2,107,1.0,0.7851851851851852,16.0,10.0,Nicolas De Marle,Missa O gente brunette: Credo
298,Clausula Vera,True,-1.0,G2,M2,,,4/2,108,2.0,0.7944444444444444,10.0,18.0,Nicolas De Marle,Missa O gente brunette: Credo
299,Authentic,True,1.0,F3,P8,F,P1,4/2,110,3.0,0.8111111111111111,18.0,48.0,Nicolas De Marle,Missa O gente brunette: Credo
300,Clausula Vera,False,1.0,A3,M10,C,-P4,4/2,116,3.0,0.8555555555555555,48.0,56.0,Nicolas De Marle,Missa O gente brunette: Credo
301,Clausula Vera,True,1.0,D3,M6,F,P1,4/2,123,3.0,0.9074074074074074,56.0,8.0,Nicolas De Marle,Missa O gente brunette: Credo
302,Clausula Vera,True,1.0,B-2,P4,D,-m3,4/2,124,3.0,0.9148148148148149,8.0,52.0,Nicolas De Marle,Missa O gente brunette: Credo
303,Clausula Vera,False,0.0,C3,P5,C,-P4,4/2,131,1.0,0.9629629629629629,52.0,15.0,Nicolas De Marle,Missa O gente brunette: Credo
304,Clausula Vera,True,-1.0,G2,M2,,,4/2,132,4.5,0.9768518518518519,15.0,2.0,Nicolas De Marle,Missa O gente brunette: Credo
305,Clausula Vera,True,-1.0,F2,P1,,,4/2,133,1.5,0.9787037037037037,2.0,23.0,Nicolas De Marle,Missa O gente brunette: Credo
306,Authentic,False,1.0,F2,P1,F,P1,8/2,136,1.0,1.0,23.0,16.0,Nicolas De Marle,Missa O gente brunette: Credo
307,Phrygian,False,1.0,F3,P8,A,M3,4/2,6,1.0,0.056818181818181816,40.0,12.0,Nicolas De Marle,Missa O gente brunette: Sanctus
308,Clausula Vera,False,0.0,C3,P5,C,-P4,4/2,7,3.0,0.07386363636363637,12.0,88.0,Nicolas De Marle,Missa O gente brunette: Sanctus
309,Clausula Vera,True,1.0,C3,P5,C,-P4,4/2,18,3.0,0.19886363636363635,88.0,28.0,Nicolas De Marle,Missa O gente brunette: Sanctus
310,Authentic,False,1.0,F2,P1,F,P1,8/2,22,1.0,0.23863636363636365,28.0,80.0,Nicolas De Marle,Missa O gente brunette: Sanctus
311,Phrygian,False,1.0,A3,M10,A,M3,4/2,31,1.0,0.3522727272727273,80.0,36.0,Nicolas De Marle,Missa O gente brunette: Sanctus
312,Clausula Vera,False,1.0,C4,P12,C,-P4,4/2,35,3.0,0.4034090909090909,36.0,52.0,Nicolas De Marle,Missa O gente brunette: Sanctus
313,Clausula Vera,False,1.0,F3,P8,F,P1,8/2,42,1.0,0.4772727272727273,52.0,36.0,Nicolas De Marle,Missa O gente brunette: Sanctus
314,Clausula Vera,False,1.0,F2,P1,F,P1,4/2,45,3.0,0.5284090909090909,36.0,16.0,Nicolas De Marle,Missa O gente brunette: Sanctus
315,Clausula Vera,False,1.0,F2,P1,F,P1,4/2,47,3.0,0.5511363636363636,16.0,12.0,Nicolas De Marle,Missa O gente brunette: Sanctus
316,Clausula Vera,False,1.0,F3,P8,F,P1,4/2,49,1.0,0.5681818181818182,12.0,28.0,Nicolas De Marle,Missa O gente brunette: Sanctus
317,Clausula Vera,False,1.0,F2,P1,F,P1,4/2,52,3.0,0.6079545454545454,28.0,28.0,Nicolas De Marle,Missa O gente brunette: Sanctus
318,Authentic,False,1.0,F2,P1,F,P1,4/2,56,1.0,0.6477272727272727,28.0,84.0,Nicolas De Marle,Missa O gente brunette: Sanctus
319,Clausula Vera,False,1.0,C3,P5,C,-P4,4/2,65,3.0,0.7670454545454546,84.0,28.0,Nicolas De Marle,Missa O gente brunette: Sanctus
320,Clausula Vera,False,1.0,C3,P5,C,-P4,4/2,69,1.0,0.8068181818181818,28.0,80.0,Nicolas De Marle,Missa O gente brunette: Sanctus
321,Clausula Vera,False,1.0,C3,P5,C,-P4,4/2,79,1.0,0.9204545454545454,80.0,32.0,Nicolas De Marle,Missa O gente brunette: Sanctus
322,Clausula Vera,True,1.0,F3,P8,F,P1,4/2,83,1.0,0.9659090909090909,32.0,24.0,Nicolas De Marle,Missa O gente brunette: Sanctus
323,Authentic,False,1.0,F2,P1,F,P1,8/2,86,1.0,1.0,24.0,16.0,Nicolas De Marle,Missa O gente brunette: Sanctus
324,Clausula Vera,False,1.0,B-2,P4,F,P1,4/2,5,1.0,0.05555555555555555,32.0,20.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei
325,Clausula Vera,False,0.0,F2,P1,C,-P4,4/2,7,3.0,0.09027777777777778,20.0,8.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei
326,Clausula Vera,False,1.0,F3,P8,F,P1,4/2,8,3.0,0.10416666666666667,8.0,20.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei
327,Clausula Vera,True,-1.0,F3,P8,,,4/2,11,1.0,0.1388888888888889,20.0,24.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei
328,Clausula Vera,False,1.0,F3,P8,F,P1,4/2,14,1.0,0.18055555555555555,24.0,52.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei
329,,,,F2,P1,,,4/2,20,3.0,0.2708333333333333,52.0,8.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei
330,Clausula Vera,False,1.0,F2,P1,F,P1,4/2,21,3.0,0.2847222222222222,8.0,44.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei
331,Clausula Vera,False,1.0,F2,P1,F,P1,4/2,27,1.0,0.3611111111111111,44.0,56.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei
332,Authentic,False,1.0,F2,P1,F,P1,4/2,34,1.0,0.4583333333333333,56.0,24.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei
333,Clausula Vera,False,1.0,F2,P1,F,P1,4/2,37,1.0,0.5,24.0,16.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei
334,Clausula Vera,False,1.0,F2,P1,F,P1,4/2,39,1.0,0.5277777777777778,16.0,20.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei
335,Clausula Vera,False,1.0,C3,P5,C,-P4,4/2,41,3.0,0.5625,20.0,40.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei
336,Authentic,False,1.0,F2,P1,F,P1,4/2,46,3.0,0.6319444444444444,40.0,56.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei
337,Authentic,False,1.0,F3,P8,F,P1,4/2,53,3.0,0.7291666666666666,56.0,16.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei
338,Clausula Vera,True,1.0,F2,P1,F,P1,4/2,55,3.0,0.7569444444444444,16.0,22.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei
339,,,,G2,M2,,,4/2,58,2.0,0.7951388888888888,22.0,2.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei
340,,,,C3,P5,C,-P4,4/2,58,3.0,0.7986111111111112,2.0,12.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei
341,Phrygian,False,1.0,A3,M10,A,M3,4/2,60,1.0,0.8194444444444444,12.0,24.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei
342,Clausula Vera,False,1.0,F2,P1,F,P1,4/2,63,1.0,0.8611111111111112,24.0,23.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei
343,Clausula Vera,True,-1.0,G2,M2,,,4/2,65,4.5,0.9010416666666666,23.0,9.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei
344,Authentic,False,1.0,C3,P5,C,-P4,4/2,67,1.0,0.9166666666666666,9.0,24.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei
345,Authentic,False,1.0,F2,P1,F,P1,4/2,70,1.0,0.9583333333333334,24.0,152.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei
346,Authentic,False,1.0,D3,P1,D,P1,4/2,5,3.0,0.08333333333333333,36.0,12.0,Pierre Clereau,Missa Virginis Mariae: Kyrie
347,Authentic,True,1.0,A3,P5,C,-M2,4/2,7,1.0,0.1111111111111111,12.0,22.0,Pierre Clereau,Missa Virginis Mariae: Kyrie
348,Clausula Vera,True,-1.0,C3,-M2,,,4/2,9,4.0,0.16203703703703703,22.0,10.0,Pierre Clereau,Missa Virginis Mariae: Kyrie
349,Authentic,False,1.0,D3,P1,D,P1,4/2,11,1.0,0.18518518518518517,10.0,16.0,Pierre Clereau,Missa Virginis Mariae: Kyrie
350,Authentic,False,1.0,D3,P1,D,P1,8/2,13,1.0,0.2222222222222222,16.0,70.0,Pierre Clereau,Missa Virginis Mariae: Kyrie
351,Authentic,True,0.0,E3,M2,E,M2,4/2,20,4.0,0.38425925925925924,70.0,74.0,Pierre Clereau,Missa Virginis Mariae: Kyrie
352,Authentic,False,0.0,A2,-P4,A,P5,4/2,30,1.0,0.5555555555555556,74.0,10.0,Pierre Clereau,Missa Virginis Mariae: Kyrie
353,,,,C3,-M2,,,4/2,31,2.0,0.5787037037037037,10.0,94.0,Pierre Clereau,Missa Virginis Mariae: Kyrie
354,Clausula Vera,False,0.0,A2,-P4,A,P5,4/2,42,1.0,0.7962962962962963,94.0,31.0,Pierre Clereau,Missa Virginis Mariae: Kyrie
355,Clausula Vera,True,-1.0,D3,P1,,,4/2,45,4.5,0.8680555555555556,31.0,8.0,Pierre Clereau,Missa Virginis Mariae: Kyrie
356,,,,C3,-M2,,,4/2,46,4.5,0.8865740740740741,8.0,17.0,Pierre Clereau,Missa Virginis Mariae: Kyrie
357,Authentic,False,1.0,D3,P1,D,P1,4/2,49,1.0,0.9259259259259259,17.0,36.0,Pierre Clereau,Missa Virginis Mariae: Kyrie
358,Authentic,False,0.0,G3,P1,G,P1,4/2,7,1.0,0.02702702702702703,48.0,56.0,Pierre Clereau,Missa Virginis Mariae: Gloria
359,Authentic,False,1.0,G3,P1,G,P1,4/2,14,1.0,0.05855855855855856,56.0,48.0,Pierre Clereau,Missa Virginis Mariae: Gloria
