,Validation,Comments,Composer,Title,First_Offset,Measures_Beats,Melodic_Entry_Intervals,Offsets,Soggetti,Time_Entry_Intervals,Voices,Presentation_Type,Number_Entries,Flexed_Entries
13,,,Pere Riquet,Missa Susanne un jour: Gloria,490.0,"['62/2.0', '63/2.0', '65/2.0']","['P5', 'm7']","[490.0, 498.0, 514.0]","[('3', '2', '2', '-3')]","[8.0, 16.0]","['[Bassus]', '[Tenor]', '[Superius]']",FUGA,3.0,False
14,,,Pere Riquet,Missa Susanne un jour: Gloria,522.0,"['66/2.0', '67/4.0']",['P1'],"[522.0, 534.0]","[('3', '2', '2', '-5')]",[12.0],"['[Bassus]', '[Tenor]']",FUGA,2.0,False
15,,,Pere Riquet,Missa Susanne un jour: Gloria,592.0,"['75/1.0', '75/3.0']",['P5'],"[592.0, 596.0]","[('3', '-2', '2', '2')]",[4.0],"['[Tenor]', '[Altus]']",FUGA,2.0,False
16,,,Pere Riquet,Missa Susanne un jour: Gloria,670.0,"['84/4.0', '86/2.0', '87/2.0']","['m10', 'M3']","[670.0, 682.0, 690.0]","[('-3', '2', '-3', '2')]","[12.0, 8.0]","['[Bassus]', '[Altus]', '[Superius]']",FUGA,3.0,False
17,,,Pere Riquet,Missa Susanne un jour: Gloria,714.0,"['90/2.0', '90/4.0', '93/2.0', '93/4.0']","['P5', 'P4', 'P5']","[714.0, 718.0, 738.0, 742.0]","[('-2', '2', '2', '2')]","[4.0, 20.0, 4.0]","['[Bassus]', '[Tenor]', '[Altus]', '[Superius]']",ID,4.0,False
18,,,Pere Riquet,Missa Susanne un jour: Gloria,796.0,"['100/3.0', '107/4.0']",['P-4'],"[796.0, 854.0]","[('-2', '-3', '2', '-2')]",[58.0],"['[Bassus]', '[Bassus]']",FUGA,2.0,False
19,,,Pere Riquet,Missa Susanne un jour: Credo,0.0,"['1/1.0', '4/3.0', '9/2.0']","['P-8', 'P-4']","[0.0, 28.0, 66.0]","[('3', '2', '2', '-2')]","[28.0, 38.0]","['[Superius]', '[Tenor]', '[Bassus]']",FUGA,3.0,False
20,,,Pere Riquet,Missa Susanne un jour: Credo,110.0,"['14/4.0', '15/4.0', '17/4.0', '19/2.0']","['P1', 'M-9', 'P5']","[110.0, 118.0, 134.0, 146.0]","[('-2', '-2', '-2', '-2')]","[8.0, 16.0, 12.0]","['[Altus]', '[Tenor]', '[Bassus]', '[Tenor]']",FUGA,4.0,False
21,,,Pere Riquet,Missa Susanne un jour: Credo,242.0,"['31/2.0', '31/4.0', '33/2.0', '34/4.0', '35/2.0']","['P5', 'P-8', 'P-5', 'P12']","[242.0, 246.0, 258.0, 270.0, 274.0]","[('-2', '2', '2', '2')]","[4.0, 12.0, 12.0, 4.0]","['[Altus]', '[Superius]', '[Tenor]', '[Bassus]', '[Superius]']",FUGA,5.0,False
22,,,Pere Riquet,Missa Susanne un jour: Credo,298.0,"['38/2.0', '38/4.0', '39/2.0', '42/2.0']","['P4', 'M9', 'P-8']","[298.0, 302.0, 306.0, 330.0]","[('-3', '2', '-3', '2')]","[4.0, 4.0, 24.0]","['[Bassus]', '[Tenor]', '[Superius]', '[Bassus]']",FUGA,4.0,False
23,,,Pere Riquet,Missa Susanne un jour: Credo,330.0,"['42/2.0', '44/2.0']",['M6'],"[330.0, 346.0]","[('-3', '2', '-3', '4')]",[16.0],"['[Altus]', '[Superius]']",FUGA,2.0,False
24,,,Pere Riquet,Missa Susanne un jour: Credo,374.0,"['47/4.0', '53/4.0']",['P-4'],"[374.0, 422.0]","[('-2', '-3', '2', '-2')]",[48.0],"['[Bassus]', '[Bassus]']",FUGA,2.0,False
25,,,Pere Riquet,Missa Susanne un jour: Credo,486.0,"['61/4.0', '64/4.0']",['P8'],"[486.0, 510.0]","[('-2', '2', '2', '2')]",[24.0],"['[Bassus]', '[Tenor]']",FUGA,2.0,False
26,,,Pere Riquet,Missa Susanne un jour: Credo,566.0,"['71/4.0', '74/2.0']","['m7', 'm-3']","[566.0, 586.0, 586.0]","[('3', '2', '2', '2')]","[20.0, 0.0]","['[Tenor]', '[Superius]', '[Altus]']",FUGA,3.0,False
27,,,Pere Riquet,Missa Susanne un jour: Credo,608.0,"['77/1.0', '77/2.0', '80/2.0', '80/4.0']","['P5', 'P-4', 'P-5']","[608.0, 610.0, 634.0, 638.0]","[('4', '-3', '-3', '4')]","[2.0, 24.0, 4.0]","['[Bassus]', '[Tenor]', '[Tenor]', '[Bassus]']",FUGA,4.0,False
28,,,Pere Riquet,Missa Susanne un jour: Credo,774.0,"['97/4.0', '98/4.0', '99/4.0', '102/2.0']","['P8', 'P-12', 'P12']","[774.0, 782.0, 790.0, 810.0]","[('-2', '-2', '-2', '2')]","[8.0, 8.0, 20.0]","['[Tenor]', '[Superius]', '[Bassus]', '[Superius]']",FUGA,4.0,False
29,,,Pere Riquet,Missa Susanne un jour: Credo,882.0,"['111/2.0', '113/2.0', '118/4.0', '120/2.0']","['P-5', 'P4', 'P5']","[882.0, 898.0, 942.0, 954.0]","[('-2', '2', '-2', '-2')]","[16.0, 44.0, 12.0]","['[Superius]', '[Altus]', '[Altus]', '[Superius]']",FUGA,4.0,False
30,,,Pere Riquet,Missa Susanne un jour: Credo,986.0,"['124/2.0', '126/2.0']",['P-5'],"[986.0, 1002.0]","[('3', '2', '2', '-3')]",[16.0],"['[Altus]', '[Tenor]']",FUGA,2.0,False
31,,,Pere Riquet,Missa Susanne un jour: Credo,1130.0,"['142/2.0', '142/4.5', '143/2.5', '143/4.0']","['P1', 'P8', 'P-8']","[1130.0, 1135.0, 1139.0, 1142.0]","[('-2', '2', '3', '-2')]","[5.0, 4.0, 3.0]","['[Tenor]', '[Altus]', '[Superius]', '[Tenor]']",FUGA,4.0,False
32,,,Pere Riquet,Missa Susanne un jour: Credo,1154.0,"['145/2.0', '147/1.0']",['P-5'],"[1154.0, 1168.0]","[('3', '2', '2', '2')]",[14.0],"['[Altus]', '[Tenor]']",FUGA,2.0,False
33,,,Pere Riquet,Missa Susanne un jour: Credo,1206.0,"['151/4.0', '154/2.0']",['M-3'],"[1206.0, 1226.0]","[('-2', '-3', '2', '-3')]",[20.0],"['[Tenor]', '[Tenor]']",FUGA,2.0,False
34,,,Pere Riquet,Missa Susanne un jour: Credo,1286.0,"['161/4.0', '169/4.5']",['M3'],"[1286.0, 1351.0]","[('-2', '-2', '-2', '-2')]",[65.0],"['[Altus]', '[Superius]']",FUGA,2.0,False
35,,,Pere Riquet,Missa Susanne un jour: Credo,1326.0,"['166/4.0', '169/4.5']",['P1'],"[1326.0, 1351.0]","[('-2', '-2', '-2', '4')]",[25.0],"['[Altus]', '[Altus]']",FUGA,2.0,False
36,,,Pere Riquet,Missa Susanne un jour: Credo,1466.0,"['184/2.0', '184/4.0', '186/2.0', '192/4.0']","['P5', 'P4', 'M2']","[1466.0, 1470.0, 1482.0, 1534.0]","[('-2', '-3', '2', '2')]","[4.0, 12.0, 52.0]","['[Bassus]', '[Tenor]', '[Altus]', '[Altus]']",FUGA,4.0,False
37,,,Pere Riquet,Missa Susanne un jour: Credo,1506.0,"['189/2.0', '189/4.0']",['P5'],"[1506.0, 1510.0]","[('-2', '-3', '3', '-2')]",[4.0],"['[Bassus]', '[Tenor]']",FUGA,2.0,False
38,,,Pere Riquet,Missa Susanne un jour: Credo,1552.0,"['195/1.0', '198/2.0']",['P8'],"[1552.0, 1578.0]","[('2', '-2', '-2', '-2')]",[26.0],"['[Tenor]', '[Superius]']",FUGA,2.0,False
39,,,Pere Riquet,Missa Susanne un jour: Credo,1626.0,"['204/2.0', '205/2.0', '206/2.0', '211/2.0', '213/2.0', '216/2.0']","['P5', 'P-8', 'm6', 'M7', 'M-2']","[1626.0, 1634.0, 1642.0, 1682.0, 1698.0, 1722.0]","[('3', '2', '2', '2')]","[8.0, 8.0, 40.0, 16.0, 24.0]","['[Tenor]', '[Altus]', '[Bassus]', '[Tenor]', '[Superius]', '[Superius]']",FUGA,6.0,False
40,,,Pere Riquet,Missa Susanne un jour: Credo,1754.0,"['220/2.0', '220/4.0', '223/2.0']","['P5', 'P4']","[1754.0, 1758.0, 1778.0]","[('3', '-2', '2', '2')]","[4.0, 20.0]","['[Tenor]', '[Altus]', '[Superius]']",FUGA,3.0,False
41,,,Pere Riquet,Missa Susanne un jour: Credo,1794.0,"['225/2.0', '226/4.0', '228/2.0', '229/2.0', '231/2.0', '233/2.0']","['P8', 'P-12', 'P12', 'P-5', 'm7', 'm-10']","[1794.0, 1806.0, 1818.0, 1826.0, 1842.0, 1858.0, 1858.0]","[('-2', '-2', '-2', '2')]","[12.0, 12.0, 8.0, 16.0, 16.0, 0.0]","['[Tenor]', '[Superius]', '[Bassus]', '[Superius]', '[Altus]', '[Superius]', '[Bassus]']",FUGA,7.0,False
42,,,Pere Riquet,Missa Susanne un jour: Credo,1930.0,"['242/2.0', '244/4.0']",['P-5'],"[1930.0, 1950.0]","[('-2', '2', '2', '2')]",[20.0],"['[Tenor]', '[Bassus]']",FUGA,2.0,False
43,,,Pere Riquet,Missa Susanne un jour: Credo,1964.0,"['246/3.0', '252/2.0', '252/4.0', '255/2.0', '255/4.0', '256/2.0']","['P-8', 'P4', 'M2', 'P4', 'P-4']","[1964.0, 2010.0, 2014.0, 2034.0, 2038.0, 2042.0]","[('-2', '-2', '-2', '-2')]","[46.0, 4.0, 20.0, 4.0, 4.0]","['[Superius]', '[Bassus]', '[Altus]', '[Tenor]', '[Superius]', '[Altus]']",FUGA,6.0,False
44,,,Pere Riquet,Missa Susanne un jour: Sanctus,0.0,"['1/1.0', '3/1.0', '8/3.0']","['P-8', 'P1']","[0.0, 16.0, 60.0]","[('3', '2', '2', '-2')]","[16.0, 44.0]","['[Superius]', '[Tenor]', '[Bassus]']",FUGA,3.0,False
45,,,Pere Riquet,Missa Susanne un jour: Sanctus,4.0,"['1/3.0', '3/3.0', '11/3.0', '19/3.0']","['P-8', 'P5', 'P-5']","[4.0, 20.0, 84.0, 148.0]","[('2', '2', '-2', '-2')]","[16.0, 64.0, 64.0]","['[Altus]', '[Bassus]', '[Tenor]', '[Bassus]']",FUGA,4.0,False
46,,,Pere Riquet,Missa Susanne un jour: Sanctus,400.0,"['50/1.0', '52/1.0', '54/1.0', '58/1.0', '59/1.0', '60/1.0', '63/1.0', '65/1.0', '66/1.0']","['P-4', 'P8', 'P-5', 'P5', 'P1', 'P5', 'M-9', 'P5']","[400.0, 416.0, 440.0, 492.0, 508.0, 516.0, 548.0, 576.0, 588.0]","[('3', '-2', '2', '2')]","[16.0, 24.0, 52.0, 16.0, 8.0, 32.0, 28.0, 12.0]","['[Tenor]', '[Bassus]', '[Altus]', '[Bassus]', '[Altus]', '[Tenor]', '[Superius]', '[Tenor]', '[Altus]']",FUGA,9.0,False
47,,,Pere Riquet,Missa Susanne un jour: Sanctus,680.0,"['74/1.0', '76/1.0']",['P-8'],"[680.0, 708.0]","[('-2', '-2', '-2', '-2')]",[28.0],"['[Superius]', '[Tenor]']",FUGA,2.0,False
48,,,Pere Riquet,Missa Susanne un jour: Sanctus,760.0,['80/1.0'],['P1'],"[760.0, 760.0]","[('-3', '-2', '-2', '-2')]",[0.0],"['[Tenor]', '[Bassus]']",FUGA,2.0,False
49,,,Pere Riquet,Missa Susanne un jour: Sanctus,768.0,"['81/1.0', '82/1.0', '86/1.0', '90/1.0', '95/1.0']","['P1', 'P-4', 'P4', 'P1']","[768.0, 776.0, 808.0, 840.0, 880.0]","[('3', '2', '2', '2')]","[8.0, 32.0, 32.0, 40.0]","['[Altus]', '[Superius]', '[Bassus]', '[Altus]', '[Superius]']",FUGA,5.0,False
50,,,Pere Riquet,Missa Susanne un jour: Sanctus,798.0,"['84/2.0', '87/2.0']",['P1'],"[798.0, 818.0]","[('-2', '-2', '-2', '-2')]",[20.0],"['[Altus]', '[Superius]']",FUGA,2.0,False
51,,,Pere Riquet,Missa Susanne un jour: Sanctus,864.0,"['93/1.0', '97/2.0', '98/2.0', '100/2.0', '101/2.0', '103/2.0', '107/2.0']","['P5', 'P-5', 'P1', 'P5', 'P-5', 'P-4', 'P8', 'P1', 'P-5']","[864.0, 902.0, 902.0, 906.0, 922.0, 930.0, 930.0, 946.0, 978.0, 978.0]","[('-2', '2', '-2', '-2')]","[38.0, 0.0, 4.0, 16.0, 8.0, 0.0, 16.0, 32.0, 0.0]","['[Tenor]', '[Altus]', '[Bassus]', '[Tenor]', '[Superius]', '[Tenor]', '[Bassus]', '[Superius]', '[Superius]', '[Tenor]']",FUGA,10.0,False
52,,,Pere Riquet,Missa Susanne un jour: Agnus Dei,0.0,"['1/1.0', '5/3.0', '11/3.0']","['P-8', 'P8']","[0.0, 36.0, 84.0]","[('3', '2', '2', '3')]","[36.0, 48.0]","['[Superius]', '[Tenor]', '[Superius]']",FUGA,3.0,False
53,,,Pere Riquet,Missa Susanne un jour: Agnus Dei,38.0,"['5/4.0', '10/2.0', '15/4.0', '18/2.0', '20/1.0']","['P-8', 'P8', 'P-8', 'P12']","[38.0, 74.0, 118.0, 138.0, 152.0]","[('-2', '-2', '-2', '2')]","[36.0, 44.0, 20.0, 14.0]","['[Altus]', '[Bassus]', '[Altus]', '[Bassus]', '[Superius]']",FUGA,5.0,False
54,,,Pere Riquet,Missa Susanne un jour: Agnus Dei,170.0,"['22/2.0', '23/2.0', '24/2.0', '25/2.0', '26/2.0', '29/2.0', '31/4.0', '34/2.0']","['P-8', 'P12', 'P-8', 'P5', 'P-12', 'P8', 'P-5']","[170.0, 178.0, 186.0, 194.0, 202.0, 226.0, 246.0, 266.0]","[('-2', '2', '3', '-2')]","[8.0, 8.0, 8.0, 8.0, 24.0, 20.0, 20.0]","['[Altus]', '[Bassus]', '[Superius]', '[Tenor]', '[Altus]', '[Bassus]', '[Tenor]', '[Bassus]']",FUGA,8.0,False
55,,,Pere Riquet,Missa Susanne un jour: Agnus Dei,282.0,"['36/2.0', '37/4.0', '38/4.0', '42/2.0', '45/2.0', '49/1.0']","['P-5', 'P-5', 'P5', 'P-5', 'P15']","[282.0, 294.0, 302.0, 330.0, 354.0, 384.0]","[('-2', '-2', '-2', '-2')]","[12.0, 8.0, 28.0, 24.0, 30.0]","['[Altus]', '[Tenor]', '[Bassus]', '[Bassus]', '[Bassus]', '[Superius]']",FUGA,6.0,False
56,,,Pere Riquet,Missa Susanne un jour: Agnus Dei,286.0,"['36/4.0', '43/2.0']",['P1'],"[286.0, 338.0]","[('-2', '-2', '-2', '2')]",[52.0],"['[Superius]', '[Superius]']",FUGA,2.0,False
57,,,Pere Riquet,Missa Susanne un jour: Agnus Dei,310.0,"['39/4.0', '40/4.0']",['P1'],"[310.0, 318.0]","[('-2', '-2', '-2', '5')]",[8.0],"['[Altus]', '[Tenor]']",FUGA,2.0,False
