,Composer,Title,Measure,Beat,CadType,Tone,Evaded,LeadingTones,Low,RelLow,RelTone,Progress,SinceLast,ToNext,Validation,Comments
22,Cipriano de Rore,MIssa Praeter rerum: Kyrie,32,1.0,Clausula Vera,C,False,1.0,C4,P11,-P5,0.2743362831858407,56.0,368.0,,
23,Cipriano de Rore,MIssa Praeter rerum: Kyrie,73,1.0,Authentic,G,False,1.0,C3,P4,P1,0.6814159292035398,368.0,24.0,,
24,Cipriano de Rore,MIssa Praeter rerum: Kyrie,75,1.0,,B,,,B2,M3,M3,0.7079646017699115,24.0,8.0,,
25,Cipriano de Rore,MIssa Praeter rerum: Kyrie,75,3.0,Authentic,F,True,1.0,A2,M2,-M2,0.7168141592920354,8.0,124.0,,
26,Cipriano de Rore,MIssa Praeter rerum: Kyrie,86,1.0,Authentic,G,False,0.0,G2,P1,P1,0.8539823008849557,124.0,96.0,,
27,Cipriano de Rore,MIssa Praeter rerum: Kyrie,94,1.0,Authentic,G,False,1.0,G2,P1,P1,0.9601769911504425,96.0,24.0,,
28,Cipriano de Rore,MIssa Praeter rerum: Kyrie,96,1.0,,,,,D3,P5,,0.9867256637168141,24.0,2.0,,
29,Cipriano de Rore,MIssa Praeter rerum: Kyrie,96,1.5,Authentic,G,False,1.0,G2,P1,P1,0.9889380530973452,2.0,10.0,,
30,Cipriano de Rore,MIssa Praeter rerum: Kyrie,97,1.0,Clausula Vera,G,False,1.0,G2,P1,P1,1.0,10.0,24.0,,
31,Cipriano de Rore,MIssa Praeter rerum: Gloria,12,1.0,Authentic,G,False,1.0,G2,-m7,-M2,0.06832298136645963,88.0,104.0,,
32,Cipriano de Rore,MIssa Praeter rerum: Gloria,25,1.0,Clausula Vera,G,False,1.0,G2,-m7,-M2,0.14906832298136646,104.0,24.0,,
33,Cipriano de Rore,MIssa Praeter rerum: Gloria,28,1.0,Authentic,G,False,1.0,G2,-m7,-M2,0.16770186335403728,24.0,112.0,,
34,Cipriano de Rore,MIssa Praeter rerum: Gloria,42,1.0,,D,,,D3,-m3,-P5,0.2546583850931677,112.0,164.0,,
35,Cipriano de Rore,MIssa Praeter rerum: Gloria,62,3.0,Authentic,,True,-1.0,D3,-m3,,0.38198757763975155,164.0,116.0,,
36,Cipriano de Rore,MIssa Praeter rerum: Gloria,77,1.0,Clausula Vera,D,False,0.0,D3,-m3,-P5,0.4720496894409938,116.0,96.0,,
37,Cipriano de Rore,MIssa Praeter rerum: Gloria,89,1.0,Phrygian,A,False,1.0,F3,P1,P1,0.546583850931677,96.0,152.0,,
38,Cipriano de Rore,MIssa Praeter rerum: Gloria,108,1.0,Phrygian,D,False,1.0,D3,-m3,-P5,0.6645962732919255,152.0,16.0,,
39,Cipriano de Rore,MIssa Praeter rerum: Gloria,110,1.0,Clausula Vera,G,False,0.0,G2,-m7,-M2,0.6770186335403726,16.0,8.0,,
40,Cipriano de Rore,MIssa Praeter rerum: Gloria,111,1.0,Clausula Vera,G,False,0.0,G3,M2,-M2,0.6832298136645962,8.0,56.0,,
41,Cipriano de Rore,MIssa Praeter rerum: Gloria,118,1.0,Clausula Vera,G,False,1.0,G2,-m7,-M2,0.7267080745341615,56.0,32.0,,
42,Cipriano de Rore,MIssa Praeter rerum: Gloria,122,1.0,Authentic,G,False,1.0,G2,-m7,-M2,0.7515527950310559,32.0,116.0,,
43,Cipriano de Rore,MIssa Praeter rerum: Gloria,132,1.0,Clausula Vera,A,True,1.0,F3,P1,P1,0.8416149068322981,116.0,24.0,,
44,Cipriano de Rore,MIssa Praeter rerum: Gloria,134,1.0,,A,,,F3,P1,P1,0.860248447204969,24.0,196.0,,
45,Cipriano de Rore,MIssa Praeter rerum: Credo,9,2.0,Authentic,,True,-1.0,D3,P5,,0.03273809523809524,66.0,6.0,,
46,Cipriano de Rore,MIssa Praeter rerum: Credo,10,1.0,Phrygian,D,False,1.0,D3,P5,-P4,0.03571428571428571,6.0,168.0,,
47,Cipriano de Rore,MIssa Praeter rerum: Credo,31,1.0,,G,,,G3,P8,P1,0.11904761904761904,168.0,16.0,,
48,Cipriano de Rore,MIssa Praeter rerum: Credo,33,1.0,Authentic,G,False,1.0,G2,P1,P1,0.12698412698412698,16.0,32.0,,
49,Cipriano de Rore,MIssa Praeter rerum: Credo,37,1.0,,D,,,G3,P8,-P4,0.14285714285714285,32.0,24.0,,
50,Cipriano de Rore,MIssa Praeter rerum: Credo,40,1.0,Clausula Vera,G,False,1.0,G2,P1,P1,0.15476190476190477,24.0,308.0,,
51,Cipriano de Rore,MIssa Praeter rerum: Credo,78,3.0,,,,,D3,P5,,0.30753968253968256,308.0,132.0,,
52,Cipriano de Rore,MIssa Praeter rerum: Credo,95,1.0,Clausula Vera,G,False,1.0,G2,P1,P1,0.373015873015873,132.0,24.0,,
53,Cipriano de Rore,MIssa Praeter rerum: Credo,98,1.0,Authentic,G,False,1.0,G2,P1,P1,0.38492063492063494,24.0,40.0,,
54,Cipriano de Rore,MIssa Praeter rerum: Credo,103,1.0,Clausula Vera,C,True,1.0,C3,P4,-P5,0.40476190476190477,40.0,64.0,,
55,Cipriano de Rore,MIssa Praeter rerum: Credo,111,1.0,Phrygian,A,False,1.0,D3,P5,M2,0.4365079365079365,64.0,168.0,,
56,Cipriano de Rore,MIssa Praeter rerum: Credo,132,1.0,Clausula Vera,D,False,1.0,D4,P12,-P4,0.5198412698412699,168.0,40.0,,
57,Cipriano de Rore,MIssa Praeter rerum: Credo,137,1.0,Clausula Vera,G,False,1.0,G2,P1,P1,0.5396825396825397,40.0,22.0,,
58,Cipriano de Rore,MIssa Praeter rerum: Credo,139,4.0,Authentic,E-,False,1.0,E-3,m6,-M3,0.5505952380952381,22.0,121.0,,
59,Cipriano de Rore,MIssa Praeter rerum: Credo,154,4.5,Clausula Vera,G,False,1.0,D3,P5,P1,0.6106150793650794,121.0,153.0,,
60,Cipriano de Rore,MIssa Praeter rerum: Credo,174,1.0,Authentic,,True,-1.0,A2,M2,,0.6865079365079365,153.0,128.0,,
61,Cipriano de Rore,MIssa Praeter rerum: Credo,190,1.0,Authentic,G,False,1.0,G2,P1,P1,0.75,128.0,30.0,,
62,Cipriano de Rore,MIssa Praeter rerum: Credo,193,4.0,Authentic,,True,-1.0,G2,P1,,0.7648809523809523,30.0,14.0,,
63,Cipriano de Rore,MIssa Praeter rerum: Credo,195,3.0,Clausula Vera,F,True,1.0,F3,m7,-M2,0.7718253968253969,14.0,82.0,,
64,Cipriano de Rore,MIssa Praeter rerum: Credo,205,4.0,Phrygian,A,False,1.0,A2,M2,M2,0.8125,82.0,58.0,,
65,Cipriano de Rore,MIssa Praeter rerum: Credo,213,1.0,Authentic,,True,-1.0,A3,M9,,0.8412698412698413,58.0,56.0,,
66,Cipriano de Rore,MIssa Praeter rerum: Credo,220,1.0,Authentic,G,False,1.0,G2,P1,P1,0.8690476190476191,56.0,156.0,,
67,Cipriano de Rore,MIssa Praeter rerum: Credo,233,1.0,Clausula Vera,D,False,1.0,D3,P5,-P4,0.9464285714285714,156.0,32.0,,
68,Cipriano de Rore,MIssa Praeter rerum: Credo,235,3.0,,,,,G2,P1,,0.9623015873015873,32.0,24.0,,
69,Cipriano de Rore,MIssa Praeter rerum: Credo,237,3.0,,,,,F3,m7,,0.9742063492063492,24.0,12.0,,
70,Cipriano de Rore,MIssa Praeter rerum: Credo,238,3.0,Authentic,G,False,1.0,G2,P1,P1,0.9801587301587301,12.0,40.0,,
71,Cipriano de Rore,MIssa Praeter rerum: Credo,242,1.0,,,,,G2,P1,,1.0,40.0,24.0,,
72,Cipriano de Rore,MIssa Praeter rerum: Sanctus,15,3.0,,,,,G2,P1,,0.11885245901639344,116.0,52.0,,
73,Cipriano de Rore,MIssa Praeter rerum: Sanctus,22,1.0,Phrygian,A,False,1.0,D3,P5,M2,0.1721311475409836,52.0,264.0,,
74,Cipriano de Rore,MIssa Praeter rerum: Sanctus,55,1.0,Clausula Vera,G,False,1.0,G2,P1,P1,0.4426229508196721,264.0,124.0,,
75,Cipriano de Rore,MIssa Praeter rerum: Sanctus,65,3.0,,F#,,,A2,M2,-m2,0.569672131147541,124.0,12.0,,
76,Cipriano de Rore,MIssa Praeter rerum: Sanctus,66,3.0,,,,,D3,P5,,0.5819672131147541,12.0,16.0,,
77,Cipriano de Rore,MIssa Praeter rerum: Sanctus,68,1.0,Authentic,G,False,1.0,G2,P1,P1,0.5983606557377049,16.0,20.0,,
78,Cipriano de Rore,MIssa Praeter rerum: Sanctus,69,3.0,Authentic,G,False,1.0,G2,P1,P1,0.6188524590163934,20.0,76.0,,
79,Cipriano de Rore,MIssa Praeter rerum: Sanctus,76,1.0,,,,,F3,m7,,0.6967213114754098,76.0,12.0,,
80,Cipriano de Rore,MIssa Praeter rerum: Sanctus,77,1.0,Authentic,G,False,1.0,G2,P1,P1,0.7090163934426229,12.0,20.0,,
81,Cipriano de Rore,MIssa Praeter rerum: Sanctus,78,3.0,,,,,D3,P5,,0.7295081967213115,20.0,16.0,,
82,Cipriano de Rore,MIssa Praeter rerum: Sanctus,80,1.0,Authentic,G,False,1.0,G2,P1,P1,0.7459016393442623,16.0,264.0,,
83,Cipriano de Rore,MIssa Praeter rerum: Agnus dei,6,1.0,Plagal,D,False,1.0,G2,P1,-P4,0.1282051282051282,40.0,28.0,,
84,Cipriano de Rore,MIssa Praeter rerum: Agnus dei,9,3.0,Altizans Only,D,False,0.0,G2,P1,-P4,0.21794871794871795,28.0,28.0,,
85,Cipriano de Rore,MIssa Praeter rerum: Agnus dei,13,1.0,Phrygian,D,False,1.0,D3,P5,-P4,0.3076923076923077,28.0,20.0,,
86,Cipriano de Rore,MIssa Praeter rerum: Agnus dei,15,3.0,Authentic,B-,False,1.0,B-2,m3,m3,0.3717948717948718,20.0,20.0,,
87,Cipriano de Rore,MIssa Praeter rerum: Agnus dei,18,1.0,,G,,,G2,P1,P1,0.4358974358974359,20.0,192.0,,
