,Composer,Title,Measure,Beat,CadType,Tone,Evaded,LeadingTones,Low,RelLow,RelTone,Progress,SinceLast,ToNext,Validation,Comments
0,Cipriano de Rore,Alla dolc'ombra,7,2.0,Authentic,G,False,1.0,G3,-P5,P4,0.02783964365256125,50.0,10.0,,
1,Cipriano de Rore,Alla dolc'ombra,8,3.0,Authentic,A,False,0.0,A3,-P4,P5,0.0334075723830735,10.0,12.0,,
2,Cipriano de Rore,Alla dolc'ombra,10,1.0,Authentic,G,False,1.0,G3,-P5,P4,0.0400890868596882,12.0,32.0,,
3,Cipriano de Rore,Alla dolc'ombra,14,1.0,Authentic,D,False,1.0,D3,-P8,P1,0.05790645879732739,32.0,48.0,,
4,Cipriano de Rore,Alla dolc'ombra,20,1.0,Authentic,D,False,1.0,D3,-P8,P1,0.08463251670378619,48.0,72.0,,
5,Cipriano de Rore,Alla dolc'ombra,29,1.0,Authentic,,True,-1.0,C3,-M9,,0.12472160356347439,72.0,48.0,,
6,Cipriano de Rore,Alla dolc'ombra,35,1.0,Authentic,,True,-1.0,C3,-M9,,0.1514476614699332,48.0,16.0,,
7,Cipriano de Rore,Alla dolc'ombra,37,1.0,,G,,,G3,-P5,P4,0.1603563474387528,16.0,64.0,,
8,Cipriano de Rore,Alla dolc'ombra,45,1.0,Clausula Vera,D,False,1.0,D4,P1,P1,0.19599109131403117,64.0,24.0,,
9,Cipriano de Rore,Alla dolc'ombra,48,1.0,Authentic,,True,-1.0,C4,-M2,,0.20935412026726058,24.0,88.0,,
10,Cipriano de Rore,Alla dolc'ombra,59,1.0,,D,,,D4,P1,P1,0.2583518930957684,88.0,32.0,,
11,Cipriano de Rore,Alla dolc'ombra,63,1.0,Clausula Vera,D,False,1.0,D3,-P8,P1,0.27616926503340755,32.0,32.0,,
12,Cipriano de Rore,Alla dolc'ombra,67,1.0,,,,,C4,-M2,,0.29398663697104677,32.0,8.0,,
13,Cipriano de Rore,Alla dolc'ombra,68,1.0,Authentic,G,False,1.0,G3,-P5,P4,0.2984409799554566,8.0,32.0,,
14,Cipriano de Rore,Alla dolc'ombra,72,1.0,Clausula Vera,D,False,1.0,D3,-P8,P1,0.31625835189309576,32.0,32.0,,
15,Cipriano de Rore,Alla dolc'ombra,76,1.0,,,,,C4,-M2,,0.33407572383073497,32.0,8.0,,
16,Cipriano de Rore,Alla dolc'ombra,77,1.0,Authentic,G,False,1.0,G3,-P5,P4,0.33853006681514475,8.0,30.0,,
17,Cipriano de Rore,Alla dolc'ombra,80,4.0,,,,,G3,-P5,,0.35523385300668153,30.0,10.0,,
18,Cipriano de Rore,Alla dolc'ombra,82,1.0,,,,,C4,-M2,,0.36080178173719374,10.0,8.0,,
19,Cipriano de Rore,Alla dolc'ombra,83,1.0,Clausula Vera,D,False,1.0,D4,P1,P1,0.36525612472160357,8.0,76.0,,
20,Cipriano de Rore,Alla dolc'ombra,92,3.0,Clausula Vera,C,False,1.0,C3,-M9,-M2,0.40757238307349664,76.0,60.0,,
21,Cipriano de Rore,Alla dolc'ombra,100,1.0,Clausula Vera,D,False,1.0,D4,P1,P1,0.44097995545657015,60.0,32.0,,
22,Cipriano de Rore,Alla dolc'ombra,104,1.0,Clausula Vera,G,False,1.0,G3,-P5,P4,0.45879732739420936,32.0,72.0,,
23,Cipriano de Rore,Alla dolc'ombra,110,1.0,Clausula Vera,G,False,1.0,G3,-P5,P4,0.49888641425389757,72.0,260.0,,
