,Validation,Comments,Composer,Title,First_Offset,Measures_Beats,Melodic_Entry_Intervals,Offsets,Soggetti,Time_Entry_Intervals,Voices,Presentation_Type,Number_Entries,Flexed_Entries
43,,,Francisco Guerrero,Missa Congratulamini mihi: Gloria,554.0,"['70/2.0', '72/4.0', '74/4.0', '76/2.0']","['P1', 'P1', 'P1']","[554.0, 574.0, 590.0, 602.0]","[('4', '2', '2', '-2')]","[20.0, 16.0, 12.0]","['Superius 2Âº', 'Superius 1Âº', 'Superius 2Âº', 'Superius 1Âº']",FUGA,4.0,False
44,,,Francisco Guerrero,Missa Congratulamini mihi: Gloria,558.0,"['70/4.0', '76/4.0']",['P-4'],"[558.0, 606.0]","[('4', '2', '2', '-3')]",[48.0],"['Altus', 'Altus']",FUGA,2.0,False
45,,,Francisco Guerrero,Missa Congratulamini mihi: Gloria,640.0,"['81/1.0', '83/1.0']",['P-5'],"[640.0, 656.0]","[('4', '-4', '8', '-2')]",[16.0],"['Tenor', 'Bassus']",FUGA,2.0,False
46,,,Francisco Guerrero,Missa Congratulamini mihi: Gloria,640.0,"['81/1.0', '83/3.0']",['P-5'],"[640.0, 660.0]","[('5', '2', '-2', '2')]",[20.0],"['Superius 1Âº', 'Altus']",FUGA,2.0,False
47,,,Francisco Guerrero,Missa Congratulamini mihi: Gloria,686.0,"['86/4.0', '88/1.0']",['P4'],"[686.0, 696.0]","[('4', '-2', '-2', '-2')]",[10.0],"['Tenor', 'Altus']",FUGA,2.0,False
48,,,Francisco Guerrero,Missa Congratulamini mihi: Gloria,750.0,"['94/4.0', '95/2.0', '97/2.0']","['P-5', 'P-8']","[750.0, 754.0, 770.0]","[('-3', '2', '-3', '2')]","[4.0, 16.0]","['Superius 1Âº', 'Superius 2Âº', 'Bassus']",FUGA,3.0,False
49,,,Francisco Guerrero,Missa Congratulamini mihi: Gloria,858.0,"['108/2.0', '111/3.0']",['P-8'],"[858.0, 884.0]","[('4', '-2', '-2', '3')]",[26.0],"['Superius 1Âº', 'Bassus']",FUGA,2.0,False
50,,,Francisco Guerrero,Missa Congratulamini mihi: Gloria,860.0,"['108/3.0', '109/3.0', '111/1.0']","['P8', 'P-8']","[860.0, 868.0, 880.0]","[('5', '-2', '-2', '3')]","[8.0, 12.0]","['Altus', 'Superius 2Âº', 'Tenor']",FUGA,3.0,False
51,,,Francisco Guerrero,Missa Congratulamini mihi: Gloria,896.0,"['113/1.0', '114/3.0']",['P-8'],"[896.0, 908.0]","[('3', '-2', '-2', '3')]",[12.0],"['Altus', 'Bassus']",FUGA,2.0,False
52,,,Francisco Guerrero,Missa Congratulamini mihi: Gloria,970.0,"['122/2.0', '123/1.0', '124/3.0', '127/4.0', '129/2.0', '130/4.0']","['M9', 'P4', 'P-8', 'P-8', 'P15']","[970.0, 976.0, 988.0, 1014.0, 1026.0, 1038.0]","[('-2', '-2', '-2', '3')]","[6.0, 12.0, 26.0, 12.0, 12.0]","['Bassus', 'Superius 1Âº', 'Superius 2Âº', 'Tenor', 'Bassus', 'Superius 1Âº']",FUGA,6.0,False
53,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,0.0,"['1/1.0', '6/2.0', '10/1.0', '11/2.0']","['P8', 'P-12', 'P12']","[0.0, 42.0, 72.0, 82.0]","[('4', '2', '2', '-3')]","[42.0, 30.0, 10.0]","['Tenor', 'Superius 1Âº', 'Bassus', 'Superius 2Âº']",FUGA,4.0,False
54,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,128.0,"['17/1.0', '18/2.0']",['P-5'],"[128.0, 138.0]","[('-3', '2', '2', '2')]",[10.0],"['Superius 2Âº', 'Altus']",FUGA,2.0,False
55,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,130.0,"['17/2.0', '19/3.0', '21/4.0', '23/4.0']","['P4', 'M2', 'P-5']","[130.0, 148.0, 166.0, 182.0]","[('2', '2', '2', '-2')]","[18.0, 18.0, 16.0]","['Bassus', 'Tenor', 'Altus', 'Tenor']",FUGA,4.0,False
56,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,198.0,"['25/4.0', '31/2.0']",['P1'],"[198.0, 242.0]","[('-2', '-2', '-2', '-2')]",[44.0],"['Altus', 'Altus']",FUGA,2.0,False
57,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,206.0,"['26/4.0', '29/2.0', '30/4.0']","['P8', 'P-8']","[206.0, 226.0, 238.0]","[('4', '3', '-2', '-2')]","[20.0, 12.0]","['Tenor', 'Superius 2Âº', 'Tenor']",FUGA,3.0,False
58,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,214.0,"['27/4.0', '28/2.0']",['P-8'],"[214.0, 218.0]","[('5', '3', '-2', '-2')]",[4.0],"['Altus', 'Bassus']",FUGA,2.0,False
59,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,256.0,"['33/1.0', '36/4.0']",['P-5'],"[256.0, 286.0]","[('4', '-2', '-2', '3')]",[30.0],"['Bassus', 'Bassus']",FUGA,2.0,False
60,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,334.0,"['42/4.0', '44/1.0', '44/2.0', '45/2.0', '45/4.0', '47/4.0']","['P1', 'P-5', 'P5', 'P4', 'P5']","[334.0, 344.0, 346.0, 354.0, 358.0, 374.0]","[('-3', '2', '-3', '2')]","[10.0, 2.0, 8.0, 4.0, 16.0]","['Altus', 'Tenor', 'Bassus', 'Altus', 'Superius 1Âº', 'Superius 2Âº']",FUGA,6.0,False
61,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,442.0,"['56/2.0', '56/3.0', '57/4.0', '58/4.0']","['P5', 'P-5', 'P-4']","[442.0, 444.0, 454.0, 462.0]","[('-2', '-2', '-2', '3')]","[2.0, 10.0, 8.0]","['Superius 2Âº', 'Superius 1Âº', 'Altus', 'Tenor']",FUGA,4.0,False
62,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,478.0,"['60/4.0', '61/4.0', '62/2.0', '63/2.0', '63/3.0', '65/1.0']","['M9', 'P-5', 'P-4', 'P-5', 'P12']","[478.0, 486.0, 490.0, 498.0, 500.0, 512.0]","[('2', '-3', '-3', '4')]","[8.0, 4.0, 8.0, 2.0, 12.0]","['Altus', 'Superius 1Âº', 'Superius 2Âº', 'Tenor', 'Bassus', 'Superius 2Âº']",FUGA,6.0,False
63,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,594.0,"['75/2.0', '82/3.0']",['P-5'],"[594.0, 652.0]","[('3', '-2', '-2', '-2')]",[58.0],"['Superius 2Âº', 'Tenor']",FUGA,2.0,False
64,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,636.0,"['80/3.0', '83/1.0']",['P11'],"[636.0, 656.0]","[('4', '-2', '-2', '-2')]",[20.0],"['Bassus', 'Superius 1Âº']",FUGA,2.0,False
65,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,714.0,"['90/2.0', '91/4.0']",['P-8'],"[714.0, 726.0]","[('-2', '-3', '3', '-2')]",[12.0],"['Superius 2Âº', 'Tenor']",FUGA,2.0,False
66,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,750.0,"['94/4.0', '95/4.0']",['P-5'],"[750.0, 758.0]","[('5', '-2', '-2', '3')]",[8.0],"['Superius 2Âº', 'Tenor']",FUGA,2.0,False
67,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,794.0,"['100/2.0', '101/2.0']",['P5'],"[794.0, 802.0]","[('2', '2', '2', '2')]",[8.0],"['Tenor', 'Superius 2Âº']",FUGA,2.0,False
68,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,818.0,"['103/2.0', '104/2.0']",['P5'],"[818.0, 826.0]","[('-2', '-2', '-2', '3')]",[8.0],"['Tenor', 'Superius 2Âº']",FUGA,2.0,False
69,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,862.0,"['108/4.0', '109/3.0']",['P8'],"[862.0, 868.0]","[('3', '2', '-2', '4')]",[6.0],"['Tenor', 'Superius 2Âº']",FUGA,2.0,False
70,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,952.0,"['120/1.0', '121/3.0']",['P8'],"[952.0, 964.0]","[('4', '2', '2', '-2')]",[12.0],"['Altus', 'Superius 1Âº']",FUGA,2.0,False
71,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,1002.0,"['126/2.0', '129/4.0', '131/4.0', '133/2.0']","['P5', 'P-5', 'P-5']","[1002.0, 1030.0, 1046.0, 1058.0]","[('-3', '2', '2', '-5')]","[28.0, 16.0, 12.0]","['Altus', 'Superius 1Âº', 'Altus', 'Bassus']",FUGA,4.0,False
72,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,1078.0,"['135/4.0', '136/2.0', '140/4.0', '142/2.0']","['P5', 'P-5', 'P5']","[1078.0, 1082.0, 1118.0, 1130.0]","[('3', '-2', '-2', '3')]","[4.0, 36.0, 12.0]","['Bassus', 'Altus', 'Bassus', 'Altus']",FUGA,4.0,False
73,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,1098.0,"['138/2.0', '145/3.0']",['P-8'],"[1098.0, 1156.0]","[('4', '-2', '-2', '3')]",[58.0],"['Superius 1Âº', 'Bassus']",FUGA,2.0,False
74,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,1186.0,['149/2.0'],['M-10'],"[1186.0, 1186.0]","[('2', '-2', '-2', '-2')]",[0.0],"['Superius 1Âº', 'Bassus']",FUGA,2.0,False
75,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,1206.0,"['151/4.0', '152/2.0']",['P-5'],"[1206.0, 1210.0]","[('2', '2', '2', '-2')]",[4.0],"['Superius 1Âº', 'Altus']",FUGA,2.0,False
76,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,1248.0,"['157/1.0', '159/3.0']",['P-5'],"[1248.0, 1268.0]","[('4', '-2', '-3', '5')]",[20.0],"['Tenor', 'Bassus']",FUGA,2.0,False
77,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,1278.0,"['160/4.0', '162/4.0', '164/2.0']","['P8', 'P1']","[1278.0, 1294.0, 1306.0]","[('-3', '2', '2', '2')]","[16.0, 12.0]","['Tenor', 'Superius 1Âº', 'Superius 2Âº']",FUGA,3.0,False
78,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,1386.0,"['174/2.0', '175/2.0', '176/2.0', '177/2.0']","['P8', 'P-8', 'P8']","[1386.0, 1394.0, 1402.0, 1410.0]","[('2', '-5', '2', '2')]","[8.0, 8.0, 8.0]","['Bassus', 'Superius 1Âº', 'Tenor', 'Superius 2Âº']",PEN,4.0,False
79,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,1474.0,"['185/2.0', '185/4.0', '187/2.0', '188/2.0']","['M-10', 'P5', 'P8', 'P-8']","[1474.0, 1474.0, 1478.0, 1490.0, 1498.0]","[('-3', '2', '-3', '2')]","[0.0, 4.0, 12.0, 8.0]","['Superius 2Âº', 'Bassus', 'Tenor', 'Superius 1Âº', 'Altus']",FUGA,5.0,False
80,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,1530.0,"['192/2.0', '193/2.0', '194/2.0']","['P1', 'P-5']","[1530.0, 1538.0, 1546.0]","[('-2', '2', '-3', '-3')]","[8.0, 8.0]","['Tenor', 'Altus', 'Bassus']",PEN,3.0,False
81,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,1554.0,"['195/2.0', '196/4.0']",['M2'],"[1554.0, 1566.0]","[('-2', '-2', '3', '-2')]",[12.0],"['Superius 1Âº', 'Superius 2Âº']",FUGA,2.0,False
82,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,1554.0,"['195/2.0', '198/2.0']",['M-9'],"[1554.0, 1578.0]","[('-2', '-2', '-2', '3')]",[24.0],"['Tenor', 'Bassus']",FUGA,2.0,False
83,,,Francisco Guerrero,Missa Congratulamini mihi: Credo,1698.0,"['213/2.0', '214/2.0', '215/4.0', '216/2.0', '217/4.0', '218/2.0', '218/4.0', '220/4.0']","['P-5', 'M9', 'P-5', 'P-4', 'P-5', 'P15', 'P1']","[1698.0, 1706.0, 1718.0, 1722.0, 1734.0, 1738.0, 1742.0, 1758.0]","[('-2', '-2', '-2', '-2')]","[8.0, 12.0, 4.0, 12.0, 4.0, 4.0, 16.0]","['Tenor', 'Bassus', 'Superius 2Âº', 'Altus', 'Tenor', 'Bassus', 'Superius 2Âº', 'Superius 1Âº']",FUGA,8.0,False
