PIECE ID,PHRASE ID,Phrase Start,Phrase Stop,Text,Rhyme,Column7,Column8,Column9,Column10,Column11,Column12
DC0223,5,,,"De tel accord, est ce livre le type,",b,,,,,,
DC0223,6,,,"Car l'Univers au dedans, et dehors",c,,,,,,
DC0223,7,,,"Tous les esprits ensemble tous les corps,",c,,,,,,
DC0223,8,,,"Sont composez par certaine harmonie,",d,,,,,,
DC0223,9,,,"Aussi les voix par chansons et accordz,",c,,,,,,
DC0223,10,,,Sont comme l'umbre à l'Univers unie.,d,,,,,,
DC0224,1,,,"Sur la verdure du pré florissant,",a,,,,,,
DC0224,2,,,"M'amye ouy chanter, dancer, et rire.",b,,,,,,
DC0224,3,,,"O quel douleur sentit, o quel martire,",b,,,,,,
DC0224,4,,,Quant vis qu'aultre d'elle estoit jouyssant.,a,,,,,,
DC0224,5,,,(Sur la verdure.),c,,,,,,
DC0225,1,,,Un forgeron aussi vieulx que le temps,a,,,,,,
DC0225,2,,,Prioit d'amour un jour sa damoiselle,b,,,,,,
DC0225,3,,,"Et luy disoit ma dame je pretendz,",a,,,,,,
DC0225,4,,,"Forger sur vous une piece tres belle,",b,,,,,,
DC0225,5,,,Elle respond qui point ne fut rebelle,b,,,,,,
DC0225,6,,,"Que de sa part son devoir vouloit faire,",c,,,,,,
DC0225,7,,,"Lors en forgeant ses marteaux vont deffaire,",c,,,,,,
DC0225,8,,,"Et son congnet se ploya comme plume,",d,,,,,,
DC0225,9,,,"Puis ell’ a dit pour cest oeuvre parfaire,",c,,,,,,
DC0225,10,,,Aultre que vous que fault que batte l'enclume.,d,,,,,,
DC0226,1,,,"Amour rempli de pitié, et de zelle,",a,,,,,,
DC0226,2,,,D'amour mourant toucha la legière aesle.,a,,,,,,
DC0226,3,,,"En l'arrachant du corps trop tendre et beau,",b,,,,,,
DC0226,4,,,La trousse print et ses traictz avec elle :,a,,,,,,
DC0226,5,,,"L'arc impiteulx, et la corde cruelle,",a,,,,,,
DC0226,6,,,"Aussi l'espés, et ignorant bandeau,",b,,,,,,
DC0226,7,,,"Le tout il mist en un feu si nouveau,",b,,,,,,
DC0226,8,,,"Que leur chaleur il convertit en glace,",c,,,,,,
DC0226,9,,,"Sans oublier de Venus le flambeau,",b,,,,,,
DC0226,10,,,Dont ce sainct feu toute memoire efface.,c,,,,,,
DC0301,1,,,"Maistre Lubin de sang rassis,",a,,,,,,
DC0301,2,,,"Dict un jour à la chambriere,",b,,,,,,
DC0301,3,,,"Vien ça tu as des enffans six,",a,,,,,,
DC0301,4,,,"Je te prix compte la manière,",b,,,,,,
DC0301,5,,,"S'il y en a faict en derriere,",c,,,,,,
DC0301,6,,,"Ne le celle, et me dictz vray :",d,,,,,,
DC0301,7,,,"Sans faulte dict la mesnagiere,",c,,,,,,
DC0301,8,,,"C'est votre façon par ma foy,",e,,,,,,
DC0301,9,,,Maistre Lubin dict je le croy,e,,,,,,
DC0301,10,,,En les faisant disois tout doulz,f,,,,,,
DC0301,11,,,"Maistre Lubin las serrez moy,",e,,,,,,
DC0301,12,,,Car ce que je fais est pour vous.,f,,,,,,
DC0302,1,,,"Sans avoir fait nul desplaisir,",a,,,,,,
DC0302,2,,,"a celle que i'ayme le myeulx,",b,,,,,,
DC0302,3,,,ie suis priué de mon desir,a,,,,,,
DC0302,4,,,par le prouchas des enuieux,b,,,,,,
DC0302,5,,,plus n'ay ce maintien gracieux,b,,,,,,
DC0302,6,,,dont ie sens au coeur telle oppresse,c,,,,,,
DC0302,7,,,qu'il me conuient loing de ses yeux,b,,,,,,
DC0302,8,,,languir en trauail et tristesse.,c,,,,,,
DC0303,1,,,"Si mon grand mal ne peult finir,",a,,,,,,
DC0303,2,,,"Si non par vous mais tousjours croistre,",b,,,,,,
DC0303,3,,,"Et je meurs pour un souvenir,",a,,,,,,
DC0303,4,,,Comment pour veoir vif pouray-je estre ?,b,,,,,,
DC0303,5,,,"Las l'œil de mon cœur la fenestre,",b,,,,,,
DC0303,6,,,"En vous voyant vit seulement,",c,,,,,,
DC0303,7,,,Et si se meurt : Par ce cognoistre,b,,,,,,
DC0303,8,,,Povez mon mal et mon tourment.,c,,,,,,
DC0304,1,,,"Poste esgaré par trop adventureux,",a,,,,,,
DC0304,2,,,"Pour esmouvoir liberté de couraige,",b,,,,,,
DC0304,3,,,"Et de devoir trop pront, et desireux.",a,,,,,,
DC0304,4,,,"Au mandement du petit Dieu volage,",b,,,,,,
DC0304,5,,,"Faisant au coeur ton amoureux message,",b,,,,,,
DC0304,6,,,"Et de present de plaisir contenter,",c,,,,,,
DC0304,7,,,"D'ennuy facheux tu las sçeu tormenter,",c,,,,,,
DC0304,8,,,"Mais si tu peulx à madame tant faire,",d,,,,,,
DC0304,9,,,"Que mon parler il luy plaise escouter,",c,,,,,,
DC0304,10,,,"Lors tu seras exempt de lamenter,",c,,,,,,
DC0304,11,,,Et ma bouche contente de se taire.,d,,,,,,
DC0305,1,,,"Sus sus ma soeur prens bon couraige,",a,,,,,,
DC0305,2,,,Tu n'en mouras non plus que moy.,b,,,,,,
DC0305,3,,,"Quand je fus mise en mariage,",a,,,,,,
DC0305,4,,,J'estois aussi jeune que toy.,b,,,,,,
DC0305,5,,,"Je te promets en bonne foy,",b,,,,,,
DC0305,6,,,"Quand tu l'auras faict une fois,",c,,,,,,
DC0305,7,,,"Venant la seconde, je croy",b,,,,,,
DC0305,8,,,Que pour un coup en vouldras trois.,c,,,,,,
DC0306,1,,,"Elle disoit: faictes tout bellement,",a,,,,,,
DC0306,2,,,"Hay mon amy j'ay la cuisse escorchée,",b,,,,,,
DC0306,3,,,Mais puis apres se sentant eschaufée,b,,,,,,
DC0306,4,,,"Dict tost las frapez hardiment,",a,,,,,,
DC0306,5,,,Ne craignez point que demeure affollée,b,,,,,,
DC0306,6,,,Pour endurer pour endurer un mal si doucement.,a,,,,,,
DC0307,1,,,"Du jeu d'aymer Martin fort curieux,",a,,,,,,
DC0307,2,,,"Disoit un jour à sa dame rebelle,",b,,,,,,
DC0307,3,,,"Comme diroit un pauvre langoureux,",a,,,,,,
DC0307,4,,,"Cent mille fois je meurs pour vous la belle,",b,,,,,,
DC0307,5,,,"Puis s'approcha disant gente pucelle,",b,,,,,,
DC0307,6,,,"Soustenez moy, car pour vous vois mourir,",c,,,,,,
DC0307,7,,,La garse prompte pour l'amy secourir,c,,,,,,
DC0307,8,,,"Si l'embrassa, se monstrant fort constante,",d,,,,,,
DC0307,9,,,"Car sans vouloir de son mal s'enquerir,",c,,,,,,
DC0307,10,,,Luy dict amy mourez je suis contente.,d,,,,,,
DC0308,1,,,"Faire ne puis sans dueil et desplaisir,",a,,,,,,
DC0308,2,,,"Ce qu'il convient, et force que je fasse.",b,,,,,,
DC0308,3,,,"Debvoir recquiert ce qu'empesche desir,",a,,,,,,
DC0308,4,,,Amour retient ce que raison prochasse.,b,,,,,,
DC0308,5,,,"Se un bien me rit, et l'autre me menasse,",b,,,,,,
DC0308,6,,,Dont entre deux convient que je souspire :,c,,,,,,
DC0308,7,,,"Las je veulx trop mais craincte me retire,",c,,,,,,
DC0308,8,,,Qui ne permet que mon mal je descouvre :,d,,,,,,
DC0308,9,,,En ce tourment adieu je vous viens dire,c,,,,,,
DC0308,10,,,"La larme à l'œil, sans que ma bouche s'ouvre.",d,,,,,,
DC0309,1,,,"Belle commere Dieu vous gard,",a,,,,,,
DC0309,2,,,"Et doit tousjours bonne adventure,",b,,,,,,
DC0309,3,,,Je croy surtout qu'ayez esgard,a,,,,,,
DC0309,4,,,De resjouir de nuict nature :,b,,,,,,
DC0309,5,,,Brune est la nuict votre facture.,b,,,,,,
DC0309,6,,,"En tient aussi faicte par ris,",a,,,,,,
DC0309,7,,,"Pourtant qui veult choisir taincture,",b,,,,,,
DC0309,8,,,Il n'est que fin noir de Paris.,a,,,,,,
DC0310,1,,,"Celer ne puis ny dire le tourment,",a,,,,,,
DC0310,2,,,"Que sent mon coeur, et fault que plus il dure,",b,,,,,,
DC0310,3,,,"Et le disant en souffrant plainement,",a,,,,,,
DC0310,4,,,"Je mectz mon bien en trop grand adventure,",b,,,,,,
DC0310,5,,,"SI je le dy la peine sera dure,",b,,,,,,
DC0310,6,,,De faire ainsi mon secret apparoir.,c,,,,,,
DC0310,7,,,"En le celant si par trop je l'endure,",b,,,,,,
DC0310,8,,,Incontinant Mort le fera sçavoir.,c,,,,,,
DC0311,1,,,"Un vieil soudard prioit une fillette,",a,,,,,,
DC0311,2,,,"Qu'elle fit butte pour un sien arc tendu,",b,,,,,,
DC0311,3,,,Et s'il failloit un coup de sa sagette:,a,,,,,,
DC0311,4,,,"Au mesme lieu vouloit estre pendu,",b,,,,,,
DC0311,5,,,"Mais à la fin perdit tout estendu,",b,,,,,,
DC0311,6,,,"Et puis apres madame de railler,",c,,,,,,
DC0311,7,,,Monsieur respond qui n' a pas entendu,b,,,,,,
DC0311,8,,,"De tousjours tendre, et elle de bailler.",c,,,,,,
DC0312,1,,,"Faictes si vous plaist vostre aumosne,",a,,,,,,
DC0312,2,,,"A ce pelerin estrangier,",b,,,,,,
DC0312,3,,,Qui n'a ny maille ny denier :,b,,,,,,
DC0312,4,,,Sinon se peu que l'on luy donne.,a,,,,,,
DC0312,5,,,Faictes si vous plaist votre aumosne.,a,,,,,,
DC0313,1,,,"Un jeune moine bien adroit,",a,,,,,,
DC0313,2,,,"Aux champs trouva une meusniere,",b,,,,,,
DC0313,3,,,"Qui de coeur gay chantant filoit,",a,,,,,,
DC0313,4,,,"Comme une bonne mesnagiere,",b,,,,,,
DC0313,5,,,"Le moine eschauffé du derriere,",b,,,,,,
DC0313,6,,,"Seul se voyant, et loing du monde,",c,,,,,,
DC0313,7,,,"Luy serre de pres sa croppiere,",b,,,,,,
DC0313,8,,,Estoupant le trou de sa bonde.,c,,,,,,
DC0313,9,,,"La jeune femme eust quelque honte,",c,,,,,,
DC0313,10,,,"Et luy commence à remonstrer,",d,,,,,,
DC0313,11,,,"Ha moine que Dieu vous confonde,",c,,,,,,
DC0313,12,,,Est-ce ainsi que sçavez prescher.,d,,,,,,
DC0313,13,,,"Non dict il, mais fault, que je monte.",c,,,,,,
DC0313,14,,,Quand je suis saoul de devaller.,d,,,,,,
DC0314,1,,,Ma bouche n'ose dire,a,,,,,,
DC0314,2,,,"Mon apparent desir,",b,,,,,,
DC0314,3,,,"Ne ma main le descrire,",a,,,,,,
DC0314,4,,,De peur de desplaisir :,b,,,,,,
DC0314,5,,,"Mais c'est que je suis tien,",c,,,,,,
DC0314,6,,,"Et feray en tous lieux,",d,,,,,,
DC0314,7,,,"T'abandonnant mon bien,",c,,,,,,
DC0314,8,,,"Et mon coeur, qui vault mieulx.",d,,,,,,
DC0315,1,,,"Plus je la voy de beaucoup estimée,",a,,,,,,
DC0315,2,,,"Plus tout mon cœur à la servir s'adonne,",b,,,,,,
DC0315,3,,,Si à bon droict ce renom l'on lui donne:,b,,,,,,
DC0315,4,,,Je croy qu'elle est en vertu consummée.,a,,,,,,
DC0316,1,,,"Comme le feu sans chaleur ne veult estre,",a,,,,,,
DC0316,2,,,Ny bon vouloir d'amytié se parer,b,,,,,,
DC0316,3,,,"Aussi l'esprit n'ayant lieu ou se mettre,",a,,,,,,
DC0316,4,,,"Ne veult ailleurs fors qu'en toy demeurer,",b,,,,,,
DC0316,5,,,"Et si la mort que faict et tout d'esperer,",b,,,,,,
DC0316,6,,,Rompoit les liens de la vie mortelle,c,,,,,,
DC0316,7,,,"Le corps sera par l'ame retirer,",b,,,,,,
DC0316,8,,,Pour augmenter l'amytié immortelle.,c,,,,,,
DC0317,1,,,"En l'eau en l'eau jettes toy vistement,",a,,,,,,
DC0317,2,,,"Et tu auras de ton mal allegeance,",b,,,,,,
DC0317,3,,,"Trop chault tu fus te mettre si avant,",a,,,,,,
DC0317,4,,,Sans bien penser d'amour la grande puissance :,b,,,,,,
DC0317,5,,,"Doncques si ennuy te tient en telle souffrance,",b,,,,,,
DC0317,6,,,"Ne te laissant avoir ce que pretends,",c,,,,,,
DC0317,7,,,"Prens reconfort ou vis en l'esperance,",b,,,,,,
DC0317,8,,,Que comme toy plusieurs perdent leur temps.,c,,,,,,
DC0318,1,,,"Un doulx baiser m'est bien permis de prendre,",a,,,,,,
DC0318,2,,,"Mais le tetin on ne laisse toucher,",b,,,,,,
DC0318,3,,,"Difficille est au tiers poinct approcher,",b,,,,,,
DC0318,4,,,Et encor moins sur le quart enteprendre.,a,,,,,,
DC0319,1,,,"Triste, et marry, pensif, melancolique,",a,,,,,,
DC0319,2,,,"Palle, et transi malade, et frenaticque,",a,,,,,,
DC0319,3,,,"Pouvre orguilleux sans bien, et sans avoir,",b,,,,,,
DC0319,4,,,"Rude en esprit nud de grace,et sçavoir,",b,,,,,,
DC0319,5,,,"Plain de proces, plain de calamité",c,,,,,,
DC0319,6,,,De tous hay de chascun desboutté :,c,,,,,,
DC0319,7,,,"Sans pain, sans vin , sans denier et sans maille,",d,,,,,,
DC0319,8,,,"Et sans espoir de trouver qui en baille,",d,,,,,,
DC0319,9,,,"Estre jaloux, coqu aussi coeur lasche,",e,,,,,,
DC0319,10,,,"Mal advenant tant qu'a chascun il fasche,",e,,,,,,
DC0319,11,,,"Au demeurant à tort, et sans raison,",f,,,,,,
DC0319,12,,,"Estre battu de femme en sa maison,",f,,,,,,
DC0319,13,,,"Dictes amy mais qu'il ne vous desplaise,",g,,,,,,
DC0319,14,,,"Qui vit ainsi, est il trop à son aise.",g,,,,,,
DC0320,1,,,Un mesnagier qui sa femme accusoit,a,,,,,,
DC0320,2,,,"De ce que tant vouloit estre jolie,",b,,,,,,
DC0320,3,,,"Souvent essois en grognant lui disoit,",a,,,,,,
DC0320,4,,,"Vous faudra il tousjours tant de folie,",b,,,,,,
DC0320,5,,,"Malheureux est qui à femme se lie,",b,,,,,,
DC0320,6,,,"Par le corps bien ainsi qu'avons vescu,",c,,,,,,
DC0320,7,,,Je n'ay faict coup qui ne couste un escu.,c,,,,,,
DC0320,8,,,"La belle alors l'oeil tout pleurant, et trouble,",d,,,,,,
DC0320,9,,,"Luy dist amy, de paour d'estre coqu,",c,,,,,,
DC0320,10,,,Faictes le tant qu'il revienne à un double.,d,,,,,,
DC0321,1,,,"S'amour vous a donné mon coeur en gaige,",a,,,,,,
DC0321,2,,,"De quoy vous sert user tant de langaige,",a,,,,,,
DC0321,3,,,"Quand tout est dict il n'ya qu'un seul point,",b,,,,,,
DC0321,4,,,"Vous le voulez, ou ne le voulez point,",b,,,,,,
DC0321,5,,,"Si le voulez monstrez le sans parler,",c,,,,,,
DC0321,6,,,Et j'entendray le moindre signe aller,c,,,,,,
DC0321,7,,,"Et vous seray amy non decepvant,",d,,,,,,
DC0321,8,,,"Si ne voulez, amy comme devant,",d,,,,,,
DC0321,9,,,"Un aultre aurez, et moy ne pouvant estre",e,,,,,,
DC0321,10,,,De vous servir de moy je seray maistre.,e,,,,,,
DC0322,1,,,"Or sus or sus qu'on se resveille,",a,,,,,,
DC0322,2,,,"Venez ouir le chant melodieux,",b,,,,,,
DC0322,3,,,"Du rossignol qui ne sommeille,",a,,,,,,
DC0322,4,,,"Qui va chantant en son chant gracieux,",b,,,,,,
DC0322,5,,,Un bon amy pour l'aultre veille.,a,,,,,,
DC0401,1,,,"Monsieur l'Abbé, et monsieur son vallet,",a,,,,,,
DC0401,2,,,Sont faictz esgaulx tous deux comme de cire :,b,,,,,,
DC0401,3,,,"L'un est grand fol, l'aultre petit folet,",a,,,,,,
DC0401,4,,,"L'un veult railler, l'aultre gaudir, et rire :",b,,,,,,
DC0401,5,,,"L'un boit du bon, l'aultre ne boit du pire,",b,,,,,,
DC0401,6,,,"Mais un debat au soir entre eulx s'esmeut,",c,,,,,,
DC0401,7,,,Car nostre abbé toute la nuict ne veult,c,,,,,,
DC0401,8,,,"Estre sans vin que sans secours ne meure,",d,,,,,,
DC0401,9,,,"Et son vallet jamais dormir ne peult,",c,,,,,,
DC0401,10,,,Tandis qu'au pot une goutte en demeure.,d,,,,,,
DC0402,1,,,"Quand suis au lict pour prendre mon repos,",a,,,,,,
DC0402,2,,,"Cent fois la nuict apres toy me reveille,",b,,,,,,
DC0402,3,,,"Et m’est avis que te tiens les propos,",a,,,,,,
DC0402,4,,,"Que j’ay desir te dire quand je veille,",b,,,,,,
DC0402,5,,,"Lors dictz à Dieu mais il a sourde oreille,",b,,,,,,
DC0402,6,,,"A ma priere, et n’a nul soing de moy,",c,,,,,,
DC0402,7,,,"Faictz luy pour moy sentir peine pareille,",b,,,,,,
DC0402,8,,,"Veoir s’elle aura, plus de pitié de soy.",c,,,,,,
DC0403,1,,,"Prendre plaisir en aimant loyaulment,",a,,,,,,
DC0403,2,,,"Sans estre aimé, et vivre sur attente",a,,,,,,
DC0403,3,,,"Estre amoureux et jouir nullement,",a,,,,,,
DC0403,4,,,"C’est un plaisir qui desplaist, et tourmente,",a,,,,,,
DC0403,5,,,"Que s’il advient que la dame presente,",a,,,,,,
DC0403,6,,,"Des biens requis le meilleur à choisir,",b,,,,,,
DC0403,7,,,"Et que l’aimant du present se contente,",a,,,,,,
DC0403,8,,,Lors c’est tourment ou gist un grand plaisir.,b,,,,,,
DC0404,1,,,"A tout jamais d’un vouloir immortel,",a,,,,,,
DC0404,2,,,"La serviray comme la plus notable,",b,,,,,,
DC0404,3,,,"Qui soit vivant d’un joyeulx entretien,",c,,,,,,
DC0404,4,,,"La raison est que son cœur et le mien,",c,,,,,,
DC0404,5,,,Ne soit plus qu’un par un vouloir semblable.,b,,,,,,
DC0405,1,,,"La grant doulceur de vostre cler visaige,",a,,,,,,
DC0405,2,,,"Me donne espoir de mercy recepvoir ,",b,,,,,,
DC0405,3,,,"La cruaulté de vostre dur couraige,",a,,,,,,
DC0405,4,,,"Me faict douleur de crainte concepvoir,",b,,,,,,
DC0405,5,,,"N'ayez donc plus merveilles de me veoir,",b,,,,,,
DC0405,6,,,"Ores chantant, ores faisant clameurs,",c,,,,,,
DC0405,7,,,"Car soubz espoir de vie et mort avoir,",b,,,,,,
DC0405,8,,,"Je vis sans vie, et sans mourir je meurs.",c,,,,,,
DC0406,1,,,"D'amour me plaintz, et du mal que je sentz,",a,,,,,,
DC0406,2,,,"De trop aimer par folie, et simplesse,",b,,,,,,
DC0406,3,,,"Car puis qu'il nuit ne doibt plaire à mes sens,",a,,,,,,
DC0406,4,,,"Et s'il est bon ne doibt causer destresse,",b,,,,,,
DC0406,5,,,"O fol plaisir, ô facheuse liesse,",b,,,,,,
DC0406,6,,,"Quand pour aimer le malheur ainsi croist,",c,,,,,,
DC0406,7,,,Que le vouloir m'est doulx puis en angoisse,b,,,,,,
DC0406,8,,,"L'hyvert je brusle, et l'æsté meurs de froid.",c,,,,,,
DC0407,1,,,"Plaisir, prouffit, honneur, advancement,",a,,,,,,
DC0407,2,,,"Maintz gens ont eu pour à l'amour attaindre,",b,,,,,,
DC0407,3,,,"Qui rend aux siens un tel contentement,",a,,,,,,
DC0407,4,,,Que dire peulx amitié trop plus moindre,b,,,,,,
DC0407,5,,,"Que n'est amour, lequel si voulois paindre",b,,,,,,
DC0407,6,,,"En une fleur, et que mortelle chose",c,,,,,,
DC0407,7,,,"Feust un rosier, lors dirois sans nul craindre,",b,,,,,,
DC0407,8,,,Amour se doibt figurer une rose.,c,,,,,,
DC0408,1,,,"Amour se doibt figurer une rose,",a,,,,,,
DC0408,2,,,"Dont pour un temps l’odeur on peult tirer,",b,,,,,,
DC0408,3,,,"Mais amitié est trop plus grande chose,",a,,,,,,
DC0408,4,,,Qui bien au vray la veult considerer :,b,,,,,,
DC0408,5,,,Car amour n’est qu’un desir d’aspirer,b,,,,,,
DC0408,6,,,"A quelque fin, pour un contentement :",c,,,,,,
DC0408,7,,,"Mais d’amytié l’on en peult retirer,",b,,,,,,
DC0408,8,,,"Plaisir, prouffit, honneur, advancement.",c,,,,,,
DC0409,1,,,"Jamais amour n’aura ceste puissance,",a,,,,,,
DC0409,2,,,"De commander à ce qui n’est plus sien,",b,,,,,,
DC0409,3,,,"Puis que la mort par sa grande inconstance,",a,,,,,,
DC0409,4,,,"A de plusieurs l’espoir pris, et mon bien :",b,,,,,,
DC0409,5,,,"Contente suis désormais n’estre rien,",b,,,,,,
DC0409,6,,,"Pour ne servir aulx amoureux d’exemple,",c,,,,,,
DC0409,7,,,"Partz donc amour, et le cœur qui n’est tien,",b,,,,,,
DC0409,8,,,"Souffre languir, et mourir tout ensemble.",c,,,,,,
DC0410,1,,,"Si pour amans la Lune est importune,",a,,,,,,
DC0410,2,,,Pour la clerté qu'elle monstre de nuict,b,,,,,,
DC0410,3,,,"Quand soubz espoir, pourchassent leurs fortune,",a,,,,,,
DC0410,4,,,"Mais la clerté de la Lune leurs nuit,",b,,,,,,
DC0410,5,,,"Dont sont contrainctz d'attendre la minuict,",c,,,,,,
DC0410,6,,,"Que la clerté de leurs yeulx se reconse,",d,,,,,,
DC0410,7,,,"Et si n'ont lors de leurs dames responce,",d,,,,,,
DC0410,8,,,"Prest sont de choir en grand' desesperance,",d,,,,,,
DC0410,9,,,"N'estoit qu'amour c'est arrest leurs prononce,",d,,,,,,
DC0410,10,,,La fin d'espoir c'est d'avoir jouissance.,d,,,,,,
DC0411,1,,,"O vous mes yeulx qui avez incité,",a,,,,,,
DC0411,2,,,"Mon triste cœur à telle passion,",b,,,,,,
DC0411,3,,,"O hault penser qui m’avez récité,",a,,,,,,
DC0411,4,,,"Par tant de fois telle perfection,",b,,,,,,
DC0411,5,,,"Ma liberté pour trop d’affection,",b,,,,,,
DC0411,6,,,"Changé m’avez ô quelle recompense,",c,,,,,,
DC0411,7,,,Dont vient cela que la punition,b,,,,,,
DC0411,8,,,"Ne recepvez, d’une si griefve offense.",c,,,,,,
DC0412,1,,,"Un gallant le fit et refit,",a,,,,,,
DC0412,2,,,"A une fille en s'esbatant,",b,,,,,,
DC0412,3,,,Et puis apres la satisfit,a,,,,,,
DC0412,4,,,"D'un bel escu dor tout contant,",b,,,,,,
DC0412,5,,,"Ma foy, je n'en aurez pas tant",b,,,,,,
DC0412,6,,,"Ce dict la fille c'est beaucoup,",c,,,,,,
DC0412,7,,,"Serrez cela dict il à coup,",c,,,,,,
DC0412,8,,,"Lors dict la fille, au corps gent,",b,,,,,,
DC0412,9,,,Faictes le donc encore un coup,c,,,,,,
DC0412,10,,,Pour le surplus de vostre argent.,b,,,,,,
DC0413,1,,,"D’un amy fainct je ne me puis deffaire,",a,,,,,,
DC0413,2,,,"Sans ma parole, et honneur assentir,",b,,,,,,
DC0413,3,,,"Las maintenant je commence à sentir,",b,,,,,,
DC0413,4,,,"Quel enuict c’est complaire à son contraire,",a,,,,,,
DC0413,5,,,"Celer le doibz mais je ne m’en puis taire,",a,,,,,,
DC0413,6,,,"Car ma douleur ne si veulx consentir,",b,,,,,,
DC0413,7,,,"Ha, que bien peu sert un bon repentir,",b,,,,,,
DC0413,8,,,Quand on ne peult au surplus satisfaire.,a,,,,,,
DC0414,1,,,"Je vouldrois ce gentil clerc estre,",a,,,,,,
DC0414,2,,,"Non pas pour grace qu’elle luy treuve,",b,,,,,,
DC0414,3,,,"Ni aussi pour estre ton maistre,",a,,,,,,
DC0414,4,,,"Las du contraire as tant de preuve,",b,,,,,,
DC0414,5,,,"Car tu sçais bien que tout mon œuvre,",b,,,,,,
DC0414,6,,,"Ne tend qu’a estre serviteur,",c,,,,,,
DC0414,7,,,"Mais je vouldrois changer ma sœur,",c,,,,,,
DC0414,8,,,"Mon sort à luy, et ma fortune,",d,,,,,,
DC0414,9,,,"Pour tous les jours avoir c’est heur,",c,,,,,,
DC0414,10,,,Veoir mamye à heure opportune.,d,,,,,,
DC0415,1,,,"Amour que tu me fais de mal,",,,,,,,
DC0415,2,,,"Sans me donner quelque allegeance,",a,,,,,,
DC0415,3,,,"N’as-tu point pitié du travail,",b,,,,,,
DC0415,4,,,"Lequel je prends pour ta plaisance,",a,,,,,,
DC0415,5,,,"Pour un jour cent fois t’ay cherché,",c,,,,,,
DC0415,6,,,"Comme un bon chien faict à la trace,",d,,,,,,
DC0415,7,,,"Mais trop tu faisois du fasché,",e,,,,,,
DC0415,8,,,Quand au pres j’estois de ta face,d,,,,,,
DC0415,9,,,"Dont j’ay congneu subitement,",f,,,,,,
DC0415,10,,,"Qu’en toy ne me failloit fier,",g,,,,,,
DC0415,11,,,"La raison sera pour comment,",f,,,,,,
DC0415,12,,,Que tu es pour vray trop legier.,g,,,,,,
DC0416,1,,,Passant melancolie,a,,,,,,
DC0416,2,,,"Un soir après souper,",b,,,,,,
DC0416,3,,,J’entreprins la folie,a,,,,,,
DC0416,4,,,D’aller tost destouper,b,,,,,,
DC0416,5,,,La fenestre à mamye,a,,,,,,
DC0416,6,,,Elle estant emdormie,a,,,,,,
DC0416,7,,,"Toute nuë sur son lict,",a,,,,,,
DC0416,8,,,"Aupres d’elle me couche,",c,,,,,,
DC0416,9,,,Ne me monstrant farouche,c,,,,,,
DC0416,10,,,Feis branler le chalict.,d,,,,,,
DC0417,1,,,"Rossignolet qui chante au vert bois,",a,,,,,,
DC0417,2,,,"N’as-tu pas veu ma doulce amye,",b,,,,,,
DC0417,3,,,"Je l’ay perduë passé trois moys,",a,,,,,,
DC0417,4,,,Dont tous les jours il m’en ennuye :,b,,,,,,
DC0417,5,,,"Or revenez gente fillette,",c,,,,,,
DC0417,6,,,"Car je suis [Je seray] vostre amy,",b,,,,,,
DC0417,7,,,"Cueiller irons la violette,",c,,,,,,
DC0417,8,,,Pour passer tout ennuy.,b,,,,,,
DC0418,1,,,"Si vous l’avez rendez le moy,",a,,,,,,
DC0418,2,,,"Gentil garson mon pucellage,",b,,,,,,
DC0418,3,,,Ne faites plus vivre en esmoy,a,,,,,,
DC0418,4,,,"Mon petit cœur de franc courage,",b,,,,,,
