,Composer,Title,Measure,Beat,CadType,Tone,CVFs,LeadingTones,Low,RelLow,RelTone,Progress,SinceLast,ToNext,Validation,Comments
28.0,Pierre Colin,Missa Confitemini: Kyrie,4,3.0,Clausula Vera,D,CT,0.0,D3,-P4,P5,0.11864406779661017,28.0,12.0,,
40.0,Pierre Colin,Missa Confitemini: Kyrie,6,1.0,Authentic,D,TCB,0.0,D3,-P4,P5,0.1694915254237288,12.0,16.0,,
56.0,Pierre Colin,Missa Confitemini: Kyrie,8,1.0,Authentic,D,CB,0.0,B-3,m3,P5,0.23728813559322035,16.0,16.0,,
72.0,Pierre Colin,Missa Confitemini: Kyrie,10,1.0,Authentic,G,CTB,1.0,G3,P1,P8,0.3050847457627119,16.0,56.0,,
128.0,Pierre Colin,Missa Confitemini: Kyrie,16,1.0,Authentic,G,CB,0.0,G3,P1,P8,0.5423728813559322,56.0,8.0,,
136.0,Pierre Colin,Missa Confitemini: Kyrie,17,1.0,Clausula Vera,G,TC,0.0,G3,P1,P8,0.576271186440678,8.0,8.0,,
144.0,Pierre Colin,Missa Confitemini: Kyrie,18,1.0,Authentic,D,CTB,0.0,D3,-P4,P5,0.6101694915254238,8.0,48.0,,
192.0,Pierre Colin,Missa Confitemini: Kyrie,23,1.0,Clausula Vera,G,CT,1.0,G3,P1,P8,0.8135593220338984,48.0,16.0,,
208.0,Pierre Colin,Missa Confitemini: Kyrie,25,1.0,Clausula Vera,G,TC,0.0,G3,P1,P8,0.8813559322033898,16.0,28.0,,
236.0,Pierre Colin,Missa Confitemini: Kyrie,28,3.0,Authentic,G,CTB,1.0,G3,P1,P8,1.0,28.0,16.0,,
24.0,Pierre Colin,Missa Confitemini: Gloria,4,1.0,Clausula Vera,D,CT,0.0,D3,-P4,P5,0.03592814371257485,24.0,20.0,,
44.0,Pierre Colin,Missa Confitemini: Gloria,6,3.0,,G,CuTx,,G3,P1,P8,0.0658682634730539,20.0,24.0,,
68.0,Pierre Colin,Missa Confitemini: Gloria,9,3.0,Clausula Vera,B-,CTx,1.0,B-3,m3,m3,0.10179640718562874,24.0,36.0,,
104.0,Pierre Colin,Missa Confitemini: Gloria,14,1.0,Authentic,G,CuTB,1.0,G3,P1,P8,0.15568862275449102,36.0,72.0,,
176.0,Pierre Colin,Missa Confitemini: Gloria,23,1.0,Clausula Vera,D,CT,1.0,D3,-P4,P5,0.2634730538922156,72.0,20.0,,
196.0,Pierre Colin,Missa Confitemini: Gloria,25,3.0,Authentic,G,TCB,1.0,G3,P1,P8,0.2934131736526946,20.0,40.0,,
236.0,Pierre Colin,Missa Confitemini: Gloria,30,3.0,Evaded Authentic,B-,CuTx,1.0,B-3,m3,m3,0.3532934131736527,40.0,28.0,,
264.0,Pierre Colin,Missa Confitemini: Gloria,34,1.0,Clausula Vera,D,CT,1.0,D3,-P4,P5,0.39520958083832336,28.0,4.0,,
268.0,Pierre Colin,Missa Confitemini: Gloria,34,3.0,,G,Cxx,,G4,P8,P8,0.40119760479041916,4.0,12.0,,
280.0,Pierre Colin,Missa Confitemini: Gloria,36,1.0,Authentic,G,TCB,1.0,G3,P1,P8,0.41916167664670656,12.0,28.0,,
308.0,Pierre Colin,Missa Confitemini: Gloria,39,3.0,Clausula Vera,D,CT,1.0,D3,-P4,P5,0.46107784431137727,28.0,28.0,,
336.0,Pierre Colin,Missa Confitemini: Gloria,43,1.0,Evaded Clausula Vera,G,zC,1.0,G3,P1,P8,0.5029940119760479,28.0,32.0,,
368.0,Pierre Colin,Missa Confitemini: Gloria,47,1.0,Authentic,G,CxTB,1.0,G3,P1,P8,0.5508982035928144,32.0,28.0,,
396.0,Pierre Colin,Missa Confitemini: Gloria,50,3.0,Authentic,D,tCB,1.0,D3,-P4,P5,0.592814371257485,28.0,16.0,,
412.0,Pierre Colin,Missa Confitemini: Gloria,53,1.0,Authentic,D,CTB,1.0,D4,P5,P5,0.6167664670658682,16.0,120.0,,
532.0,Pierre Colin,Missa Confitemini: Gloria,64,2.0,Clausula Vera,D,CTx,1.0,B-3,m3,P5,0.7964071856287425,120.0,16.0,,
548.0,Pierre Colin,Missa Confitemini: Gloria,66,2.0,Authentic,D,CuTB,1.0,D3,-P4,P5,0.8203592814371258,16.0,32.0,,
580.0,Pierre Colin,Missa Confitemini: Gloria,70,3.0,Authentic,G,CTB,1.0,G3,P1,P8,0.8682634730538922,32.0,44.0,,
624.0,Pierre Colin,Missa Confitemini: Gloria,74,3.0,Clausula Vera,D,CT,0.0,D3,-P4,P5,0.9341317365269461,44.0,12.0,,
636.0,Pierre Colin,Missa Confitemini: Gloria,76,1.0,Authentic,D,TCB,0.0,D3,-P4,P5,0.9520958083832335,12.0,16.0,,
652.0,Pierre Colin,Missa Confitemini: Gloria,78,1.0,Authentic,D,CB,0.0,B-3,m3,P5,0.9760479041916168,16.0,16.0,,
668.0,Pierre Colin,Missa Confitemini: Gloria,80,1.0,Authentic,G,CTB,1.0,G3,P1,P8,1.0,16.0,16.0,,
40.0,Pierre Colin,Missa Confitemini: Credo,6,1.0,Authentic,D,CuTB,1.0,D3,-P4,P5,0.03773584905660377,40.0,20.0,,
60.0,Pierre Colin,Missa Confitemini: Credo,8,3.0,Authentic,D,tCB,0.0,D3,-P4,P5,0.05660377358490566,20.0,16.0,,
76.0,Pierre Colin,Missa Confitemini: Credo,10,3.0,Authentic,G,CTB,1.0,G3,P1,P8,0.07169811320754717,16.0,20.0,,
96.0,Pierre Colin,Missa Confitemini: Credo,13,1.0,Clausula Vera,D,CT,1.0,D3,-P4,P5,0.09056603773584905,20.0,8.0,,
104.0,Pierre Colin,Missa Confitemini: Credo,14,1.0,Clausula Vera,D,TC,1.0,D4,P5,P5,0.09811320754716982,8.0,28.0,,
132.0,Pierre Colin,Missa Confitemini: Credo,17,3.0,Authentic,G,CuTB,1.0,G3,P1,P8,0.12452830188679245,28.0,40.0,,
172.0,Pierre Colin,Missa Confitemini: Credo,22,3.0,Clausula Vera,B-,CT,1.0,B-3,m3,m3,0.16226415094339622,40.0,48.0,,
220.0,Pierre Colin,Missa Confitemini: Credo,28,3.0,Authentic,B-,CuTB,1.0,B-2,-M6,m3,0.20754716981132076,48.0,36.0,,
256.0,Pierre Colin,Missa Confitemini: Credo,33,1.0,Clausula Vera,D,CT,1.0,D3,-P4,P5,0.24150943396226415,36.0,24.0,,
280.0,Pierre Colin,Missa Confitemini: Credo,36,1.0,Authentic,G,CuTB,1.0,G3,P1,P8,0.2641509433962264,24.0,24.0,,
304.0,Pierre Colin,Missa Confitemini: Credo,39,1.0,,G,Cb,,E4,M6,P8,0.28679245283018867,24.0,4.0,,
308.0,Pierre Colin,Missa Confitemini: Credo,39,3.0,Clausula Vera,D,CT,1.0,D4,P5,P5,0.29056603773584905,4.0,16.0,,
324.0,Pierre Colin,Missa Confitemini: Credo,41,3.0,Authentic,D,CTB,1.0,B-3,m3,P5,0.30566037735849055,16.0,20.0,,
344.0,Pierre Colin,Missa Confitemini: Credo,44,1.0,Authentic,G,CxTB,1.0,G3,P1,P8,0.32452830188679244,20.0,36.0,,
380.0,Pierre Colin,Missa Confitemini: Credo,48,3.0,Clausula Vera,G,CT,1.0,G3,P1,P8,0.3584905660377358,36.0,40.0,,
420.0,Pierre Colin,Missa Confitemini: Credo,53,3.0,Authentic,D,CxTB,1.0,D3,-P4,P5,0.39622641509433965,40.0,28.0,,
448.0,Pierre Colin,Missa Confitemini: Credo,57,1.0,Evaded Clausula Vera,G,zC,1.0,G4,P8,P8,0.4226415094339623,28.0,24.0,,
472.0,Pierre Colin,Missa Confitemini: Credo,60,1.0,Clausula Vera,D,CT,1.0,D4,P5,P5,0.44528301886792454,24.0,60.0,,
532.0,Pierre Colin,Missa Confitemini: Credo,67,3.0,Clausula Vera,D,CT,1.0,D3,-P4,P5,0.5018867924528302,60.0,20.0,,
552.0,Pierre Colin,Missa Confitemini: Credo,70,1.0,Clausula Vera,D,CTx,1.0,D4,P5,P5,0.5207547169811321,20.0,20.0,,
572.0,Pierre Colin,Missa Confitemini: Credo,72,3.0,Authentic,D,CTB,1.0,D3,-P4,P5,0.539622641509434,20.0,84.0,,
656.0,Pierre Colin,Missa Confitemini: Credo,83,1.0,Clausula Vera,B-,CT,1.0,B-2,-M6,m3,0.6188679245283019,84.0,24.0,,
680.0,Pierre Colin,Missa Confitemini: Credo,86,1.0,Authentic,G,CTB,1.0,G3,P1,P8,0.6415094339622641,24.0,48.0,,
728.0,Pierre Colin,Missa Confitemini: Credo,92,1.0,,A,CP,,D3,-P4,M2,0.6867924528301886,48.0,52.0,,
780.0,Pierre Colin,Missa Confitemini: Credo,98,3.0,Clausula Vera,D,CTx,1.0,D4,P5,P5,0.7358490566037735,52.0,32.0,,
812.0,Pierre Colin,Missa Confitemini: Credo,102,3.0,Authentic,B-,CuTB,1.0,B-2,-M6,m3,0.7660377358490567,32.0,12.0,,
824.0,Pierre Colin,Missa Confitemini: Credo,104,1.0,Clausula Vera,B-,TC,1.0,B-3,m3,m3,0.7773584905660378,12.0,20.0,,
844.0,Pierre Colin,Missa Confitemini: Credo,106,3.0,Clausula Vera,D,CT,1.0,D3,-P4,P5,0.7962264150943397,20.0,44.0,,
888.0,Pierre Colin,Missa Confitemini: Credo,112,1.0,Authentic,D,CTB,1.0,D4,P5,P5,0.8377358490566038,44.0,108.0,,
996.0,Pierre Colin,Missa Confitemini: Credo,121,1.0,Authentic,G,CTB,1.0,G3,P1,P8,0.939622641509434,108.0,36.0,,
1032.0,Pierre Colin,Missa Confitemini: Credo,125,2.0,Authentic,B-,CTB,1.0,B-2,-M6,m3,0.9735849056603774,36.0,28.0,,
1060.0,Pierre Colin,Missa Confitemini: Credo,129,1.0,Authentic,G,CTB,1.0,G3,P1,P8,1.0,28.0,16.0,,
40.0,Pierre Colin,Missa Confitemini: Sanctus,6,1.0,Clausula Vera,D,CTx,1.0,G3,-P5,-P1,0.05025125628140704,40.0,32.0,,
72.0,Pierre Colin,Missa Confitemini: Sanctus,10,1.0,Clausula Vera,D,CT,1.0,D3,-P8,-P1,0.09045226130653267,32.0,12.0,,
84.0,Pierre Colin,Missa Confitemini: Sanctus,11,3.0,Authentic,D,CTB,1.0,D3,-P8,-P1,0.10552763819095477,12.0,12.0,,
96.0,Pierre Colin,Missa Confitemini: Sanctus,13,1.0,Authentic,G,TCB,1.0,G3,-P5,P4,0.12060301507537688,12.0,20.0,,
116.0,Pierre Colin,Missa Confitemini: Sanctus,15,3.0,Evaded Authentic,D,Cb,1.0,B-3,-M3,-P1,0.1457286432160804,20.0,8.0,,
124.0,Pierre Colin,Missa Confitemini: Sanctus,16,3.0,,D,CbTB,,D3,-P8,-P1,0.15577889447236182,8.0,20.0,,
144.0,Pierre Colin,Missa Confitemini: Sanctus,19,1.0,Authentic,G,CTB,1.0,G3,-P5,P4,0.18090452261306533,20.0,20.0,,
164.0,Pierre Colin,Missa Confitemini: Sanctus,21,3.0,Clausula Vera,D,CTx,1.0,B-3,-M3,-P1,0.20603015075376885,20.0,32.0,,
196.0,Pierre Colin,Missa Confitemini: Sanctus,25,3.0,Phrygian Clausula Vera,A,CT,1.0,A3,-P4,P5,0.24623115577889448,32.0,8.0,,
204.0,Pierre Colin,Missa Confitemini: Sanctus,26,3.0,Clausula Vera,F,CT,1.0,F3,-M6,m3,0.2562814070351759,8.0,12.0,,
216.0,Pierre Colin,Missa Confitemini: Sanctus,28,1.0,Authentic,D,CTB,1.0,D3,-P8,-P1,0.271356783919598,12.0,12.0,,
228.0,Pierre Colin,Missa Confitemini: Sanctus,29,3.0,Clausula Vera,D,CT,1.0,D3,-P8,-P1,0.2864321608040201,12.0,36.0,,
264.0,Pierre Colin,Missa Confitemini: Sanctus,34,1.0,Clausula Vera,D,CT,0.0,D3,-P8,-P1,0.3316582914572864,36.0,4.0,,
268.0,Pierre Colin,Missa Confitemini: Sanctus,34,3.0,Authentic,G,CTB,1.0,G3,-P5,P4,0.33668341708542715,4.0,56.0,,
324.0,Pierre Colin,Missa Confitemini: Sanctus,40,1.0,Clausula Vera,F,CT,1.0,F3,-M6,m3,0.40703517587939697,56.0,16.0,,
340.0,Pierre Colin,Missa Confitemini: Sanctus,42,1.0,Authentic,B-,CuTB,1.0,B-2,-M10,m6,0.4271356783919598,16.0,16.0,,
356.0,Pierre Colin,Missa Confitemini: Sanctus,44,1.0,Authentic,G,CTB,1.0,G3,-P5,P4,0.4472361809045226,16.0,48.0,,
404.0,Pierre Colin,Missa Confitemini: Sanctus,48,1.0,Clausula Vera,D,CT,1.0,G3,-P5,-P1,0.507537688442211,48.0,60.0,,
464.0,Pierre Colin,Missa Confitemini: Sanctus,53,1.0,Clausula Vera,G,tTC,0.0,G3,-P5,P4,0.5829145728643216,60.0,60.0,,
524.0,Pierre Colin,Missa Confitemini: Sanctus,58,1.0,Authentic,G,CuTB,1.0,G3,-P5,P4,0.6582914572864321,60.0,60.0,,
584.0,Pierre Colin,Missa Confitemini: Sanctus,64,2.0,Authentic,G,CB,0.0,G3,-P5,P4,0.7336683417085427,60.0,16.0,,
600.0,Pierre Colin,Missa Confitemini: Sanctus,66,2.0,Clausula Vera,D,CT,0.0,D4,P1,-P1,0.7537688442211056,16.0,12.0,,
612.0,Pierre Colin,Missa Confitemini: Sanctus,68,1.0,Clausula Vera,G,CT,1.0,G3,-P5,P4,0.7688442211055276,12.0,16.0,,
628.0,Pierre Colin,Missa Confitemini: Sanctus,70,1.0,Clausula Vera,D,CT,0.0,D4,P1,-P1,0.7889447236180904,16.0,4.0,,
632.0,Pierre Colin,Missa Confitemini: Sanctus,70,2.0,Authentic,G,CB,0.0,G3,-P5,P4,0.7939698492462312,4.0,28.0,,
660.0,Pierre Colin,Missa Confitemini: Sanctus,74,1.0,Clausula Vera,D,CT,0.0,B-3,-M3,-P1,0.8291457286432161,28.0,8.0,,
668.0,Pierre Colin,Missa Confitemini: Sanctus,75,1.0,Authentic,G,zCB,1.0,G3,-P5,P4,0.8391959798994975,8.0,28.0,,
696.0,Pierre Colin,Missa Confitemini: Sanctus,78,2.0,Authentic,G,CB,0.0,G3,-P5,P4,0.8743718592964824,28.0,8.0,,
704.0,Pierre Colin,Missa Confitemini: Sanctus,79,2.0,Clausula Vera,D,CTx,1.0,D4,P1,-P1,0.8844221105527639,8.0,36.0,,
740.0,Pierre Colin,Missa Confitemini: Sanctus,84,1.0,Authentic,G,CB,0.0,G3,-P5,P4,0.9296482412060302,36.0,20.0,,
760.0,Pierre Colin,Missa Confitemini: Sanctus,86,2.0,Clausula Vera,D,CT,1.0,D4,P1,-P1,0.9547738693467337,20.0,16.0,,
776.0,Pierre Colin,Missa Confitemini: Sanctus,88,2.0,Authentic,G,CB,0.0,G3,-P5,P4,0.9748743718592965,16.0,8.0,,
784.0,Pierre Colin,Missa Confitemini: Sanctus,89,2.0,Evaded Authentic,D,CTb,1.0,B-3,-M3,-P1,0.9849246231155779,8.0,28.0,,
24.0,Pierre Colin,Missa Confitemini: Agnus Dei,4,1.0,Phrygian Clausula Vera,A,CTs,1.0,F3,-M2,M2,0.09230769230769231,24.0,12.0,,
36.0,Pierre Colin,Missa Confitemini: Agnus Dei,5,3.0,Clausula Vera,D,CT,0.0,D3,-P4,P5,0.13846153846153847,12.0,8.0,,
44.0,Pierre Colin,Missa Confitemini: Agnus Dei,6,3.0,Evaded Altizans Only,,aT,-1.0,G3,P1,,0.16923076923076924,8.0,16.0,,
60.0,Pierre Colin,Missa Confitemini: Agnus Dei,8,3.0,Clausula Vera,D,CT,1.0,F3,-M2,P5,0.23076923076923078,16.0,8.0,,
68.0,Pierre Colin,Missa Confitemini: Agnus Dei,9,3.0,,D,Cx,,D4,P5,P5,0.26153846153846155,8.0,16.0,,
84.0,Pierre Colin,Missa Confitemini: Agnus Dei,11,3.0,Authentic,G,TCB,0.0,G3,P1,P8,0.3230769230769231,16.0,24.0,,
108.0,Pierre Colin,Missa Confitemini: Agnus Dei,14,3.0,,G,CuTx,,G3,P1,P8,0.4153846153846154,24.0,20.0,,
128.0,Pierre Colin,Missa Confitemini: Agnus Dei,17,1.0,Authentic,D,CTSB,0.0,D3,-P4,P5,0.49230769230769234,20.0,16.0,,
144.0,Pierre Colin,Missa Confitemini: Agnus Dei,19,1.0,Authentic,G,CxTB,1.0,G3,P1,P8,0.5538461538461539,16.0,24.0,,
168.0,Pierre Colin,Missa Confitemini: Agnus Dei,22,1.0,Clausula Vera,D,CT,1.0,D4,P5,P5,0.6461538461538462,24.0,28.0,,
196.0,Pierre Colin,Missa Confitemini: Agnus Dei,25,3.0,Clausula Vera,D,CT,1.0,D3,-P4,P5,0.7538461538461538,28.0,24.0,,
220.0,Pierre Colin,Missa Confitemini: Agnus Dei,28,3.0,Authentic,B-,CTB,1.0,B-2,-M6,m3,0.8461538461538461,24.0,16.0,,
236.0,Pierre Colin,Missa Confitemini: Agnus Dei,30,3.0,Clausula Vera,D,CTx,1.0,D4,P5,P5,0.9076923076923077,16.0,24.0,,
260.0,Pierre Colin,Missa Confitemini: Agnus Dei,33,3.0,Authentic,G,CTB,1.0,G3,P1,P8,1.0,24.0,16.0,,
40.0,Mathieu Sohier,Missa Vidi speciosam: Kyrie,6,1.0,Authentic,G,TCB,0.0,G3,P1,P8,0.07352941176470588,40.0,36.0,,
76.0,Mathieu Sohier,Missa Vidi speciosam: Kyrie,10,3.0,,G,TzC,,G3,P1,P8,0.13970588235294118,36.0,8.0,,
84.0,Mathieu Sohier,Missa Vidi speciosam: Kyrie,11,3.0,,,sx,,B-3,m3,,0.15441176470588236,8.0,20.0,,
104.0,Mathieu Sohier,Missa Vidi speciosam: Kyrie,14,1.0,Evaded Clausula Vera,,Tc,-1.0,D3,-P4,,0.19117647058823528,20.0,20.0,,
124.0,Mathieu Sohier,Missa Vidi speciosam: Kyrie,16,3.0,Clausula Vera,G,CT,0.0,E3,-m3,P8,0.22794117647058823,20.0,24.0,,
148.0,Mathieu Sohier,Missa Vidi speciosam: Kyrie,19,3.0,Clausula Vera,D,CT,0.0,D3,-P4,P5,0.27205882352941174,24.0,4.0,,
152.0,Mathieu Sohier,Missa Vidi speciosam: Kyrie,20,1.0,Authentic,G,CTB,0.0,G3,P1,P8,0.27941176470588236,4.0,152.0,,
304.0,Mathieu Sohier,Missa Vidi speciosam: Kyrie,38,1.0,,D,Cx,,B-3,m3,P5,0.5588235294117647,152.0,28.0,,
332.0,Mathieu Sohier,Missa Vidi speciosam: Kyrie,41,3.0,Evaded Clausula Vera,G,tC,1.0,G3,P1,P8,0.6102941176470589,28.0,4.0,,
336.0,Mathieu Sohier,Missa Vidi speciosam: Kyrie,42,1.0,Phrygian,A,CTP,1.0,D3,-P4,M2,0.6176470588235294,4.0,56.0,,
392.0,Mathieu Sohier,Missa Vidi speciosam: Kyrie,48,1.0,,,Tc,,F3,-M2,,0.7205882352941176,56.0,16.0,,
408.0,Mathieu Sohier,Missa Vidi speciosam: Kyrie,50,1.0,Evaded Authentic,,cx,-1.0,B-3,m3,,0.75,16.0,24.0,,
432.0,Mathieu Sohier,Missa Vidi speciosam: Kyrie,53,1.0,Authentic,D,zCB,0.0,D3,-P4,P5,0.7941176470588235,24.0,16.0,,
448.0,Mathieu Sohier,Missa Vidi speciosam: Kyrie,55,1.0,Clausula Vera,G,TCx,0.0,G3,P1,P8,0.8235294117647058,16.0,44.0,,
492.0,Mathieu Sohier,Missa Vidi speciosam: Kyrie,60,3.0,Authentic,G,CB,0.0,E3,-m3,P8,0.9044117647058824,44.0,68.0,,
60.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,8,3.0,Evaded Clausula Vera,,Tc,-1.0,E3,-m3,,0.06147540983606557,60.0,4.0,,
64.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,9,1.0,Clausula Vera,D,CT,1.0,D3,-P4,P5,0.06557377049180328,4.0,4.0,,
68.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,9,3.0,Authentic,G,CB,0.0,G3,P1,P8,0.06967213114754098,4.0,48.0,,
116.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,15,3.0,,G,Cx,,G4,P8,P8,0.11885245901639344,48.0,16.0,,
132.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,17,3.0,Authentic,G,TCB,1.0,G3,P1,P8,0.13524590163934427,16.0,24.0,,
156.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,20,3.0,Clausula Vera,D,CT,0.0,B-3,m3,P5,0.1598360655737705,24.0,28.0,,
184.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,24,1.0,,D,CuTx,,C4,P4,P5,0.1885245901639344,28.0,20.0,,
204.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,26,3.0,Clausula Vera,D,zCT,1.0,D3,-P4,P5,0.20901639344262296,20.0,8.0,,
212.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,27,3.0,Evaded Clausula Vera,,cT,-1.0,G3,P1,,0.21721311475409835,8.0,52.0,,
264.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,34,1.0,Clausula Vera,D,CT,0.0,D4,P5,P5,0.27049180327868855,52.0,24.0,,
288.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,37,1.0,Clausula Vera,D,CTx,1.0,B-3,m3,P5,0.29508196721311475,24.0,16.0,,
304.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,39,1.0,Clausula Vera,G,CT,0.0,G3,P1,P8,0.3114754098360656,16.0,4.0,,
308.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,39,3.0,Evaded Authentic,,cx,-1.0,A3,M2,,0.3155737704918033,4.0,4.0,,
312.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,40,1.0,Evaded Clausula Vera,,Tc,-1.0,D4,P5,,0.319672131147541,4.0,4.0,,
316.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,40,3.0,Evaded Clausula Vera,,Tc,-1.0,B-3,m3,,0.3237704918032787,4.0,20.0,,
336.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,43,1.0,Clausula Vera,F,zCT,1.0,F3,-M2,m7,0.3442622950819672,20.0,32.0,,
368.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,47,1.0,Authentic,G,CxTB,1.0,G3,P1,P8,0.3770491803278688,32.0,12.0,,
380.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,48,3.0,,D,CTb,,B-3,m3,P5,0.38934426229508196,12.0,8.0,,
388.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,49,3.0,Evaded Clausula Vera,F,zC,1.0,D4,P5,m7,0.3975409836065574,8.0,40.0,,
428.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,54,3.0,Clausula Vera,F,TC,1.0,D4,P5,m7,0.4385245901639344,40.0,20.0,,
448.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,57,1.0,Altizans Only,C,AT,0.0,F3,-M2,P4,0.45901639344262296,20.0,8.0,,
456.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,58,1.0,Authentic,G,CTB,1.0,G3,P1,P8,0.4672131147540984,8.0,80.0,,
536.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,67,1.0,Clausula Vera,D,CT,1.0,D4,P5,P5,0.5491803278688525,80.0,32.0,,
568.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,71,1.0,Clausula Vera,G,TC,1.0,G3,P1,P8,0.5819672131147541,32.0,48.0,,
616.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,77,1.0,Clausula Vera,D,CTx,0.0,D4,P5,P5,0.6311475409836066,48.0,12.0,,
628.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,78,3.0,Authentic,G,CB,0.0,G3,P1,P8,0.6434426229508197,12.0,12.0,,
640.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,80,1.0,Evaded Authentic,D,Cu,0.0,F3,-M2,P5,0.6557377049180327,12.0,8.0,,
648.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,81,1.0,Clausula Vera,D,CT,0.0,D3,-P4,P5,0.6639344262295082,8.0,64.0,,
712.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,89,1.0,Evaded Clausula Vera,,Tc,-1.0,B-3,m3,,0.7295081967213115,64.0,16.0,,
728.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,91,1.0,Evaded Authentic,,cx,-1.0,B-3,m3,,0.7459016393442623,16.0,12.0,,
740.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,92,3.0,Evaded Authentic,G,TCxb,1.0,E3,-m3,P8,0.7581967213114754,12.0,8.0,,
748.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,93,3.0,Clausula Vera,G,TC,0.0,G3,P1,P8,0.7663934426229508,8.0,12.0,,
760.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,95,1.0,Clausula Vera,D,CT,1.0,D4,P5,P5,0.7786885245901639,12.0,4.0,,
764.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,95,3.0,Evaded Authentic,,cx,-1.0,E4,M6,,0.7827868852459017,4.0,48.0,,
812.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,101,3.0,Clausula Vera,D,CTx,1.0,D4,P5,P5,0.8319672131147541,48.0,16.0,,
828.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,103,3.0,Clausula Vera,G,CTx,1.0,G3,P1,P8,0.8483606557377049,16.0,52.0,,
880.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,110,1.0,Clausula Vera,D,CT,1.0,D3,-P4,P5,0.9016393442622951,52.0,20.0,,
900.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,112,3.0,Phrygian Clausula Vera,A,CT,1.0,A3,M2,M2,0.9221311475409836,20.0,60.0,,
960.0,Mathieu Sohier,Missa Vidi speciosam: Gloria,120,1.0,Authentic,G,CuTB,1.0,G3,P1,P8,0.9836065573770492,60.0,32.0,,
20.0,Mathieu Sohier,Missa Vidi speciosam: Credo,3,3.0,Clausula Vera,D,CT,0.0,D3,-P4,P5,0.013966480446927373,20.0,4.0,,
24.0,Mathieu Sohier,Missa Vidi speciosam: Credo,4,1.0,Authentic,G,CuB,0.0,G3,P1,P8,0.01675977653631285,4.0,8.0,,
32.0,Mathieu Sohier,Missa Vidi speciosam: Credo,5,1.0,Clausula Vera,G,TtC,0.0,G3,P1,P8,0.0223463687150838,8.0,44.0,,
76.0,Mathieu Sohier,Missa Vidi speciosam: Credo,10,3.0,Clausula Vera,D,TC,0.0,D3,-P4,P5,0.05307262569832402,44.0,4.0,,
80.0,Mathieu Sohier,Missa Vidi speciosam: Credo,11,1.0,Authentic,G,CB,0.0,G3,P1,P8,0.055865921787709494,4.0,8.0,,
88.0,Mathieu Sohier,Missa Vidi speciosam: Credo,12,1.0,Clausula Vera,G,TC,0.0,G3,P1,P8,0.061452513966480445,8.0,24.0,,
112.0,Mathieu Sohier,Missa Vidi speciosam: Credo,15,1.0,Evaded Clausula Vera,G,tC,1.0,G3,P1,P8,0.0782122905027933,24.0,56.0,,
168.0,Mathieu Sohier,Missa Vidi speciosam: Credo,22,1.0,Clausula Vera,G,CT,0.0,G3,P1,P8,0.11731843575418995,56.0,60.0,,
228.0,Mathieu Sohier,Missa Vidi speciosam: Credo,29,3.0,Clausula Vera,D,CxT,0.0,B-3,m3,P5,0.15921787709497207,60.0,28.0,,
256.0,Mathieu Sohier,Missa Vidi speciosam: Credo,33,1.0,Authentic,D,CB,0.0,D3,-P4,P5,0.1787709497206704,28.0,28.0,,
284.0,Mathieu Sohier,Missa Vidi speciosam: Credo,36,3.0,Authentic,G,CTB,0.0,G3,P1,P8,0.19832402234636873,28.0,8.0,,
292.0,Mathieu Sohier,Missa Vidi speciosam: Credo,37,3.0,,G,zC,,G3,P1,P8,0.20391061452513967,8.0,8.0,,
