,Composer,Title,Measure,Beat,CadType,Tone,CVFs,LeadingTones,Low,RelLow,RelTone,Progress,SinceLast,ToNext,Validation,Comments
300.0,Mathieu Sohier,Missa Vidi speciosam: Credo,38,3.0,Authentic,D,CB,0.0,D3,-P4,P5,0.20949720670391062,8.0,8.0,,
308.0,Mathieu Sohier,Missa Vidi speciosam: Credo,39,3.0,,D,tCx,,D4,P5,P5,0.21508379888268156,8.0,8.0,,
316.0,Mathieu Sohier,Missa Vidi speciosam: Credo,40,3.0,Clausula Vera,D,CT,0.0,D4,P5,P5,0.2206703910614525,8.0,36.0,,
352.0,Mathieu Sohier,Missa Vidi speciosam: Credo,45,1.0,Clausula Vera,D,CTx,1.0,B-3,m3,P5,0.24581005586592178,36.0,16.0,,
368.0,Mathieu Sohier,Missa Vidi speciosam: Credo,47,1.0,,G,zC,,G3,P1,P8,0.2569832402234637,16.0,44.0,,
412.0,Mathieu Sohier,Missa Vidi speciosam: Credo,52,3.0,Clausula Vera,D,CT,0.0,D3,-P4,P5,0.2877094972067039,44.0,8.0,,
420.0,Mathieu Sohier,Missa Vidi speciosam: Credo,53,3.0,,G,Cb,,E3,-m3,P8,0.29329608938547486,8.0,24.0,,
444.0,Mathieu Sohier,Missa Vidi speciosam: Credo,56,3.0,Clausula Vera,G,CTxx,0.0,G3,P1,P8,0.3100558659217877,24.0,82.0,,
526.0,Mathieu Sohier,Missa Vidi speciosam: Credo,66,4.0,Evaded Authentic,D,Cu,0.0,F3,-M2,P5,0.36731843575418993,82.0,34.0,,
560.0,Mathieu Sohier,Missa Vidi speciosam: Credo,71,1.0,,G,CuTx,,G3,P1,P8,0.39106145251396646,34.0,80.0,,
640.0,Mathieu Sohier,Missa Vidi speciosam: Credo,80,1.0,Clausula Vera,D,CT,1.0,D3,-P4,P5,0.44692737430167595,80.0,28.0,,
668.0,Mathieu Sohier,Missa Vidi speciosam: Credo,83,3.0,Clausula Vera,B-,TC,1.0,B-3,m3,m3,0.4664804469273743,28.0,36.0,,
704.0,Mathieu Sohier,Missa Vidi speciosam: Credo,88,1.0,Authentic,G,TCB,1.0,G3,P1,P8,0.49162011173184356,36.0,48.0,,
752.0,Mathieu Sohier,Missa Vidi speciosam: Credo,94,1.0,Clausula Vera,D,CT,0.0,B-3,m3,P5,0.5251396648044693,48.0,16.0,,
768.0,Mathieu Sohier,Missa Vidi speciosam: Credo,96,1.0,Clausula Vera,D,CT,0.0,D3,-P4,P5,0.5363128491620112,16.0,12.0,,
780.0,Mathieu Sohier,Missa Vidi speciosam: Credo,97,3.0,Altizans Only,G,AT,0.0,C4,P4,P8,0.5446927374301676,12.0,16.0,,
796.0,Mathieu Sohier,Missa Vidi speciosam: Credo,99,3.0,Authentic,D,CB,0.0,D3,-P4,P5,0.5558659217877095,16.0,20.0,,
816.0,Mathieu Sohier,Missa Vidi speciosam: Credo,102,1.0,Authentic,G,CTB,1.0,G3,P1,P8,0.5698324022346368,20.0,32.0,,
848.0,Mathieu Sohier,Missa Vidi speciosam: Credo,106,1.0,Clausula Vera,D,CxT,1.0,F3,-M2,P5,0.5921787709497207,32.0,8.0,,
856.0,Mathieu Sohier,Missa Vidi speciosam: Credo,107,1.0,Clausula Vera,D,CT,0.0,D3,-P4,P5,0.5977653631284916,8.0,4.0,,
860.0,Mathieu Sohier,Missa Vidi speciosam: Credo,107,3.0,,G,Cx,,F4,m7,P8,0.6005586592178771,4.0,16.0,,
876.0,Mathieu Sohier,Missa Vidi speciosam: Credo,109,3.0,Clausula Vera,D,CTx,1.0,B-3,m3,P5,0.611731843575419,16.0,52.0,,
928.0,Mathieu Sohier,Missa Vidi speciosam: Credo,116,1.0,Clausula Vera,G,CT,1.0,G3,P1,P8,0.6480446927374302,52.0,48.0,,
976.0,Mathieu Sohier,Missa Vidi speciosam: Credo,122,1.0,,D,zC,,C4,P4,P5,0.6815642458100558,48.0,4.0,,
980.0,Mathieu Sohier,Missa Vidi speciosam: Credo,122,3.0,,,cz,,A3,M2,,0.6843575418994413,4.0,20.0,,
1000.0,Mathieu Sohier,Missa Vidi speciosam: Credo,125,1.0,,,cz,,A3,M2,,0.6983240223463687,20.0,8.0,,
1008.0,Mathieu Sohier,Missa Vidi speciosam: Credo,126,1.0,Evaded Clausula Vera,,Tc,-1.0,A3,M2,,0.7039106145251397,8.0,32.0,,
1040.0,Mathieu Sohier,Missa Vidi speciosam: Credo,130,1.0,Authentic,D,CTB,1.0,D3,-P4,P5,0.7262569832402235,32.0,20.0,,
1060.0,Mathieu Sohier,Missa Vidi speciosam: Credo,132,3.0,Clausula Vera,F,tCT,1.0,F3,-M2,m7,0.7402234636871509,20.0,20.0,,
1080.0,Mathieu Sohier,Missa Vidi speciosam: Credo,135,1.0,Clausula Vera,G,CTx,0.0,G3,P1,P8,0.7541899441340782,20.0,12.0,,
1092.0,Mathieu Sohier,Missa Vidi speciosam: Credo,136,3.0,Clausula Vera,D,CT,0.0,G3,P1,P5,0.7625698324022346,12.0,80.0,,
1172.0,Mathieu Sohier,Missa Vidi speciosam: Credo,146,3.0,Clausula Vera,C,CTx,0.0,C4,P4,P4,0.8184357541899442,80.0,8.0,,
1180.0,Mathieu Sohier,Missa Vidi speciosam: Credo,147,3.0,,G,Cx,,G3,P1,P8,0.8240223463687151,8.0,32.0,,
1212.0,Mathieu Sohier,Missa Vidi speciosam: Credo,151,3.0,Clausula Vera,D,CT,1.0,D3,-P4,P5,0.8463687150837989,32.0,48.0,,
1260.0,Mathieu Sohier,Missa Vidi speciosam: Credo,157,3.0,Clausula Vera,G,CAT,0.0,G3,P1,P8,0.8798882681564246,48.0,24.0,,
1284.0,Mathieu Sohier,Missa Vidi speciosam: Credo,160,3.0,Clausula Vera,D,CT,0.0,D3,-P4,P5,0.8966480446927374,24.0,20.0,,
1304.0,Mathieu Sohier,Missa Vidi speciosam: Credo,163,1.0,Clausula Vera,C,CT,1.0,C4,P4,P4,0.9106145251396648,20.0,76.0,,
1380.0,Mathieu Sohier,Missa Vidi speciosam: Credo,172,3.0,Clausula Vera,D,CT,1.0,D3,-P4,P5,0.9636871508379888,76.0,16.0,,
1396.0,Mathieu Sohier,Missa Vidi speciosam: Credo,174,3.0,Evaded Clausula Vera,G,zC,1.0,G3,P1,P8,0.9748603351955307,16.0,28.0,,
1424.0,Mathieu Sohier,Missa Vidi speciosam: Credo,178,1.0,Authentic,G,CuTB,1.0,G3,P1,P8,0.994413407821229,28.0,24.0,,
28.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,4,3.0,,G,Cx,,B-3,m3,P8,0.0330188679245283,28.0,16.0,,
44.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,6,3.0,Clausula Vera,D,CT,1.0,D3,-P4,P5,0.05188679245283019,16.0,12.0,,
56.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,8,1.0,,G,zC,,G3,P1,P8,0.0660377358490566,12.0,4.0,,
60.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,8,3.0,Clausula Vera,D,TC,0.0,F3,-M2,P5,0.07075471698113207,4.0,8.0,,
68.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,9,3.0,,G,zC,,G3,P1,P8,0.08018867924528301,8.0,16.0,,
84.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,11,3.0,,D,Cx,,B-3,m3,P5,0.09905660377358491,16.0,44.0,,
128.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,17,1.0,Clausula Vera,D,CT,1.0,D3,-P4,P5,0.1509433962264151,44.0,16.0,,
144.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,19,1.0,Clausula Vera,D,TC,0.0,B-3,m3,P5,0.16981132075471697,16.0,12.0,,
156.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,20,3.0,Phrygian Clausula Vera,A,CT,1.0,A3,M2,M2,0.18396226415094338,12.0,4.0,,
160.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,21,1.0,Clausula Vera,D,CxxT,0.0,C4,P4,P5,0.18867924528301888,4.0,32.0,,
192.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,25,1.0,Authentic,G,CuTB,1.0,G3,P1,P8,0.22641509433962265,32.0,68.0,,
260.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,32,3.0,Clausula Vera,G,TC,1.0,G4,P8,P8,0.30660377358490565,68.0,80.0,,
340.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,42,3.0,Clausula Vera,G,TC,1.0,G4,P8,P8,0.4009433962264151,80.0,28.0,,
368.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,46,1.0,Clausula Vera,G,CT,1.0,G3,P1,P8,0.4339622641509434,28.0,76.0,,
444.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,54,3.0,Authentic,D,CB,0.0,D3,-P4,P5,0.5235849056603774,76.0,44.0,,
488.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,60,1.0,Evaded Authentic,D,TCb,1.0,B-3,m3,P5,0.5754716981132075,44.0,60.0,,
548.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,67,3.0,Evaded Authentic,D,Cb,1.0,B-3,m3,P5,0.6462264150943396,60.0,36.0,,
584.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,72,1.0,Authentic,G,CTB,1.0,G3,P1,P8,0.6886792452830188,36.0,48.0,,
632.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,77,1.0,Evaded Clausula Vera,,cT,-1.0,G3,P1,,0.7452830188679245,48.0,68.0,,
700.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,85,3.0,Evaded Authentic,,cx,-1.0,B-3,m3,,0.8254716981132075,68.0,16.0,,
716.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,87,3.0,Clausula Vera,G,CT,0.0,E3,-m3,P8,0.8443396226415094,16.0,4.0,,
720.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,88,1.0,Clausula Vera,D,CT,0.0,D3,-P4,P5,0.8490566037735849,4.0,4.0,,
724.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,88,3.0,Altizans Only,G,AT,0.0,C3,-P5,P8,0.8537735849056604,4.0,8.0,,
732.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,89,3.0,Clausula Vera,G,TCx,0.0,E4,M6,P8,0.8632075471698113,8.0,12.0,,
744.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,91,1.0,Clausula Vera,D,CT,0.0,B-3,m3,P5,0.8773584905660378,12.0,20.0,,
764.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,93,3.0,Phrygian Clausula Vera,A,CT,1.0,A3,M2,M2,0.9009433962264151,20.0,40.0,,
804.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,98,3.0,Altizans Only,D,AT,0.0,G3,P1,P5,0.9481132075471698,40.0,16.0,,
820.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,100,3.0,,G,Cx,,E4,M6,P8,0.9669811320754716,16.0,28.0,,
848.0,Mathieu Sohier,Missa Vidi speciosam: Sanctus,104,1.0,Authentic,G,CTB,1.0,G3,P1,P8,1.0,28.0,16.0,,
40.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei,6,1.0,Clausula Vera,D,CT,0.0,B-3,m6,P8,0.06944444444444445,40.0,12.0,,
52.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei,7,3.0,Clausula Vera,G,CTx,0.0,G3,P4,P4,0.09027777777777778,12.0,20.0,,
72.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei,10,1.0,Authentic,G,TCB,0.0,G3,P4,P4,0.125,20.0,20.0,,
92.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei,12,3.0,,G,zC,,G3,P4,P4,0.1597222222222222,20.0,24.0,,
116.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei,15,3.0,Evaded Altizans Only,,aT,-1.0,F3,m3,,0.2013888888888889,24.0,40.0,,
156.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei,20,3.0,,,xTsB,,D3,P1,,0.2708333333333333,40.0,36.0,,
192.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei,25,1.0,Clausula Vera,D,CT,0.0,D3,P1,P8,0.3333333333333333,36.0,24.0,,
216.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei,28,1.0,Clausula Vera,D,CsxT,0.0,G3,P4,P8,0.375,24.0,8.0,,
224.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei,29,1.0,Evaded Authentic,B-,Cu,1.0,D3,P1,m6,0.3888888888888889,8.0,16.0,,
240.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei,31,1.0,Clausula Vera,G,CTx,0.0,G3,P4,P4,0.4166666666666667,16.0,80.0,,
320.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei,40,1.0,Clausula Vera,G,TC,0.0,G3,P4,P4,0.5555555555555556,80.0,128.0,,
448.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei,56,1.0,Phrygian Clausula Vera,A,CTs,1.0,F3,m3,P5,0.7777777777777778,128.0,12.0,,
460.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei,57,3.0,Evaded Clausula Vera,,cT,-1.0,D3,P1,,0.7986111111111112,12.0,12.0,,
472.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei,59,1.0,,D,CuTx,,B-3,m6,P8,0.8194444444444444,12.0,16.0,,
488.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei,61,1.0,,D,Cxx,,B-3,m6,P8,0.8472222222222222,16.0,8.0,,
496.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei,62,1.0,,,Tc,,F3,m3,,0.8611111111111112,8.0,8.0,,
504.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei,63,1.0,Authentic,D,CTB,0.0,D3,P1,P8,0.875,8.0,20.0,,
524.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei,65,3.0,Evaded Authentic,,cx,-1.0,E3,M2,,0.9097222222222222,20.0,28.0,,
552.0,Mathieu Sohier,Missa Vidi speciosam: Agnus Dei,69,1.0,,G,CTb,,G3,P4,P4,0.9583333333333334,28.0,40.0,,
56.0,Nicolas De Marle,Missa O gente brunette: Kyrie,8,1.0,Authentic,F,CuTB,1.0,F2,P1,P8,0.22580645161290322,56.0,44.0,,
100.0,Nicolas De Marle,Missa O gente brunette: Kyrie,12,3.0,Evaded Clausula Vera,C,tC,1.0,C3,P5,P5,0.4032258064516129,44.0,16.0,,
116.0,Nicolas De Marle,Missa O gente brunette: Kyrie,14,3.0,Authentic,C,CtB,1.0,C3,P5,P5,0.46774193548387094,16.0,12.0,,
128.0,Nicolas De Marle,Missa O gente brunette: Kyrie,16,1.0,Authentic,F,CB,1.0,F2,P1,P8,0.5161290322580645,12.0,120.0,,
248.0,Nicolas De Marle,Missa O gente brunette: Kyrie,30,1.0,Authentic,F,CTB,1.0,F2,P1,P8,1.0,120.0,16.0,,
40.0,Nicolas De Marle,Missa O gente brunette: Gloria,6,1.0,Authentic,F,CxTB,1.0,F2,P1,P8,0.07575757575757576,40.0,24.0,,
64.0,Nicolas De Marle,Missa O gente brunette: Gloria,9,1.0,Clausula Vera,C,CT,1.0,F3,P8,P5,0.12121212121212122,24.0,56.0,,
120.0,Nicolas De Marle,Missa O gente brunette: Gloria,16,1.0,Evaded Clausula Vera,F,tC,1.0,F2,P1,P8,0.22727272727272727,56.0,20.0,,
140.0,Nicolas De Marle,Missa O gente brunette: Gloria,18,3.0,Authentic,F,CB,1.0,A2,M3,P8,0.26515151515151514,20.0,8.0,,
148.0,Nicolas De Marle,Missa O gente brunette: Gloria,19,3.0,Clausula Vera,F,tCT,1.0,F2,P1,P8,0.2803030303030303,8.0,36.0,,
184.0,Nicolas De Marle,Missa O gente brunette: Gloria,24,1.0,Evaded Authentic,F,CuTb,1.0,D3,M6,P8,0.3484848484848485,36.0,56.0,,
240.0,Nicolas De Marle,Missa O gente brunette: Gloria,31,1.0,Authentic,F,CB,1.0,F3,P8,P8,0.45454545454545453,56.0,20.0,,
260.0,Nicolas De Marle,Missa O gente brunette: Gloria,33,3.0,Clausula Vera,C,tCT,1.0,C3,P5,P5,0.49242424242424243,20.0,12.0,,
272.0,Nicolas De Marle,Missa O gente brunette: Gloria,35,1.0,Clausula Vera,C,TC,1.0,F2,P1,P5,0.5151515151515151,12.0,28.0,,
300.0,Nicolas De Marle,Missa O gente brunette: Gloria,38,3.0,Phrygian Clausula Vera,A,CTs,1.0,F3,P8,M3,0.5681818181818182,28.0,20.0,,
320.0,Nicolas De Marle,Missa O gente brunette: Gloria,41,1.0,Phrygian Clausula Vera,A,CT,1.0,D3,M6,M3,0.6060606060606061,20.0,44.0,,
364.0,Nicolas De Marle,Missa O gente brunette: Gloria,46,3.0,Authentic,F,CuTB,1.0,F2,P1,P8,0.6893939393939394,44.0,44.0,,
408.0,Nicolas De Marle,Missa O gente brunette: Gloria,52,1.0,Clausula Vera,C,CAT,0.0,C3,P5,P5,0.7727272727272727,44.0,80.0,,
488.0,Nicolas De Marle,Missa O gente brunette: Gloria,62,1.0,Evaded Authentic,C,CxTb,1.0,A2,M3,P5,0.9242424242424242,80.0,16.0,,
504.0,Nicolas De Marle,Missa O gente brunette: Gloria,64,1.0,Clausula Vera,F,tCT,1.0,F2,P1,P8,0.9545454545454546,16.0,8.0,,
512.0,Nicolas De Marle,Missa O gente brunette: Gloria,65,1.0,Evaded Clausula Vera,F,tC,1.0,F3,P8,P8,0.9696969696969697,8.0,16.0,,
528.0,Nicolas De Marle,Missa O gente brunette: Gloria,67,1.0,Authentic,F,CuTB,1.0,F2,P1,P8,1.0,16.0,16.0,,
52.0,Nicolas De Marle,Missa O gente brunette: Credo,7,3.0,Evaded Clausula Vera,C,Ct,1.0,C3,P5,P5,0.04814814814814815,52.0,16.0,,
68.0,Nicolas De Marle,Missa O gente brunette: Credo,9,3.0,Clausula Vera,C,CT,0.0,C3,P5,P5,0.06296296296296296,16.0,40.0,,
108.0,Nicolas De Marle,Missa O gente brunette: Credo,14,3.0,Clausula Vera,F,CT,1.0,F2,P1,P8,0.1,40.0,44.0,,
152.0,Nicolas De Marle,Missa O gente brunette: Credo,20,1.0,Authentic,F,CxTB,1.0,F2,P1,P8,0.14074074074074075,44.0,32.0,,
184.0,Nicolas De Marle,Missa O gente brunette: Credo,24,1.0,Clausula Vera,F,TC,1.0,F3,P8,P8,0.17037037037037037,32.0,48.0,,
232.0,Nicolas De Marle,Missa O gente brunette: Credo,30,1.0,,C,tCx,,C3,P5,P5,0.21481481481481482,48.0,60.0,,
292.0,Nicolas De Marle,Missa O gente brunette: Credo,37,3.0,Clausula Vera,F,CT,1.0,F2,P1,P8,0.27037037037037037,60.0,56.0,,
348.0,Nicolas De Marle,Missa O gente brunette: Credo,44,3.0,Evaded Clausula Vera,,Tc,-1.0,D3,M6,,0.32222222222222224,56.0,12.0,,
360.0,Nicolas De Marle,Missa O gente brunette: Credo,46,1.0,,C,Cx,,E3,M7,P5,0.3333333333333333,12.0,16.0,,
376.0,Nicolas De Marle,Missa O gente brunette: Credo,48,1.0,Authentic,F,tCB,1.0,F2,P1,P8,0.34814814814814815,16.0,20.0,,
396.0,Nicolas De Marle,Missa O gente brunette: Credo,50,3.0,Clausula Vera,F,CT,1.0,F2,P1,P8,0.36666666666666664,20.0,20.0,,
416.0,Nicolas De Marle,Missa O gente brunette: Credo,53,1.0,Clausula Vera,F,CT,1.0,F2,P1,P8,0.3851851851851852,20.0,112.0,,
528.0,Nicolas De Marle,Missa O gente brunette: Credo,67,1.0,Phrygian Clausula Vera,A,CT,1.0,A3,M10,M3,0.4888888888888889,112.0,48.0,,
576.0,Nicolas De Marle,Missa O gente brunette: Credo,73,1.0,Authentic,F,CTB,1.0,F2,P1,P8,0.5333333333333333,48.0,24.0,,
600.0,Nicolas De Marle,Missa O gente brunette: Credo,76,1.0,Phrygian Clausula Vera,A,CT,1.0,A2,M3,M3,0.5555555555555556,24.0,52.0,,
652.0,Nicolas De Marle,Missa O gente brunette: Credo,82,3.0,Phrygian Clausula Vera,A,CT,1.0,A2,M3,M3,0.6037037037037037,52.0,12.0,,
664.0,Nicolas De Marle,Missa O gente brunette: Credo,84,1.0,Clausula Vera,F,CT,1.0,F2,P1,P8,0.6148148148148148,12.0,40.0,,
704.0,Nicolas De Marle,Missa O gente brunette: Credo,89,1.0,Evaded Authentic,F,Cu,1.0,A2,M3,P8,0.6518518518518519,40.0,8.0,,
712.0,Nicolas De Marle,Missa O gente brunette: Credo,90,1.0,Clausula Vera,F,CT,1.0,F2,P1,P8,0.6592592592592592,8.0,24.0,,
736.0,Nicolas De Marle,Missa O gente brunette: Credo,93,1.0,Clausula Vera,F,CT,1.0,F2,P1,P8,0.6814814814814815,24.0,36.0,,
772.0,Nicolas De Marle,Missa O gente brunette: Credo,97,3.0,Phrygian Clausula Vera,A,CT,1.0,F3,P8,M3,0.7148148148148148,36.0,32.0,,
804.0,Nicolas De Marle,Missa O gente brunette: Credo,101,3.0,Clausula Vera,C,tCT,0.0,C3,P5,P5,0.7444444444444445,32.0,12.0,,
816.0,Nicolas De Marle,Missa O gente brunette: Credo,103,1.0,Evaded Clausula Vera,C,zC,1.0,C3,P5,P5,0.7555555555555555,12.0,16.0,,
832.0,Nicolas De Marle,Missa O gente brunette: Credo,105,1.0,Authentic,C,CB,1.0,C3,P5,P5,0.7703703703703704,16.0,16.0,,
848.0,Nicolas De Marle,Missa O gente brunette: Credo,107,1.0,Authentic,C,CB,1.0,C3,P5,P5,0.7851851851851852,16.0,28.0,,
876.0,Nicolas De Marle,Missa O gente brunette: Credo,110,3.0,Evaded Authentic,F,CuTx,1.0,F3,P8,P8,0.8111111111111111,28.0,48.0,,
924.0,Nicolas De Marle,Missa O gente brunette: Credo,116,3.0,Clausula Vera,C,TC,1.0,A3,M10,P5,0.8555555555555555,48.0,32.0,,
956.0,Nicolas De Marle,Missa O gente brunette: Credo,120,3.0,Phrygian Clausula Vera,A,CT,1.0,F3,P8,M3,0.8851851851851852,32.0,12.0,,
968.0,Nicolas De Marle,Missa O gente brunette: Credo,122,1.0,Clausula Vera,C,CT,0.0,C3,P5,P5,0.8962962962962963,12.0,12.0,,
980.0,Nicolas De Marle,Missa O gente brunette: Credo,123,3.0,Evaded Authentic,F,zCb,1.0,D3,M6,P8,0.9074074074074074,12.0,60.0,,
1040.0,Nicolas De Marle,Missa O gente brunette: Credo,131,1.0,Clausula Vera,C,CT,0.0,C3,P5,P5,0.9629629629629629,60.0,40.0,,
1080.0,Nicolas De Marle,Missa O gente brunette: Credo,136,1.0,Authentic,F,CuTB,1.0,F2,P1,P8,1.0,40.0,16.0,,
40.0,Nicolas De Marle,Missa O gente brunette: Sanctus,6,1.0,Phrygian Clausula Vera,A,CT,1.0,F3,P8,M3,0.056818181818181816,40.0,12.0,,
52.0,Nicolas De Marle,Missa O gente brunette: Sanctus,7,3.0,Clausula Vera,C,CT,0.0,C3,P5,P5,0.07386363636363637,12.0,88.0,,
140.0,Nicolas De Marle,Missa O gente brunette: Sanctus,18,3.0,Evaded Clausula Vera,C,tC,1.0,C3,P5,P5,0.19886363636363635,88.0,28.0,,
168.0,Nicolas De Marle,Missa O gente brunette: Sanctus,22,1.0,Authentic,F,CTB,1.0,F2,P1,P8,0.23863636363636365,28.0,80.0,,
248.0,Nicolas De Marle,Missa O gente brunette: Sanctus,31,1.0,Phrygian Clausula Vera,A,CT,1.0,A3,M10,M3,0.3522727272727273,80.0,36.0,,
284.0,Nicolas De Marle,Missa O gente brunette: Sanctus,35,3.0,Clausula Vera,C,CT,1.0,C4,P12,P5,0.4034090909090909,36.0,52.0,,
336.0,Nicolas De Marle,Missa O gente brunette: Sanctus,42,1.0,Clausula Vera,F,CT,1.0,F3,P8,P8,0.4772727272727273,52.0,36.0,,
372.0,Nicolas De Marle,Missa O gente brunette: Sanctus,45,3.0,Clausula Vera,F,CT,1.0,F2,P1,P8,0.5284090909090909,36.0,16.0,,
388.0,Nicolas De Marle,Missa O gente brunette: Sanctus,47,3.0,Clausula Vera,F,CT,1.0,F2,P1,P8,0.5511363636363636,16.0,12.0,,
400.0,Nicolas De Marle,Missa O gente brunette: Sanctus,49,1.0,Clausula Vera,F,CT,1.0,F3,P8,P8,0.5681818181818182,12.0,28.0,,
428.0,Nicolas De Marle,Missa O gente brunette: Sanctus,52,3.0,Clausula Vera,F,CT,1.0,F2,P1,P8,0.6079545454545454,28.0,28.0,,
456.0,Nicolas De Marle,Missa O gente brunette: Sanctus,56,1.0,Authentic,F,CuTB,1.0,F2,P1,P8,0.6477272727272727,28.0,72.0,,
528.0,Nicolas De Marle,Missa O gente brunette: Sanctus,64,1.0,Evaded Authentic,F,Cb,1.0,D3,M6,P8,0.75,72.0,12.0,,
540.0,Nicolas De Marle,Missa O gente brunette: Sanctus,65,3.0,Clausula Vera,C,CT,1.0,C3,P5,P5,0.7670454545454546,12.0,4.0,,
544.0,Nicolas De Marle,Missa O gente brunette: Sanctus,66,1.0,,F,Cx,,F3,P8,P8,0.7727272727272727,4.0,24.0,,
568.0,Nicolas De Marle,Missa O gente brunette: Sanctus,69,1.0,Clausula Vera,C,CTx,1.0,C3,P5,P5,0.8068181818181818,24.0,80.0,,
648.0,Nicolas De Marle,Missa O gente brunette: Sanctus,79,1.0,Clausula Vera,C,CT,1.0,C3,P5,P5,0.9204545454545454,80.0,32.0,,
680.0,Nicolas De Marle,Missa O gente brunette: Sanctus,83,1.0,Evaded Clausula Vera,F,zC,1.0,F3,P8,P8,0.9659090909090909,32.0,24.0,,
704.0,Nicolas De Marle,Missa O gente brunette: Sanctus,86,1.0,Authentic,F,TCB,1.0,F2,P1,P8,1.0,24.0,16.0,,
32.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei,5,1.0,Clausula Vera,F,CT,1.0,B-2,P4,P8,0.05714285714285714,32.0,20.0,,
52.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei,7,3.0,Clausula Vera,C,CT,0.0,F2,P1,P5,0.09285714285714286,20.0,8.0,,
60.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei,8,3.0,Clausula Vera,F,CTx,1.0,F3,P8,P8,0.10714285714285714,8.0,20.0,,
80.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei,11,1.0,Evaded Authentic,,Tcx,-1.0,F3,P8,,0.14285714285714285,20.0,24.0,,
104.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei,14,1.0,Evaded Authentic,F,CuTx,1.0,F3,P8,P8,0.18571428571428572,24.0,60.0,,
164.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei,21,3.0,Clausula Vera,F,tCT,1.0,F2,P1,P8,0.29285714285714287,60.0,16.0,,
180.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei,23,3.0,Phrygian Clausula Vera,A,CT,1.0,F2,P1,M3,0.32142857142857145,16.0,16.0,,
196.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei,25,3.0,Phrygian Clausula Vera,A,CT,1.0,A2,M3,M3,0.35,16.0,12.0,,
208.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei,27,1.0,,F,aCT,,F2,P1,P8,0.37142857142857144,12.0,56.0,,
264.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei,34,1.0,Authentic,F,CTB,1.0,F2,P1,P8,0.4714285714285714,56.0,24.0,,
288.0,Nicolas De Marle,Missa O gente brunette: Agnus Dei,37,1.0,Clausula Vera,F,CT,1.0,F2,P1,P8,0.5142857142857142,24.0,16.0,,
